,Fighter,Fighter Odds,Opponent,Opponent Odds,Event,Date
2314,Ihor Potieria,300.0,Rodolfo Bellato,-430.0,UFC Fight Night,Dec 2nd 2023
2315,Jared Gooden,130.0,Wellington Turman,-175.0,UFC Fight Night,Dec 2nd 2023
2316,Joe Solecki,-110.0,Drakkar Klose,-120.0,UFC Fight Night,Dec 2nd 2023
2317,Julia Avila,-175.0,Miesha Tate,130.0,UFC Fight Night,Dec 2nd 2023
2318,Khalil Rountree Jr.,145.0,Azamat Murzakanov,-175.0,UFC Fight Night,Dec 2nd 2023
2319,Miesha Tate,130.0,Julia Avila,-175.0,UFC Fight Night,Dec 2nd 2023
2320,Rodolfo Bellato,-430.0,Ihor Potieria,300.0,UFC Fight Night,Dec 2nd 2023
2321,Wellington Turman,-175.0,Jared Gooden,130.0,UFC Fight Night,Dec 2nd 2023
2322,Zach Reese,-275.0,Cody Brundage,200.0,UFC Fight Night,Dec 2nd 2023
2323,Alistair Overeem,-140.0,Brock Lesnar,120.0,UFC 141: Lesnar vs. Overeem,Dec 30th 2011
2324,Efrain Escudero,190.0,Jacob Volkmann,-270.0,UFC 141: Lesnar vs. Overeem,Dec 30th 2011
2325,Jimy Hettes,180.0,Nam Phan,-260.0,UFC 141: Lesnar vs. Overeem,Dec 30th 2011
2326,Johny Hendricks,220.0,Jon Fitch,-300.0,UFC 141: Lesnar vs. Overeem,Dec 30th 2011
2327,Junior Assuncao,180.0,Ross Pearson,-260.0,UFC 141: Lesnar vs. Overeem,Dec 30th 2011
2328,Nate Diaz,280.0,Donald Cerrone,-400.0,UFC 141: Lesnar vs. Overeem,Dec 30th 2011
2329,Ross Pearson,-260.0,Junior Assuncao,180.0,UFC 141: Lesnar vs. Overeem,Dec 30th 2011
2330,Sean Pierson,300.0,Dong Hyun Kim,-420.0,UFC 141: Lesnar vs. Overeem,Dec 30th 2011
2331,Vladimir Matyushenko,240.0,Alexander Gustafsson,-320.0,UFC 141: Lesnar vs. Overeem,Dec 30th 2011
2332,Alex Garcia,-180.0,Mike Pyle,140.0,UFC 207: Nunes vs. Rousey,Dec 30th 2016
2333,Alex Oliveira,100.0,Tim Means,-140.0,UFC 207: Nunes vs. Rousey,Dec 30th 2016
2334,Antonio Carlos Junior,-155.0,Marvin Vettori,115.0,UFC 207: Nunes vs. Rousey,Dec 30th 2016
2335,Brandon Thatch,-380.0,Niko Price,260.0,UFC 207: Nunes vs. Rousey,Dec 30th 2016
2336,Cody Garbrandt,160.0,Dominick Cruz,-195.0,UFC 207: Nunes vs. Rousey,Dec 30th 2016
2337,John Lineker,150.0,T.J. Dillashaw,-190.0,UFC 207: Nunes vs. Rousey,Dec 30th 2016
2338,Johny Hendricks,-130.0,Neil Magny,-110.0,UFC 207: Nunes vs. Rousey,Dec 30th 2016
2339,Louis Smolka,-140.0,Ray Borg,100.0,UFC 207: Nunes vs. Rousey,Dec 30th 2016
2340,Marvin Vettori,115.0,Antonio Carlos Junior,-155.0,UFC 207: Nunes vs. Rousey,Dec 30th 2016
2341,Mike Pyle,140.0,Alex Garcia,-180.0,UFC 207: Nunes vs. Rousey,Dec 30th 2016
2342,Neil Magny,-110.0,Johny Hendricks,-130.0,UFC 207: Nunes vs. Rousey,Dec 30th 2016
2343,Ray Borg,100.0,Louis Smolka,-140.0,UFC 207: Nunes vs. Rousey,Dec 30th 2016
2344,Ronda Rousey,-280.0,Amanda Nunes,220.0,UFC 207: Nunes vs. Rousey,Dec 30th 2016
2345,Tarec Saffiedine,105.0,Dong Hyun Kim,-145.0,UFC 207: Nunes vs. Rousey,Dec 30th 2016
2346,Tim Means,-140.0,Alex Oliveira,100.0,UFC 207: Nunes vs. Rousey,Dec 30th 2016
2347,Carla Esparza,150.0,Cynthia Calvillo,-190.0,UFC 219: Cyborg vs. Holm,Dec 30th 2017
2348,Carlos Condit,-150.0,Neil Magny,110.0,UFC 219: Cyborg vs. Holm,Dec 30th 2017
2349,Cristiane Justino,-400.0,Holly Holm,280.0,UFC 219: Cyborg vs. Holm,Dec 30th 2017
2350,Cynthia Calvillo,-190.0,Carla Esparza,150.0,UFC 219: Cyborg vs. Holm,Dec 30th 2017
2351,Dan Hooker,170.0,Marc Diakiese,-230.0,UFC 219: Cyborg vs. Holm,Dec 30th 2017
2352,Holly Holm,280.0,Cristiane Justino,-400.0,UFC 219: Cyborg vs. Holm,Dec 30th 2017
2353,Louis Smolka,120.0,Matheus Nicolau,-160.0,UFC 219: Cyborg vs. Holm,Dec 30th 2017
2354,Marc Diakiese,-230.0,Dan Hooker,170.0,UFC 219: Cyborg vs. Holm,Dec 30th 2017
2355,Marvin Vettori,-265.0,Omari Akhmedov,185.0,UFC 219: Cyborg vs. Holm,Dec 30th 2017
2356,Myles Jury,-300.0,Rick Glenn,220.0,UFC 219: Cyborg vs. Holm,Dec 30th 2017
2357,Neil Magny,110.0,Carlos Condit,-150.0,UFC 219: Cyborg vs. Holm,Dec 30th 2017
2358,Omari Akhmedov,185.0,Marvin Vettori,-265.0,UFC 219: Cyborg vs. Holm,Dec 30th 2017
2359,Tim Elliott,-230.0,Mark de La Rosa,170.0,UFC 219: Cyborg vs. Holm,Dec 30th 2017
2360,Israel Adesanya,-275.0,Robert Whittaker,235.0,UFC,Dec 31st 2021
2361,Conor McGregor,110.0,Michael Chandler,-130.0,UFC,Dec 31st 2023
2362,Bryan Caraway,-390.0,Dustin Neace,300.0,UFC: The Ultimate Fighter 14 Finale,Dec 3rd 2011
2363,Diego Brandao,-350.0,Dennis Bermudez,260.0,UFC: The Ultimate Fighter 14 Finale,Dec 3rd 2011
2364,Jason Miller,180.0,Michael Bisping,-240.0,UFC: The Ultimate Fighter 14 Finale,Dec 3rd 2011
2365,John Dodson,180.0,T.J. Dillashaw,-240.0,UFC: The Ultimate Fighter 14 Finale,Dec 3rd 2011
2366,Johnny Bedford,-240.0,Louis Gaudinot,180.0,UFC: The Ultimate Fighter 14 Finale,Dec 3rd 2011
2367,Michael Bisping,-240.0,Jason Miller,180.0,UFC: The Ultimate Fighter 14 Finale,Dec 3rd 2011
2368,Roland Delorme,100.0,Josh Ferguson,-130.0,UFC: The Ultimate Fighter 14 Finale,Dec 3rd 2011
2369,Tony Ferguson,-300.0,Yves Edwards,240.0,UFC: The Ultimate Fighter 14 Finale,Dec 3rd 2011
2370,Alexis Davis,140.0,Sara McMann,-180.0,UFC: The Ultimate Fighter 24 Finale,Dec 3rd 2016
2371,Anthony Smith,-145.0,Elvis Mutapcic,105.0,UFC: The Ultimate Fighter 24 Finale,Dec 3rd 2016
2372,Brandon Moreno,-175.0,Ryan Benoit,135.0,UFC: The Ultimate Fighter 24 Finale,Dec 3rd 2016
2373,Demetrious Johnson,-900.0,Tim Elliott,500.0,UFC: The Ultimate Fighter 24 Finale,Dec 3rd 2016
2374,Dong Hyun Ma,-110.0,Brendan O'Reilly,-130.0,UFC: The Ultimate Fighter 24 Finale,Dec 3rd 2016
2375,Elvis Mutapcic,105.0,Anthony Smith,-145.0,UFC: The Ultimate Fighter 24 Finale,Dec 3rd 2016
2376,Gray Maynard,-110.0,Ryan Hall,-130.0,UFC: The Ultimate Fighter 24 Finale,Dec 3rd 2016
2377,Ion Cutelaba,-190.0,Jared Cannonier,150.0,UFC: The Ultimate Fighter 24 Finale,Dec 3rd 2016
2378,Jake Ellenberger,190.0,Jorge Masvidal,-270.0,UFC: The Ultimate Fighter 24 Finale,Dec 3rd 2016
2379,Jamie Moyle,130.0,Kailin Curran,-170.0,UFC: The Ultimate Fighter 24 Finale,Dec 3rd 2016
2380,Jared Cannonier,150.0,Ion Cutelaba,-190.0,UFC: The Ultimate Fighter 24 Finale,Dec 3rd 2016
2381,Jorge Masvidal,-270.0,Jake Ellenberger,190.0,UFC: The Ultimate Fighter 24 Finale,Dec 3rd 2016
2382,Joseph Benavidez,-260.0,Henry Cejudo,180.0,UFC: The Ultimate Fighter 24 Finale,Dec 3rd 2016
2383,Josh Stansbury,-135.0,Devin Clark,-105.0,UFC: The Ultimate Fighter 24 Finale,Dec 3rd 2016
2384,Kailin Curran,-170.0,Jamie Moyle,130.0,UFC: The Ultimate Fighter 24 Finale,Dec 3rd 2016
2385,Matt Schnell,160.0,Rob Font,-210.0,UFC: The Ultimate Fighter 24 Finale,Dec 3rd 2016
2386,Ryan Benoit,135.0,Brandon Moreno,-175.0,UFC: The Ultimate Fighter 24 Finale,Dec 3rd 2016
2387,Ryan Hall,-130.0,Gray Maynard,-110.0,UFC: The Ultimate Fighter 24 Finale,Dec 3rd 2016
2388,Sara McMann,-180.0,Alexis Davis,140.0,UFC: The Ultimate Fighter 24 Finale,Dec 3rd 2016
2389,Tim Elliott,500.0,Demetrious Johnson,-900.0,UFC: The Ultimate Fighter 24 Finale,Dec 3rd 2016
2390,Angela Hill,100.0,Emily Ducote,-120.0,UFC Fight Night 214,Dec 3rd 2022
2391,Clay Guida,175.0,Scott Holtzman,-205.0,UFC Fight Night 214,Dec 3rd 2022
2392,Darren Elkins,250.0,Jonathan Pearce,-300.0,UFC Fight Night 214,Dec 3rd 2022
2393,Emily Ducote,-120.0,Angela Hill,100.0,UFC Fight Night 214,Dec 3rd 2022
2394,Eryk Anders,190.0,Kyle Daukaus,-225.0,UFC Fight Night 214,Dec 3rd 2022
2395,Francis Marshall,-110.0,Marcelo Rojo,-110.0,UFC Fight Night 214,Dec 3rd 2022
2396,Genaro Valdez,140.0,Nathan Levy,-160.0,UFC Fight Night 214,Dec 3rd 2022
2397,Jack Hermansson,-150.0,Roman Dolidze,130.0,UFC Fight Night 214,Dec 3rd 2022
2398,Jonathan Pearce,-300.0,Darren Elkins,250.0,UFC Fight Night 214,Dec 3rd 2022
2399,Kevin Holland,-110.0,Stephen Thompson,-110.0,UFC Fight Night 214,Dec 3rd 2022
2400,Kyle Daukaus,-225.0,Eryk Anders,190.0,UFC Fight Night 214,Dec 3rd 2022
2401,Marc Diakiese,-160.0,Michael Johnson,140.0,UFC Fight Night 214,Dec 3rd 2022
2402,Marcelo Rojo,-110.0,Francis Marshall,-110.0,UFC Fight Night 214,Dec 3rd 2022
2403,Matt Schnell,190.0,Matheus Nicolau,-225.0,UFC Fight Night 214,Dec 3rd 2022
2404,Michael Johnson,140.0,Marc Diakiese,-160.0,UFC Fight Night 214,Dec 3rd 2022
2405,Niko Price,-135.0,Phil Rowe,115.0,UFC Fight Night 214,Dec 3rd 2022
2406,Rafael Dos Anjos,-325.0,Bryan Barberena,275.0,UFC Fight Night 214,Dec 3rd 2022
2407,Roman Dolidze,130.0,Jack Hermansson,-150.0,UFC Fight Night 214,Dec 3rd 2022
2408,Scott Holtzman,-205.0,Clay Guida,175.0,UFC Fight Night 214,Dec 3rd 2022
2409,Sergei Pavlovich,-115.0,Tai Tuivasa,-105.0,UFC Fight Night 214,Dec 3rd 2022
2410,Stephen Thompson,-110.0,Kevin Holland,-110.0,UFC Fight Night 214,Dec 3rd 2022
2411,Tai Tuivasa,-105.0,Sergei Pavlovich,-115.0,UFC Fight Night 214,Dec 3rd 2022
2412,Yazmin Jauregui,-240.0,Istela Nunes,205.0,UFC Fight Night 214,Dec 3rd 2022
2413,Arman Tsarukyan,100.0,Beneil Dariush,-120.0,UFC,Dec 3rd 2023
2414,Clay Guida,163.0,Joaquim Silva,-225.0,UFC,Dec 3rd 2023
2415,Deiveson Figueiredo,120.0,Rob Font,-142.0,UFC,Dec 3rd 2023
2416,Dustin Stoltzfus,200.0,Punahele Soriano,-275.0,UFC,Dec 3rd 2023
2417,Jalin Turner,-218.0,Bobby Green,180.0,UFC,Dec 3rd 2023
2418,Joaquim Silva,-225.0,Clay Guida,163.0,UFC,Dec 3rd 2023
2419,Kelvin Gastelum,-110.0,Sean Brady,-110.0,UFC,Dec 3rd 2023
2420,Punahele Soriano,-275.0,Dustin Stoltzfus,200.0,UFC,Dec 3rd 2023
2421,Rob Font,-142.0,Deiveson Figueiredo,120.0,UFC,Dec 3rd 2023
2422,Sean Brady,-110.0,Kelvin Gastelum,-110.0,UFC,Dec 3rd 2023
2423,Aaron Wilkinson,140.0,Cody McKenzie,-170.0,UFC: The Ultimate Fighter 12 Finale,Dec 4th 2010
2424,David Branch,-165.0,Rich Attonito,145.0,UFC: The Ultimate Fighter 12 Finale,Dec 4th 2010
2425,Demian Maia,-490.0,Kendall Grove,330.0,UFC: The Ultimate Fighter 12 Finale,Dec 4th 2010
2426,Fredson Paixao,-170.0,Pablo Garza,150.0,UFC: The Ultimate Fighter 12 Finale,Dec 4th 2010
2427,Ian Loveland,230.0,Tyler Toner,-270.0,UFC: The Ultimate Fighter 12 Finale,Dec 4th 2010
2428,Igor Pokrajac,190.0,Stephan Bonnar,-250.0,UFC: The Ultimate Fighter 12 Finale,Dec 4th 2010
2429,Johny Hendricks,-250.0,Rick Story,190.0,UFC: The Ultimate Fighter 12 Finale,Dec 4th 2010
2430,Jonathan Brookins,-290.0,Michael Johnson,230.0,UFC: The Ultimate Fighter 12 Finale,Dec 4th 2010
2431,Kendall Grove,330.0,Demian Maia,-490.0,UFC: The Ultimate Fighter 12 Finale,Dec 4th 2010
2432,Leonard Garcia,-130.0,Nam Phan,100.0,UFC: The Ultimate Fighter 12 Finale,Dec 4th 2010
2433,Nick Pace,115.0,Will Campuzano,-135.0,UFC: The Ultimate Fighter 12 Finale,Dec 4th 2010
2434,Pablo Garza,150.0,Fredson Paixao,-170.0,UFC: The Ultimate Fighter 12 Finale,Dec 4th 2010
2435,Rich Attonito,145.0,David Branch,-165.0,UFC: The Ultimate Fighter 12 Finale,Dec 4th 2010
2436,Rick Story,190.0,Johny Hendricks,-250.0,UFC: The Ultimate Fighter 12 Finale,Dec 4th 2010
2437,Stephan Bonnar,-250.0,Igor Pokrajac,190.0,UFC: The Ultimate Fighter 12 Finale,Dec 4th 2010
2438,Tyler Toner,-270.0,Ian Loveland,230.0,UFC: The Ultimate Fighter 12 Finale,Dec 4th 2010
2439,Will Campuzano,-135.0,Nick Pace,115.0,UFC: The Ultimate Fighter 12 Finale,Dec 4th 2010
2440,Alex Morono,-270.0,Mickey Gall,230.0,UFC Fight Night: Font vs. Aldo,Dec 4th 2021
2441,Alonzo Menifield,-140.0,William Knight,110.0,UFC Fight Night: Font vs. Aldo,Dec 4th 2021
2442,Azamat Murzakanov,-227.0,Jared Vanderaa,187.0,UFC Fight Night: Font vs. Aldo,Dec 4th 2021
2443,Azamat Murzakanov,-225.0,Philipe Lins,185.0,UFC Fight Night: Font vs. Aldo,Dec 4th 2021
2444,Brad Riddell,-130.0,Rafael Fiziev,110.0,UFC Fight Night: Font vs. Aldo,Dec 4th 2021
2445,Brendan Allen,-300.0,Chris Curtis,250.0,UFC Fight Night: Font vs. Aldo,Dec 4th 2021
2446,Brendan Allen,-350.0,Roman Dolidze,260.0,UFC Fight Night: Font vs. Aldo,Dec 4th 2021
2447,Cheyanne Vlismas,-200.0,Mallory Martin,150.0,UFC Fight Night: Font vs. Aldo,Dec 4th 2021
2448,Chris Curtis,250.0,Brendan Allen,-300.0,UFC Fight Night: Font vs. Aldo,Dec 4th 2021
2449,Chris Gruetzemacher,130.0,Claudio Puelles,-150.0,UFC Fight Night: Font vs. Aldo,Dec 4th 2021
2450,Clay Guida,220.0,Leo Santos,-260.0,UFC Fight Night: Font vs. Aldo,Dec 4th 2021
2451,Darian Weeks,150.0,Bryan Barberena,-175.0,UFC Fight Night: Font vs. Aldo,Dec 4th 2021
2452,Jake Matthews,-195.0,Jeremiah Wells,160.0,UFC Fight Night: Font vs. Aldo,Dec 4th 2021
2453,Jamahal Hill,185.0,Jimmy Crute,-220.0,UFC Fight Night: Font vs. Aldo,Dec 4th 2021
2454,Jared Vanderaa,187.0,Azamat Murzakanov,-227.0,UFC Fight Night: Font vs. Aldo,Dec 4th 2021
2455,Jeremiah Wells,160.0,Jake Matthews,-195.0,UFC Fight Night: Font vs. Aldo,Dec 4th 2021
2456,Jimmy Crute,-220.0,Jamahal Hill,185.0,UFC Fight Night: Font vs. Aldo,Dec 4th 2021
2457,Jose Aldo,-105.0,Rob Font,-115.0,UFC Fight Night: Font vs. Aldo,Dec 4th 2021
2458,Louis Smolka,-185.0,Vince Morales,160.0,UFC Fight Night: Font vs. Aldo,Dec 4th 2021
2459,Maki Pitolo,200.0,Durko Todorovir,-235.0,UFC Fight Night: Font vs. Aldo,Dec 4th 2021
2460,Mallory Martin,185.0,Cheyanne Buys,-220.0,UFC Fight Night: Font vs. Aldo,Dec 4th 2021
2461,Mallory Martin,150.0,Cheyanne Vlismas,-200.0,UFC Fight Night: Font vs. Aldo,Dec 4th 2021
2462,Mallory Martin,-175.0,Montserrat Ruiz,145.0,UFC Fight Night: Font vs. Aldo,Dec 4th 2021
2463,Matt Brown,160.0,Bryan Barberena,-200.0,UFC Fight Night: Font vs. Aldo,Dec 4th 2021
2464,Mickey Gall,230.0,Alex Morono,-270.0,UFC Fight Night: Font vs. Aldo,Dec 4th 2021
2465,Philipe Lins,185.0,Azamat Murzakanov,-225.0,UFC Fight Night: Font vs. Aldo,Dec 4th 2021
2466,Rafael Fiziev,110.0,Brad Riddell,-130.0,UFC Fight Night: Font vs. Aldo,Dec 4th 2021
2467,Rob Font,-115.0,Jose Aldo,-105.0,UFC Fight Night: Font vs. Aldo,Dec 4th 2021
2468,Roman Dolidze,260.0,Brendan Allen,-350.0,UFC Fight Night: Font vs. Aldo,Dec 4th 2021
2469,Vince Morales,160.0,Louis Smolka,-185.0,UFC Fight Night: Font vs. Aldo,Dec 4th 2021
2470,William Knight,110.0,Alonzo Menifield,-140.0,UFC Fight Night: Font vs. Aldo,Dec 4th 2021
2471,Zhalgas Zhumagulov,220.0,Manel Kape,-260.0,UFC Fight Night: Font vs. Aldo,Dec 4th 2021
2472,Brian Stann,-125.0,Rodney Wallace,-105.0,UFC: The Ultimate Fighter 10 Finale,Dec 5th 2009
2473,Dennis Hallman,190.0,John Howard,-250.0,UFC: The Ultimate Fighter 10 Finale,Dec 5th 2009
2474,Frankie Edgar,-580.0,Matt Veach,415.0,UFC: The Ultimate Fighter 10 Finale,Dec 5th 2009
2475,Houston Alexander,-270.0,Kimbo Slice,210.0,UFC: The Ultimate Fighter 10 Finale,Dec 5th 2009
2476,James McSweeney,-115.0,Darrill Schoonover,-115.0,UFC: The Ultimate Fighter 10 Finale,Dec 5th 2009
2477,John Howard,-250.0,Dennis Hallman,190.0,UFC: The Ultimate Fighter 10 Finale,Dec 5th 2009
2478,Jon Jones,-185.0,Matt Hamill,155.0,UFC: The Ultimate Fighter 10 Finale,Dec 5th 2009
2479,Justin Wren,-400.0,Jon Madsen,310.0,UFC: The Ultimate Fighter 10 Finale,Dec 5th 2009
2480,Marcus Jones,-325.0,Matt Mitrione,250.0,UFC: The Ultimate Fighter 10 Finale,Dec 5th 2009
2481,Mark Bocek,-425.0,Joe Brammer,320.0,UFC: The Ultimate Fighter 10 Finale,Dec 5th 2009
2482,Matt Hamill,155.0,Jon Jones,-185.0,UFC: The Ultimate Fighter 10 Finale,Dec 5th 2009
2483,Matt Veach,415.0,Frankie Edgar,-580.0,UFC: The Ultimate Fighter 10 Finale,Dec 5th 2009
2484,Damon Jackson,145.0,Ilia Topuria,-170.0,UFC on ESPN 19: Hermansson vs. Vettori,Dec 5th 2020
2485,Gabriel Benitez,115.0,Justin Jaynes,-155.0,UFC on ESPN 19: Hermansson vs. Vettori,Dec 5th 2020
2486,Gian Villante,-150.0,Jake Collier,130.0,UFC on ESPN 19: Hermansson vs. Vettori,Dec 5th 2020
2487,Ilia Topuria,-170.0,Damon Jackson,145.0,UFC on ESPN 19: Hermansson vs. Vettori,Dec 5th 2020
2488,Jack Hermansson,140.0,Marvin Vettori,-160.0,UFC on ESPN 19: Hermansson vs. Vettori,Dec 5th 2020
2489,Jamahal Hill,-135.0,Ovince St. Preux,115.0,UFC on ESPN 19: Hermansson vs. Vettori,Dec 5th 2020
2490,John Allan,170.0,Roman Dolidze,-200.0,UFC on ESPN 19: Hermansson vs. Vettori,Dec 5th 2020
2491,Jose Quinonez,-105.0,Louis Smolka,-135.0,UFC on ESPN 19: Hermansson vs. Vettori,Dec 5th 2020
2492,Justin Jaynes,-155.0,Gabriel Benitez,115.0,UFC on ESPN 19: Hermansson vs. Vettori,Dec 5th 2020
2493,Louis Smolka,-135.0,Jose Quinonez,-105.0,UFC on ESPN 19: Hermansson vs. Vettori,Dec 5th 2020
2494,Marvin Vettori,-160.0,Jack Hermansson,140.0,UFC on ESPN 19: Hermansson vs. Vettori,Dec 5th 2020
2495,Matt Wiman,225.0,Jordan Leavitt,-305.0,UFC on ESPN 19: Hermansson vs. Vettori,Dec 5th 2020
2496,Roman Dolidze,-200.0,John Allan,170.0,UFC on ESPN 19: Hermansson vs. Vettori,Dec 5th 2020
2497,Anthony Perosh,385.0,Ryan Bader,-585.0,UFC Fight Night 33: Hunt vs. Bigfoot,Dec 6th 2013
2498,Antonio Silva,-115.0,Mark Hunt,-125.0,UFC Fight Night 33: Hunt vs. Bigfoot,Dec 6th 2013
2499,Bruno Santos,-190.0,Krzysztof Jotko,150.0,UFC Fight Night 33: Hunt vs. Bigfoot,Dec 6th 2013
2500,Caio Magalhaes,170.0,Nick Ring,-230.0,UFC Fight Night 33: Hunt vs. Bigfoot,Dec 6th 2013
2501,Clint Hester,-120.0,Dylan Andrews,-120.0,UFC Fight Night 33: Hunt vs. Bigfoot,Dec 6th 2013
2502,James Te Huna,120.0,Mauricio Rua,-160.0,UFC Fight Night 33: Hunt vs. Bigfoot,Dec 6th 2013
2503,Justin Scoggins,-150.0,Richie Vaculik,110.0,UFC Fight Night 33: Hunt vs. Bigfoot,Dec 6th 2013
2504,Krzysztof Jotko,150.0,Bruno Santos,-190.0,UFC Fight Night 33: Hunt vs. Bigfoot,Dec 6th 2013
2505,Mark Hunt,-125.0,Antonio Silva,-115.0,UFC Fight Night 33: Hunt vs. Bigfoot,Dec 6th 2013
2506,Mauricio Rua,-160.0,James Te Huna,120.0,UFC Fight Night 33: Hunt vs. Bigfoot,Dec 6th 2013
2507,Nick Ring,-230.0,Caio Magalhaes,170.0,UFC Fight Night 33: Hunt vs. Bigfoot,Dec 6th 2013
2508,Pat Barry,-260.0,Soa Palelei,180.0,UFC Fight Night 33: Hunt vs. Bigfoot,Dec 6th 2013
2509,Takeya Mizugaki,-270.0,Nam Phan,190.0,UFC Fight Night 33: Hunt vs. Bigfoot,Dec 6th 2013
2510,Abel Trujillo,175.0,Tony Ferguson,-245.0,UFC 181: Hendricks vs. Lawler 2,Dec 6th 2014
2511,Alex White,-140.0,Clay Collard,100.0,UFC 181: Hendricks vs. Lawler 2,Dec 6th 2014
2512,Anthony Hamilton,200.0,Todd Duffee,-280.0,UFC 181: Hendricks vs. Lawler 2,Dec 6th 2014
2513,Anthony Pettis,-185.0,Gilbert Melendez,145.0,UFC 181: Hendricks vs. Lawler 2,Dec 6th 2014
2514,Brendan Schaub,190.0,Travis Browne,-270.0,UFC 181: Hendricks vs. Lawler 2,Dec 6th 2014
2515,Clay Collard,100.0,Alex White,-140.0,UFC 181: Hendricks vs. Lawler 2,Dec 6th 2014
2516,Corey Anderson,-385.0,Justin Jones,265.0,UFC 181: Hendricks vs. Lawler 2,Dec 6th 2014
2517,Eddie Gordon,-170.0,Josh Samman,130.0,UFC 181: Hendricks vs. Lawler 2,Dec 6th 2014
2518,Francisco Rivera,285.0,Urijah Faber,-405.0,UFC 181: Hendricks vs. Lawler 2,Dec 6th 2014
2519,Gilbert Melendez,145.0,Anthony Pettis,-185.0,UFC 181: Hendricks vs. Lawler 2,Dec 6th 2014
2520,Johny Hendricks,-235.0,Robbie Lawler,200.0,UFC 181: Hendricks vs. Lawler 2,Dec 6th 2014
2521,Josh Samman,130.0,Eddie Gordon,-170.0,UFC 181: Hendricks vs. Lawler 2,Dec 6th 2014
2522,Justin Jones,265.0,Corey Anderson,-385.0,UFC 181: Hendricks vs. Lawler 2,Dec 6th 2014
2523,Matt Hobar,200.0,Sergio Pettis,-280.0,UFC 181: Hendricks vs. Lawler 2,Dec 6th 2014
2524,Raquel Pennington,140.0,Ashlee Evans-Smith,-180.0,UFC 181: Hendricks vs. Lawler 2,Dec 6th 2014
2525,Sergio Pettis,-280.0,Matt Hobar,200.0,UFC 181: Hendricks vs. Lawler 2,Dec 6th 2014
2526,Todd Duffee,-280.0,Anthony Hamilton,200.0,UFC 181: Hendricks vs. Lawler 2,Dec 6th 2014
2527,Tony Ferguson,-245.0,Abel Trujillo,175.0,UFC 181: Hendricks vs. Lawler 2,Dec 6th 2014
2528,Travis Browne,-270.0,Brendan Schaub,190.0,UFC 181: Hendricks vs. Lawler 2,Dec 6th 2014
2529,Urijah Faber,-405.0,Francisco Rivera,285.0,UFC 181: Hendricks vs. Lawler 2,Dec 6th 2014
2530,Alistair Overeem,-135.0,Jairzinho Rozenstruik,105.0,UFC on ESPN 7: Overeem vs. Rozenstruik,Dec 7th 2019
2531,Aspen Ladd,-165.0,Yana Kunitskaya,135.0,UFC on ESPN 7: Overeem vs. Rozenstruik,Dec 7th 2019
2532,Ben Rothwell,-145.0,Stefan Struve,115.0,UFC on ESPN 7: Overeem vs. Rozenstruik,Dec 7th 2019
2533,Billy Quarantillo,-230.0,Jacob Kilburn,170.0,UFC on ESPN 7: Overeem vs. Rozenstruik,Dec 7th 2019
2534,Bryce Mitchell,-185.0,Matt Sayles,160.0,UFC on ESPN 7: Overeem vs. Rozenstruik,Dec 7th 2019
2535,Cody Stamann,115.0,Song Yadong,-145.0,UFC on ESPN 7: Overeem vs. Rozenstruik,Dec 7th 2019
2536,Cynthia Calvillo,-140.0,Marina Rodriguez,110.0,UFC on ESPN 7: Overeem vs. Rozenstruik,Dec 7th 2019
2537,Jairzinho Rozenstruik,105.0,Alistair Overeem,-135.0,UFC on ESPN 7: Overeem vs. Rozenstruik,Dec 7th 2019
2538,Joe Solecki,-180.0,Matt Wiman,150.0,UFC on ESPN 7: Overeem vs. Rozenstruik,Dec 7th 2019
2539,Makhmud Muradov,-260.0,Trevor Smith,200.0,UFC on ESPN 7: Overeem vs. Rozenstruik,Dec 7th 2019
2540,Mallory Martin,115.0,Virna Jandiroba,-155.0,UFC on ESPN 7: Overeem vs. Rozenstruik,Dec 7th 2019
2541,Marina Rodriguez,110.0,Cynthia Calvillo,-140.0,UFC on ESPN 7: Overeem vs. Rozenstruik,Dec 7th 2019
2542,Matt Sayles,160.0,Bryce Mitchell,-185.0,UFC on ESPN 7: Overeem vs. Rozenstruik,Dec 7th 2019
2543,Matt Wiman,150.0,Joe Solecki,-180.0,UFC on ESPN 7: Overeem vs. Rozenstruik,Dec 7th 2019
2544,Ricky Simon,130.0,Rob Font,-160.0,UFC on ESPN 7: Overeem vs. Rozenstruik,Dec 7th 2019
2545,Song Yadong,-145.0,Cody Stamann,115.0,UFC on ESPN 7: Overeem vs. Rozenstruik,Dec 7th 2019
2546,Stefan Struve,115.0,Ben Rothwell,-145.0,UFC on ESPN 7: Overeem vs. Rozenstruik,Dec 7th 2019
2547,Thiago Alves,130.0,Tim Means,-160.0,UFC on ESPN 7: Overeem vs. Rozenstruik,Dec 7th 2019
2548,Trevor Smith,200.0,Makhmud Muradov,-260.0,UFC on ESPN 7: Overeem vs. Rozenstruik,Dec 7th 2019
2549,Virna Jandiroba,-155.0,Mallory Martin,115.0,UFC on ESPN 7: Overeem vs. Rozenstruik,Dec 7th 2019
2550,Ben Saunders,-240.0,Dan Barrera,200.0,UFC: The Ultimate Fighter 6 Finale,Dec 8th 2007
2551,Clay Guida,-145.0,Roger Huerta,105.0,UFC: The Ultimate Fighter 6 Finale,Dec 8th 2007
