,Fighter,Fighter Odds,Opponent,Opponent Odds,Event,Date
4817,Dennis Bermudez,-190.0,Jeremy Stephens,150.0,UFC 189: Mendes vs. McGregor,Jul 11th 2015
4818,Gunnar Nelson,120.0,Brandon Thatch,-160.0,UFC 189: Mendes vs. McGregor,Jul 11th 2015
4819,Henry Briones,260.0,Cody Garbrandt,-380.0,UFC 189: Mendes vs. McGregor,Jul 11th 2015
4820,Jeremy Stephens,150.0,Dennis Bermudez,-190.0,UFC 189: Mendes vs. McGregor,Jul 11th 2015
4821,John Howard,150.0,Cathal Pendred,-190.0,UFC 189: Mendes vs. McGregor,Jul 11th 2015
4822,Louis Smolka,-150.0,Neil Seery,110.0,UFC 189: Mendes vs. McGregor,Jul 11th 2015
4823,Matt Brown,-190.0,Tim Means,150.0,UFC 189: Mendes vs. McGregor,Jul 11th 2015
4824,Mike Swick,180.0,Alex Garcia,-260.0,UFC 189: Mendes vs. McGregor,Jul 11th 2015
4825,Neil Seery,110.0,Louis Smolka,-150.0,UFC 189: Mendes vs. McGregor,Jul 11th 2015
4826,Robbie Lawler,100.0,Rory Macdonald,-140.0,UFC 189: Mendes vs. McGregor,Jul 11th 2015
4827,Thomas Almeida,-445.0,Brad Pickett,315.0,UFC 189: Mendes vs. McGregor,Jul 11th 2015
4828,Tim Means,150.0,Matt Brown,-190.0,UFC 189: Mendes vs. McGregor,Jul 11th 2015
4829,Yosdenis Cedeno,-190.0,Cody Pfister,150.0,UFC 189: Mendes vs. McGregor,Jul 11th 2015
4830,Alexander Volkanovski,-190.0,Max Holloway,165.0,UFC 251: Usman vs. Masvidal,Jul 11th 2020
4831,Amanda Ribas,-450.0,Paige Vanzant,350.0,UFC 251: Usman vs. Masvidal,Jul 11th 2020
4832,Davey Grant,-110.0,Martin Day,-110.0,UFC 251: Usman vs. Masvidal,Jul 11th 2020
4833,Jessica Andrade,145.0,Rose Namajunas,-170.0,UFC 251: Usman vs. Masvidal,Jul 11th 2020
4834,Jiri Prochazka,130.0,Volkan Oezdemir,-150.0,UFC 251: Usman vs. Masvidal,Jul 11th 2020
4835,Jorge Masvidal,200.0,Kamaru Usman,-260.0,UFC 251: Usman vs. Masvidal,Jul 11th 2020
4836,Jose Aldo,205.0,Petr Yan,-240.0,UFC 251: Usman vs. Masvidal,Jul 11th 2020
4837,Kamaru Usman,-260.0,Jorge Masvidal,200.0,UFC 251: Usman vs. Masvidal,Jul 11th 2020
4838,Karol Rosa,-210.0,Vanessa Melo,160.0,UFC 251: Usman vs. Masvidal,Jul 11th 2020
4839,Leonardo Santos,-190.0,Roman Bogatov,150.0,UFC 251: Usman vs. Masvidal,Jul 11th 2020
4840,Makwan Amirkhani,-155.0,Danny Henry,115.0,UFC 251: Usman vs. Masvidal,Jul 11th 2020
4841,Marcin Tybura,-145.0,Maxim Grishin,115.0,UFC 251: Usman vs. Masvidal,Jul 11th 2020
4842,Max Holloway,165.0,Alexander Volkanovski,-190.0,UFC 251: Usman vs. Masvidal,Jul 11th 2020
4843,Maxim Grishin,115.0,Marcin Tybura,-145.0,UFC 251: Usman vs. Masvidal,Jul 11th 2020
4844,Muslim Salikhov,-190.0,Elizeu Zaleski Dos Santos,165.0,UFC 251: Usman vs. Masvidal,Jul 11th 2020
4845,Petr Yan,-240.0,Jose Aldo,205.0,UFC 251: Usman vs. Masvidal,Jul 11th 2020
4846,Raulian Paiva,-115.0,Zhalgas Zhumagulov,-105.0,UFC 251: Usman vs. Masvidal,Jul 11th 2020
4847,Rose Namajunas,-170.0,Jessica Andrade,145.0,UFC 251: Usman vs. Masvidal,Jul 11th 2020
4848,Vanessa Melo,160.0,Karol Rosa,-210.0,UFC 251: Usman vs. Masvidal,Jul 11th 2020
4849,Volkan Oezdemir,-150.0,Jiri Prochazka,130.0,UFC 251: Usman vs. Masvidal,Jul 11th 2020
4850,Zhalgas Zhumagulov,-105.0,Raulian Paiva,-115.0,UFC 251: Usman vs. Masvidal,Jul 11th 2020
4851,Angela Magana,335.0,Michelle Waterson,-505.0,UFC: The Ultimate Fighter 21 Finale: Ellenberger vs. Thompson,Jul 12th 2015
4852,Caio Magalhaes,-165.0,Josh Samman,125.0,UFC: The Ultimate Fighter 21 Finale: Ellenberger vs. Thompson,Jul 12th 2015
4853,Cezar Ferreira,220.0,Jorge Masvidal,-300.0,UFC: The Ultimate Fighter 21 Finale: Ellenberger vs. Thompson,Jul 12th 2015
4854,Dan Miller,-135.0,Trevor Smith,-105.0,UFC: The Ultimate Fighter 21 Finale: Ellenberger vs. Thompson,Jul 12th 2015
4855,Darrell Montague,-165.0,Willie Gates,125.0,UFC: The Ultimate Fighter 21 Finale: Ellenberger vs. Thompson,Jul 12th 2015
4856,Dominic Waters,110.0,George Sullivan,-130.0,UFC: The Ultimate Fighter 21 Finale: Ellenberger vs. Thompson,Jul 12th 2015
4857,Hayder Hassan,145.0,Kamaru Usman,-185.0,UFC: The Ultimate Fighter 21 Finale: Ellenberger vs. Thompson,Jul 12th 2015
4858,Jake Ellenberger,150.0,Stephen Thompson,-190.0,UFC: The Ultimate Fighter 21 Finale: Ellenberger vs. Thompson,Jul 12th 2015
4859,Jerrod Sanders,285.0,Russell Doane,-405.0,UFC: The Ultimate Fighter 21 Finale: Ellenberger vs. Thompson,Jul 12th 2015
4860,Jorge Masvidal,-300.0,Cezar Ferreira,220.0,UFC: The Ultimate Fighter 21 Finale: Ellenberger vs. Thompson,Jul 12th 2015
4861,Josh Samman,125.0,Caio Magalhaes,-165.0,UFC: The Ultimate Fighter 21 Finale: Ellenberger vs. Thompson,Jul 12th 2015
4862,Kamaru Usman,-185.0,Hayder Hassan,145.0,UFC: The Ultimate Fighter 21 Finale: Ellenberger vs. Thompson,Jul 12th 2015
4863,Maximo Blanco,-155.0,Mike de La Torre,115.0,UFC: The Ultimate Fighter 21 Finale: Ellenberger vs. Thompson,Jul 12th 2015
4864,Russell Doane,-405.0,Jerrod Sanders,285.0,UFC: The Ultimate Fighter 21 Finale: Ellenberger vs. Thompson,Jul 12th 2015
4865,Stephen Thompson,-190.0,Jake Ellenberger,150.0,UFC: The Ultimate Fighter 21 Finale: Ellenberger vs. Thompson,Jul 12th 2015
4866,Trevor Smith,-105.0,Dan Miller,-135.0,UFC: The Ultimate Fighter 21 Finale: Ellenberger vs. Thompson,Jul 12th 2015
4867,Vicente Luque,-135.0,Mike Graves,-105.0,UFC: The Ultimate Fighter 21 Finale: Ellenberger vs. Thompson,Jul 12th 2015
4868,Willie Gates,125.0,Darrell Montague,-165.0,UFC: The Ultimate Fighter 21 Finale: Ellenberger vs. Thompson,Jul 12th 2015
4869,Alex Nicholson,175.0,Devin Clark,-245.0,UFC Fight Night 91: McDonald vs. Lineker,Jul 13th 2016
4870,Ben Nguyen,105.0,Louis Smolka,-145.0,UFC Fight Night 91: McDonald vs. Lineker,Jul 13th 2016
4871,Cody Pfister,200.0,Scott Holtzman,-280.0,UFC Fight Night 91: McDonald vs. Lineker,Jul 13th 2016
4872,Cortney Casey,135.0,Cristina Stanciu,-175.0,UFC Fight Night 91: McDonald vs. Lineker,Jul 13th 2016
4873,Daniel Omielanczuk,165.0,Alexey Oleinik,-215.0,UFC Fight Night 91: McDonald vs. Lineker,Jul 13th 2016
4874,Devin Clark,-245.0,Alex Nicholson,175.0,UFC Fight Night 91: McDonald vs. Lineker,Jul 13th 2016
4875,Eric Spicely,175.0,Sam Alvey,-245.0,UFC Fight Night 91: McDonald vs. Lineker,Jul 13th 2016
4876,John Lineker,-150.0,Michael McDonald,110.0,UFC Fight Night 91: McDonald vs. Lineker,Jul 13th 2016
4877,Josh Samman,-215.0,Tim Boetsch,165.0,UFC Fight Night 91: McDonald vs. Lineker,Jul 13th 2016
4878,Keita Nakamura,180.0,Kyle Noke,-260.0,UFC Fight Night 91: McDonald vs. Lineker,Jul 13th 2016
4879,Lauren Murphy,-260.0,Katlyn Chookagian,180.0,UFC Fight Night 91: McDonald vs. Lineker,Jul 13th 2016
4880,Louis Smolka,-145.0,Ben Nguyen,105.0,UFC Fight Night 91: McDonald vs. Lineker,Jul 13th 2016
4881,Matthew Lopez,115.0,Rani Yahya,-155.0,UFC Fight Night 91: McDonald vs. Lineker,Jul 13th 2016
4882,Michael McDonald,110.0,John Lineker,-150.0,UFC Fight Night 91: McDonald vs. Lineker,Jul 13th 2016
4883,Rani Yahya,-155.0,Matthew Lopez,115.0,UFC Fight Night 91: McDonald vs. Lineker,Jul 13th 2016
4884,Sam Alvey,-245.0,Eric Spicely,175.0,UFC Fight Night 91: McDonald vs. Lineker,Jul 13th 2016
4885,Scott Holtzman,-280.0,Cody Pfister,200.0,UFC Fight Night 91: McDonald vs. Lineker,Jul 13th 2016
4886,Tim Boetsch,165.0,Josh Samman,-215.0,UFC Fight Night 91: McDonald vs. Lineker,Jul 13th 2016
4887,Tony Ferguson,-600.0,Landon Vannata,400.0,UFC Fight Night 91: McDonald vs. Lineker,Jul 13th 2016
4888,Aspen Ladd,-130.0,Germaine de Randamie,-110.0,UFC on ESPN+ 13: De Randamie vs. Ladd,Jul 13th 2019
4889,Benito Lopez,-265.0,Vince Morales,185.0,UFC on ESPN+ 13: De Randamie vs. Ladd,Jul 13th 2019
4890,Cezar Ferreira,130.0,Marvin Vettori,-170.0,UFC on ESPN+ 13: De Randamie vs. Ladd,Jul 13th 2019
4891,Darren Elkins,100.0,Ryan Hall,-140.0,UFC on ESPN+ 13: De Randamie vs. Ladd,Jul 13th 2019
4892,Germaine de Randamie,-110.0,Aspen Ladd,-130.0,UFC on ESPN+ 13: De Randamie vs. Ladd,Jul 13th 2019
4893,John Allan,265.0,Mike Rodriguez,-385.0,UFC on ESPN+ 13: De Randamie vs. Ladd,Jul 13th 2019
4894,Jonathan Martinez,205.0,Liu Pingyuan,-285.0,UFC on ESPN+ 13: De Randamie vs. Ladd,Jul 13th 2019
4895,Josh Emmett,145.0,Mirsad Bektic,-185.0,UFC on ESPN+ 13: De Randamie vs. Ladd,Jul 13th 2019
4896,Julianna Pena,-155.0,Nicco Montano,115.0,UFC on ESPN+ 13: De Randamie vs. Ladd,Jul 13th 2019
4897,Karl Roberson,-155.0,Wellington Turman,115.0,UFC on ESPN+ 13: De Randamie vs. Ladd,Jul 13th 2019
4898,Marvin Vettori,-170.0,Cezar Ferreira,130.0,UFC on ESPN+ 13: De Randamie vs. Ladd,Jul 13th 2019
4899,Mike Rodriguez,-385.0,John Allan,265.0,UFC on ESPN+ 13: De Randamie vs. Ladd,Jul 13th 2019
4900,Mirsad Bektic,-185.0,Josh Emmett,145.0,UFC on ESPN+ 13: De Randamie vs. Ladd,Jul 13th 2019
4901,Nicco Montano,115.0,Julianna Pena,-155.0,UFC on ESPN+ 13: De Randamie vs. Ladd,Jul 13th 2019
4902,Ricky Simon,-195.0,Urijah Faber,155.0,UFC on ESPN+ 13: De Randamie vs. Ladd,Jul 13th 2019
4903,Sheymon Moraes,105.0,Andre Fili,-145.0,UFC on ESPN+ 13: De Randamie vs. Ladd,Jul 13th 2019
4904,Urijah Faber,155.0,Ricky Simon,-195.0,UFC on ESPN+ 13: De Randamie vs. Ladd,Jul 13th 2019
4905,Vince Morales,185.0,Benito Lopez,-265.0,UFC on ESPN+ 13: De Randamie vs. Ladd,Jul 13th 2019
4906,Vince Morales,185.0,Benito Lopez,-265.0,UFC on ESPN+ 13: De Randamie vs. Ladd,Jul 13th 2019
4907,Andre Petroski,-142.0,Josh Fremd,120.0,UFC,Jul 13th 2024
4908,Darrius Flowers,330.0,Evan Elder,-425.0,UFC,Jul 13th 2024
4909,Jasmine Jasudavicius,-150.0,Viviane Araujo,125.0,UFC,Jul 13th 2024
4910,Alejandro Perez,-215.0,Eddie Wineland,165.0,UFC Fight Night 133: Dos Santos vs. Ivanov,Jul 14th 2018
4911,Blagoy Ivanov,-120.0,Junior Dos Santos,-120.0,UFC Fight Night 133: Dos Santos vs. Ivanov,Jul 14th 2018
4912,Cat Zingano,100.0,Marion Reneau,-140.0,UFC Fight Night 133: Dos Santos vs. Ivanov,Jul 14th 2018
4913,Chad Mendes,-230.0,Myles Jury,170.0,UFC Fight Night 133: Dos Santos vs. Ivanov,Jul 14th 2018
4914,Darren Elkins,120.0,Alex Volkanovski,-160.0,UFC Fight Night 133: Dos Santos vs. Ivanov,Jul 14th 2018
4915,Dennis Bermudez,-170.0,Rick Glenn,130.0,UFC Fight Night 133: Dos Santos vs. Ivanov,Jul 14th 2018
4916,Eddie Wineland,165.0,Alejandro Perez,-215.0,UFC Fight Night 133: Dos Santos vs. Ivanov,Jul 14th 2018
4917,Elias Garcia,-130.0,Mark de La Rosa,-110.0,UFC Fight Night 133: Dos Santos vs. Ivanov,Jul 14th 2018
4918,Jennifer Maia,-120.0,Liz Carmouche,-120.0,UFC Fight Night 133: Dos Santos vs. Ivanov,Jul 14th 2018
4919,Jessica Aguilar,-155.0,Jodie Esquibel,115.0,UFC Fight Night 133: Dos Santos vs. Ivanov,Jul 14th 2018
4920,Junior Dos Santos,-120.0,Blagoy Ivanov,-120.0,UFC Fight Night 133: Dos Santos vs. Ivanov,Jul 14th 2018
4921,Justin Scoggins,125.0,Said Nurmagomedov,-165.0,UFC Fight Night 133: Dos Santos vs. Ivanov,Jul 14th 2018
4922,Kurt Holobaugh,-215.0,Raoni Barcelos,165.0,UFC Fight Night 133: Dos Santos vs. Ivanov,Jul 14th 2018
4923,Liz Carmouche,-120.0,Jennifer Maia,-120.0,UFC Fight Night 133: Dos Santos vs. Ivanov,Jul 14th 2018
4924,Marion Reneau,-140.0,Cat Zingano,100.0,UFC Fight Night 133: Dos Santos vs. Ivanov,Jul 14th 2018
4925,Myles Jury,170.0,Chad Mendes,-230.0,UFC Fight Night 133: Dos Santos vs. Ivanov,Jul 14th 2018
4926,Niko Price,-145.0,Randy Brown,105.0,UFC Fight Night 133: Dos Santos vs. Ivanov,Jul 14th 2018
4927,Raoni Barcelos,165.0,Kurt Holobaugh,-215.0,UFC Fight Night 133: Dos Santos vs. Ivanov,Jul 14th 2018
4928,Sage Northcutt,-140.0,Zak Ottow,100.0,UFC Fight Night 133: Dos Santos vs. Ivanov,Jul 14th 2018
4929,Said Nurmagomedov,-165.0,Justin Scoggins,125.0,UFC Fight Night 133: Dos Santos vs. Ivanov,Jul 14th 2018
4930,Zak Ottow,100.0,Sage Northcutt,-140.0,UFC Fight Night 133: Dos Santos vs. Ivanov,Jul 14th 2018
4931,Abdul Razak Alhassan,100.0,Cody Brundage,-120.0,UFC Fight Night,Jul 14th 2024
4932,Ange Loosa,300.0,Gabriel Bonfim,-430.0,UFC Fight Night,Jul 14th 2024
4933,Charles Johnson,170.0,Joshua van,-210.0,UFC Fight Night,Jul 14th 2024
4934,Christian Rodriguez,-170.0,Julian Erosa,142.0,UFC Fight Night,Jul 14th 2024
4935,Cody Brundage,-120.0,Abdul Razak Alhassan,100.0,UFC Fight Night,Jul 14th 2024
4936,Drew Dober,-155.0,Jean Silva,130.0,UFC Fight Night,Jul 14th 2024
4937,Fatima Kline,-110.0,Jasmine Jasudavicius,-120.0,UFC Fight Night,Jul 14th 2024
4938,Gabriel Bonfim,-430.0,Ange Loosa,300.0,UFC Fight Night,Jul 14th 2024
4939,Jasmine Jasudavicius,-120.0,Fatima Kline,-110.0,UFC Fight Night,Jul 14th 2024
4940,Jean Silva,130.0,Drew Dober,-155.0,UFC Fight Night,Jul 14th 2024
4941,Julian Erosa,142.0,Christian Rodriguez,-170.0,UFC Fight Night,Jul 14th 2024
4942,Luana Santos,-170.0,Mariya Agapova,142.0,UFC Fight Night,Jul 14th 2024
4943,Montel Jackson,-150.0,Damon Blackshear,120.0,UFC Fight Night,Jul 14th 2024
4944,Muslim Salikhov,124.0,Santiago Ponzinibbio,-148.0,UFC Fight Night,Jul 14th 2024
4945,Rose Namajunas,-200.0,Tracy Cortez,163.0,UFC Fight Night,Jul 14th 2024
4946,Santiago Ponzinibbio,-148.0,Muslim Salikhov,124.0,UFC Fight Night,Jul 14th 2024
4947,Tracy Cortez,163.0,Rose Namajunas,-200.0,UFC Fight Night,Jul 14th 2024
4948,Alan Jouban,-405.0,Matt Dwyer,285.0,UFC Fight Night 71: Mir vs. Duffee,Jul 15th 2015
4949,Andrew Craig,135.0,Lyman Good,-175.0,UFC Fight Night 71: Mir vs. Duffee,Jul 15th 2015
4950,Frank Mir,135.0,Todd Duffee,-175.0,UFC Fight Night 71: Mir vs. Duffee,Jul 15th 2015
4951,Holly Holm,-270.0,Marion Reneau,190.0,UFC Fight Night 71: Mir vs. Duffee,Jul 15th 2015
4952,Igor Araujo,185.0,Sean Strickland,-265.0,UFC Fight Night 71: Mir vs. Duffee,Jul 15th 2015
4953,Ildemar Alcantara,-115.0,Kevin Casey,-125.0,UFC Fight Night 71: Mir vs. Duffee,Jul 15th 2015
4954,James Moontasri,135.0,Kevin Lee,-175.0,UFC Fight Night 71: Mir vs. Duffee,Jul 15th 2015
4955,Jessica Andrade,-315.0,Sarah Moras,235.0,UFC Fight Night 71: Mir vs. Duffee,Jul 15th 2015
4956,Josh Thomson,125.0,Tony Ferguson,-165.0,UFC Fight Night 71: Mir vs. Duffee,Jul 15th 2015
4957,Kevin Casey,-125.0,Ildemar Alcantara,-115.0,UFC Fight Night 71: Mir vs. Duffee,Jul 15th 2015
4958,Kevin Lee,-175.0,James Moontasri,135.0,UFC Fight Night 71: Mir vs. Duffee,Jul 15th 2015
4959,Lyman Good,-175.0,Andrew Craig,135.0,UFC Fight Night 71: Mir vs. Duffee,Jul 15th 2015
4960,Marion Reneau,190.0,Holly Holm,-270.0,UFC Fight Night 71: Mir vs. Duffee,Jul 15th 2015
4961,Masanori Kanehara,-120.0,Rani Yahya,-120.0,UFC Fight Night 71: Mir vs. Duffee,Jul 15th 2015
4962,Matt Dwyer,285.0,Alan Jouban,-405.0,UFC Fight Night 71: Mir vs. Duffee,Jul 15th 2015
4963,Rani Yahya,-120.0,Masanori Kanehara,-120.0,UFC Fight Night 71: Mir vs. Duffee,Jul 15th 2015
4964,Sam Sicilia,-190.0,Yaotzin Meza,150.0,UFC Fight Night 71: Mir vs. Duffee,Jul 15th 2015
4965,Sarah Moras,235.0,Jessica Andrade,-315.0,UFC Fight Night 71: Mir vs. Duffee,Jul 15th 2015
4966,Scott Jorgensen,140.0,Manny Gamburyan,-180.0,UFC Fight Night 71: Mir vs. Duffee,Jul 15th 2015
4967,Sean Strickland,-265.0,Igor Araujo,185.0,UFC Fight Night 71: Mir vs. Duffee,Jul 15th 2015
4968,Todd Duffee,-175.0,Frank Mir,135.0,UFC Fight Night 71: Mir vs. Duffee,Jul 15th 2015
4969,Tony Ferguson,-165.0,Josh Thomson,125.0,UFC Fight Night 71: Mir vs. Duffee,Jul 15th 2015
4970,Yaotzin Meza,150.0,Sam Sicilia,-190.0,UFC Fight Night 71: Mir vs. Duffee,Jul 15th 2015
4971,Aaron Phillips,330.0,Jack Shore,-400.0,UFC on ESPN 13: Kattar vs. Ige,Jul 15th 2020
4972,Abdul Razak Alhassan,-200.0,Mounir Lazzez,170.0,UFC on ESPN 13: Kattar vs. Ige,Jul 15th 2020
4973,Andreas Michailidis,205.0,Modestas Bukauskas,-265.0,UFC on ESPN 13: Kattar vs. Ige,Jul 15th 2020
4974,Calvin Kattar,-230.0,Dan Ige,195.0,UFC on ESPN 13: Kattar vs. Ige,Jul 15th 2020
4975,Cody Stamann,115.0,Jimmie Rivera,-135.0,UFC on ESPN 13: Kattar vs. Ige,Jul 15th 2020
4976,Dan Ige,195.0,Calvin Kattar,-230.0,UFC on ESPN 13: Kattar vs. Ige,Jul 15th 2020
4977,Diana Belbita,-145.0,Liana Jojua,125.0,UFC on ESPN 13: Kattar vs. Ige,Jul 15th 2020
4978,Jack Shore,-400.0,Aaron Phillips,330.0,UFC on ESPN 13: Kattar vs. Ige,Jul 15th 2020
4979,Jared Gordon,-110.0,Chris Fishgold,-110.0,UFC on ESPN 13: Kattar vs. Ige,Jul 15th 2020
4980,Jimmie Rivera,-135.0,Cody Stamann,115.0,UFC on ESPN 13: Kattar vs. Ige,Jul 15th 2020
4981,John Phillips,175.0,Khamzat Chimaev,-245.0,UFC on ESPN 13: Kattar vs. Ige,Jul 15th 2020
4982,Lerone Murphy,120.0,Ricardo Ramos,-140.0,UFC on ESPN 13: Kattar vs. Ige,Jul 15th 2020
4983,Liana Jojua,125.0,Diana Belbita,-145.0,UFC on ESPN 13: Kattar vs. Ige,Jul 15th 2020
4984,Modestas Bukauskas,-265.0,Andreas Michailidis,205.0,UFC on ESPN 13: Kattar vs. Ige,Jul 15th 2020
4985,Molly McCann,-300.0,Taila Santos,250.0,UFC on ESPN 13: Kattar vs. Ige,Jul 15th 2020
4986,Ricardo Ramos,-140.0,Lerone Murphy,120.0,UFC on ESPN 13: Kattar vs. Ige,Jul 15th 2020
4987,Ryan Benoit,165.0,Tim Elliott,-190.0,UFC on ESPN 13: Kattar vs. Ige,Jul 15th 2020
4988,Taila Santos,250.0,Molly McCann,-300.0,UFC on ESPN 13: Kattar vs. Ige,Jul 15th 2020
4989,Tim Elliott,-190.0,Ryan Benoit,165.0,UFC on ESPN 13: Kattar vs. Ige,Jul 15th 2020
4990,Ailin Perez,-275.0,Ashlee Evans-Smith,200.0,UFC Fight Night 225,Jul 15th 2023
4991,Ailin Perez,-275.0,Ashlee Evans-Smith,200.0,UFC Fight Night 225,Jul 15th 2023
4992,Albert Duraev,105.0,Jun Yong Park,-138.0,UFC Fight Night 225,Jul 15th 2023
4993,Austin Lingo,105.0,Melquizael Costa,-138.0,UFC Fight Night 225,Jul 15th 2023
4994,Azat Maksum,-400.0,Tyson Nam,275.0,UFC Fight Night 225,Jul 15th 2023
4995,Chelsea Chandler,-110.0,Norma Dumont,-120.0,UFC Fight Night 225,Jul 15th 2023
4996,Dustin Jacoby,,Kennedy Nzechukwu,,UFC Fight Night 225,Jul 15th 2023
4997,Evan Elder,-275.0,Genaro Valdez,225.0,UFC Fight Night 225,Jul 15th 2023
4998,Francisco Prado,-150.0,Ottman Azaitar,110.0,UFC Fight Night 225,Jul 15th 2023
4999,Genaro Valdez,225.0,Evan Elder,-275.0,UFC Fight Night 225,Jul 15th 2023
5000,Holly Holm,-188.0,Mayra Bueno Silva,140.0,UFC Fight Night 225,Jul 15th 2023
5001,Istela Nunes,275.0,Viktoriia Dudakova,-400.0,UFC Fight Night 225,Jul 15th 2023
5002,Jack Della Maddalena,-770.0,Bassil Hafez,525.0,UFC Fight Night 225,Jul 15th 2023
5003,Kyler Phillips,,Said Nurmagomedov,,UFC Fight Night 225,Jul 15th 2023
5004,Lando Vannata,,Mike Breeden,,UFC Fight Night 225,Jul 15th 2023
5005,Mayra Bueno Silva,140.0,Holly Holm,-188.0,UFC Fight Night 225,Jul 15th 2023
5006,Melquizael Costa,-138.0,Austin Lingo,105.0,UFC Fight Night 225,Jul 15th 2023
5007,Melsik Baghdasaryan,-225.0,Tucker Lutz,163.0,UFC Fight Night 225,Jul 15th 2023
5008,Mike Breeden,,Lando Vannata,,UFC Fight Night 225,Jul 15th 2023
5009,Nazim Sadykhov,-163.0,Terrance McKinney,120.0,UFC Fight Night 225,Jul 15th 2023
5010,Norma Dumont,-120.0,Chelsea Chandler,-110.0,UFC Fight Night 225,Jul 15th 2023
5011,Ottman Azaitar,110.0,Francisco Prado,-150.0,UFC Fight Night 225,Jul 15th 2023
5012,Terrance McKinney,120.0,Nazim Sadykhov,-163.0,UFC Fight Night 225,Jul 15th 2023
5013,Tucker Lutz,163.0,Melsik Baghdasaryan,-225.0,UFC Fight Night 225,Jul 15th 2023
5014,Tyson Nam,275.0,Azat Maksum,-400.0,UFC Fight Night 225,Jul 15th 2023
5015,Alex White,-155.0,Lucas Martins,115.0,UFC Fight Night 45: Cerrone vs. Miller,Jul 16th 2014
5016,Aljamain Sterling,-190.0,Hugo Viana,150.0,UFC Fight Night 45: Cerrone vs. Miller,Jul 16th 2014
5017,Alptekin Ozkilic,200.0,John Lineker,-280.0,UFC Fight Night 45: Cerrone vs. Miller,Jul 16th 2014
5018,Donald Cerrone,-190.0,Jim Miller,150.0,UFC Fight Night 45: Cerrone vs. Miller,Jul 16th 2014
5019,Edson Barboza,-280.0,Evan Dunham,200.0,UFC Fight Night 45: Cerrone vs. Miller,Jul 16th 2014
5020,Gleison Tibau,-185.0,Pat Healy,145.0,UFC Fight Night 45: Cerrone vs. Miller,Jul 16th 2014
5021,Hugo Viana,150.0,Aljamain Sterling,-190.0,UFC Fight Night 45: Cerrone vs. Miller,Jul 16th 2014
5022,Jerrod Sanders,-170.0,Yosdenis Cedeno,130.0,UFC Fight Night 45: Cerrone vs. Miller,Jul 16th 2014
5023,Jessamyn Duke,-140.0,Leslie Smith,100.0,UFC Fight Night 45: Cerrone vs. Miller,Jul 16th 2014
5024,Jim Miller,150.0,Donald Cerrone,-190.0,UFC Fight Night 45: Cerrone vs. Miller,Jul 16th 2014
5025,Joe Proctor,-140.0,Justin Salas,100.0,UFC Fight Night 45: Cerrone vs. Miller,Jul 16th 2014
5026,John Lineker,-280.0,Alptekin Ozkilic,200.0,UFC Fight Night 45: Cerrone vs. Miller,Jul 16th 2014
5027,Justin Salas,100.0,Joe Proctor,-140.0,UFC Fight Night 45: Cerrone vs. Miller,Jul 16th 2014
5028,Leslie Smith,100.0,Jessamyn Duke,-140.0,UFC Fight Night 45: Cerrone vs. Miller,Jul 16th 2014
5029,Lucas Martins,115.0,Alex White,-155.0,UFC Fight Night 45: Cerrone vs. Miller,Jul 16th 2014
5030,Pat Healy,145.0,Gleison Tibau,-185.0,UFC Fight Night 45: Cerrone vs. Miller,Jul 16th 2014
5031,Rick Story,-380.0,Leonardo Mafra,260.0,UFC Fight Night 45: Cerrone vs. Miller,Jul 16th 2014
5032,Yosdenis Cedeno,130.0,Jerrod Sanders,-170.0,UFC Fight Night 45: Cerrone vs. Miller,Jul 16th 2014
5033,Albert Morales,190.0,Brett Johns,-270.0,UFC Fight Night 113: Nelson vs. Ponzinibbio,Jul 16th 2017
5034,Alexandre Pantoja,-305.0,Neil Seery,225.0,UFC Fight Night 113: Nelson vs. Ponzinibbio,Jul 16th 2017
5035,Amanda Lemos,110.0,Leslie Smith,-150.0,UFC Fight Night 113: Nelson vs. Ponzinibbio,Jul 16th 2017
5036,Bobby Nash,135.0,Danny Roberts,-175.0,UFC Fight Night 113: Nelson vs. Ponzinibbio,Jul 16th 2017
5037,Brett Johns,-270.0,Albert Morales,190.0,UFC Fight Night 113: Nelson vs. Ponzinibbio,Jul 16th 2017
5038,Charlie Ward,170.0,Galore Bofando,-230.0,UFC Fight Night 113: Nelson vs. Ponzinibbio,Jul 16th 2017
5039,Cynthia Calvillo,-215.0,Joanne Calderwood,165.0,UFC Fight Night 113: Nelson vs. Ponzinibbio,Jul 16th 2017
5040,Danny Roberts,-175.0,Bobby Nash,135.0,UFC Fight Night 113: Nelson vs. Ponzinibbio,Jul 16th 2017
5041,Galore Bofando,-230.0,Charlie Ward,170.0,UFC Fight Night 113: Nelson vs. Ponzinibbio,Jul 16th 2017
5042,Gunnar Nelson,-270.0,Santiago Ponzinibbio,190.0,UFC Fight Night 113: Nelson vs. Ponzinibbio,Jul 16th 2017
5043,Jack Marshman,-270.0,Ryan Janes,190.0,UFC Fight Night 113: Nelson vs. Ponzinibbio,Jul 16th 2017
5044,James Mulheron,150.0,Justin Willis,-190.0,UFC Fight Night 113: Nelson vs. Ponzinibbio,Jul 16th 2017
5045,Leslie Smith,-150.0,Amanda Lemos,110.0,UFC Fight Night 113: Nelson vs. Ponzinibbio,Jul 16th 2017
5046,Neil Seery,225.0,Alexandre Pantoja,-305.0,UFC Fight Night 113: Nelson vs. Ponzinibbio,Jul 16th 2017
