,Fighter,Fighter Odds,Opponent,Opponent Odds,Event,Date
3838,Demetrious Johnson,145.0,Norifumi Yamamoto,-175.0,UFC 126: Silva vs. Belfort,Feb 5th 2011
3839,Donald Cerrone,-240.0,Paul Kelly,180.0,UFC 126: Silva vs. Belfort,Feb 5th 2011
3840,Forrest Griffin,110.0,Rich Franklin,-150.0,UFC 126: Silva vs. Belfort,Feb 5th 2011
3841,Gabe Ruediger,145.0,Paul Taylor,-175.0,UFC 126: Silva vs. Belfort,Feb 5th 2011
3842,Jake Ellenberger,-360.0,Carlos Eduardo Rocha,270.0,UFC 126: Silva vs. Belfort,Feb 5th 2011
3843,Jon Jones,-230.0,Ryan Bader,170.0,UFC 126: Silva vs. Belfort,Feb 5th 2011
3844,Kenny Robertson,260.0,Mike Pierce,-350.0,UFC 126: Silva vs. Belfort,Feb 5th 2011
3845,Kyle Kingsbury,-145.0,Ricardo Romero,115.0,UFC 126: Silva vs. Belfort,Feb 5th 2011
3846,Michihiro Omigawa,260.0,Chad Mendes,-350.0,UFC 126: Silva vs. Belfort,Feb 5th 2011
3847,Miguel Torres,-390.0,Antonio Banuelos,300.0,UFC 126: Silva vs. Belfort,Feb 5th 2011
3848,Mike Pierce,-350.0,Kenny Robertson,260.0,UFC 126: Silva vs. Belfort,Feb 5th 2011
3849,Norifumi Yamamoto,-175.0,Demetrious Johnson,145.0,UFC 126: Silva vs. Belfort,Feb 5th 2011
3850,Paul Kelly,180.0,Donald Cerrone,-240.0,UFC 126: Silva vs. Belfort,Feb 5th 2011
3851,Paul Taylor,-175.0,Gabe Ruediger,145.0,UFC 126: Silva vs. Belfort,Feb 5th 2011
3852,Ricardo Romero,115.0,Kyle Kingsbury,-145.0,UFC 126: Silva vs. Belfort,Feb 5th 2011
3853,Ryan Bader,170.0,Jon Jones,-230.0,UFC 126: Silva vs. Belfort,Feb 5th 2011
3854,Vitor Belfort,255.0,Anderson Silva,-310.0,UFC 126: Silva vs. Belfort,Feb 5th 2011
3855,Alexis Davis,-200.0,Julija Stoliarenko,170.0,UFC Fight Night 202,Feb 5th 2022
3856,Chidi Njokuani,120.0,Marc-Andre Barriault,-140.0,UFC Fight Night 202,Feb 5th 2022
3857,Danilo Marques,180.0,Jailton Almeida,-210.0,UFC Fight Night 202,Feb 5th 2022
3858,Jason Witt,135.0,Philip Rowe,-155.0,UFC Fight Night 202,Feb 5th 2022
3859,Jeremiah Wells,124.0,Tim Means,-146.0,UFC Fight Night 202,Feb 5th 2022
3860,John Castaneda,190.0,Miles Johns,-225.0,UFC Fight Night 202,Feb 5th 2022
3861,Julija Stoliarenko,170.0,Alexis Davis,-200.0,UFC Fight Night 202,Feb 5th 2022
3862,Malcolm Gordon,190.0,Denys Bondar,-250.0,UFC Fight Night 202,Feb 5th 2022
3863,Michael Trizano,170.0,Hakeem Dawodu,-200.0,UFC Fight Night 202,Feb 5th 2022
3864,Miles Johns,-225.0,John Castaneda,190.0,UFC Fight Night 202,Feb 5th 2022
3865,Sam Alvey,300.0,Ian Heinisch,-400.0,UFC Fight Night 202,Feb 5th 2022
3866,Sam Alvey,280.0,Phil Hawes.,-375.0,UFC Fight Night 202,Feb 5th 2022
3867,Tim Means,-146.0,Jeremiah Wells,124.0,UFC Fight Night 202,Feb 5th 2022
3868,Brian Stann,200.0,Phil Davis,-260.0,UFC 109: Relentless,Feb 6th 2010
3869,Chael Sonnen,215.0,Nate Marquardt,-275.0,UFC 109: Relentless,Feb 6th 2010
3870,Chris Tuchscherer,-195.0,Tim Hague,160.0,UFC 109: Relentless,Feb 6th 2010
3871,Dan Miller,250.0,Demian Maia,-325.0,UFC 109: Relentless,Feb 6th 2010
3872,Frank Trigg,105.0,Matt Serra,-135.0,UFC 109: Relentless,Feb 6th 2010
3873,Joey Beltran,365.0,Rolles Gracie,-505.0,UFC 109: Relentless,Feb 6th 2010
3874,Justin Buchholz,290.0,Mac Danzig,-380.0,UFC 109: Relentless,Feb 6th 2010
3875,Mark Coleman,310.0,Randy Couture,-400.0,UFC 109: Relentless,Feb 6th 2010
3876,Matt Serra,-135.0,Frank Trigg,105.0,UFC 109: Relentless,Feb 6th 2010
3877,Melvin Guillard,-130.0,Ronnys Torres,100.0,UFC 109: Relentless,Feb 6th 2010
3878,Mike Swick,-195.0,Paulo Thiago,160.0,UFC 109: Relentless,Feb 6th 2010
3879,Nate Marquardt,-275.0,Chael Sonnen,215.0,UFC 109: Relentless,Feb 6th 2010
3880,Paulo Thiago,160.0,Mike Swick,-195.0,UFC 109: Relentless,Feb 6th 2010
3881,Phil Davis,-260.0,Brian Stann,200.0,UFC 109: Relentless,Feb 6th 2010
3882,Phillipe Nover,100.0,Rob Emerson,-130.0,UFC 109: Relentless,Feb 6th 2010
3883,Randy Couture,-400.0,Mark Coleman,310.0,UFC 109: Relentless,Feb 6th 2010
3884,Rob Emerson,-130.0,Phillipe Nover,100.0,UFC 109: Relentless,Feb 6th 2010
3885,Alex White,-150.0,Artem Lobov,110.0,UFC Fight Night 82: Hendricks vs. Thompson,Feb 6th 2016
3886,Damian Grabowski,-120.0,Derrick Lewis,-120.0,UFC Fight Night 82: Hendricks vs. Thompson,Feb 6th 2016
3887,Diego Rivas,250.0,Noad Lahat,-350.0,UFC Fight Night 82: Hendricks vs. Thompson,Feb 6th 2016
3888,Jared Rosholt,105.0,Roy Nelson,-145.0,UFC Fight Night 82: Hendricks vs. Thompson,Feb 6th 2016
3889,Johny Hendricks,-385.0,Stephen Thompson,265.0,UFC Fight Night 82: Hendricks vs. Thompson,Feb 6th 2016
3890,Joseph Benavidez,-400.0,Zach Makovsky,280.0,UFC Fight Night 82: Hendricks vs. Thompson,Feb 6th 2016
3891,Justin Scoggins,190.0,Ray Borg,-270.0,UFC Fight Night 82: Hendricks vs. Thompson,Feb 6th 2016
3892,Mike Jackson,325.0,Mickey Gall,-475.0,UFC Fight Night 82: Hendricks vs. Thompson,Feb 6th 2016
3893,Mike Pyle,120.0,Sean Spencer,-160.0,UFC Fight Night 82: Hendricks vs. Thompson,Feb 6th 2016
3894,Misha Cirkunov,-705.0,Alex Nicholson,435.0,UFC Fight Night 82: Hendricks vs. Thompson,Feb 6th 2016
3895,Noad Lahat,-350.0,Diego Rivas,250.0,UFC Fight Night 82: Hendricks vs. Thompson,Feb 6th 2016
3896,Rafael Cavalcante,260.0,Ovince St. Preux,-380.0,UFC Fight Night 82: Hendricks vs. Thompson,Feb 6th 2016
3897,Ray Borg,-270.0,Justin Scoggins,190.0,UFC Fight Night 82: Hendricks vs. Thompson,Feb 6th 2016
3898,Roy Nelson,-145.0,Jared Rosholt,105.0,UFC Fight Night 82: Hendricks vs. Thompson,Feb 6th 2016
3899,Sean Spencer,-160.0,Mike Pyle,120.0,UFC Fight Night 82: Hendricks vs. Thompson,Feb 6th 2016
3900,Stephen Thompson,265.0,Johny Hendricks,-385.0,UFC Fight Night 82: Hendricks vs. Thompson,Feb 6th 2016
3901,Zach Makovsky,280.0,Joseph Benavidez,-400.0,UFC Fight Night 82: Hendricks vs. Thompson,Feb 6th 2016
3902,Alexander Volkov,105.0,Alistair Overeem,-125.0,UFC Fight Night 184: Overeem vs. Volkov,Feb 6th 2021
3903,Alexandre Pantoja,-130.0,Manel Kape,110.0,UFC Fight Night 184: Overeem vs. Volkov,Feb 6th 2021
3904,Alistair Overeem,-125.0,Alexander Volkov,105.0,UFC Fight Night 184: Overeem vs. Volkov,Feb 6th 2021
3905,Askar Askar,275.0,Cody Stamann,-365.0,UFC Fight Night 184: Overeem vs. Volkov,Feb 6th 2021
3906,Beneil Dariush,105.0,Diego Ferreira,-125.0,UFC Fight Night 184: Overeem vs. Volkov,Feb 6th 2021
3907,Clay Guida,285.0,Michael Johnson,-350.0,UFC Fight Night 184: Overeem vs. Volkov,Feb 6th 2021
3908,Cody Stamann,-365.0,Askar Askar,275.0,UFC Fight Night 184: Overeem vs. Volkov,Feb 6th 2021
3909,Cory Sandhagen,-300.0,Frankie Edgar,250.0,UFC Fight Night 184: Overeem vs. Volkov,Feb 6th 2021
3910,Danilo Marques,205.0,Mike Rodriguez,-240.0,UFC Fight Night 184: Overeem vs. Volkov,Feb 6th 2021
3911,Devonte Smith,-285.0,Justin Jaynes,225.0,UFC Fight Night 184: Overeem vs. Volkov,Feb 6th 2021
3912,Diego Ferreira,-125.0,Beneil Dariush,105.0,UFC Fight Night 184: Overeem vs. Volkov,Feb 6th 2021
3913,Frankie Edgar,250.0,Cory Sandhagen,-300.0,UFC Fight Night 184: Overeem vs. Volkov,Feb 6th 2021
3914,Jerome Rivera,230.0,Ode Osbourne,-270.0,UFC Fight Night 184: Overeem vs. Volkov,Feb 6th 2021
3915,Joselyne Edwards,175.0,Karol Rosa,-205.0,UFC Fight Night 184: Overeem vs. Volkov,Feb 6th 2021
3916,Justin Jaynes,225.0,Devonte Smith,-285.0,UFC Fight Night 184: Overeem vs. Volkov,Feb 6th 2021
3917,Karol Rosa,-205.0,Joselyne Edwards,175.0,UFC Fight Night 184: Overeem vs. Volkov,Feb 6th 2021
3918,Lara Procopio,300.0,Molly McCann,-400.0,UFC Fight Night 184: Overeem vs. Volkov,Feb 6th 2021
3919,Manel Kape,110.0,Alexandre Pantoja,-130.0,UFC Fight Night 184: Overeem vs. Volkov,Feb 6th 2021
3920,Michael Johnson,-350.0,Clay Guida,285.0,UFC Fight Night 184: Overeem vs. Volkov,Feb 6th 2021
3921,Mike Rodriguez,-240.0,Danilo Marques,205.0,UFC Fight Night 184: Overeem vs. Volkov,Feb 6th 2021
3922,Molly McCann,-400.0,Lara Procopio,300.0,UFC Fight Night 184: Overeem vs. Volkov,Feb 6th 2021
3923,Ode Osbourne,-270.0,Jerome Rivera,230.0,UFC Fight Night 184: Overeem vs. Volkov,Feb 6th 2021
3924,Timur Valiev,-410.0,Martin Day,315.0,UFC Fight Night 184: Overeem vs. Volkov,Feb 6th 2021
3925,Youssef Zalal,-150.0,Seung Woo Choi,130.0,UFC Fight Night 184: Overeem vs. Volkov,Feb 6th 2021
3926,Brendan Allen,-350.0,Sam Alvey,285.0,UFC Vegas 47,Feb 6th 2022
3927,Brendan Allen,-350.0,Sam Alvey,285.0,UFC Vegas 47,Feb 6th 2022
3928,Bryan Battle,115.0,Tresean Gore,-135.0,UFC Vegas 47,Feb 6th 2022
3929,Bryan Battle,115.0,Tresean Gore,-135.0,UFC Vegas 47,Feb 6th 2022
3930,Jack Hermansson,150.0,Sean Strickland,-175.0,UFC Vegas 47,Feb 6th 2022
3931,Julian Erosa,-235.0,Steven Peterson,200.0,UFC Vegas 47,Feb 6th 2022
3932,Nick Maximov,145.0,Punahele Soriano,-170.0,UFC Vegas 47,Feb 6th 2022
3933,Sam Alvey,285.0,Brendan Allen,-350.0,UFC Vegas 47,Feb 6th 2022
3934,Sean Strickland,-175.0,Jack Hermansson,150.0,UFC Vegas 47,Feb 6th 2022
3935,Shavkat Rakhmonov,-175.0,Carlston Harris,150.0,UFC Vegas 47,Feb 6th 2022
3936,Steven Peterson,200.0,Julian Erosa,-235.0,UFC Vegas 47,Feb 6th 2022
3937,Anthony Johnson,-300.0,Luigi Fioravanti,240.0,UFC Fight Night 17: Lauzon vs Stephens,Feb 7th 2009
3938,Cain Velasquez,-580.0,Denis Stojnic,415.0,UFC Fight Night 17: Lauzon vs Stephens,Feb 7th 2009
3939,Dan Miller,-215.0,Jake Rosholt,170.0,UFC Fight Night 17: Lauzon vs Stephens,Feb 7th 2009
3940,Denis Stojnic,415.0,Cain Velasquez,-580.0,UFC Fight Night 17: Lauzon vs Stephens,Feb 7th 2009
3941,Gleison Tibau,-110.0,Rich Clementi,-120.0,UFC Fight Night 17: Lauzon vs Stephens,Feb 7th 2009
3942,Jake Rosholt,170.0,Dan Miller,-215.0,UFC Fight Night 17: Lauzon vs Stephens,Feb 7th 2009
3943,Jeremy Stephens,145.0,Joe Lauzon,-175.0,UFC Fight Night 17: Lauzon vs Stephens,Feb 7th 2009
3944,Josh Neer,-120.0,Mac Danzig,-110.0,UFC Fight Night 17: Lauzon vs Stephens,Feb 7th 2009
3945,Kurt Pellegrino,-190.0,Rob Emerson,158.0,UFC Fight Night 17: Lauzon vs Stephens,Feb 7th 2009
3946,Matt Grice,-150.0,Matt Veach,120.0,UFC Fight Night 17: Lauzon vs Stephens,Feb 7th 2009
3947,Rich Clementi,-120.0,Gleison Tibau,-110.0,UFC Fight Night 17: Lauzon vs Stephens,Feb 7th 2009
3948,Rob Emerson,158.0,Kurt Pellegrino,-190.0,UFC Fight Night 17: Lauzon vs Stephens,Feb 7th 2009
3949,Steve Bruno,-115.0,Matt Riddle,-115.0,UFC Fight Night 17: Lauzon vs Stephens,Feb 7th 2009
3950,Alex Morono,-195.0,Kalinn Williams,155.0,UFC 247: Jones vs. Reyes,Feb 8th 2020
3951,Andre Ewell,-190.0,Jonathan Martinez,165.0,UFC 247: Jones vs. Reyes,Feb 8th 2020
3952,Andrea Lee,-305.0,Lauren Murphy,225.0,UFC 247: Jones vs. Reyes,Feb 8th 2020
3953,Austin Lingo,-500.0,Youssef Zalal,375.0,UFC 247: Jones vs. Reyes,Feb 8th 2020
3954,Dan Ige,-135.0,Mirsad Bektic,-105.0,UFC 247: Jones vs. Reyes,Feb 8th 2020
3955,Derrick Lewis,-265.0,Ilir Latifi,185.0,UFC 247: Jones vs. Reyes,Feb 8th 2020
3956,Domingo Pilarte,-120.0,Journey Newson,-120.0,UFC 247: Jones vs. Reyes,Feb 8th 2020
3957,Dominick Reyes,300.0,Jon Jones,-400.0,UFC 247: Jones vs. Reyes,Feb 8th 2020
3958,Ilir Latifi,185.0,Derrick Lewis,-265.0,UFC 247: Jones vs. Reyes,Feb 8th 2020
3959,James Krause,-145.0,Trevin Giles,125.0,UFC 247: Jones vs. Reyes,Feb 8th 2020
3960,Jon Jones,-400.0,Dominick Reyes,300.0,UFC 247: Jones vs. Reyes,Feb 8th 2020
3961,Jonathan Martinez,165.0,Andre Ewell,-190.0,UFC 247: Jones vs. Reyes,Feb 8th 2020
3962,Lauren Murphy,225.0,Andrea Lee,-305.0,UFC 247: Jones vs. Reyes,Feb 8th 2020
3963,Mario Bautista,175.0,Miles Johns,-245.0,UFC 247: Jones vs. Reyes,Feb 8th 2020
3964,Mirsad Bektic,-105.0,Dan Ige,-135.0,UFC 247: Jones vs. Reyes,Feb 8th 2020
3965,Trevin Giles,125.0,James Krause,-145.0,UFC 247: Jones vs. Reyes,Feb 8th 2020
3966,Valentina Shevchenko,-600.0,Katlyn Chookagian,400.0,UFC 247: Jones vs. Reyes,Feb 8th 2020
3967,Youssef Zalal,375.0,Austin Lingo,-500.0,UFC 247: Jones vs. Reyes,Feb 8th 2020
3968,Anderson Silva,280.0,Israel Adesanya,-400.0,UFC 234: Adesanya vs. Silva,Feb 9th 2019
3969,Austin Arnett,195.0,Shane Young,-275.0,UFC 234: Adesanya vs. Silva,Feb 9th 2019
3970,Callan Potter,220.0,Jalin Turner,-300.0,UFC 234: Adesanya vs. Silva,Feb 9th 2019
3971,Devonte Smith,-230.0,Dong Hyun Ma,170.0,UFC 234: Adesanya vs. Silva,Feb 9th 2019
3972,Israel Adesanya,-400.0,Anderson Silva,280.0,UFC 234: Adesanya vs. Silva,Feb 9th 2019
3973,Jalin Turner,-300.0,Callan Potter,220.0,UFC 234: Adesanya vs. Silva,Feb 9th 2019
3974,Jonathan Martinez,-180.0,Wuliji Buren,140.0,UFC 234: Adesanya vs. Silva,Feb 9th 2019
3975,Kyung Ho Kang,-305.0,Teruto Ishihara,225.0,UFC 234: Adesanya vs. Silva,Feb 9th 2019
3976,Lando Vannata,-275.0,Marcos Rosa,195.0,UFC 234: Adesanya vs. Silva,Feb 9th 2019
3977,Nadia Kassem,-120.0,Montana de La Rosa,-120.0,UFC 234: Adesanya vs. Silva,Feb 9th 2019
3978,Rani Yahya,-175.0,Ricky Simon,135.0,UFC 234: Adesanya vs. Silva,Feb 9th 2019
3979,Raulian Paiva,175.0,Kai Kara-France,-245.0,UFC 234: Adesanya vs. Silva,Feb 9th 2019
3980,Ricky Simon,135.0,Rani Yahya,-175.0,UFC 234: Adesanya vs. Silva,Feb 9th 2019
3981,Sam Alvey,175.0,Jim Crute,-245.0,UFC 234: Adesanya vs. Silva,Feb 9th 2019
3982,Shane Young,-275.0,Austin Arnett,195.0,UFC 234: Adesanya vs. Silva,Feb 9th 2019
3983,Teruto Ishihara,225.0,Kyung Ho Kang,-305.0,UFC 234: Adesanya vs. Silva,Feb 9th 2019
3984,Aaron Simpson,-250.0,Tom Lawlor,190.0,UFC Fight Night 20: Maynard vs Diaz,Jan 11th 2010
3985,Amir Sadollah,-165.0,Brad Blackburn,135.0,UFC Fight Night 20: Maynard vs Diaz,Jan 11th 2010
3986,Chris Leben,-160.0,Jay Silva,130.0,UFC Fight Night 20: Maynard vs Diaz,Jan 11th 2010
3987,Efrain Escudero,-275.0,Evan Dunham,215.0,UFC Fight Night 20: Maynard vs Diaz,Jan 11th 2010
3988,Gerald Harris,-290.0,John Salter,230.0,UFC Fight Night 20: Maynard vs Diaz,Jan 11th 2010
3989,Gray Maynard,-325.0,Nate Diaz,250.0,UFC Fight Night 20: Maynard vs Diaz,Jan 11th 2010
3990,Jay Silva,130.0,Chris Leben,-160.0,UFC Fight Night 20: Maynard vs Diaz,Jan 11th 2010
3991,Jesse Lennox,180.0,Rick Story,-240.0,UFC Fight Night 20: Maynard vs Diaz,Jan 11th 2010
3992,John Salter,230.0,Gerald Harris,-290.0,UFC Fight Night 20: Maynard vs Diaz,Jan 11th 2010
3993,Kyle Bradley,270.0,Rafael Dos Anjos,-360.0,UFC Fight Night 20: Maynard vs Diaz,Jan 11th 2010
3994,Nick Catone,-205.0,Jesse Forbes,165.0,UFC Fight Night 20: Maynard vs Diaz,Jan 11th 2010
3995,Nik Lentz,200.0,Thiago Tavares,-260.0,UFC Fight Night 20: Maynard vs Diaz,Jan 11th 2010
3996,Rafael Dos Anjos,-360.0,Kyle Bradley,270.0,UFC Fight Night 20: Maynard vs Diaz,Jan 11th 2010
3997,Rick Story,-240.0,Jesse Lennox,180.0,UFC Fight Night 20: Maynard vs Diaz,Jan 11th 2010
3998,Thiago Tavares,-260.0,Nik Lentz,200.0,UFC Fight Night 20: Maynard vs Diaz,Jan 11th 2010
3999,Tom Lawlor,190.0,Aaron Simpson,-250.0,UFC Fight Night 20: Maynard vs Diaz,Jan 11th 2010
4000,Andrei Arlovski,120.0,Waldo Cortes-Acosta,-142.0,UFC,Jan 13th 2024
4001,Brunno Ferreira,180.0,Phil Hawes,-218.0,UFC,Jan 13th 2024
4002,Farid Basharat,-198.0,Taylor Lapilus,164.0,UFC,Jan 13th 2024
4003,Felipe Bunes,215.0,Joshua van,-278.0,UFC,Jan 13th 2024
4004,Gabriel Benitez,100.0,Jim Miller,-120.0,UFC,Jan 13th 2024
4005,Gaston Bolanos,100.0,Marcus McGhee,-120.0,UFC,Jan 13th 2024
4006,Jean Silva,-800.0,Westin Wilson,550.0,UFC,Jan 13th 2024
4007,Jim Miller,-120.0,Gabriel Benitez,100.0,UFC,Jan 13th 2024
4008,Johnny Walker,300.0,Magomed Ankalaev,-380.0,UFC,Jan 13th 2024
4009,Ketlen Vieira,-250.0,Macy Chiasson,190.0,UFC,Jan 13th 2024
4010,Magomed Ankalaev,-380.0,Johnny Walker,300.0,UFC,Jan 13th 2024
4011,Manel Kape,-200.0,Matheus Nicolau,161.0,UFC,Jan 13th 2024
4012,Marcus McGhee,-120.0,Gaston Bolanos,100.0,UFC,Jan 13th 2024
4013,Mario Bautista,-110.0,Ricky Simon,-110.0,UFC,Jan 13th 2024
4014,Matheus Nicolau,161.0,Manel Kape,-200.0,UFC,Jan 13th 2024
4015,Matthew Semelsberger,-134.0,Preston Parsons,108.0,UFC,Jan 13th 2024
4016,Nikolas Motta,120.0,Tom Nolan,-142.0,UFC,Jan 13th 2024
4017,Preston Parsons,108.0,Matthew Semelsberger,-134.0,UFC,Jan 13th 2024
4018,Ricky Simon,-110.0,Mario Bautista,-110.0,UFC,Jan 13th 2024
4019,Taylor Lapilus,164.0,Farid Basharat,-198.0,UFC,Jan 13th 2024
4020,Taylor Lapilus,164.0,Farid Basharat,-198.0,UFC,Jan 13th 2024
4021,Tom Nolan,-142.0,Nikolas Motta,120.0,UFC,Jan 13th 2024
4022,Westin Wilson,550.0,Jean Silva,-800.0,UFC,Jan 13th 2024
4023,Anthony Johnson,130.0,Vitor Belfort,-170.0,UFC 142: Aldo vs. Mendes,Jan 14th 2012
4024,Antonio Carvalho,-225.0,Felipe Arantes,175.0,UFC 142: Aldo vs. Mendes,Jan 14th 2012
4025,Carlo Prater,300.0,Erick Silva,-420.0,UFC 142: Aldo vs. Mendes,Jan 14th 2012
4026,Chad Mendes,240.0,Jose Aldo,-320.0,UFC 142: Aldo vs. Mendes,Jan 14th 2012
4027,Edson Barboza,-250.0,Terry Etim,210.0,UFC 142: Aldo vs. Mendes,Jan 14th 2012
4028,Erick Silva,-420.0,Carlo Prater,300.0,UFC 142: Aldo vs. Mendes,Jan 14th 2012
4029,Felipe Arantes,175.0,Antonio Carvalho,-225.0,UFC 142: Aldo vs. Mendes,Jan 14th 2012
4030,Gabriel Gonzaga,-135.0,Ednaldo Oliveira,105.0,UFC 142: Aldo vs. Mendes,Jan 14th 2012
4031,Jose Aldo,-320.0,Chad Mendes,240.0,UFC 142: Aldo vs. Mendes,Jan 14th 2012
4032,Michihiro Omigawa,140.0,Yuri Alcantara,-170.0,UFC 142: Aldo vs. Mendes,Jan 14th 2012
4033,Mike Massenzio,250.0,Rousimar Palhares,-350.0,UFC 142: Aldo vs. Mendes,Jan 14th 2012
4034,Mike Pyle,-425.0,Ricardo Funch,320.0,UFC 142: Aldo vs. Mendes,Jan 14th 2012
4035,Rousimar Palhares,-350.0,Mike Massenzio,250.0,UFC 142: Aldo vs. Mendes,Jan 14th 2012
4036,Sam Stout,-120.0,Thiago Tavares,-110.0,UFC 142: Aldo vs. Mendes,Jan 14th 2012
4037,Terry Etim,210.0,Edson Barboza,-250.0,UFC 142: Aldo vs. Mendes,Jan 14th 2012
4038,Thiago Tavares,-110.0,Sam Stout,-120.0,UFC 142: Aldo vs. Mendes,Jan 14th 2012
4039,Vitor Belfort,-170.0,Anthony Johnson,130.0,UFC 142: Aldo vs. Mendes,Jan 14th 2012
4040,Alex White,170.0,James Krause,-230.0,UFC Fight Night 124: Stephens vs. Choi,Jan 14th 2018
4041,Danielle Taylor,-125.0,J.J. Aldrich,-115.0,UFC Fight Night 124: Stephens vs. Choi,Jan 14th 2018
4042,Darren Elkins,125.0,Michael Johnson,-165.0,UFC Fight Night 124: Stephens vs. Choi,Jan 14th 2018
4043,Emil Meek,435.0,Kamaru Usman,-705.0,UFC Fight Night 124: Stephens vs. Choi,Jan 14th 2018
4044,Guido Cannetti,220.0,Kyung Ho Kang,-300.0,UFC Fight Night 124: Stephens vs. Choi,Jan 14th 2018
4045,Irene Aldana,-260.0,Talita Bernardo,180.0,UFC Fight Night 124: Stephens vs. Choi,Jan 14th 2018
4046,James Krause,-230.0,Alex White,170.0,UFC Fight Night 124: Stephens vs. Choi,Jan 14th 2018
4047,Jeremy Stephens,140.0,Doo Ho Choi,-180.0,UFC Fight Night 124: Stephens vs. Choi,Jan 14th 2018
4048,Jessica Eye,105.0,Kalindra Faria,-145.0,UFC Fight Night 124: Stephens vs. Choi,Jan 14th 2018
4049,Kamaru Usman,-705.0,Emil Meek,435.0,UFC Fight Night 124: Stephens vs. Choi,Jan 14th 2018
4050,Kyung Ho Kang,-300.0,Guido Cannetti,220.0,UFC Fight Night 124: Stephens vs. Choi,Jan 14th 2018
4051,Mads Burnell,175.0,Mike Santiago,-245.0,UFC Fight Night 124: Stephens vs. Choi,Jan 14th 2018
4052,Marco Polo Reyes,170.0,Matt Frevola,-230.0,UFC Fight Night 124: Stephens vs. Choi,Jan 14th 2018
4053,Michael Johnson,-165.0,Darren Elkins,125.0,UFC Fight Night 124: Stephens vs. Choi,Jan 14th 2018
4054,Mike Santiago,-245.0,Mads Burnell,175.0,UFC Fight Night 124: Stephens vs. Choi,Jan 14th 2018
4055,Abdul Razak Alhassan,-115.0,Claudio Ribeiro,-105.0,UFC Fight Night 218,Jan 14th 2023
4056,Allan Nascimento,-190.0,Carlos Hernandez,165.0,UFC Fight Night 218,Jan 14th 2023
4057,Charles Johnson,-134.0,Jimmy Flick,114.0,UFC Fight Night 218,Jan 14th 2023
4058,Claudio Ribeiro,-105.0,Abdul Razak Alhassan,-115.0,UFC Fight Night 218,Jan 14th 2023
4059,Damon Jackson,-160.0,Dan Ige,140.0,UFC Fight Night 218,Jan 14th 2023
4060,Elise Reed,,Loma Lookboonmee,,UFC Fight Night 218,Jan 14th 2023
4061,Geoff Neal,360.0,Shavkat Rakhmonov,-500.0,UFC Fight Night 218,Jan 14th 2023
4062,Isaac Dulgarian,180.0,Daniel Argueta,-225.0,UFC Fight Night 218,Jan 14th 2023
4063,Javid Basharat,-260.0,Mateus Mendonca,220.0,UFC Fight Night 218,Jan 14th 2023
4064,Jimmy Flick,114.0,Charles Johnson,-134.0,UFC Fight Night 218,Jan 14th 2023
4065,Kelvin Gastelum,160.0,Nassourdine Imavov,-190.0,UFC Fight Night 218,Jan 14th 2023
4066,Ketlen Vieira,-145.0,Raquel Pennington,125.0,UFC Fight Night 218,Jan 14th 2023
4067,Kyle Nelson,,Choi Doo-Ho,,UFC Fight Night 218,Jan 14th 2023
4068,Loma Lookboonmee,,Elise Reed,,UFC Fight Night 218,Jan 14th 2023
4069,Mateus Mendonca,220.0,Javid Basharat,-260.0,UFC Fight Night 218,Jan 14th 2023
4070,Nassourdine Imavov,-190.0,Kelvin Gastelum,160.0,UFC Fight Night 218,Jan 14th 2023
4071,Nassourdine Imavov,-190.0,Kelvin Gastelum,160.0,UFC Fight Night 218,Jan 14th 2023
4072,Nassourdine Imavov,-170.0,Sean Strickland,145.0,UFC Fight Night 218,Jan 14th 2023
4073,Nassourdine Imavov,-170.0,Sean Strickland,145.0,UFC Fight Night 218,Jan 14th 2023
4074,Punahele Soriano,-180.0,Roman Kopylov,155.0,UFC Fight Night 218,Jan 14th 2023
4075,Raoni Barcelos,170.0,Umar Nurmagomedov,-200.0,UFC Fight Night 218,Jan 14th 2023
4076,Raquel Pennington,125.0,Ketlen Vieira,-145.0,UFC Fight Night 218,Jan 14th 2023
4077,Roman Kopylov,155.0,Punahele Soriano,-180.0,UFC Fight Night 218,Jan 14th 2023
4078,Sean Strickland,145.0,Nassourdine Imavov,-170.0,UFC Fight Night 218,Jan 14th 2023
4079,Shavkat Rakhmonov,-500.0,Geoff Neal,360.0,UFC Fight Night 218,Jan 14th 2023
4080,Umar Nurmagomedov,-200.0,Raoni Barcelos,170.0,UFC Fight Night 218,Jan 14th 2023
4081,Alptekin Ozkilic,-300.0,Louis Smolka,220.0,UFC Fight Night 35: Rockhold vs. Philippou,Jan 15th 2014
4082,Brad Tavares,160.0,Lorenz Larkin,-210.0,UFC Fight Night 35: Rockhold vs. Philippou,Jan 15th 2014
4083,Brian Houston,115.0,Trevor Smith,-155.0,UFC Fight Night 35: Rockhold vs. Philippou,Jan 15th 2014
4084,Charlie Brenneman,-245.0,Beneil Dariush,175.0,UFC Fight Night 35: Rockhold vs. Philippou,Jan 15th 2014
4085,Cole Miller,-165.0,Sam Sicilia,125.0,UFC Fight Night 35: Rockhold vs. Philippou,Jan 15th 2014
4086,Constantinos Philippou,285.0,Luke Rockhold,-405.0,UFC Fight Night 35: Rockhold vs. Philippou,Jan 15th 2014
4087,Derek Brunson,175.0,Yoel Romero,-245.0,UFC Fight Night 35: Rockhold vs. Philippou,Jan 15th 2014
