,Fighter,Fighter Odds,Opponent,Opponent Odds,Event,Date
267,Tim Means,-380.0,Sabah Homasi,260.0,UFC 202: Diaz vs. McGregor 2,Aug 20th 2016
268,Tim Means,-350.0,John Howard,250.0,UFC Fight Night 80: VanZant vs. Namajunas,Dec 10th 2015
269,Tim Means,150.0,Matt Brown,-190.0,UFC 189: Mendes vs. McGregor,Jul 11th 2015
270,Tim Means,-155.0,George Sullivan,115.0,UFC on FOX 15: Machida vs. Rockhold,Apr 18th 2015
271,Tim Means,-140.0,Dhiego Lima,100.0,UFC 184: Rousey vs. Zingano,Feb 28th 2015
272,Tim Means,-290.0,Marcio Alexandre Jr.,210.0,UFC Fight Night 58: Machida vs. Dollaway,Dec 20th 2014
273,Tim Means,-305.0,Hernani Perpetuo,225.0,UFC on FOX 12: Lawler vs. Brown,Jul 26th 2014
274,Tim Means,-185.0,Neil Magny,145.0,UFC Fight Night 40: Brown vs. Silva,May 10th 2014
275,Tim Means,-190.0,Daniel Rodriguez,150.0,UFC on ESPN+ 25: Anderson vs. Blachowicz 2,Feb 15th 2020
276,Tim Means,-160.0,Thiago Alves,130.0,UFC on ESPN 7: Overeem vs. Rozenstruik,Dec 7th 2019
277,Tim Means,125.0,Danny Castillo,-165.0,UFC on FOX 8: Johnson vs. Moraga,Jul 27th 2013
278,Tim Means,125.0,Jorge Masvidal,-165.0,UFC on FOX 7: Henderson vs. Melendez,Apr 20th 2013
279,Tim Means,-150.0,Justin Salas,120.0,UFC on FX 3: Johnson vs. McCall,Jun 8th 2012
