,Fighter,Fighter Odds,Opponent,Opponent Odds,Event,Date
3022,Islam Makhachev,-490.0,Alex Volkanovski,380.0,UFC 284: Makhachev vs. Volkanovski,Feb 12th 2023
3023,Jack Della Maddalena,-350.0,Randy Brown,285.0,UFC 284: Makhachev vs. Volkanovski,Feb 12th 2023
3025,Jamie Mullarkey,-250.0,Francisco Prado,210.0,UFC 284: Makhachev vs. Volkanovski,Feb 12th 2023
3027,Josh Emmett,140.0,Yair Rodriguez,-160.0,UFC 284: Makhachev vs. Volkanovski,Feb 12th 2023
3028,Justin Tafa,-115.0,Parker Porter,-105.0,UFC 284: Makhachev vs. Volkanovski,Feb 12th 2023
3029,Kleydson Rodrigues,-183.0,Shannon Ross,158.0,UFC 284: Makhachev vs. Volkanovski,Feb 12th 2023
3031,Melsik Baghdasaryan,-130.0,Joshua Culibao,110.0,UFC 284: Makhachev vs. Volkanovski,Feb 12th 2023
3032,Modestas Bukauskas,700.0,Tyson Pedro,-1000.0,UFC 284: Makhachev vs. Volkanovski,Feb 12th 2023
3038,Alexa Grasso,110.0,Maycee Barber,-130.0,UFC 258: Usman vs. Burns,Feb 13th 2021
3039,Andre Ewell,165.0,Chris Gutierrez,-190.0,UFC 258: Usman vs. Burns,Feb 13th 2021
3040,Anthony Hernandez,300.0,Rodolfo Vieira,-400.0,UFC 258: Usman vs. Burns,Feb 13th 2021
3041,Belal Muhammad,-350.0,Dhiego Lima,285.0,UFC 258: Usman vs. Burns,Feb 13th 2021
3042,Brian Kelleher,240.0,Ricky Simon,-300.0,UFC 258: Usman vs. Burns,Feb 13th 2021
3045,Gilbert Burns,190.0,Kamaru Usman,-225.0,UFC 258: Usman vs. Burns,Feb 13th 2021
3046,Julian Marquez,-185.0,Maki Pitolo,160.0,UFC 258: Usman vs. Burns,Feb 13th 2021
3048,Kelvin Gastelum,-190.0,Ian Heinisch,165.0,UFC 258: Usman vs. Burns,Feb 13th 2021
3050,Mallory Martin,-125.0,Polyana Viana,105.0,UFC 258: Usman vs. Burns,Feb 13th 2021
3055,Benson Henderson,-110.0,Brandon Thatch,-130.0,UFC Fight Night 60: Henderson vs. Thatch,Feb 14th 2015
3056,Chas Skelly,-165.0,Jim Alers,125.0,UFC Fight Night 60: Henderson vs. Thatch,Feb 14th 2015
3057,Chris Kelades,260.0,Ray Borg,-380.0,UFC Fight Night 60: Henderson vs. Thatch,Feb 14th 2015
3058,Cody Pfister,175.0,James Moontasri,-245.0,UFC Fight Night 60: Henderson vs. Thatch,Feb 14th 2015
3059,Cole Miller,260.0,Max Holloway,-380.0,UFC Fight Night 60: Henderson vs. Thatch,Feb 14th 2015
3060,Daniel Kelly,-125.0,Patrick Walsh,-115.0,UFC Fight Night 60: Henderson vs. Thatch,Feb 14th 2015
3061,Efrain Escudero,-130.0,Rodrigo Lima,-110.0,UFC Fight Night 60: Henderson vs. Thatch,Feb 14th 2015
3064,Kevin Lee,-230.0,Michel Prazeres,170.0,UFC Fight Night 60: Henderson vs. Thatch,Feb 14th 2015
3065,Kiichi Kunimoto,225.0,Neil Magny,-305.0,UFC Fight Night 60: Henderson vs. Thatch,Feb 14th 2015
3071,Tim Elliott,100.0,Zach Makovsky,-140.0,UFC Fight Night 60: Henderson vs. Thatch,Feb 14th 2015
3072,Aaron Simpson,-185.0,Ronny Markes,155.0,UFC on FUEL TV 1: Ellenberger vs. Sanchez,Feb 15th 2012
3073,Diego Sanchez,200.0,Jake Ellenberger,-260.0,UFC on FUEL TV 1: Ellenberger vs. Sanchez,Feb 15th 2012
3074,Ivan Menjivar,-280.0,John Albert,200.0,UFC on FUEL TV 1: Ellenberger vs. Sanchez,Feb 15th 2012
3077,Jonathan Brookins,-245.0,Vagner Rocha,175.0,UFC on FUEL TV 1: Ellenberger vs. Sanchez,Feb 15th 2012
3079,Stefan Struve,105.0,Dave Herman,-135.0,UFC on FUEL TV 1: Ellenberger vs. Sanchez,Feb 15th 2012
3080,Stipe Miocic,-390.0,Philip de Fries,300.0,UFC on FUEL TV 1: Ellenberger vs. Sanchez,Feb 15th 2012
3082,Walel Watson,200.0,T.J. Dillashaw,-260.0,UFC on FUEL TV 1: Ellenberger vs. Sanchez,Feb 15th 2012
3083,Andy Ogle,500.0,Charles Oliveira,-900.0,UFC Fight Night 36: Machida vs. Mousasi,Feb 15th 2014
3084,Erick Silva,-1200.0,Takenori Sato,600.0,UFC Fight Night 36: Machida vs. Mousasi,Feb 15th 2014
3085,Felipe Arantes,110.0,Maximo Blanco,-150.0,UFC Fight Night 36: Machida vs. Mousasi,Feb 15th 2014
3086,Francis Carmont,300.0,Ronaldo Souza,-420.0,UFC Fight Night 36: Machida vs. Mousasi,Feb 15th 2014
3087,Francisco Trinaldo,-185.0,Jesse Ronson,145.0,UFC Fight Night 36: Machida vs. Mousasi,Feb 15th 2014
3088,Gegard Mousasi,185.0,Lyoto Machida,-265.0,UFC Fight Night 36: Machida vs. Mousasi,Feb 15th 2014
3089,Ildemar Alcantara,140.0,Albert Tumenov,-180.0,UFC Fight Night 36: Machida vs. Mousasi,Feb 15th 2014
3090,Ivan Jorge,-135.0,Rodrigo Damm,-105.0,UFC Fight Night 36: Machida vs. Mousasi,Feb 15th 2014
3092,Joe Proctor,-180.0,Cristiano Marcello,140.0,UFC Fight Night 36: Machida vs. Mousasi,Feb 15th 2014
3095,Nicholas Musoke,145.0,Viscardi Andrade,-185.0,UFC Fight Night 36: Machida vs. Mousasi,Feb 15th 2014
3099,Wilson Reis,165.0,Yuri Alcantara,-215.0,UFC Fight Night 36: Machida vs. Mousasi,Feb 15th 2014
3100,Brok Weaver,-190.0,Kazula Vargas,150.0,UFC on ESPN+ 25: Anderson vs. Blachowicz 2,Feb 15th 2020
3101,Casey Kenney,-125.0,Merab Dvalishvili,-105.0,UFC on ESPN+ 25: Anderson vs. Blachowicz 2,Feb 15th 2020
3102,Corey Anderson,-145.0,Jan Blachowicz,105.0,UFC on ESPN+ 25: Anderson vs. Blachowicz 2,Feb 15th 2020
3103,Daniel Rodriguez,150.0,Tim Means,-190.0,UFC on ESPN+ 25: Anderson vs. Blachowicz 2,Feb 15th 2020
3104,Dequan Townsend,170.0,Devin Clark,-230.0,UFC on ESPN+ 25: Anderson vs. Blachowicz 2,Feb 15th 2020
3105,Diego Sanchez,135.0,Michel Pereira,-165.0,UFC on ESPN+ 25: Anderson vs. Blachowicz 2,Feb 15th 2020
3107,Jim Miller,-125.0,Scott Holtzman,-105.0,UFC on ESPN+ 25: Anderson vs. Blachowicz 2,Feb 15th 2020
3108,John Dodson,140.0,Nathaniel Wood,-170.0,UFC on ESPN+ 25: Anderson vs. Blachowicz 2,Feb 15th 2020
3110,Lando Vannata,140.0,Yancy Medeiros,-170.0,UFC on ESPN+ 25: Anderson vs. Blachowicz 2,Feb 15th 2020
3111,Macy Chiasson,-365.0,Shanna Young,300.0,UFC on ESPN+ 25: Anderson vs. Blachowicz 2,Feb 15th 2020
3114,Raulian Paiva,-125.0,Mark de La Rosa,-105.0,UFC on ESPN+ 25: Anderson vs. Blachowicz 2,Feb 15th 2020
3115,Rogerio Bontorin,115.0,Ray Borg,-145.0,UFC on ESPN+ 25: Anderson vs. Blachowicz 2,Feb 15th 2020
3120,Andy Ogle,170.0,Josh Grispi,-230.0,UFC on Fuel TV 7: Barao vs. McDonald,Feb 16th 2013
3121,Che Mills,-140.0,Matthew Riddle,100.0,UFC on Fuel TV 7: Barao vs. McDonald,Feb 16th 2013
3122,Cub Swanson,105.0,Dustin Poirier,-145.0,UFC on Fuel TV 7: Barao vs. McDonald,Feb 16th 2013
3123,Cyrille Diabate,140.0,Jimi Manuwa,-180.0,UFC on Fuel TV 7: Barao vs. McDonald,Feb 16th 2013
3124,Danny Castillo,-120.0,Paul Sass,-120.0,UFC on Fuel TV 7: Barao vs. McDonald,Feb 16th 2013
3126,Gunnar Nelson,-320.0,Jorge Santiago,240.0,UFC on Fuel TV 7: Barao vs. McDonald,Feb 16th 2013
3127,James Te Huna,-165.0,Ryan Jimmo,125.0,UFC on Fuel TV 7: Barao vs. McDonald,Feb 16th 2013
3131,Michael McDonald,180.0,Renan Barao,-260.0,UFC on Fuel TV 7: Barao vs. McDonald,Feb 16th 2013
3132,Motonobu Tezuka,140.0,Vaughan Lee,-180.0,UFC on Fuel TV 7: Barao vs. McDonald,Feb 16th 2013
3134,Phil Harris,180.0,Ulysses Gomez,-260.0,UFC on Fuel TV 7: Barao vs. McDonald,Feb 16th 2013
3136,Renee Forte,250.0,Terry Etim,-350.0,UFC on Fuel TV 7: Barao vs. McDonald,Feb 16th 2013
3138,Stanislav Nedkov,-120.0,Tom Watson,-120.0,UFC on Fuel TV 7: Barao vs. McDonald,Feb 16th 2013
3143,Alex Caceres,205.0,Kron Gracie,-285.0,UFC on ESPN 1: Ngannou vs. Velasquez,Feb 17th 2019
3144,Aljamain Sterling,185.0,Jimmie Rivera,-265.0,UFC on ESPN 1: Ngannou vs. Velasquez,Feb 17th 2019
3145,Andrea Lee,-215.0,Ashlee Evans-Smith,165.0,UFC on ESPN 1: Ngannou vs. Velasquez,Feb 17th 2019
3146,Benito Lopez,225.0,Manny Bermudez,-305.0,UFC on ESPN 1: Ngannou vs. Velasquez,Feb 17th 2019
3147,Bryan Barberena,265.0,Vicente Luque,-385.0,UFC on ESPN 1: Ngannou vs. Velasquez,Feb 17th 2019
3148,Cain Velasquez,-170.0,Francis Ngannou,130.0,UFC on ESPN 1: Ngannou vs. Velasquez,Feb 17th 2019
3149,Cortney Casey,205.0,Cynthia Calvillo,-285.0,UFC on ESPN 1: Ngannou vs. Velasquez,Feb 17th 2019
3150,Emily Whitmire,155.0,Alexandra Albu,-195.0,UFC on ESPN 1: Ngannou vs. Velasquez,Feb 17th 2019
3152,James Vick,135.0,Paul Felder,-175.0,UFC on ESPN 1: Ngannou vs. Velasquez,Feb 17th 2019
3155,Luke Sanders,-140.0,Renan Barao,100.0,UFC on ESPN 1: Ngannou vs. Velasquez,Feb 17th 2019
3157,Myles Jury,-195.0,Andre Fili,155.0,UFC on ESPN 1: Ngannou vs. Velasquez,Feb 17th 2019
3158,Nik Lentz,135.0,Scott Holtzman,-175.0,UFC on ESPN 1: Ngannou vs. Velasquez,Feb 17th 2019
3163,Andrea Lee,110.0,Miranda Maverick,-130.0,UFC,Feb 17th 2024
3164,Alex Morono,-215.0,Josh Burkman,185.0,UFC Fight Night 126: Cerrone vs. Medeiros,Feb 18th 2018
3165,Brian Camozzi,135.0,Geoffrey Neal,-165.0,UFC Fight Night 126: Cerrone vs. Medeiros,Feb 18th 2018
3166,Curtis Millender,130.0,Thiago Alves,-160.0,UFC Fight Night 126: Cerrone vs. Medeiros,Feb 18th 2018
3167,Derrick Lewis,-110.0,Marcin Tybura,-130.0,UFC Fight Night 126: Cerrone vs. Medeiros,Feb 18th 2018
3168,Donald Cerrone,-160.0,Yancy Medeiros,120.0,UFC Fight Night 126: Cerrone vs. Medeiros,Feb 18th 2018
3169,Francisco Trinaldo,175.0,James Vick,-245.0,UFC Fight Night 126: Cerrone vs. Medeiros,Feb 18th 2018
3170,Jared Gordon,-195.0,Diego Ferreira,160.0,UFC Fight Night 126: Cerrone vs. Medeiros,Feb 18th 2018
3171,Joby Sanchez,-135.0,Roberto Sanchez,105.0,UFC Fight Night 126: Cerrone vs. Medeiros,Feb 18th 2018
3172,Lucie Pudilova,-185.0,Sarah Moras,155.0,UFC Fight Night 126: Cerrone vs. Medeiros,Feb 18th 2018
3174,Oskar Piechota,-255.0,Tim Williams,215.0,UFC Fight Night 126: Cerrone vs. Medeiros,Feb 18th 2018
3175,Sage Northcutt,-215.0,Thibault Gouti,170.0,UFC Fight Night 126: Cerrone vs. Medeiros,Feb 18th 2018
3177,Steven Peterson,160.0,Brandon Davis,-195.0,UFC Fight Night 126: Cerrone vs. Medeiros,Feb 18th 2018
3180,Clayton Carpenter,-350.0,Juancamilo Ronderos,285.0,UFC Fight Night 219,Feb 18th 2023
3181,Erin Blanchfield,165.0,Jessica Andrade,-190.0,UFC Fight Night 219,Feb 18th 2023
3182,Evan Elder,220.0,Nazim Sadykhov,-260.0,UFC Fight Night 219,Feb 18th 2023
3183,Jamal Pogues,-170.0,Josh Parisian,145.0,UFC Fight Night 219,Feb 18th 2023
3184,Jamall Emmers,200.0,Khusein Askhabov,-235.0,UFC Fight Night 219,Feb 18th 2023
3186,Jim Miller,210.0,Alex Hernandez,-250.0,UFC Fight Night 219,Feb 18th 2023
3187,Jordan Wright,170.0,Zac Pauga,-195.0,UFC Fight Night 219,Feb 18th 2023
3191,Lina Lansberg,330.0,Mayra Bueno Silva,-400.0,UFC Fight Night 219,Feb 18th 2023
3192,Marcin Prachnio,-110.0,William Knight,-110.0,UFC Fight Night 219,Feb 18th 2023
3195,Philipe Lins,-130.0,Ovince St. Preux,110.0,UFC Fight Night 219,Feb 18th 2023
3196,Themba Gorimbo,140.0,A.J. Fletcher,-160.0,UFC Fight Night 219,Feb 18th 2023
3199,Amanda Lemos,-215.0,Mackenzie Dern,164.0,UFC 298,Feb 18th 2024
3200,Anthony Hernandez,-180.0,Roman Kopylov,150.0,UFC 298,Feb 18th 2024
3201,Brendson Ribeiro,-115.0,Zhang Mingyang,-105.0,UFC 298,Feb 18th 2024
3202,Carlos Vera,500.0,Rinya Nakamura,-700.0,UFC 298,Feb 18th 2024
3203,Danny Barlow,-205.0,Josh Quinlan,163.0,UFC 298,Feb 18th 2024
3204,Geoff Neal,163.0,Ian Machado Garry,-225.0,UFC 298,Feb 18th 2024
3205,Henry Cejudo,-135.0,Merab Dvalishvili,114.0,UFC 298,Feb 18th 2024
3208,Justin Tafa,142.0,Marcos Rogerio de Lima,-170.0,UFC 298,Feb 18th 2024
3210,Marcin Tybura,100.0,Tai Tuivasa,-128.0,UFC 298,Feb 18th 2024
3213,Oban Elliott,-175.0,Val Woodburn,145.0,UFC 298,Feb 18th 2024
3214,Paulo Costa,200.0,Robert Whittaker,-245.0,UFC 298,Feb 18th 2024
3220,Carla Esparza,-210.0,Randa Markos,160.0,UFC Fight Night 105: Lewis vs. Browne,Feb 19th 2017
3221,Cezar Ferreira,110.0,Elias Theodorou,-150.0,UFC Fight Night 105: Lewis vs. Browne,Feb 19th 2017
3222,Derrick Lewis,-115.0,Travis Browne,-125.0,UFC Fight Night 105: Lewis vs. Browne,Feb 19th 2017
3224,Gavin Tucker,-110.0,Sam Sicilia,-130.0,UFC Fight Night 105: Lewis vs. Browne,Feb 19th 2017
3225,Gerald Meerschaert,-210.0,Ryan Janes,160.0,UFC Fight Night 105: Lewis vs. Browne,Feb 19th 2017
3226,Hector Lombard,-120.0,Johny Hendricks,-120.0,UFC Fight Night 105: Lewis vs. Browne,Feb 19th 2017
3227,Jack Marshman,130.0,Thiago Santos,-170.0,UFC Fight Night 105: Lewis vs. Browne,Feb 19th 2017
3229,Nordine Taleb,185.0,Santiago Ponzinibbio,-265.0,UFC Fight Night 105: Lewis vs. Browne,Feb 19th 2017
3230,Paul Felder,-285.0,Alessandro Ricci,205.0,UFC Fight Night 105: Lewis vs. Browne,Feb 19th 2017
3232,Reginaldo Vieira,125.0,Aiemann Zahabi,-165.0,UFC Fight Night 105: Lewis vs. Browne,Feb 19th 2017
3236,Sara McMann,-380.0,Gina Mazany,260.0,UFC Fight Night 105: Lewis vs. Browne,Feb 19th 2017
3239,Abdul Razak Alhassan,130.0,Joaquin Buckley,-150.0,UFC,Feb 19th 2022
3240,Alan Baudot,170.0,Parker Porter,-200.0,UFC,Feb 19th 2022
3241,Austin Lingo,280.0,Jonathan Pearce,-375.0,UFC,Feb 19th 2022
3242,Chad Anheliger,-300.0,Jesse Strader,250.0,UFC,Feb 19th 2022
3243,Chas Skelly,-220.0,Mark Striegl,185.0,UFC,Feb 19th 2022
3244,Christian Rodriguez,170.0,Jonathan Pearce,-200.0,UFC,Feb 19th 2022
3245,David Onama,105.0,Gabriel Benitez,-125.0,UFC,Feb 19th 2022
3246,Ilir Latifi,240.0,Alexander Romanov,-300.0,UFC,Feb 19th 2022
3247,Jamahal Hill,-240.0,Johnny Walker,198.0,UFC,Feb 19th 2022
3248,Jay Perrin,230.0,Mario Bautista,-270.0,UFC,Feb 19th 2022
3250,Jim Miller,-185.0,Nikolas Motta,160.0,UFC,Feb 19th 2022
3255,Julian Marquez,135.0,Kyle Daukaus,-165.0,UFC,Feb 19th 2022
3256,Khalid Taha,-105.0,Mario Bautista,-115.0,UFC,Feb 19th 2022
3257,Kyle Daukaus,-250.0,Jamie Pickett.,210.0,UFC,Feb 19th 2022
3264,Rafael Dos Anjos,108.0,Rafael Fiziev,-130.0,UFC,Feb 19th 2022
3265,Stephanie Egger,200.0,Jessica-Rose Clark,-235.0,UFC,Feb 19th 2022
3266,Abel Trujillo,150.0,Jamie Varner,-190.0,UFC 169: Barao vs. Faber,Feb 1st 2014
3267,Al Iaquinta,-210.0,Kevin Lee,160.0,UFC 169: Barao vs. Faber,Feb 1st 2014
3268,Alan Patrick,150.0,John Makdessi,-190.0,UFC 169: Barao vs. Faber,Feb 1st 2014
3269,Ali Bagautinov,-125.0,John Lineker,-115.0,UFC 169: Barao vs. Faber,Feb 1st 2014
3270,Alistair Overeem,-285.0,Frank Mir,205.0,UFC 169: Barao vs. Faber,Feb 1st 2014
3271,Chris Cariaso,-280.0,Danny Martinez,200.0,UFC 169: Barao vs. Faber,Feb 1st 2014
3272,Clint Hester,-245.0,Andy Enz,175.0,UFC 169: Barao vs. Faber,Feb 1st 2014
3278,Jose Aldo,-600.0,Ricardo Lamas,400.0,UFC 169: Barao vs. Faber,Feb 1st 2014
3280,Neil Magny,125.0,Gasan Umalatov,-165.0,UFC 169: Barao vs. Faber,Feb 1st 2014
3281,Nick Catone,130.0,Tom Watson,-170.0,UFC 169: Barao vs. Faber,Feb 1st 2014
3282,Rashid Magomedov,-210.0,Tony Martin,160.0,UFC 169: Barao vs. Faber,Feb 1st 2014
3283,Renan Barao,-270.0,Urijah Faber,190.0,UFC 169: Barao vs. Faber,Feb 1st 2014
3287,Aiemann Zahabi,170.0,Drako Rodriguez,-200.0,UFC Fight Night 185: Blaydes vs. Lewis,Feb 20th 2021
3288,Aleksei Oleinik,120.0,Chris Daukaus,-140.0,UFC Fight Night 185: Blaydes vs. Lewis,Feb 20th 2021
3289,Andrei Arlovski,235.0,Tom Aspinall,-275.0,UFC Fight Night 185: Blaydes vs. Lewis,Feb 20th 2021
3290,Charles Rosa,-145.0,Darrick Minner,125.0,UFC Fight Night 185: Blaydes vs. Lewis,Feb 20th 2021
3292,Curtis Blaydes,-300.0,Derrick Lewis,250.0,UFC Fight Night 185: Blaydes vs. Lewis,Feb 20th 2021
3293,Danny Chavez,155.0,Jared Gordon,-180.0,UFC Fight Night 185: Blaydes vs. Lewis,Feb 20th 2021
3297,Eddie Wineland,-150.0,John Castaneda,130.0,UFC Fight Night 185: Blaydes vs. Lewis,Feb 20th 2021
3299,Jared Vanderaa,190.0,Sergey Spivak,-225.0,UFC Fight Night 185: Blaydes vs. Lewis,Feb 20th 2021
3301,Julian Erosa,130.0,Nate Landwehr,-150.0,UFC Fight Night 185: Blaydes vs. Lewis,Feb 20th 2021
3302,Ketlen Vieira,-275.0,Yana Kunitskaya,235.0,UFC Fight Night 185: Blaydes vs. Lewis,Feb 20th 2021
3303,Nassourdine Imavov,-105.0,Phil Hawes,-115.0,UFC Fight Night 185: Blaydes vs. Lewis,Feb 20th 2021
3305,Shana Dobson,160.0,Casey O'Neill,-185.0,UFC Fight Night 185: Blaydes vs. Lewis,Feb 20th 2021
3307,Brian Cobb,190.0,Terry Etim,-250.0,UFC 95: Sanchez vs Stevenson,Feb 21st 2009
3308,Chael Sonnen,210.0,Demian Maia,-270.0,UFC 95: Sanchez vs Stevenson,Feb 21st 2009
3309,Dan Hardy,-155.0,Rory Markham,125.0,UFC 95: Sanchez vs Stevenson,Feb 21st 2009
3311,Diego Sanchez,-260.0,Joe Stevenson,200.0,UFC 95: Sanchez vs Stevenson,Feb 21st 2009
3312,Evan Dunham,140.0,Per Eklund,-170.0,UFC 95: Sanchez vs Stevenson,Feb 21st 2009
3314,Josh Koscheck,-450.0,Paulo Thiago,330.0,UFC 95: Sanchez vs Stevenson,Feb 21st 2009
3315,Junior Dos Santos,-265.0,Stefan Struve,205.0,UFC 95: Sanchez vs Stevenson,Feb 21st 2009
3316,Mike Ciesnolevicz,-125.0,Neil Grove,-105.0,UFC 95: Sanchez vs Stevenson,Feb 21st 2009
3317,Nate Marquardt,-260.0,Wilson Gouveia,200.0,UFC 95: Sanchez vs Stevenson,Feb 21st 2009
3319,Paul Kelly,-325.0,Troy Mandaloniz,250.0,UFC 95: Sanchez vs Stevenson,Feb 21st 2009
3325,Antonio Rodrigo Nogueira,-150.0,Cain Velasquez,120.0,UFC 110: Nogueira vs. Velasquez,Feb 21st 2010
3326,Brian Foster,130.0,Chris Lytle,-160.0,UFC 110: Nogueira vs. Velasquez,Feb 21st 2010
3329,George Sotiropoulos,240.0,Joe Stevenson,-300.0,UFC 110: Nogueira vs. Velasquez,Feb 21st 2010
3330,Goran Reljic,-255.0,C.B. Dollaway,195.0,UFC 110: Nogueira vs. Velasquez,Feb 21st 2010
3331,Igor Pokrajac,145.0,James Te Huna,-175.0,UFC 110: Nogueira vs. Velasquez,Feb 21st 2010
3333,Keith Jardine,130.0,Ryan Bader,-160.0,UFC 110: Nogueira vs. Velasquez,Feb 21st 2010
3334,Krzysztof Soszynski,-155.0,Stephan Bonnar,125.0,UFC 110: Nogueira vs. Velasquez,Feb 21st 2010
3335,Michael Bisping,130.0,Wanderlei Silva,-160.0,UFC 110: Nogueira vs. Velasquez,Feb 21st 2010
3339,Alex Garcia,-110.0,Sean Strickland,-130.0,UFC Fight Night 83: Cowboy vs. Cowboy,Feb 21st 2016
3340,Alex Oliveira,175.0,Donald Cerrone,-245.0,UFC Fight Night 83: Cowboy vs. Cowboy,Feb 21st 2016
3341,Anthony Hamilton,125.0,Shamil Abdurakhimov,-165.0,UFC Fight Night 83: Cowboy vs. Cowboy,Feb 21st 2016
3342,Anthony Smith,-170.0,Leonardo Augusto Leleco,130.0,UFC Fight Night 83: Cowboy vs. Cowboy,Feb 21st 2016
3343,Augusto Mendes,235.0,Cody Garbrandt,-315.0,UFC Fight Night 83: Cowboy vs. Cowboy,Feb 21st 2016
3344,Chris Camozzi,-230.0,Joe Riggs,170.0,UFC Fight Night 83: Cowboy vs. Cowboy,Feb 21st 2016
3345,Daniel Sarafian,-130.0,Oluwale Bamgbose,-110.0,UFC Fight Night 83: Cowboy vs. Cowboy,Feb 21st 2016
3346,Dennis Bermudez,-385.0,Tatsuya Kawajiri,265.0,UFC Fight Night 83: Cowboy vs. Cowboy,Feb 21st 2016
3347,Derek Brunson,-400.0,Roan Carneiro,280.0,UFC Fight Night 83: Cowboy vs. Cowboy,Feb 21st 2016
3349,James Krause,-170.0,Shane Campbell,130.0,UFC Fight Night 83: Cowboy vs. Cowboy,Feb 21st 2016
3351,Jonavin Webb,-185.0,Nathan Coy,145.0,UFC Fight Night 83: Cowboy vs. Cowboy,Feb 21st 2016
3352,Lauren Murphy,-310.0,Kelly Faszholz,230.0,UFC Fight Night 83: Cowboy vs. Cowboy,Feb 21st 2016
3353,Marion Reneau,-210.0,Ashlee Evans-Smith,160.0,UFC Fight Night 83: Cowboy vs. Cowboy,Feb 21st 2016
3360,Alexis Davis,-185.0,Jessica Eye,145.0,UFC 170: Rousey vs. McMann,Feb 22nd 2014
3361,Aljamain Sterling,-305.0,Cody Gibson,225.0,UFC 170: Rousey vs. McMann,Feb 22nd 2014
3362,Daniel Cormier,-1125.0,Patrick Cummins,575.0,UFC 170: Rousey vs. McMann,Feb 22nd 2014
3363,Demian Maia,165.0,Rory Macdonald,-215.0,UFC 170: Rousey vs. McMann,Feb 22nd 2014
3364,Erik Koch,-400.0,Rafaello Oliveira,280.0,UFC 170: Rousey vs. McMann,Feb 22nd 2014
3366,Josh Sampo,160.0,Zach Makovsky,-210.0,UFC 170: Rousey vs. McMann,Feb 22nd 2014
3367,Mike Pyle,-165.0,T.J. Waldburger,125.0,UFC 170: Rousey vs. McMann,Feb 22nd 2014
3369,Pedro Munhoz,170.0,Raphael Assuncao,-230.0,UFC 170: Rousey vs. McMann,Feb 22nd 2014
3372,Robert Whittaker,-110.0,Stephen Thompson,-130.0,UFC 170: Rousey vs. McMann,Feb 22nd 2014
3373,Ronda Rousey,-705.0,Sara McMann,435.0,UFC 170: Rousey vs. McMann,Feb 22nd 2014
3376,Adriano Martins,160.0,Rustam Khabilov,-210.0,UFC Fight Night 61: Bigfoot vs. Mir,Feb 22nd 2015
3377,Antonio Silva,-185.0,Frank Mir,145.0,UFC Fight Night 61: Bigfoot vs. Mir,Feb 22nd 2015
3378,Cezar Ferreira,-265.0,Sam Alvey,185.0,UFC Fight Night 61: Bigfoot vs. Mir,Feb 22nd 2015
3379,Cody Gibson,-265.0,Douglas Silva de Andrade,185.0,UFC Fight Night 61: Bigfoot vs. Mir,Feb 22nd 2015
3380,Edson Barboza,-140.0,Michael Johnson,100.0,UFC Fight Night 61: Bigfoot vs. Mir,Feb 22nd 2015
3382,Frankie Saenz,225.0,Iuri Alcantara,-305.0,UFC Fight Night 61: Bigfoot vs. Mir,Feb 22nd 2015
3383,Ivan Jorge,-180.0,Josh Shockley,140.0,UFC Fight Night 61: Bigfoot vs. Mir,Feb 22nd 2015
3384,Jessica Andrade,-190.0,Marion Reneau,150.0,UFC Fight Night 61: Bigfoot vs. Mir,Feb 22nd 2015
3387,Matt Dwyer,170.0,William Macario,-230.0,UFC Fight Night 61: Bigfoot vs. Mir,Feb 22nd 2015
3391,Santiago Ponzinibbio,160.0,Sean Strickland,-210.0,UFC Fight Night 61: Bigfoot vs. Mir,Feb 22nd 2015
3393,Angela Hill,-180.0,Loma Lookboonmee,140.0,UFC on ESPN+ 26: Felder vs. Hooker,Feb 22nd 2020
3394,Emil Meek,190.0,Jake Matthews,-240.0,UFC on ESPN+ 26: Felder vs. Hooker,Feb 22nd 2020
3395,Jalin Turner,-140.0,Josh Culibao,100.0,UFC on ESPN+ 26: Felder vs. Hooker,Feb 22nd 2020
3396,Karolina Kowalkiewicz,150.0,Yan Xiaonan,-180.0,UFC on ESPN+ 26: Felder vs. Hooker,Feb 22nd 2020
3397,Kevin Aguilar,120.0,Zubaira Tukhugov,-150.0,UFC on ESPN+ 26: Felder vs. Hooker,Feb 22nd 2020
3399,Marcos Rogerio de Lima,-150.0,Ben Sosoli,120.0,UFC on ESPN+ 26: Felder vs. Hooker,Feb 22nd 2020
3400,Shana Dobson,140.0,Priscila Cachoeira,-170.0,UFC on ESPN+ 26: Felder vs. Hooker,Feb 22nd 2020
3401,Tyson Nam,275.0,Kai Kara-France,-350.0,UFC on ESPN+ 26: Felder vs. Hooker,Feb 22nd 2020
3402,Anton Kuivanen,165.0,Michael Chiesa,-215.0,UFC 157: Rousey vs. Carmouche,Feb 23rd 2013
3403,Brendan Schaub,-120.0,Lavar Johnson,-120.0,UFC 157: Rousey vs. Carmouche,Feb 23rd 2013
3404,Brock Jardine,-165.0,Kenny Robertson,125.0,UFC 157: Rousey vs. Carmouche,Feb 23rd 2013
3405,Court McGee,-230.0,Josh Neer,170.0,UFC 157: Rousey vs. Carmouche,Feb 23rd 2013
3406,Dennis Bermudez,-350.0,Matt Grice,250.0,UFC 157: Rousey vs. Carmouche,Feb 23rd 2013
3407,Ivan Menjivar,140.0,Urijah Faber,-180.0,UFC 157: Rousey vs. Carmouche,Feb 23rd 2013
3408,Jon Manley,105.0,Neil Magny,-145.0,UFC 157: Rousey vs. Carmouche,Feb 23rd 2013
