Event,Date,Location,W/L,Fighter 1,Fighter 2,Kd,Str,Td,Sub,Weight class,Method,Round,Time
UFC 122: Marquardt vs Okami,"November 13, 2010","Oberhausen, North Rhine-Westphalia, Germany",,Carlos Eduardo Rocha,Kris McCray,0,2,0,1,Welterweight,SUB,1,2:21
UFC 123: Rampage vs Machida,"November 20, 2010","Auburn Hills, Michigan, USA",,Quinton Jackson,Lyoto Machida,0,16,1,0,Light Heavyweight,S-DEC,3,5:00
UFC 123: Rampage vs Machida,"November 20, 2010","Auburn Hills, Michigan, USA",,BJ Penn,Matt Hughes,1,7,0,0,Welterweight,KO/TKO,1,0:21
UFC 123: Rampage vs Machida,"November 20, 2010","Auburn Hills, Michigan, USA",,Maiquel Falcao,Gerald Harris,1,25,1,3,Middleweight,U-DEC,3,5:00
UFC 123: Rampage vs Machida,"November 20, 2010","Auburn Hills, Michigan, USA",,Phil Davis,Tim Boetsch,0,33,2,2,Light Heavyweight,SUB,2,2:55
UFC 123: Rampage vs Machida,"November 20, 2010","Auburn Hills, Michigan, USA",,George Sotiropoulos,Joe Lauzon,0,19,3,2,Lightweight,SUB,2,2:43
UFC 123: Rampage vs Machida,"November 20, 2010","Auburn Hills, Michigan, USA",,Brian Foster,Matt Brown,0,25,3,2,Welterweight,SUB,2,2:11
The Ultimate Fighter: Team GSP vs Team Koscheck Finale,"December 04, 2010","Las Vegas, Nevada, USA",,Jonathan Brookins,Michael Johnson,0,32,3,0,Lightweight,U-DEC,3,5:00
The Ultimate Fighter: Team GSP vs Team Koscheck Finale,"December 04, 2010","Las Vegas, Nevada, USA",,Stephan Bonnar,Igor Pokrajac,0,44,3,1,Light Heavyweight,U-DEC,3,5:00
The Ultimate Fighter: Team GSP vs Team Koscheck Finale,"December 04, 2010","Las Vegas, Nevada, USA",,Demian Maia,Kendall Grove,0,42,5,1,Middleweight,U-DEC,3,5:00
The Ultimate Fighter: Team GSP vs Team Koscheck Finale,"December 04, 2010","Las Vegas, Nevada, USA",,Rick Story,Johny Hendricks,0,55,2,1,Welterweight,U-DEC,3,5:00
The Ultimate Fighter: Team GSP vs Team Koscheck Finale,"December 04, 2010","Las Vegas, Nevada, USA",,Leonard Garcia,Nam Phan,0,64,2,0,Featherweight,S-DEC,3,5:00
The Ultimate Fighter: Team GSP vs Team Koscheck Finale,"December 04, 2010","Las Vegas, Nevada, USA",,Cody McKenzie,Aaron Wilkinson,0,0,1,2,Lightweight,SUB,1,2:03
The Ultimate Fighter: Team GSP vs Team Koscheck Finale,"December 04, 2010","Las Vegas, Nevada, USA",,Ian Loveland,Tyler Toner,2,44,0,0,Featherweight,U-DEC,3,5:00
UFC 123: Rampage vs Machida,"November 20, 2010","Auburn Hills, Michigan, USA",,Mark Munoz,Aaron Simpson,0,76,1,0,Middleweight,U-DEC,3,5:00
UFC 123: Rampage vs Machida,"November 20, 2010","Auburn Hills, Michigan, USA",,Dennis Hallman,Karo Parisyan,1,10,0,0,Welterweight,KO/TKO,1,1:47
UFC 123: Rampage vs Machida,"November 20, 2010","Auburn Hills, Michigan, USA",,Edson Barboza,Mike Lullo,2,43,2,0,Lightweight,KO/TKO,3,0:26
UFC 123: Rampage vs Machida,"November 20, 2010","Auburn Hills, Michigan, USA",,Paul Kelly,TJ O'Brien,1,44,1,0,Lightweight,KO/TKO,2,3:16
UFC 123: Rampage vs Machida,"November 20, 2010","Auburn Hills, Michigan, USA",,Nik Lentz,Tyson Griffin,0,34,4,3,Lightweight,S-DEC,3,5:00
The Ultimate Fighter: Team GSP vs Team Koscheck Finale,"December 04, 2010","Las Vegas, Nevada, USA",,Kyle Watson,Sako Chivitchian,0,72,0,0,Lightweight,U-DEC,3,5:00
The Ultimate Fighter: Team GSP vs Team Koscheck Finale,"December 04, 2010","Las Vegas, Nevada, USA",,Nick Pace,Will Campuzano,0,18,7,1,Bantamweight,SUB,3,4:33
The Ultimate Fighter: Team GSP vs Team Koscheck Finale,"December 04, 2010","Las Vegas, Nevada, USA",,Pablo Garza,Fredson Paixao,1,3,0,0,Featherweight,KO/TKO,1,0:51
The Ultimate Fighter: Team GSP vs Team Koscheck Finale,"December 04, 2010","Las Vegas, Nevada, USA",,David Branch,Rich Attonito,0,16,4,0,Middleweight,U-DEC,3,5:00
UFC 124: St-Pierre vs Koscheck 2,"December 11, 2010","Montreal, Quebec, Canada",,Georges St-Pierre,Josh Koscheck,0,110,4,0,Welterweight,U-DEC,5,5:00
UFC 124: St-Pierre vs Koscheck 2,"December 11, 2010","Montreal, Quebec, Canada",,Stefan Struve,Sean McCorkle,0,11,0,0,Heavyweight,KO/TKO,1,3:55
UFC 124: St-Pierre vs Koscheck 2,"December 11, 2010","Montreal, Quebec, Canada",,Jim Miller,Charles Oliveira,0,1,1,2,Lightweight,SUB,1,1:59
UFC 124: St-Pierre vs Koscheck 2,"December 11, 2010","Montreal, Quebec, Canada",,Mac Danzig,Joe Stevenson,1,9,0,0,Lightweight,KO/TKO,1,1:54
UFC 124: St-Pierre vs Koscheck 2,"December 11, 2010","Montreal, Quebec, Canada",,Thiago Alves,John Howard,1,73,2,0,Welterweight,U-DEC,3,5:00
UFC 124: St-Pierre vs Koscheck 2,"December 11, 2010","Montreal, Quebec, Canada",,Dan Miller,Joe Doerksen,0,18,5,1,Middleweight,S-DEC,3,5:00
UFC 124: St-Pierre vs Koscheck 2,"December 11, 2010","Montreal, Quebec, Canada",,Mark Bocek,Dustin Hazelett,0,9,1,1,Lightweight,SUB,1,2:33
UFC 124: St-Pierre vs Koscheck 2,"December 11, 2010","Montreal, Quebec, Canada",,Jesse Bongfeldt,Rafael Natal,0,53,2,0,Middleweight,M-DEC,3,5:00
UFC 124: St-Pierre vs Koscheck 2,"December 11, 2010","Montreal, Quebec, Canada",,Sean Pierson,Matthew Riddle,1,112,1,1,Welterweight,U-DEC,3,5:00
UFC 124: St-Pierre vs Koscheck 2,"December 11, 2010","Montreal, Quebec, Canada",,Ricardo Almeida,TJ Grant,0,48,6,0,Welterweight,U-DEC,3,5:00
UFC 124: St-Pierre vs Koscheck 2,"December 11, 2010","Montreal, Quebec, Canada",,John Makdessi,Pat Audinwood,1,74,0,0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Fight for the Troops 2,"January 22, 2011","Killeen, Texas, USA",,Melvin Guillard,Evan Dunham,2,17,0,0,Lightweight,KO/TKO,1,2:58
UFC Fight Night: Fight for the Troops 2,"January 22, 2011","Killeen, Texas, USA",,Matt Mitrione,Tim Hague,2,16,0,0,Heavyweight,KO/TKO,1,2:59
UFC Fight Night: Fight for the Troops 2,"January 22, 2011","Killeen, Texas, USA",,Mark Hominick,George Roop,2,9,0,0,Featherweight,KO/TKO,1,1:28
UFC Fight Night: Fight for the Troops 2,"January 22, 2011","Killeen, Texas, USA",,Pat Barry,Joey Beltran,1,46,0,0,Heavyweight,U-DEC,3,5:00
UFC Fight Night: Fight for the Troops 2,"January 22, 2011","Killeen, Texas, USA",,Matt Wiman,Cole Miller,0,76,1,1,Lightweight,U-DEC,3,5:00
UFC Fight Night: Fight for the Troops 2,"January 22, 2011","Killeen, Texas, USA",,Yves Edwards,Cody McKenzie,0,33,0,1,Lightweight,SUB,2,4:33
UFC Fight Night: Fight for the Troops 2,"January 22, 2011","Killeen, Texas, USA",,DaMarques Johnson,Mike Guymon,0,2,1,0,Welterweight,SUB,1,3:22
UFC Fight Night: Fight for the Troops 2,"January 22, 2011","Killeen, Texas, USA",,Rani Yahya,Mike Brown,0,40,3,2,Featherweight,U-DEC,3,5:00
UFC Fight Night: Fight for the Troops 2,"January 22, 2011","Killeen, Texas, USA",,Waylon Lowe,Willamy Freire,0,15,4,0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Fight for the Troops 2,"January 22, 2011","Killeen, Texas, USA",,Charlie Brenneman,Amilcar Alves,0,26,3,0,Welterweight,U-DEC,3,5:00
UFC Fight Night: Fight for the Troops 2,"January 22, 2011","Killeen, Texas, USA",,Chris Cariaso,Will Campuzano,0,67,0,0,Bantamweight,U-DEC,3,5:00
UFC 127: Penn vs Fitch,"February 26, 2011","Sydney, New South Wales, Australia",,BJ Penn,Jon Fitch,0,12,2,1,Welterweight,M-DEC,3,5:00
UFC 127: Penn vs Fitch,"February 26, 2011","Sydney, New South Wales, Australia",,Michael Bisping,Jorge Rivera,1,50,3,0,Middleweight,KO/TKO,2,1:54
UFC 127: Penn vs Fitch,"February 26, 2011","Sydney, New South Wales, Australia",,Dennis Siver,George Sotiropoulos,2,74,0,0,Lightweight,U-DEC,3,5:00
UFC 127: Penn vs Fitch,"February 26, 2011","Sydney, New South Wales, Australia",,Brian Ebersole,Chris Lytle,1,32,4,1,Welterweight,U-DEC,3,5:00
UFC 127: Penn vs Fitch,"February 26, 2011","Sydney, New South Wales, Australia",,Kyle Noke,Chris Camozzi,0,4,1,1,Middleweight,SUB,1,1:35
UFC 127: Penn vs Fitch,"February 26, 2011","Sydney, New South Wales, Australia",,Ross Pearson,Spencer Fisher,0,59,3,0,Lightweight,U-DEC,3,5:00
UFC 127: Penn vs Fitch,"February 26, 2011","Sydney, New South Wales, Australia",,Alexander Gustafsson,James Te Huna,0,4,1,2,Light Heavyweight,SUB,1,4:27
UFC 127: Penn vs Fitch,"February 26, 2011","Sydney, New South Wales, Australia",,Nick Ring,Riki Fukuda,0,41,0,0,Middleweight,U-DEC,3,5:00
UFC 127: Penn vs Fitch,"February 26, 2011","Sydney, New South Wales, Australia",,Anthony Perosh,Tom Blackledge,0,7,1,1,Light Heavyweight,SUB,1,2:45
UFC 127: Penn vs Fitch,"February 26, 2011","Sydney, New South Wales, Australia",,Zhang Tiequan,Jason Reinhardt,0,4,0,1,Featherweight,SUB,1,0:48
UFC 127: Penn vs Fitch,"February 26, 2011","Sydney, New South Wales, Australia",,Mark Hunt,Chris Tuchscherer,1,14,0,0,Heavyweight,KO/TKO,2,1:41
UFC 127: Penn vs Fitch,"February 26, 2011","Sydney, New South Wales, Australia",,Curt Warburton,Maciej Jewtuszko,0,18,4,0,Lightweight,U-DEC,3,5:00
UFC 126: Silva vs Belfort,"February 05, 2011","Las Vegas, Nevada, USA",,Anderson Silva,Vitor Belfort,1,6,0,0,Middleweight,KO/TKO,1,3:25
UFC 126: Silva vs Belfort,"February 05, 2011","Las Vegas, Nevada, USA",,Forrest Griffin,Rich Franklin,0,50,5,0,Light Heavyweight,U-DEC,3,5:00
UFC 126: Silva vs Belfort,"February 05, 2011","Las Vegas, Nevada, USA",,Jon Jones,Ryan Bader,0,20,2,3,Light Heavyweight,SUB,2,4:20
UFC 126: Silva vs Belfort,"February 05, 2011","Las Vegas, Nevada, USA",,Jake Ellenberger,Carlos Eduardo Rocha,0,25,3,0,Welterweight,S-DEC,3,5:00
UFC 126: Silva vs Belfort,"February 05, 2011","Las Vegas, Nevada, USA",,Miguel Torres,Antonio Banuelos,0,73,0,0,Bantamweight,U-DEC,3,5:00
UFC 126: Silva vs Belfort,"February 05, 2011","Las Vegas, Nevada, USA",,Donald Cerrone,Paul Kelly,0,37,3,1,Lightweight,SUB,2,3:48
UFC 126: Silva vs Belfort,"February 05, 2011","Las Vegas, Nevada, USA",,Chad Mendes,Michihiro Omigawa,0,56,4,0,Featherweight,U-DEC,3,5:00
UFC 126: Silva vs Belfort,"February 05, 2011","Las Vegas, Nevada, USA",,Demetrious Johnson,Norifumi Yamamoto,0,38,10,0,Bantamweight,U-DEC,3,5:00
UFC 126: Silva vs Belfort,"February 05, 2011","Las Vegas, Nevada, USA",,Paul Taylor,Gabe Ruediger,1,37,0,0,Lightweight,KO/TKO,2,1:42
UFC 126: Silva vs Belfort,"February 05, 2011","Las Vegas, Nevada, USA",,Kyle Kingsbury,Ricardo Romero,1,9,0,0,Light Heavyweight,KO/TKO,1,0:21
UFC 126: Silva vs Belfort,"February 05, 2011","Las Vegas, Nevada, USA",,Mike Pierce,Kenny Robertson,1,19,2,1,Welterweight,KO/TKO,2,0:29
UFC 125: Resolution,"January 01, 2011","Las Vegas, Nevada, USA",,Frankie Edgar,Gray Maynard,0,95,3,2,Lightweight,S-DEC,5,5:00
UFC 125: Resolution,"January 01, 2011","Las Vegas, Nevada, USA",,Brian Stann,Chris Leben,3,30,0,1,Middleweight,KO/TKO,1,3:37
UFC 125: Resolution,"January 01, 2011","Las Vegas, Nevada, USA",,Brandon Vera,Thiago Silva,0,19,0,0,Light Heavyweight,Overturned,3,5:00
UFC 125: Resolution,"January 01, 2011","Las Vegas, Nevada, USA",,Dong Hyun Kim,Nate Diaz,0,19,3,0,Welterweight,U-DEC,3,5:00
UFC 125: Resolution,"January 01, 2011","Las Vegas, Nevada, USA",,Clay Guida,Takanori Gomi,0,12,3,2,Lightweight,SUB,2,4:27
UFC 125: Resolution,"January 01, 2011","Las Vegas, Nevada, USA",,Jeremy Stephens,Marcus Davis,1,25,0,2,Lightweight,KO/TKO,3,2:33
UFC 125: Resolution,"January 01, 2011","Las Vegas, Nevada, USA",,Dustin Poirier,Josh Grispi,0,77,0,0,Featherweight,U-DEC,3,5:00
UFC 125: Resolution,"January 01, 2011","Las Vegas, Nevada, USA",,Brad Tavares,Phil Baroni,1,22,0,0,Middleweight,KO/TKO,1,4:20
UFC 125: Resolution,"January 01, 2011","Las Vegas, Nevada, USA",,Diego Nunes,Mike Brown,0,65,0,0,Featherweight,S-DEC,3,5:00
UFC 125: Resolution,"January 01, 2011","Las Vegas, Nevada, USA",,Daniel Roberts,Greg Soto,0,3,1,2,Welterweight,SUB,1,3:45
UFC 125: Resolution,"January 01, 2011","Las Vegas, Nevada, USA",,Jacob Volkmann,Antonio McKee,0,10,1,2,Lightweight,S-DEC,3,5:00
The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,"June 04, 2011","Las Vegas, Nevada, USA",,Tony Ferguson,Ramsey Nijem,1,21,2,0,Welterweight,KO/TKO,1,3:54
The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,"June 04, 2011","Las Vegas, Nevada, USA",,Clay Guida,Anthony Pettis,0,19,5,0,Lightweight,U-DEC,3,5:00
The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,"June 04, 2011","Las Vegas, Nevada, USA",,Ed Herman,Tim Credeur,1,11,0,0,Middleweight,KO/TKO,1,0:48
The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,"June 04, 2011","Las Vegas, Nevada, USA",,Kyle Kingsbury,Fabio Maldonado,0,95,5,0,Light Heavyweight,U-DEC,3,5:00
The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,"June 04, 2011","Las Vegas, Nevada, USA",,Chris Cope,Chuck O'Neil,0,66,0,0,Welterweight,U-DEC,3,5:00
The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,"June 04, 2011","Las Vegas, Nevada, USA",,Jeremy Stephens,Danny Downes,0,55,6,3,Lightweight,U-DEC,3,5:00
The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,"June 04, 2011","Las Vegas, Nevada, USA",,George Roop,Josh Grispi,1,91,0,0,Featherweight,KO/TKO,3,3:14
The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,"June 04, 2011","Las Vegas, Nevada, USA",,Shamar Bailey,Ryan McGillivray,0,33,5,0,Welterweight,U-DEC,3,5:00
The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,"June 04, 2011","Las Vegas, Nevada, USA",,Clay Harvison,Justin Edwards,0,57,1,2,Welterweight,S-DEC,3,5:00
The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,"June 04, 2011","Las Vegas, Nevada, USA",,Scott Jorgensen,Ken Stone,0,15,1,0,Bantamweight,KO/TKO,1,4:01
The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,"June 04, 2011","Las Vegas, Nevada, USA",,Reuben Duran,Francisco Rivera,0,42,2,2,Bantamweight,SUB,3,1:57
UFC Fight Night: Nogueira vs Davis,"March 26, 2011","Seattle, Washington, USA",,Phil Davis,Rogerio Nogueira,0,42,4,0,Light Heavyweight,U-DEC,3,5:00
UFC Fight Night: Nogueira vs Davis,"March 26, 2011","Seattle, Washington, USA",,Anthony Johnson,Dan Hardy,1,20,4,2,Welterweight,U-DEC,3,5:00
UFC Fight Night: Nogueira vs Davis,"March 26, 2011","Seattle, Washington, USA",,Amir Sadollah,DaMarques Johnson,0,62,2,0,Welterweight,KO/TKO,2,3:27
UFC Fight Night: Nogueira vs Davis,"March 26, 2011","Seattle, Washington, USA",,Chan Sung Jung,Leonard Garcia,0,30,1,1,Featherweight,SUB,2,4:59
UFC Fight Night: Nogueira vs Davis,"March 26, 2011","Seattle, Washington, USA",,Mike Russow,Jon Madsen,0,14,3,0,Heavyweight,KO/TKO,2,5:00
UFC Fight Night: Nogueira vs Davis,"March 26, 2011","Seattle, Washington, USA",,Mackens Semerzier,Alex Caceres,0,9,3,1,Featherweight,SUB,1,3:18
UFC Fight Night: Nogueira vs Davis,"March 26, 2011","Seattle, Washington, USA",,John Hathaway,Kris McCray,0,43,3,4,Welterweight,S-DEC,3,5:00
UFC Fight Night: Nogueira vs Davis,"March 26, 2011","Seattle, Washington, USA",,Michael McDonald,Edwin Figueroa,0,51,5,3,Bantamweight,U-DEC,3,5:00
UFC Fight Night: Nogueira vs Davis,"March 26, 2011","Seattle, Washington, USA",,Christian Morecraft,Sean McCorkle,0,22,1,2,Heavyweight,SUB,2,4:10
UFC Fight Night: Nogueira vs Davis,"March 26, 2011","Seattle, Washington, USA",,Johny Hendricks,TJ Waldburger,1,7,0,0,Welterweight,KO/TKO,1,1:35
UFC Fight Night: Nogueira vs Davis,"March 26, 2011","Seattle, Washington, USA",,Aaron Simpson,Mario Miranda,0,59,10,0,Middleweight,U-DEC,3,5:00
UFC Fight Night: Nogueira vs Davis,"March 26, 2011","Seattle, Washington, USA",,Nik Lentz,Waylon Lowe,0,51,0,1,Lightweight,SUB,3,2:24
UFC 129: St-Pierre vs Shields,"April 30, 2011","Toronto, Ontario, Canada",,Georges St-Pierre,Jake Shields,0,85,2,0,Welterweight,U-DEC,5,5:00
UFC 129: St-Pierre vs Shields,"April 30, 2011","Toronto, Ontario, Canada",,Jose Aldo,Mark Hominick,1,94,5,1,Featherweight,U-DEC,5,5:00
UFC 129: St-Pierre vs Shields,"April 30, 2011","Toronto, Ontario, Canada",,Lyoto Machida,Randy Couture,1,15,0,0,Light Heavyweight,KO/TKO,2,1:05
UFC 129: St-Pierre vs Shields,"April 30, 2011","Toronto, Ontario, Canada",,Vladimir Matyushenko,Jason Brilz,1,8,0,0,Light Heavyweight,KO/TKO,1,0:20
UFC 129: St-Pierre vs Shields,"April 30, 2011","Toronto, Ontario, Canada",,Benson Henderson,Mark Bocek,0,56,3,0,Lightweight,U-DEC,3,5:00
UFC 129: St-Pierre vs Shields,"April 30, 2011","Toronto, Ontario, Canada",,Rory MacDonald,Nate Diaz,0,42,7,0,Welterweight,U-DEC,3,5:00
UFC 129: St-Pierre vs Shields,"April 30, 2011","Toronto, Ontario, Canada",,Jake Ellenberger,Sean Pierson,1,9,1,0,Welterweight,KO/TKO,1,2:42
UFC 129: St-Pierre vs Shields,"April 30, 2011","Toronto, Ontario, Canada",,Claude Patrick,Daniel Roberts,0,29,4,1,Welterweight,U-DEC,3,5:00
UFC 129: St-Pierre vs Shields,"April 30, 2011","Toronto, Ontario, Canada",,Ivan Menjivar,Charlie Valencia,1,8,0,0,Bantamweight,KO/TKO,1,1:30
UFC 129: St-Pierre vs Shields,"April 30, 2011","Toronto, Ontario, Canada",,Jason MacDonald,Ryan Jensen,0,0,0,1,Middleweight,SUB,1,1:37
UFC 129: St-Pierre vs Shields,"April 30, 2011","Toronto, Ontario, Canada",,John Makdessi,Kyle Watson,1,50,0,0,Lightweight,KO/TKO,3,1:27
UFC 129: St-Pierre vs Shields,"April 30, 2011","Toronto, Ontario, Canada",,Pablo Garza,Yves Jabouin,0,26,0,1,Featherweight,SUB,1,4:31
UFC 130: Rampage vs Hamill,"May 28, 2011","Las Vegas, Nevada, USA",,Quinton Jackson,Matt Hamill,0,55,0,0,Light Heavyweight,U-DEC,3,5:00
UFC 130: Rampage vs Hamill,"May 28, 2011","Las Vegas, Nevada, USA",,Frank Mir,Roy Nelson,0,46,6,0,Heavyweight,U-DEC,3,5:00
UFC 130: Rampage vs Hamill,"May 28, 2011","Las Vegas, Nevada, USA",,Travis Browne,Stefan Struve,1,17,1,0,Heavyweight,KO/TKO,1,4:11
UFC 130: Rampage vs Hamill,"May 28, 2011","Las Vegas, Nevada, USA",,Rick Story,Thiago Alves,0,62,4,0,Welterweight,U-DEC,3,5:00
UFC 130: Rampage vs Hamill,"May 28, 2011","Las Vegas, Nevada, USA",,Brian Stann,Jorge Santiago,2,47,0,0,Middleweight,KO/TKO,2,4:29
UFC 130: Rampage vs Hamill,"May 28, 2011","Las Vegas, Nevada, USA",,Demetrious Johnson,Miguel Torres,0,13,5,0,Bantamweight,U-DEC,3,5:00
UFC 130: Rampage vs Hamill,"May 28, 2011","Las Vegas, Nevada, USA",,Tim Boetsch,Kendall Grove,0,17,7,0,Middleweight,U-DEC,3,5:00
UFC 130: Rampage vs Hamill,"May 28, 2011","Las Vegas, Nevada, USA",,Gleison Tibau,Rafaello Oliveira,1,19,3,2,Lightweight,SUB,2,3:28
UFC 130: Rampage vs Hamill,"May 28, 2011","Las Vegas, Nevada, USA",,Michael McDonald,Chris Cariaso,0,32,1,0,Bantamweight,S-DEC,3,5:00
UFC 130: Rampage vs Hamill,"May 28, 2011","Las Vegas, Nevada, USA",,Renan Barao,Cole Escovedo,0,46,6,0,Bantamweight,U-DEC,3,5:00
UFC 131: Dos Santos vs Carwin,"June 11, 2011","Vancouver, British Columbia, Canada",,Junior Dos Santos,Shane Carwin,1,88,2,0,Heavyweight,U-DEC,3,5:00
UFC 131: Dos Santos vs Carwin,"June 11, 2011","Vancouver, British Columbia, Canada",,Kenny Florian,Diego Nunes,0,42,4,1,Featherweight,U-DEC,3,5:00
UFC 131: Dos Santos vs Carwin,"June 11, 2011","Vancouver, British Columbia, Canada",,Mark Munoz,Demian Maia,0,44,3,1,Middleweight,U-DEC,3,5:00
UFC 131: Dos Santos vs Carwin,"June 11, 2011","Vancouver, British Columbia, Canada",,Dave Herman,Jon Olav Einemo,1,55,1,0,Heavyweight,KO/TKO,2,3:19
UFC 131: Dos Santos vs Carwin,"June 11, 2011","Vancouver, British Columbia, Canada",,Donald Cerrone,Vagner Rocha,0,86,0,0,Lightweight,U-DEC,3,5:00
UFC 131: Dos Santos vs Carwin,"June 11, 2011","Vancouver, British Columbia, Canada",,Sam Stout,Yves Edwards,1,13,0,0,Lightweight,KO/TKO,1,3:52
UFC 131: Dos Santos vs Carwin,"June 11, 2011","Vancouver, British Columbia, Canada",,Chris Weidman,Jesse Bongfeldt,0,7,1,1,Middleweight,SUB,1,4:54
UFC 131: Dos Santos vs Carwin,"June 11, 2011","Vancouver, British Columbia, Canada",,Krzysztof Soszynski,Mike Massenzio,0,66,0,0,Light Heavyweight,U-DEC,3,5:00
UFC 131: Dos Santos vs Carwin,"June 11, 2011","Vancouver, British Columbia, Canada",,Nick Ring,James Head,0,58,5,1,Middleweight,SUB,3,3:33
UFC 131: Dos Santos vs Carwin,"June 11, 2011","Vancouver, British Columbia, Canada",,Dustin Poirier,Jason Young,0,77,5,0,Featherweight,U-DEC,3,5:00
UFC 131: Dos Santos vs Carwin,"June 11, 2011","Vancouver, British Columbia, Canada",,Joey Beltran,Aaron Rosa,0,88,1,0,Heavyweight,KO/TKO,3,1:26
UFC 131: Dos Santos vs Carwin,"June 11, 2011","Vancouver, British Columbia, Canada",,Darren Elkins,Michihiro Omigawa,0,78,1,0,Featherweight,U-DEC,3,5:00
UFC Live: Kongo vs Barry,"June 26, 2011","Pittsburgh, Pennsylvania, USA",,Cheick Kongo,Pat Barry,1,10,0,0,Heavyweight,KO/TKO,1,2:39
UFC Live: Kongo vs Barry,"June 26, 2011","Pittsburgh, Pennsylvania, USA",,Charlie Brenneman,Rick Story,0,11,5,0,Welterweight,U-DEC,3,5:00
UFC Live: Kongo vs Barry,"June 26, 2011","Pittsburgh, Pennsylvania, USA",,Matt Brown,John Howard,0,38,3,3,Welterweight,U-DEC,3,5:00
UFC Live: Kongo vs Barry,"June 26, 2011","Pittsburgh, Pennsylvania, USA",,Matt Mitrione,Christian Morecraft,3,37,0,0,Heavyweight,KO/TKO,2,4:28
UFC Live: Kongo vs Barry,"June 26, 2011","Pittsburgh, Pennsylvania, USA",,Tyson Griffin,Manvel Gamburyan,0,67,0,0,Featherweight,U-DEC,3,5:00
UFC Live: Kongo vs Barry,"June 26, 2011","Pittsburgh, Pennsylvania, USA",,Javier Vazquez,Joe Stevenson,0,62,3,1,Featherweight,U-DEC,3,5:00
UFC Live: Kongo vs Barry,"June 26, 2011","Pittsburgh, Pennsylvania, USA",,Joe Lauzon,Curt Warburton,1,12,0,1,Lightweight,SUB,1,1:58
UFC Live: Kongo vs Barry,"June 26, 2011","Pittsburgh, Pennsylvania, USA",,Rich Attonito,Daniel Roberts,1,66,1,0,Welterweight,U-DEC,3,5:00
UFC Live: Kongo vs Barry,"June 26, 2011","Pittsburgh, Pennsylvania, USA",,Nik Lentz,Charles Oliveira,0,14,2,2,Lightweight,Overturned,2,1:48
UFC Live: Kongo vs Barry,"June 26, 2011","Pittsburgh, Pennsylvania, USA",,Ricardo Lamas,Matt Grice,1,16,1,0,Featherweight,KO/TKO,1,4:41
UFC Live: Kongo vs Barry,"June 26, 2011","Pittsburgh, Pennsylvania, USA",,Michael Johnson,Edward Faaloloto,1,27,1,0,Lightweight,KO/TKO,1,4:42
UFC 132: Cruz vs Faber,"July 02, 2011","Las Vegas, Nevada, USA",,Dominick Cruz,Urijah Faber,0,90,4,0,Bantamweight,U-DEC,5,5:00
UFC 132: Cruz vs Faber,"July 02, 2011","Las Vegas, Nevada, USA",,Chris Leben,Wanderlei Silva,1,9,0,0,Middleweight,KO/TKO,1,0:27
UFC 132: Cruz vs Faber,"July 02, 2011","Las Vegas, Nevada, USA",,Dennis Siver,Matt Wiman,0,31,1,0,Lightweight,U-DEC,3,5:00
UFC 132: Cruz vs Faber,"July 02, 2011","Las Vegas, Nevada, USA",,Tito Ortiz,Ryan Bader,1,6,0,1,Light Heavyweight,SUB,1,1:56
UFC 132: Cruz vs Faber,"July 02, 2011","Las Vegas, Nevada, USA",,Carlos Condit,Dong Hyun Kim,1,8,0,1,Welterweight,KO/TKO,1,2:58
UFC 132: Cruz vs Faber,"July 02, 2011","Las Vegas, Nevada, USA",,Melvin Guillard,Shane Roller,2,17,0,0,Lightweight,KO/TKO,1,2:12
UFC 132: Cruz vs Faber,"July 02, 2011","Las Vegas, Nevada, USA",,Rafael Dos Anjos,George Sotiropoulos,1,2,0,0,Lightweight,KO/TKO,1,0:59
UFC 132: Cruz vs Faber,"July 02, 2011","Las Vegas, Nevada, USA",,Brian Bowles,Takeya Mizugaki,0,29,1,0,Bantamweight,U-DEC,3,5:00
UFC 132: Cruz vs Faber,"July 02, 2011","Las Vegas, Nevada, USA",,Aaron Simpson,Brad Tavares,0,43,2,2,Middleweight,U-DEC,3,5:00
UFC 132: Cruz vs Faber,"July 02, 2011","Las Vegas, Nevada, USA",,Anthony Njokuani,Andre Winner,0,116,2,0,Lightweight,U-DEC,3,5:00
UFC 132: Cruz vs Faber,"July 02, 2011","Las Vegas, Nevada, USA",,Jeff Hougland,Donny Walker,0,61,1,4,Bantamweight,U-DEC,3,5:00
UFC 133: Evans vs Ortiz 2,"August 06, 2011","Philadelphia, Pennsylvania, USA",,Rashad Evans,Tito Ortiz,0,48,1,0,Light Heavyweight,KO/TKO,2,4:48
