Event,Date,Location,W/L,Fighter 1,Fighter 2,Kd,Str,Td,Sub,Weight class,Method,Round,Time
UFC Fight Night: Kattar vs. Allen,"October 29, 2022","Las Vegas, Nevada, USA",,Marcos Rogerio de Lima,Andrei Arlovski,1,6,0,1,Heavyweight,SUB,1,1:50
UFC Fight Night: Kattar vs. Allen,"October 29, 2022","Las Vegas, Nevada, USA",,JunYong Park,Joseph Holmes,0,18,2,2,Middleweight,SUB,2,3:04
UFC Fight Night: Kattar vs. Allen,"October 29, 2022","Las Vegas, Nevada, USA",,Steve Garcia,Chase Hooper,3,29,0,0,Featherweight,KO/TKO,1,1:32
UFC Fight Night: Kattar vs. Allen,"October 29, 2022","Las Vegas, Nevada, USA",,Cody Durden,Carlos Mota,0,17,4,0,Flyweight,U-DEC,3,5:00
UFC Fight Night: Kattar vs. Allen,"October 29, 2022","Las Vegas, Nevada, USA",,Christian Rodriguez,Joshua Weems,0,9,0,1,Bantamweight,SUB,1,4:07
UFC 281: Adesanya vs. Pereira,"November 12, 2022","New York City, New York, USA",,Alex Pereira,Israel Adesanya,0,91,1,0,Middleweight,KO/TKO,5,2:01
UFC 281: Adesanya vs. Pereira,"November 12, 2022","New York City, New York, USA",,Zhang Weili,Carla Esparza,0,37,0,1,Women's Strawweight,SUB,2,1:05
UFC 281: Adesanya vs. Pereira,"November 12, 2022","New York City, New York, USA",,Dustin Poirier,Michael Chandler,0,38,0,2,Lightweight,SUB,3,2:00
UFC 281: Adesanya vs. Pereira,"November 12, 2022","New York City, New York, USA",,Chris Gutierrez,Frankie Edgar,1,10,0,0,Bantamweight,KO/TKO,1,2:01
UFC 281: Adesanya vs. Pereira,"November 12, 2022","New York City, New York, USA",,Dan Hooker,Claudio Puelles,1,29,0,1,Lightweight,KO/TKO,2,4:06
UFC 281: Adesanya vs. Pereira,"November 12, 2022","New York City, New York, USA",,Renato Moicano,Brad Riddell,0,10,0,1,Lightweight,SUB,1,3:20
UFC 281: Adesanya vs. Pereira,"November 12, 2022","New York City, New York, USA",,Ryan Spann,Dominick Reyes,1,8,0,0,Light Heavyweight,KO/TKO,1,1:20
UFC 281: Adesanya vs. Pereira,"November 12, 2022","New York City, New York, USA",,Erin Blanchfield,Molly McCann,0,25,1,2,Women's Flyweight,SUB,1,3:37
UFC 281: Adesanya vs. Pereira,"November 12, 2022","New York City, New York, USA",,Andre Petroski,Wellington Turman,0,42,8,2,Middleweight,U-DEC,3,5:00
UFC 281: Adesanya vs. Pereira,"November 12, 2022","New York City, New York, USA",,Matt Frevola,Ottman Azaitar,1,11,0,0,Lightweight,KO/TKO,1,2:30
UFC 281: Adesanya vs. Pereira,"November 12, 2022","New York City, New York, USA",,Karolina Kowalkiewicz,Silvana Gomez Juarez,0,74,2,0,Women's Strawweight,U-DEC,3,5:00
UFC 281: Adesanya vs. Pereira,"November 12, 2022","New York City, New York, USA",,Michael Trizano,SeungWoo Choi,2,32,0,0,Featherweight,KO/TKO,1,4:51
UFC 281: Adesanya vs. Pereira,"November 12, 2022","New York City, New York, USA",,Montel Jackson,Julio Arce,1,48,0,0,Bantamweight,U-DEC,3,5:00
UFC 281: Adesanya vs. Pereira,"November 12, 2022","New York City, New York, USA",,Carlos Ulberg,Nicolae Negumereanu,1,14,0,0,Light Heavyweight,KO/TKO,1,3:44
UFC Fight Night: Nzechukwu vs. Cutelaba,"November 19, 2022","Las Vegas, Nevada, USA",,Kennedy Nzechukwu,Ion Cutelaba,1,24,0,0,Light Heavyweight,KO/TKO,2,1:02
UFC Fight Night: Nzechukwu vs. Cutelaba,"November 19, 2022","Las Vegas, Nevada, USA",,Waldo Cortes-Acosta,Chase Sherman,0,147,0,0,Heavyweight,U-DEC,3,5:00
UFC Fight Night: Nzechukwu vs. Cutelaba,"November 19, 2022","Las Vegas, Nevada, USA",,Muslim Salikhov,Andre Fialho,0,56,1,0,Welterweight,KO/TKO,3,1:03
UFC Fight Night: Nzechukwu vs. Cutelaba,"November 19, 2022","Las Vegas, Nevada, USA",,Jack Della Maddalena,Danny Roberts,2,33,0,0,Welterweight,KO/TKO,1,3:24
UFC Fight Night: Nzechukwu vs. Cutelaba,"November 19, 2022","Las Vegas, Nevada, USA",,Charles Johnson,Zhalgas Zhumagulov,0,115,0,0,Flyweight,S-DEC,3,5:00
UFC Fight Night: Nzechukwu vs. Cutelaba,"November 19, 2022","Las Vegas, Nevada, USA",,Jennifer Maia,Maryna Moroz,0,109,0,0,Women's Flyweight,U-DEC,3,5:00
UFC Fight Night: Nzechukwu vs. Cutelaba,"November 19, 2022","Las Vegas, Nevada, USA",,Miles Johns,Vince Morales,0,38,1,0,Bantamweight,U-DEC,3,5:00
UFC Fight Night: Nzechukwu vs. Cutelaba,"November 19, 2022","Las Vegas, Nevada, USA",,Ricky Turcios,Kevin Natividad,0,68,2,1,Bantamweight,S-DEC,3,5:00
UFC Fight Night: Nzechukwu vs. Cutelaba,"November 19, 2022","Las Vegas, Nevada, USA",,Vanessa Demopoulos,Maria Oliveira,1,55,2,0,Women's Strawweight,U-DEC,3,5:00
UFC Fight Night: Nzechukwu vs. Cutelaba,"November 19, 2022","Las Vegas, Nevada, USA",,Brady Hiestand,Fernie Garcia,0,19,3,1,Bantamweight,U-DEC,3,5:00
UFC Fight Night: Nzechukwu vs. Cutelaba,"November 19, 2022","Las Vegas, Nevada, USA",,Natalia Silva,Tereza Bleda,1,45,0,0,Women's Flyweight,KO/TKO,3,1:27
UFC Fight Night: Thompson vs. Holland,"December 03, 2022","Orlando, Florida, USA",,Stephen Thompson,Kevin Holland,0,163,0,0,Welterweight,KO/TKO,4,5:00
UFC Fight Night: Thompson vs. Holland,"December 03, 2022","Orlando, Florida, USA",,Rafael Dos Anjos,Bryan Barberena,0,20,4,2,Welterweight,SUB,2,3:20
UFC Fight Night: Thompson vs. Holland,"December 03, 2022","Orlando, Florida, USA",,Matheus Nicolau,Matt Schnell,2,32,1,0,Flyweight,KO/TKO,2,1:44
UFC Fight Night: Thompson vs. Holland,"December 03, 2022","Orlando, Florida, USA",,Sergei Pavlovich,Tai Tuivasa,2,23,0,0,Heavyweight,KO/TKO,1,0:54
UFC Fight Night: Thompson vs. Holland,"December 03, 2022","Orlando, Florida, USA",,Roman Dolidze,Jack Hermansson,0,25,0,3,Middleweight,KO/TKO,2,4:06
UFC Fight Night: Thompson vs. Holland,"December 03, 2022","Orlando, Florida, USA",,Eryk Anders,Kyle Daukaus,1,49,1,0,Middleweight,KO/TKO,2,2:45
UFC Fight Night: Thompson vs. Holland,"December 03, 2022","Orlando, Florida, USA",,Phil Rowe,Niko Price,0,63,1,2,Welterweight,KO/TKO,3,3:26
UFC Fight Night: Thompson vs. Holland,"December 03, 2022","Orlando, Florida, USA",,Angela Hill,Emily Ducote,0,182,0,0,Women's Strawweight,U-DEC,3,5:00
UFC Fight Night: Thompson vs. Holland,"December 03, 2022","Orlando, Florida, USA",,Clay Guida,Scott Holtzman,0,66,4,0,Lightweight,S-DEC,3,5:00
UFC Fight Night: Thompson vs. Holland,"December 03, 2022","Orlando, Florida, USA",,Michael Johnson,Marc Diakiese,0,83,0,0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Thompson vs. Holland,"December 03, 2022","Orlando, Florida, USA",,Jonathan Pearce,Darren Elkins,0,110,2,0,Featherweight,U-DEC,3,5:00
UFC Fight Night: Thompson vs. Holland,"December 03, 2022","Orlando, Florida, USA",,Natan Levy,Genaro Valdez,0,67,6,0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Thompson vs. Holland,"December 03, 2022","Orlando, Florida, USA",,Francis Marshall,Marcelo Rojo,1,23,1,0,Featherweight,KO/TKO,2,1:14
UFC Fight Night: Thompson vs. Holland,"December 03, 2022","Orlando, Florida, USA",,Yazmin Jauregui,Istela Nunes,2,67,0,0,Women's Strawweight,KO/TKO,2,4:06
UFC Fight Night: Cannonier vs. Strickland,"December 17, 2022","Las Vegas, Nevada, USA",,Jared Cannonier,Sean Strickland,0,141,0,0,Middleweight,S-DEC,5,5:00
UFC Fight Night: Cannonier vs. Strickland,"December 17, 2022","Las Vegas, Nevada, USA",,Arman Tsarukyan,Damir Ismagulov,0,34,7,0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Cannonier vs. Strickland,"December 17, 2022","Las Vegas, Nevada, USA",,Amir Albazi,Alessandro Costa,2,37,1,0,Flyweight,KO/TKO,3,2:13
UFC Fight Night: Cannonier vs. Strickland,"December 17, 2022","Las Vegas, Nevada, USA",,Alex Caceres,Julian Erosa,1,16,0,0,Featherweight,KO/TKO,1,3:04
UFC Fight Night: Cannonier vs. Strickland,"December 17, 2022","Las Vegas, Nevada, USA",,Drew Dober,Bobby Green,1,34,0,0,Lightweight,KO/TKO,2,2:45
UFC Fight Night: Cannonier vs. Strickland,"December 17, 2022","Las Vegas, Nevada, USA",,Michal Oleksiejczuk,Cody Brundage,0,15,0,0,Middleweight,KO/TKO,1,3:16
UFC Fight Night: Cannonier vs. Strickland,"December 17, 2022","Las Vegas, Nevada, USA",,Cory McKenna,Cheyanne Vlismas,0,22,2,0,Women's Strawweight,U-DEC,3,5:00
UFC Fight Night: Cannonier vs. Strickland,"December 17, 2022","Las Vegas, Nevada, USA",,Matthew Semelsberger,Jake Matthews,3,45,3,0,Welterweight,U-DEC,3,5:00
UFC Fight Night: Cannonier vs. Strickland,"December 17, 2022","Las Vegas, Nevada, USA",,Said Nurmagomedov,Saidyokub Kakhramonov,0,7,0,3,Bantamweight,SUB,2,3:50
UFC Fight Night: Cannonier vs. Strickland,"December 17, 2022","Las Vegas, Nevada, USA",,Rafa Garcia,Maheshate,0,49,6,0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Cannonier vs. Strickland,"December 17, 2022","Las Vegas, Nevada, USA",,Rinat Fakhretdinov,Bryan Battle,1,43,7,0,Welterweight,U-DEC,3,5:00
UFC Fight Night: Cannonier vs. Strickland,"December 17, 2022","Las Vegas, Nevada, USA",,Manel Kape,David Dvorak,1,58,0,2,Flyweight,U-DEC,3,5:00
UFC Fight Night: Cannonier vs. Strickland,"December 17, 2022","Las Vegas, Nevada, USA",,Sergey Morozov,Journey Newson,0,30,6,0,Bantamweight,U-DEC,3,5:00
UFC 282: Blachowicz vs. Ankalaev,"December 10, 2022","Las Vegas, Nevada, USA",,Jan Blachowicz,Magomed Ankalaev,0,55,0,0,Light Heavyweight,S-DEC,5,5:00
UFC 282: Blachowicz vs. Ankalaev,"December 10, 2022","Las Vegas, Nevada, USA",,Paddy Pimblett,Jared Gordon,0,63,0,0,Lightweight,U-DEC,3,5:00
UFC 282: Blachowicz vs. Ankalaev,"December 10, 2022","Las Vegas, Nevada, USA",,Santiago Ponzinibbio,Alex Morono,1,66,0,0,Catch Weight,KO/TKO,3,2:29
UFC 282: Blachowicz vs. Ankalaev,"December 10, 2022","Las Vegas, Nevada, USA",,Dricus Du Plessis,Darren Till,0,86,6,3,Middleweight,SUB,3,2:43
UFC 282: Blachowicz vs. Ankalaev,"December 10, 2022","Las Vegas, Nevada, USA",,Ilia Topuria,Bryce Mitchell,1,40,0,1,Featherweight,SUB,2,3:10
UFC 282: Blachowicz vs. Ankalaev,"December 10, 2022","Las Vegas, Nevada, USA",,Raul Rosas Jr.,Jay Perrin,0,3,2,2,Bantamweight,SUB,1,2:44
UFC 282: Blachowicz vs. Ankalaev,"December 10, 2022","Las Vegas, Nevada, USA",,Jairzinho Rozenstruik,Chris Daukaus,1,12,0,0,Heavyweight,KO/TKO,1,0:23
UFC 282: Blachowicz vs. Ankalaev,"December 10, 2022","Las Vegas, Nevada, USA",,Edmen Shahbazyan,Dalcha Lungiambula,0,54,0,0,Middleweight,KO/TKO,2,4:41
UFC 282: Blachowicz vs. Ankalaev,"December 10, 2022","Las Vegas, Nevada, USA",,Chris Curtis,Joaquin Buckley,1,36,0,0,Middleweight,KO/TKO,2,2:49
UFC 282: Blachowicz vs. Ankalaev,"December 10, 2022","Las Vegas, Nevada, USA",,Billy Quarantillo,Alexander Hernandez,0,87,2,0,Featherweight,KO/TKO,2,4:30
UFC 282: Blachowicz vs. Ankalaev,"December 10, 2022","Las Vegas, Nevada, USA",,TJ Brown,Erik Silva,0,24,2,1,Featherweight,SUB,3,3:41
UFC 282: Blachowicz vs. Ankalaev,"December 10, 2022","Las Vegas, Nevada, USA",,Cameron Saaiman,Steven Koslow,0,53,0,0,Bantamweight,KO/TKO,3,4:13
UFC Fight Night: Strickland vs. Imavov,"January 14, 2023","Las Vegas, Nevada, USA",,Sean Strickland,Nassourdine Imavov,0,182,1,0,Light Heavyweight,U-DEC,5,5:00
UFC Fight Night: Strickland vs. Imavov,"January 14, 2023","Las Vegas, Nevada, USA",,Dan Ige,Damon Jackson,1,34,1,0,Featherweight,KO/TKO,2,4:13
UFC Fight Night: Strickland vs. Imavov,"January 14, 2023","Las Vegas, Nevada, USA",,Roman Kopylov,Punahele Soriano,0,82,1,0,Middleweight,KO/TKO,2,3:19
UFC Fight Night: Strickland vs. Imavov,"January 14, 2023","Las Vegas, Nevada, USA",,Raquel Pennington,Ketlen Vieira,0,81,0,0,Women's Bantamweight,S-DEC,3,5:00
UFC Fight Night: Strickland vs. Imavov,"January 14, 2023","Las Vegas, Nevada, USA",,Umar Nurmagomedov,Raoni Barcelos,1,36,0,0,Bantamweight,KO/TKO,1,4:40
UFC Fight Night: Strickland vs. Imavov,"January 14, 2023","Las Vegas, Nevada, USA",,Javid Basharat,Mateus Mendonca,0,95,3,0,Bantamweight,U-DEC,3,5:00
UFC Fight Night: Strickland vs. Imavov,"January 14, 2023","Las Vegas, Nevada, USA",,Abdul Razak Alhassan,Claudio Ribeiro,1,17,0,0,Middleweight,KO/TKO,2,0:28
UFC Fight Night: Strickland vs. Imavov,"January 14, 2023","Las Vegas, Nevada, USA",,Mateusz Rebecki,Nick Fiore,0,89,3,0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Strickland vs. Imavov,"January 14, 2023","Las Vegas, Nevada, USA",,Allan Nascimento,Carlos Hernandez,0,6,2,1,Flyweight,SUB,1,3:16
UFC Fight Night: Strickland vs. Imavov,"January 14, 2023","Las Vegas, Nevada, USA",,Dan Argueta,Nick Aguirre,0,47,4,2,Featherweight,U-DEC,3,5:00
UFC Fight Night: Strickland vs. Imavov,"January 14, 2023","Las Vegas, Nevada, USA",,Charles Johnson,Jimmy Flick,0,34,0,0,Flyweight,KO/TKO,1,4:33
UFC Fight Night: Andrade vs. Blanchfield,"February 18, 2023","Las Vegas, Nevada, USA",,Erin Blanchfield,Jessica Andrade,0,51,1,1,Women's Flyweight,SUB,2,1:37
UFC Fight Night: Andrade vs. Blanchfield,"February 18, 2023","Las Vegas, Nevada, USA",,Zac Pauga,Jordan Wright,0,59,0,0,Light Heavyweight,U-DEC,3,5:00
UFC Fight Night: Andrade vs. Blanchfield,"February 18, 2023","Las Vegas, Nevada, USA",,Jamal Pogues,Josh Parisian,0,33,5,0,Heavyweight,U-DEC,3,5:00
UFC Fight Night: Andrade vs. Blanchfield,"February 18, 2023","Las Vegas, Nevada, USA",,Marcin Prachnio,William Knight,0,79,0,0,Light Heavyweight,U-DEC,3,5:00
UFC Fight Night: Andrade vs. Blanchfield,"February 18, 2023","Las Vegas, Nevada, USA",,Alexander Hernandez,Jim Miller,0,108,0,0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Andrade vs. Blanchfield,"February 18, 2023","Las Vegas, Nevada, USA",,Nazim Sadykhov,Evan Elder,0,64,1,0,Lightweight,KO/TKO,3,0:38
UFC Fight Night: Andrade vs. Blanchfield,"February 18, 2023","Las Vegas, Nevada, USA",,Mayra Bueno Silva,Lina Lansberg,0,39,2,1,Women's Bantamweight,SUB,2,4:45
UFC Fight Night: Andrade vs. Blanchfield,"February 18, 2023","Las Vegas, Nevada, USA",,Jamall Emmers,Khusein Askhabov,0,62,1,0,Featherweight,U-DEC,3,5:00
UFC Fight Night: Andrade vs. Blanchfield,"February 18, 2023","Las Vegas, Nevada, USA",,Philipe Lins,Ovince Saint Preux,1,18,0,0,Light Heavyweight,KO/TKO,1,0:49
UFC Fight Night: Andrade vs. Blanchfield,"February 18, 2023","Las Vegas, Nevada, USA",,AJ Fletcher,Themba Gorimbo,0,7,0,1,Welterweight,SUB,2,1:37
UFC Fight Night: Andrade vs. Blanchfield,"February 18, 2023","Las Vegas, Nevada, USA",,Clayton Carpenter,Juancamilo Ronderos,0,3,0,3,Flyweight,SUB,1,3:13
UFC 284: Makhachev vs. Volkanovski,"February 11, 2023","Perth, Western Australia, Australia",,Islam Makhachev,Alexander Volkanovski,0,57,4,0,Lightweight,U-DEC,5,5:00
UFC 284: Makhachev vs. Volkanovski,"February 11, 2023","Perth, Western Australia, Australia",,Yair Rodriguez,Josh Emmett,0,62,0,1,Featherweight,SUB,2,4:19
UFC 284: Makhachev vs. Volkanovski,"February 11, 2023","Perth, Western Australia, Australia",,Jack Della Maddalena,Randy Brown,1,14,0,1,Welterweight,SUB,1,2:13
UFC 284: Makhachev vs. Volkanovski,"February 11, 2023","Perth, Western Australia, Australia",,Justin Tafa,Parker Porter,1,8,0,0,Heavyweight,KO/TKO,1,1:06
UFC 284: Makhachev vs. Volkanovski,"February 11, 2023","Perth, Western Australia, Australia",,Jimmy Crute,Alonzo Menifield,0,31,6,3,Light Heavyweight,M-DEC,3,5:00
UFC 284: Makhachev vs. Volkanovski,"February 11, 2023","Perth, Western Australia, Australia",,Modestas Bukauskas,Tyson Pedro,0,44,0,0,Light Heavyweight,U-DEC,3,5:00
UFC 284: Makhachev vs. Volkanovski,"February 11, 2023","Perth, Western Australia, Australia",,Josh Culibao,Melsik Baghdasaryan,0,16,0,1,Featherweight,SUB,2,2:02
UFC 284: Makhachev vs. Volkanovski,"February 11, 2023","Perth, Western Australia, Australia",,Kleydson Rodrigues,Shannon Ross,1,14,0,0,Flyweight,KO/TKO,1,0:59
UFC 284: Makhachev vs. Volkanovski,"February 11, 2023","Perth, Western Australia, Australia",,Jamie Mullarkey,Francisco Prado,0,59,3,0,Lightweight,U-DEC,3,5:00
UFC 284: Makhachev vs. Volkanovski,"February 11, 2023","Perth, Western Australia, Australia",,Jack Jenkins,Don Shainis,0,82,4,0,Featherweight,U-DEC,3,5:00
UFC 284: Makhachev vs. Volkanovski,"February 11, 2023","Perth, Western Australia, Australia",,Loma Lookboonmee,Elise Reed,0,17,2,1,Women's Strawweight,SUB,2,0:44
UFC 284: Makhachev vs. Volkanovski,"February 11, 2023","Perth, Western Australia, Australia",,Blake Bilder,Shane Young,0,111,1,0,Featherweight,U-DEC,3,5:00
UFC 284: Makhachev vs. Volkanovski,"February 11, 2023","Perth, Western Australia, Australia",,Elves Brener,Zubaira Tukhugov,0,69,0,0,Lightweight,S-DEC,3,5:00
UFC 283: Teixeira vs. Hill,"January 21, 2023","Rio de Janeiro, Rio de Janeiro, Brazil",,Jamahal Hill,Glover Teixeira,0,232,0,0,Light Heavyweight,U-DEC,5,5:00
UFC 283: Teixeira vs. Hill,"January 21, 2023","Rio de Janeiro, Rio de Janeiro, Brazil",,Brandon Moreno,Deiveson Figueiredo,0,48,3,0,Flyweight,KO/TKO,3,5:00
UFC 283: Teixeira vs. Hill,"January 21, 2023","Rio de Janeiro, Rio de Janeiro, Brazil",,Gilbert Burns,Neil Magny,0,5,1,1,Welterweight,SUB,1,4:15
UFC 283: Teixeira vs. Hill,"January 21, 2023","Rio de Janeiro, Rio de Janeiro, Brazil",,Jessica Andrade,Lauren Murphy,0,231,1,0,Women's Flyweight,U-DEC,3,5:00
UFC 283: Teixeira vs. Hill,"January 21, 2023","Rio de Janeiro, Rio de Janeiro, Brazil",,Johnny Walker,Paul Craig,1,16,0,0,Light Heavyweight,KO/TKO,1,2:16
UFC 283: Teixeira vs. Hill,"January 21, 2023","Rio de Janeiro, Rio de Janeiro, Brazil",,Ihor Potieria,Mauricio Rua,1,21,0,0,Light Heavyweight,KO/TKO,1,4:05
UFC 283: Teixeira vs. Hill,"January 21, 2023","Rio de Janeiro, Rio de Janeiro, Brazil",,Brunno Ferreira,Gregory Rodrigues,1,22,0,0,Middleweight,KO/TKO,1,4:13
UFC 283: Teixeira vs. Hill,"January 21, 2023","Rio de Janeiro, Rio de Janeiro, Brazil",,Thiago Moises,Melquizael Costa,0,22,4,1,Lightweight,SUB,2,4:05
UFC 283: Teixeira vs. Hill,"January 21, 2023","Rio de Janeiro, Rio de Janeiro, Brazil",,Gabriel Bonfim,Mounir Lazzez,0,9,0,1,Welterweight,SUB,1,0:49
UFC 283: Teixeira vs. Hill,"January 21, 2023","Rio de Janeiro, Rio de Janeiro, Brazil",,Jailton Almeida,Shamil Abdurakhimov,0,45,3,0,Heavyweight,KO/TKO,2,2:56
UFC 283: Teixeira vs. Hill,"January 21, 2023","Rio de Janeiro, Rio de Janeiro, Brazil",,Cody Stamann,Luan Lacerda,0,103,0,0,Bantamweight,U-DEC,3,5:00
UFC 283: Teixeira vs. Hill,"January 21, 2023","Rio de Janeiro, Rio de Janeiro, Brazil",,Ismael Bonfim,Terrance McKinney,1,34,1,0,Lightweight,KO/TKO,2,2:17
UFC 283: Teixeira vs. Hill,"January 21, 2023","Rio de Janeiro, Rio de Janeiro, Brazil",,Nicolas Dalby,Warlley Alves,0,119,0,0,Welterweight,S-DEC,3,5:00
UFC 283: Teixeira vs. Hill,"January 21, 2023","Rio de Janeiro, Rio de Janeiro, Brazil",,Josiane Nunes,Zarah Fairn,0,102,0,0,Women's Featherweight,U-DEC,3,5:00
UFC 283: Teixeira vs. Hill,"January 21, 2023","Rio de Janeiro, Rio de Janeiro, Brazil",,Daniel Marcos,Saimon Oliveira,1,53,0,0,Bantamweight,KO/TKO,2,2:18
UFC 285: Jones vs. Gane,"March 04, 2023","Las Vegas, Nevada, USA",,Jon Jones,Ciryl Gane,0,5,2,1,Heavyweight,SUB,1,2:04
UFC 285: Jones vs. Gane,"March 04, 2023","Las Vegas, Nevada, USA",,Alexa Grasso,Valentina Shevchenko,0,59,0,1,Women's Flyweight,SUB,4,4:34
UFC 285: Jones vs. Gane,"March 04, 2023","Las Vegas, Nevada, USA",,Shavkat Rakhmonov,Geoff Neal,0,113,0,1,Welterweight,SUB,3,4:17
UFC 285: Jones vs. Gane,"March 04, 2023","Las Vegas, Nevada, USA",,Mateusz Gamrot,Jalin Turner,0,29,4,0,Lightweight,S-DEC,3,5:00
UFC 285: Jones vs. Gane,"March 04, 2023","Las Vegas, Nevada, USA",,Bo Nickal,Jamie Pickett,0,1,1,2,Middleweight,SUB,1,2:54
UFC 285: Jones vs. Gane,"March 04, 2023","Las Vegas, Nevada, USA",,Cody Garbrandt,Trevin Jones,0,26,2,0,Bantamweight,U-DEC,3,5:00
UFC 285: Jones vs. Gane,"March 04, 2023","Las Vegas, Nevada, USA",,Dricus Du Plessis,Derek Brunson,1,71,1,1,Middleweight,KO/TKO,2,4:59
UFC 285: Jones vs. Gane,"March 04, 2023","Las Vegas, Nevada, USA",,Amanda Ribas,Viviane Araujo,0,98,2,0,Women's Flyweight,U-DEC,3,5:00
UFC 285: Jones vs. Gane,"March 04, 2023","Las Vegas, Nevada, USA",,Marc-Andre Barriault,Julian Marquez,0,109,0,0,Middleweight,KO/TKO,2,4:12
UFC 285: Jones vs. Gane,"March 04, 2023","Las Vegas, Nevada, USA",,Ian Machado Garry,Song Kenan,1,127,0,0,Welterweight,KO/TKO,3,4:22
UFC 285: Jones vs. Gane,"March 04, 2023","Las Vegas, Nevada, USA",,Cameron Saaiman,Mana Martinez,1,117,1,0,Bantamweight,M-DEC,3,5:00
UFC 285: Jones vs. Gane,"March 04, 2023","Las Vegas, Nevada, USA",,Tabatha Ricci,Jessica Penne,0,36,4,1,Women's Strawweight,SUB,2,2:14
UFC 285: Jones vs. Gane,"March 04, 2023","Las Vegas, Nevada, USA",,Farid Basharat,Da'Mon Blackshear,0,58,3,0,Bantamweight,U-DEC,3,5:00
UFC 285: Jones vs. Gane,"March 04, 2023","Las Vegas, Nevada, USA",,Loik Radzhabov,Esteban Ribovics,0,40,11,0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Muniz vs. Allen,"February 25, 2023","Las Vegas, Nevada, USA",,Brendan Allen,Andre Muniz,0,42,1,2,Middleweight,SUB,3,4:25
UFC Fight Night: Muniz vs. Allen,"February 25, 2023","Las Vegas, Nevada, USA",,Augusto Sakai,Don'Tale Mayes,0,53,1,0,Heavyweight,U-DEC,3,5:00
UFC Fight Night: Muniz vs. Allen,"February 25, 2023","Las Vegas, Nevada, USA",,Tatiana Suarez,Montana De La Rosa,0,10,2,1,Women's Flyweight,SUB,2,2:51
UFC Fight Night: Muniz vs. Allen,"February 25, 2023","Las Vegas, Nevada, USA",,Mike Malott,Yohan Lainesse,0,9,1,1,Welterweight,SUB,1,4:15
UFC Fight Night: Muniz vs. Allen,"February 25, 2023","Las Vegas, Nevada, USA",,Trevor Peek,Erick Gonzalez,2,51,0,0,Lightweight,KO/TKO,1,4:59
UFC Fight Night: Muniz vs. Allen,"February 25, 2023","Las Vegas, Nevada, USA",,Jasmine Jasudavicius,Gabriella Fernandes,0,24,4,0,Women's Flyweight,U-DEC,3,5:00
UFC Fight Night: Muniz vs. Allen,"February 25, 2023","Las Vegas, Nevada, USA",,Jordan Leavitt,Victor Martinez,1,17,0,0,Lightweight,KO/TKO,1,2:27
UFC Fight Night: Muniz vs. Allen,"February 25, 2023","Las Vegas, Nevada, USA",,Ode Osbourne,Charles Johnson,0,48,3,0,Catch Weight,S-DEC,3,5:00
UFC Fight Night: Muniz vs. Allen,"February 25, 2023","Las Vegas, Nevada, USA",,Joe Solecki,Carl Deaton,0,2,2,3,Lightweight,SUB,2,4:55
UFC Fight Night: Muniz vs. Allen,"February 25, 2023","Las Vegas, Nevada, USA",,Nurullo Aliev,Rafael Alves,0,19,3,0,Lightweight,M-DEC,3,5:00
UFC Fight Night: Lewis vs. Spivac,"February 04, 2023","Las Vegas, Nevada, USA",,Serghei Spivac,Derrick Lewis,0,12,6,1,Heavyweight,SUB,1,3:05
UFC Fight Night: Lewis vs. Spivac,"February 04, 2023","Las Vegas, Nevada, USA",,Devin Clark,Da Woon Jung,0,39,3,0,Light Heavyweight,U-DEC,3,5:00
UFC Fight Night: Lewis vs. Spivac,"February 04, 2023","Las Vegas, Nevada, USA",,Marcin Tybura,Blagoy Ivanov,0,40,1,0,Heavyweight,U-DEC,3,5:00
UFC Fight Night: Lewis vs. Spivac,"February 04, 2023","Las Vegas, Nevada, USA",,Dooho Choi,Kyle Nelson,0,50,0,0,Featherweight,M-DEC,3,5:00
UFC Fight Night: Lewis vs. Spivac,"February 04, 2023","Las Vegas, Nevada, USA",,Adam Fugitt,Yusaku Kinoshita,0,21,4,0,Welterweight,KO/TKO,1,4:36
UFC Fight Night: Lewis vs. Spivac,"February 04, 2023","Las Vegas, Nevada, USA",,Anshul Jubli,Jeka Saragih,0,38,2,1,Lightweight,KO/TKO,2,3:44
UFC Fight Night: Lewis vs. Spivac,"February 04, 2023","Las Vegas, Nevada, USA",,JeongYeong Lee,Yizha,0,25,0,0,Featherweight,S-DEC,3,5:00
UFC Fight Night: Lewis vs. Spivac,"February 04, 2023","Las Vegas, Nevada, USA",,Rinya Nakamura,Toshiomi Kazama,2,11,0,0,Bantamweight,KO/TKO,1,0:33
UFC Fight Night: Lewis vs. Spivac,"February 04, 2023","Las Vegas, Nevada, USA",,HyunSung Park,SeungGuk Choi,0,38,1,3,Flyweight,SUB,3,3:11
UFC Fight Night: Lewis vs. Spivac,"February 04, 2023","Las Vegas, Nevada, USA",,JunYong Park,Denis Tiuliulin,0,25,1,1,Middleweight,SUB,1,4:05
