SLpM:,Str. Acc.:,SApM:,Str. Def:,,TD Avg.:,TD Acc.:,TD Def.:,Sub. Avg.:
3.06,41%,2.93,62%,N/A,1.94,60%,82%,0.1
0.86,26%,2.91,46%,N/A,0.00,0%,50%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.88,27%,6.18,41%,N/A,0.00,0%,33%,0.0
3.13,48%,3.70,47%,N/A,0.00,0%,66%,0.0
2.79,43%,3.28,60%,N/A,0.00,0%,60%,0.0
4.03,40%,3.53,51%,N/A,1.53,39%,83%,0.4
1.65,37%,3.72,46%,N/A,7.08,42%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
1.04,27%,1.71,58%,N/A,1.67,33%,11%,2.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
3.37,32%,3.62,62%,N/A,0.81,23%,60%,0.5
2.35,56%,2.99,44%,N/A,0.00,0%,52%,1.0
0.82,27%,1.91,36%,N/A,0.00,0%,0%,0.0
4.67,51%,4.41,62%,N/A,1.99,13%,0%,0.0
1.87,40%,3.33,52%,N/A,1.00,14%,50%,1.0
0.65,33%,0.87,50%,N/A,3.27,100%,0%,0.0
1.25,39%,1.88,58%,N/A,2.13,27%,50%,3.4
1.87,31%,2.20,67%,N/A,2.00,50%,0%,0.0
2.96,40%,1.85,66%,N/A,1.30,63%,61%,0.2
3.62,56%,3.16,33%,N/A,0.00,0%,42%,0.0
4.73,43%,3.27,60%,N/A,0.00,0%,0%,0.0
2.64,33%,3.01,61%,N/A,3.13,36%,67%,0.6
2.09,45%,4.45,56%,N/A,4.06,28%,50%,0.4
2.24,48%,3.39,41%,N/A,1.18,33%,26%,0.4
0.00,0%,0.00,0%,N/A,0.00,0%,100%,14.3
1.44,41%,3.71,50%,N/A,1.97,36%,16%,2.2
2.31,41%,2.40,54%,N/A,0.49,45%,56%,1.7
2.39,45%,1.67,46%,N/A,0.00,0%,52%,0.0
3.26,52%,2.27,58%,N/A,0.21,16%,66%,0.0
0.71,16%,3.29,46%,N/A,0.00,0%,66%,0.0
6.18,57%,4.96,52%,N/A,0.21,50%,65%,0.0
0.48,23%,4.81,52%,N/A,0.00,0%,0%,9.6
3.92,49%,3.81,57%,N/A,1.45,41%,68%,0.3
2.13,40%,5.56,46%,N/A,3.75,80%,100%,0.0
2.67,50%,2.22,46%,N/A,1.51,66%,41%,0.0
2.52,46%,3.02,50%,N/A,1.45,35%,42%,1.9
3.71,41%,2.30,65%,N/A,1.87,46%,59%,0.9
3.28,45%,3.61,45%,N/A,0.00,0%,27%,0.4
4.09,53%,2.69,56%,N/A,2.19,37%,82%,0.5
4.38,36%,2.81,61%,N/A,1.05,48%,57%,0.7
3.70,46%,2.51,69%,N/A,1.62,50%,75%,0.0
6.28,45%,6.95,47%,N/A,0.83,50%,53%,0.3
2.40,75%,1.33,53%,N/A,0.00,0%,25%,1.0
2.61,50%,18.26,44%,N/A,0.00,0%,0%,0.0
6.45,52%,3.75,62%,N/A,1.19,38%,74%,0.3
1.25,54%,1.47,58%,N/A,4.80,52%,66%,0.4
2.19,69%,0.81,33%,N/A,4.86,57%,0%,0.0
3.45,62%,4.48,66%,N/A,0.00,0%,0%,0.0
3.29,36%,2.66,60%,N/A,0.61,100%,66%,0.0
3.82,48%,4.47,44%,N/A,5.40,41%,52%,0.3
3.95,54%,3.21,56%,N/A,1.63,43%,36%,0.6
0.91,42%,2.27,28%,N/A,0.00,0%,0%,0.0
4.67,43%,3.95,58%,N/A,0.41,45%,59%,0.6
4.77,42%,3.82,55%,N/A,1.26,41%,61%,0.2
2.79,47%,2.57,57%,N/A,0.00,0%,33%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
1.45,50%,9.40,45%,N/A,0.00,0%,0%,0.0
3.74,44%,6.82,53%,N/A,0.47,25%,0%,0.5
1.78,35%,1.79,61%,N/A,1.87,53%,60%,1.9
0.77,100%,0.38,75%,N/A,5.77,100%,0%,5.8
1.86,60%,0.99,50%,N/A,3.72,50%,0%,3.7
2.30,32%,3.38,55%,N/A,2.30,10%,0%,0.0
1.61,46%,1.05,55%,N/A,2.50,75%,0%,1.7
0.00,0%,17.14,50%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.82,61%,0.50,40%,N/A,2.83,75%,25%,0.9
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
1.34,51%,0.86,46%,N/A,1.49,50%,75%,0.4
1.71,41%,1.67,55%,N/A,1.13,20%,40%,0.8
0.86,37%,1.72,31%,N/A,0.00,0%,25%,4.0
1.90,38%,1.33,59%,N/A,0.36,100%,80%,2.1
1.69,37%,1.54,60%,N/A,3.46,85%,50%,0.6
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.88,41%,1.13,37%,N/A,0.00,0%,66%,0.8
4.00,36%,7.65,51%,N/A,0.00,0%,0%,0.0
0.52,23%,2.93,42%,N/A,1.57,33%,50%,0.0
3.60,42%,6.03,44%,N/A,3.12,42%,0%,1.0
1.61,41%,2.01,46%,N/A,4.17,70%,45%,0.6
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.67,32%,2.27,38%,N/A,0.00,0%,54%,0.0
2.53,69%,1.08,46%,N/A,4.04,58%,78%,0.0
2.73,31%,5.57,46%,N/A,1.00,9%,33%,0.0
3.04,53%,6.13,47%,N/A,3.04,71%,81%,1.2
3.02,39%,4.06,56%,N/A,0.90,66%,57%,2.2
5.75,55%,3.97,56%,N/A,1.78,31%,62%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
2.50,45%,2.00,43%,N/A,1.72,35%,26%,1.0
3.53,16%,49.41,22%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
2.03,32%,2.57,60%,N/A,1.93,83%,63%,0.0
5.34,48%,4.01,63%,N/A,0.27,100%,75%,0.0
5.08,49%,6.68,48%,N/A,0.67,100%,65%,0.2
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.91,16%,14.55,11%,N/A,0.00,0%,0%,0.0
2.40,36%,8.08,40%,N/A,6.00,55%,50%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
1.84,56%,2.14,48%,N/A,0.40,100%,53%,0.8
2.23,37%,4.07,57%,N/A,1.04,11%,0%,0.5
0.59,20%,2.35,33%,N/A,0.00,0%,50%,0.0
3.06,39%,3.13,58%,N/A,0.00,0%,30%,1.0
3.90,48%,4.39,51%,N/A,0.00,0%,66%,0.0
4.47,47%,4.03,65%,N/A,0.86,33%,43%,1.4
6.67,80%,0.87,43%,N/A,14.00,73%,100%,0.0
1.40,37%,1.87,41%,N/A,2.00,33%,62%,0.0
2.12,45%,2.94,57%,N/A,2.80,39%,66%,1.1
2.18,48%,2.67,63%,N/A,1.01,84%,46%,0.5
2.62,46%,1.49,75%,N/A,1.06,60%,81%,0.7
1.57,33%,4.03,55%,N/A,4.48,50%,33%,0.0
2.66,32%,8.78,45%,N/A,0.00,0%,0%,0.0
3.73,49%,3.33,50%,N/A,2.00,28%,0%,0.0
4.26,32%,4.04,61%,N/A,0.00,0%,30%,0.0
3.81,41%,3.52,60%,N/A,1.23,65%,63%,0.8
2.44,28%,4.46,55%,N/A,0.62,100%,50%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
2.72,25%,3.57,68%,N/A,0.00,0%,0%,0.0
1.50,42%,1.16,56%,N/A,2.57,66%,31%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
1.52,48%,0.79,66%,N/A,1.14,60%,70%,0.8
4.48,49%,3.12,50%,N/A,0.88,30%,66%,0.9
1.64,66%,0.82,0%,N/A,0.00,0%,0%,0.0
4.27,58%,4.30,45%,N/A,0.45,50%,87%,0.5
5.19,47%,4.67,50%,N/A,0.66,12%,54%,0.2
8.56,46%,5.71,59%,N/A,2.01,17%,100%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.64,52%,1.35,41%,N/A,1.75,40%,0%,2.6
0.57,31%,0.96,65%,N/A,0.85,25%,50%,0.0
4.13,48%,3.58,63%,N/A,3.04,46%,84%,1.0
1.95,37%,2.65,66%,N/A,3.35,70%,100%,0.5
3.97,53%,3.30,54%,N/A,0.00,0%,28%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
3.94,43%,4.10,51%,N/A,0.55,13%,68%,0.4
2.93,52%,1.40,26%,N/A,0.00,0%,50%,0.0
2.50,42%,4.57,51%,N/A,4.69,20%,100%,0.0
1.00,20%,3.00,70%,N/A,0.00,0%,0%,0.0
3.25,40%,4.20,53%,N/A,0.69,40%,61%,0.1
0.79,100%,8.68,38%,N/A,0.00,0%,0%,0.0
2.08,37%,3.17,58%,N/A,2.38,22%,50%,1.2
3.36,42%,2.44,61%,N/A,1.00,28%,70%,0.0
0.92,31%,0.83,44%,N/A,1.85,28%,0%,0.5
1.34,30%,2.99,59%,N/A,2.74,18%,0%,0.0
1.20,29%,4.07,60%,N/A,1.00,9%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
1.41,36%,1.58,63%,N/A,3.47,52%,100%,1.6
1.07,28%,8.57,11%,N/A,0.00,0%,50%,0.0
4.34,54%,0.43,40%,N/A,4.34,100%,0%,4.3
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
1.27,40%,2.02,52%,N/A,0.87,12%,100%,1.7
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
2.50,60%,1.92,47%,N/A,5.76,100%,100%,0.0
0.00,0%,0.00,100%,N/A,15.52,100%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
6.80,54%,12.29,42%,N/A,2.17,25%,0%,2.2
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
2.04,57%,3.02,43%,N/A,0.00,0%,50%,0.0
0.79,33%,3.14,42%,N/A,0.00,0%,0%,0.0
3.74,52%,2.30,57%,N/A,6.86,48%,100%,0.8
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
1.14,50%,0.40,41%,N/A,1.71,66%,38%,0.0
3.27,42%,4.47,36%,N/A,4.00,30%,33%,0.0
1.46,41%,1.13,61%,N/A,4.76,53%,33%,0.7
3.27,55%,2.22,58%,N/A,1.19,50%,71%,0.3
1.93,36%,5.78,40%,N/A,0.00,0%,0%,0.0
1.20,25%,2.07,51%,N/A,3.59,75%,0%,1.2
2.03,48%,3.86,35%,N/A,0.00,0%,36%,0.5
2.54,44%,3.32,61%,N/A,0.00,0%,47%,0.0
3.41,24%,12.89,51%,N/A,0.00,0%,66%,0.0
1.66,36%,3.31,57%,N/A,0.00,0%,0%,0.0
4.13,66%,2.92,54%,N/A,0.67,33%,66%,0.7
3.67,35%,3.37,60%,N/A,0.00,0%,60%,2.5
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
1.70,63%,1.88,30%,N/A,0.00,0%,33%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
1.31,30%,4.32,43%,N/A,0.75,50%,50%,1.5
2.73,31%,4.24,49%,N/A,1.72,71%,0%,1.0
4.00,43%,4.08,57%,N/A,1.28,28%,68%,0.2
3.97,37%,6.45,37%,N/A,0.50,33%,33%,0.0
4.58,55%,3.33,59%,N/A,0.98,36%,74%,1.3
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
1.04,39%,2.92,45%,N/A,1.56,100%,50%,0.8
0.61,42%,4.44,31%,N/A,0.00,0%,0%,0.0
1.21,75%,6.44,20%,N/A,0.00,0%,0%,0.0
3.13,54%,6.40,52%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
1.20,27%,7.08,39%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
1.93,38%,2.80,40%,N/A,1.00,16%,0%,0.0
2.78,46%,2.94,58%,N/A,0.41,50%,61%,0.0
3.03,41%,3.21,50%,N/A,2.84,36%,52%,0.4
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
2.29,38%,5.14,35%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.47,25%,9.77,36%,N/A,0.00,0%,50%,0.0
1.20,20%,1.80,76%,N/A,0.00,0%,0%,0.0
0.18,50%,1.83,52%,N/A,2.75,50%,0%,0.0
0.16,20%,2.95,26%,N/A,0.00,0%,0%,7.0
2.91,36%,4.35,43%,N/A,0.38,50%,60%,0.0
2.59,32%,3.74,57%,N/A,1.23,26%,60%,0.0
1.73,47%,2.49,42%,N/A,2.88,40%,50%,2.9
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.35,50%,3.25,42%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
4.06,40%,4.53,61%,N/A,0.63,18%,74%,0.2
3.55,49%,4.26,47%,N/A,0.97,30%,80%,0.3
2.55,40%,2.34,35%,N/A,0.00,0%,0%,0.0
3.70,45%,3.51,57%,N/A,0.99,26%,59%,0.3
2.01,42%,3.24,43%,N/A,0.00,0%,0%,1.7
2.63,44%,4.73,42%,N/A,0.53,14%,100%,0.5
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
1.26,50%,1.11,65%,N/A,3.08,46%,0%,1.3
2.34,37%,6.42,48%,N/A,0.57,40%,31%,1.1
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
1.80,38%,4.28,38%,N/A,0.00,0%,67%,0.4
3.78,49%,2.84,54%,N/A,1.47,28%,63%,0.5
0.34,26%,3.65,44%,N/A,0.00,0%,42%,0.0
3.74,42%,3.48,57%,N/A,1.10,34%,59%,0.1
3.37,44%,2.70,50%,N/A,0.94,25%,15%,1.3
0.17,100%,0.34,0%,N/A,0.00,0%,66%,0.0
2.04,34%,3.79,48%,N/A,0.28,50%,50%,0.6
2.05,25%,1.45,60%,N/A,0.75,100%,100%,0.0
1.24,21%,4.75,53%,N/A,1.69,25%,0%,0.0
4.19,42%,4.21,61%,N/A,3.61,44%,79%,0.3
4.85,56%,2.40,46%,N/A,1.31,44%,88%,0.7
1.59,27%,5.05,50%,N/A,0.68,14%,33%,1.4
0.67,25%,3.03,50%,N/A,0.00,0%,83%,5.1
1.22,62%,1.14,65%,N/A,8.55,87%,66%,0.0
1.81,31%,3.03,59%,N/A,3.72,52%,66%,0.1
3.16,29%,4.23,60%,N/A,2.21,57%,50%,0.6
5.49,60%,2.19,63%,N/A,0.58,21%,50%,0.5
3.42,51%,2.36,58%,N/A,0.48,100%,61%,0.0
2.77,24%,4.79,52%,N/A,0.30,26%,42%,0.5
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.00,0%,6.38,28%,N/A,0.00,0%,50%,0.0
2.98,40%,3.76,60%,N/A,1.03,34%,80%,0.0
1.95,23%,2.07,72%,N/A,1.88,66%,0%,0.0
5.35,48%,3.46,51%,N/A,0.00,0%,50%,0.0
3.09,51%,3.07,59%,N/A,5.28,35%,90%,0.1
2.13,41%,2.83,55%,N/A,3.26,34%,69%,0.7
2.47,35%,2.53,51%,N/A,0.00,0%,42%,0.8
7.57,31%,6.99,45%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
2.34,52%,1.56,58%,N/A,2.02,27%,0%,2.8
1.97,32%,3.86,61%,N/A,2.27,28%,88%,1.1
3.53,26%,7.07,43%,N/A,1.00,11%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
4.86,62%,0.61,66%,N/A,1.30,100%,20%,1.3
3.33,48%,4.55,49%,N/A,1.18,32%,37%,1.6
3.10,41%,6.00,52%,N/A,0.00,0%,0%,0.0
1.67,69%,0.53,33%,N/A,0.00,0%,14%,2.0
2.21,40%,3.45,48%,N/A,1.33,25%,0%,1.3
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
2.76,46%,2.21,61%,N/A,1.16,25%,65%,1.9
3.03,47%,2.25,50%,N/A,1.95,27%,68%,0.0
1.60,50%,2.89,28%,N/A,0.00,0%,20%,0.0
6.78,59%,7.46,52%,N/A,0.11,25%,75%,0.0
3.30,50%,1.37,67%,N/A,5.50,91%,57%,0.0
0.99,27%,0.99,57%,N/A,0.00,0%,50%,0.0
3.31,41%,4.57,57%,N/A,3.03,42%,58%,0.7
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
1.12,45%,3.35,56%,N/A,0.00,0%,20%,0.0
4.06,65%,4.26,46%,N/A,0.00,0%,50%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
2.59,39%,2.59,64%,N/A,3.53,100%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
3.54,52%,6.53,42%,N/A,0.00,0%,0%,2.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
2.81,43%,2.90,51%,N/A,0.51,55%,64%,0.2
1.45,40%,3.83,46%,N/A,1.41,37%,33%,3.8
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
3.95,51%,3.67,60%,N/A,0.71,50%,45%,0.0
4.03,45%,4.51,56%,N/A,0.96,30%,57%,0.0
0.90,47%,0.40,42%,N/A,3.00,50%,0%,4.5
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
2.14,53%,1.36,53%,N/A,2.95,50%,35%,1.2
2.47,42%,2.59,67%,N/A,0.00,0%,0%,0.9
2.05,60%,2.73,42%,N/A,10.23,100%,0%,20.4
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
3.64,36%,2.33,56%,N/A,2.13,46%,52%,0.5
4.11,45%,3.74,56%,N/A,1.75,50%,65%,0.0
4.62,37%,10.77,30%,N/A,0.00,0%,0%,0.0
3.35,48%,5.09,35%,N/A,0.00,0%,33%,0.4
2.15,50%,3.08,51%,N/A,2.70,49%,53%,0.4
1.27,32%,2.55,42%,N/A,0.00,0%,20%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
1.90,35%,3.67,53%,N/A,0.95,100%,87%,0.0
3.46,51%,2.25,61%,N/A,0.67,50%,87%,1.4
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
1.86,48%,3.46,47%,N/A,0.86,18%,0%,1.1
1.11,38%,1.52,45%,N/A,0.00,0%,46%,0.0
3.97,62%,3.53,57%,N/A,0.50,25%,70%,0.0
1.11,62%,2.16,38%,N/A,0.33,9%,28%,2.7
4.59,41%,3.16,65%,N/A,1.52,55%,37%,0.9
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
3.73,30%,5.00,35%,N/A,2.00,16%,0%,2.0
1.19,39%,1.99,55%,N/A,1.83,38%,29%,1.1
5.08,48%,4.76,51%,N/A,0.79,34%,80%,0.4
3.60,45%,2.45,62%,N/A,2.00,44%,55%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
2.76,49%,5.65,48%,N/A,0.00,0%,0%,0.0
2.10,21%,4.80,50%,N/A,0.00,0%,66%,0.0
2.05,44%,4.21,39%,N/A,0.35,50%,47%,0.7
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
2.64,61%,4.66,11%,N/A,0.00,0%,100%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
5.08,52%,3.33,36%,N/A,1.45,24%,55%,2.3
2.99,44%,1.41,66%,N/A,3.40,45%,75%,0.0
2.10,39%,2.30,48%,N/A,0.00,0%,35%,0.0
6.57,55%,8.76,47%,N/A,0.00,0%,0%,0.0
4.08,42%,4.18,69%,N/A,0.25,66%,71%,0.9
4.04,30%,4.67,66%,N/A,0.00,0%,0%,1.3
2.57,34%,3.24,54%,N/A,0.44,10%,60%,0.0
0.00,0%,2.40,40%,N/A,0.00,0%,0%,0.0
4.50,41%,2.37,57%,N/A,6.43,36%,80%,0.3
3.04,37%,4.47,52%,N/A,0.30,20%,68%,0.0
3.92,50%,4.80,41%,N/A,0.00,0%,100%,0.0
4.74,54%,5.95,33%,N/A,0.00,0%,83%,0.0
3.19,49%,2.61,50%,N/A,0.98,23%,25%,0.7
3.16,51%,2.89,51%,N/A,4.84,50%,66%,0.3
5.96,62%,3.82,50%,N/A,0.45,14%,50%,0.0
1.94,31%,8.71,35%,N/A,0.00,0%,50%,0.0
2.99,40%,3.01,59%,N/A,1.97,29%,66%,0.6
4.98,48%,6.91,47%,N/A,2.80,50%,66%,0.0
5.33,39%,3.54,61%,N/A,1.82,33%,79%,1.0
0.25,19%,1.67,47%,N/A,0.76,100%,60%,2.3
2.13,46%,2.81,46%,N/A,2.88,47%,71%,1.3
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
3.83,45%,5.30,62%,N/A,0.42,25%,46%,0.0
4.37,43%,4.07,48%,N/A,0.71,36%,46%,0.9
3.48,43%,3.29,59%,N/A,0.58,30%,70%,0.2
0.70,42%,3.07,34%,N/A,3.00,35%,16%,1.0
2.88,53%,3.08,54%,N/A,1.49,40%,50%,0.8
0.81,50%,0.51,79%,N/A,0.00,0%,0%,0.0
7.17,48%,4.72,59%,N/A,0.25,53%,84%,0.3
2.75,34%,7.25,40%,N/A,0.00,0%,100%,0.0
4.32,47%,3.66,55%,N/A,1.88,56%,67%,0.2
4.25,49%,3.20,50%,N/A,0.84,38%,54%,0.6
1.85,29%,1.94,58%,N/A,3.38,62%,100%,2.0
2.40,59%,0.60,59%,N/A,5.00,83%,0%,2.0
1.83,47%,6.47,34%,N/A,1.00,28%,30%,0.0
3.13,40%,2.92,55%,N/A,0.87,30%,76%,0.1
1.07,25%,2.25,57%,N/A,1.12,38%,29%,1.3
2.20,49%,3.00,54%,N/A,0.85,18%,10%,2.1
3.11,49%,1.89,66%,N/A,1.91,68%,72%,0.0
2.88,58%,2.53,39%,N/A,6.06,47%,0%,1.5
4.88,46%,3.65,49%,N/A,3.85,38%,33%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.00,0%,0.67,75%,N/A,0.00,0%,66%,0.0
1.33,27%,3.33,60%,N/A,1.50,50%,50%,0.0
4.83,53%,4.43,57%,N/A,1.27,36%,50%,1.9
2.68,34%,3.78,54%,N/A,0.96,66%,64%,0.7
3.14,52%,2.45,50%,N/A,2.45,41%,50%,0.0
5.93,37%,2.87,56%,N/A,0.72,25%,90%,0.0
1.76,45%,2.14,57%,N/A,0.71,50%,40%,0.4
7.45,52%,7.84,57%,N/A,0.20,14%,94%,0.0
0.87,31%,3.43,58%,N/A,2.34,45%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
3.92,53%,2.08,58%,N/A,1.97,34%,67%,1.3
0.76,45%,1.97,27%,N/A,2.28,11%,0%,0.0
2.27,38%,4.00,53%,N/A,3.00,50%,69%,1.0
2.16,39%,2.76,57%,N/A,1.07,50%,45%,0.3
5.73,51%,4.96,48%,N/A,0.00,0%,100%,0.0
2.02,70%,1.32,19%,N/A,1.17,50%,0%,1.2
4.78,45%,4.63,35%,N/A,3.42,42%,0%,0.0
3.29,41%,3.45,47%,N/A,0.78,100%,26%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
3.23,42%,4.27,52%,N/A,3.66,44%,50%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
3.36,40%,3.50,54%,N/A,1.36,50%,58%,0.1
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
2.60,53%,4.80,37%,N/A,3.00,42%,0%,0.0
1.98,40%,3.01,54%,N/A,1.91,30%,25%,0.6
2.61,69%,3.91,26%,N/A,4.34,57%,66%,4.3
3.64,39%,5.33,47%,N/A,0.00,0%,0%,0.0
7.18,54%,3.51,46%,N/A,0.00,0%,73%,0.0
4.84,50%,0.97,80%,N/A,0.00,0%,66%,14.5
2.42,42%,2.12,65%,N/A,2.55,56%,54%,0.6
3.57,46%,1.61,70%,N/A,3.02,80%,100%,0.0
0.29,100%,1.74,60%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
5.38,49%,4.86,61%,N/A,0.80,33%,76%,0.1
4.62,35%,6.92,21%,N/A,3.46,100%,100%,0.0
0.00,0%,0.00,0%,N/A,7.32,100%,0%,21.9
6.49,50%,4.77,55%,N/A,3.00,51%,40%,0.8
4.55,40%,4.18,57%,N/A,0.00,0%,60%,0.0
3.29,38%,2.26,57%,N/A,3.55,60%,82%,0.4
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
2.73,32%,2.60,58%,N/A,2.00,18%,0%,0.0
3.50,44%,10.51,27%,N/A,0.00,0%,0%,0.0
1.16,40%,2.39,36%,N/A,0.00,0%,55%,0.0
0.32,100%,3.36,12%,N/A,2.40,16%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
2.11,44%,2.63,50%,N/A,0.00,0%,0%,0.0
1.66,34%,3.53,37%,N/A,0.00,0%,37%,0.5
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
4.38,43%,4.32,51%,N/A,1.00,37%,42%,0.0
3.53,37%,3.59,58%,N/A,0.00,0%,50%,0.3
0.83,25%,5.00,33%,N/A,0.00,0%,0%,0.0
2.13,26%,1.87,60%,N/A,0.50,16%,100%,0.5
2.37,30%,4.17,48%,N/A,0.00,0%,46%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
2.59,43%,2.86,50%,N/A,0.54,33%,50%,0.3
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
2.34,47%,3.36,43%,N/A,2.37,80%,50%,1.8
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
3.33,25%,10.00,57%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
1.17,12%,4.31,41%,N/A,0.80,50%,0%,0.0
1.42,33%,2.27,59%,N/A,1.69,27%,27%,1.3
2.48,51%,2.97,55%,N/A,2.36,33%,70%,0.5
2.28,47%,2.13,59%,N/A,0.74,37%,75%,0.0
0.87,41%,3.14,49%,N/A,1.00,33%,0%,0.0
1.02,26%,3.68,40%,N/A,0.00,0%,0%,0.0
0.00,0%,0.00,0%,N/A,0.00,0%,0%,0.0
2.70,50%,3.75,51%,N/A,4.80,46%,42%,1.1
3.22,42%,2.50,66%,N/A,1.65,39%,78%,0.2
1.66,32%,1.89,61%,N/A,4.05,60%,66%,1.0
3.53,53%,0.40,68%,N/A,4.00,80%,0%,0.0
1.42,43%,3.06,61%,N/A,2.70,53%,25%,4.0
