Event,W/L,Fighter,Kd,Str,Td,Sub,Weight class,Method,Round,Time
UFC Fight Night: Perez vs. Taira,,,,,,,,,,
UFC Fight Night: Perez vs. Taira,,,,,,,,,,
UFC Fight Night: Perez vs. Taira,,,,,,,,,,
UFC Fight Night: Perez vs. Taira,,,,,,,,,,
UFC Fight Night: Perez vs. Taira,,,,,,,,,,
UFC Fight Night: Perez vs. Taira,,,,,,,,,,
UFC Fight Night: Perez vs. Taira,,,,,,,,,,
UFC Fight Night: Cannonier vs. Imavov,W/L,,,,,,,,,
UFC Fight Night: Cannonier vs. Imavov,,,,,,,,,,
UFC Fight Night: Cannonier vs. Imavov,,,,,,,,,,
UFC Fight Night: Cannonier vs. Imavov,,,,,,,,,,
UFC Fight Night: Cannonier vs. Imavov,,,,,,,,,,
UFC Fight Night: Cannonier vs. Imavov,,,,,,,,,,
UFC Fight Night: Cannonier vs. Imavov,,,,,,,,,,
UFC Fight Night: Cannonier vs. Imavov,,,,,,,,,,
UFC Fight Night: Perez vs. Taira,,,,,,,,,,
UFC Fight Night: Perez vs. Taira,,,,,,,,,,
UFC Fight Night: Perez vs. Taira,,,,,,,,,,
UFC Fight Night: Perez vs. Taira,,,,,,,,,,
UFC Fight Night: Cannonier vs. Imavov,,,,,,,,,,
UFC Fight Night: Cannonier vs. Imavov,,,,,,,,,,
UFC Fight Night: Cannonier vs. Imavov,,,,,,,,,,
UFC Fight Night: Cannonier vs. Imavov,,,,,,,,,,
UFC Fight Night: Cannonier vs. Imavov,,,,,,,,,,
UFC Fight Night: Cannonier vs. Imavov,,,,,,,,,,
UFC Fight Night: Cannonier vs. Imavov,,,,,,,,,,
UFC 303: Pereira vs. Prochazka 2,W/L,,,,,,,,,
UFC 303: Pereira vs. Prochazka 2,,,,,,,,,,
UFC 303: Pereira vs. Prochazka 2,,,,,,,,,,
UFC 303: Pereira vs. Prochazka 2,,,,,,,,,,
UFC 303: Pereira vs. Prochazka 2,,,,,,,,,,
UFC 303: Pereira vs. Prochazka 2,,,,,,,,,,
UFC 303: Pereira vs. Prochazka 2,,,,,,,,,,
UFC 303: Pereira vs. Prochazka 2,,,,,,,,,,
UFC 303: Pereira vs. Prochazka 2,,,,,,,,,,
UFC 303: Pereira vs. Prochazka 2,,,,,,,,,,
UFC 303: Pereira vs. Prochazka 2,,,,,,,,,,
UFC 303: Pereira vs. Prochazka 2,,,,,,,,,,
UFC 303: Pereira vs. Prochazka 2,,,,,,,,,,
UFC 303: Pereira vs. Prochazka 2,,,,,,,,,,
UFC Fight Night: Namajunas vs. Cortez,W/L,,,,,,,,,
UFC Fight Night: Namajunas vs. Cortez,,,,,,,,,,
UFC Fight Night: Namajunas vs. Cortez,,,,,,,,,,
UFC Fight Night: Namajunas vs. Cortez,,,,,,,,,,
UFC Fight Night: Namajunas vs. Cortez,,,,,,,,,,
UFC Fight Night: Namajunas vs. Cortez,,,,,,,,,,
UFC Fight Night: Namajunas vs. Cortez,,,,,,,,,,
UFC Fight Night: Namajunas vs. Cortez,,,,,,,,,,
UFC Fight Night: Namajunas vs. Cortez,,,,,,,,,,
UFC Fight Night: Namajunas vs. Cortez,,,,,,,,,,
UFC Fight Night: Namajunas vs. Cortez,,,,,,,,,,
UFC Fight Night: Namajunas vs. Cortez,,,,,,,,,,
UFC Fight Night: Namajunas vs. Cortez,,,,,,,,,,
UFC Fight Night: Smith vs. Clark,W/L,,,,,,,,,
UFC Fight Night: Smith vs. Clark,,,,,,,,,,
UFC Fight Night: Smith vs. Clark,,,,,,,,,,
UFC Fight Night: Smith vs. Clark,,,,,,,,,,
UFC Fight Night: Smith vs. Clark,,,,,,,,,,
UFC Fight Night: Smith vs. Clark,,,,,,,,,,
UFC Fight Night: Smith vs. Clark,,,,,,,,,,
UFC Fight Night: Smith vs. Clark,,,,,,,,,,
UFC Fight Night: Smith vs. Clark,,,,,,,,,,
UFC Fight Night: Smith vs. Clark,,,,,,,,,,
UFC Fight Night: Smith vs. Clark,,,,,,,,,,
UFC 302: Makhachev vs. Poirier,W/L,,,,,,,,,
UFC 302: Makhachev vs. Poirier,,,,,,,,,,
UFC 302: Makhachev vs. Poirier,,,,,,,,,,
UFC 302: Makhachev vs. Poirier,,,,,,,,,,
UFC 302: Makhachev vs. Poirier,,,,,,,,,,
UFC 302: Makhachev vs. Poirier,,,,,,,,,,
UFC 302: Makhachev vs. Poirier,,,,,,,,,,
UFC 302: Makhachev vs. Poirier,,,,,,,,,,
UFC 302: Makhachev vs. Poirier,,,,,,,,,,
UFC 302: Makhachev vs. Poirier,,,,,,,,,,
UFC 302: Makhachev vs. Poirier,,,,,,,,,,
UFC 302: Makhachev vs. Poirier,,,,,,,,,,
UFC 302: Makhachev vs. Poirier,,,,,,,,,,
UFC 2: No Way Out,W/L,,,,,,,,,
UFC 2: No Way Out,,,,,,,,,,
UFC 2: No Way Out,,,,,,,,,,
UFC 2: No Way Out,,,,,,,,,,
UFC 2: No Way Out,,,,,,,,,,
UFC 2: No Way Out,,,,,,,,,,
UFC 2: No Way Out,,,,,,,,,,
UFC 2: No Way Out,,,,,,,,,,
UFC 2: No Way Out,,,,,,,,,,
UFC 2: No Way Out,,,,,,,,,,
UFC 2: No Way Out,,,,,,,,,,
UFC 2: No Way Out,,,,,,,,,,
UFC 2: No Way Out,,,,,,,,,,
UFC 2: No Way Out,,,,,,,,,,
UFC 2: No Way Out,,,,,,,,,,
UFC 2: No Way Out,,,,,,,,,,
UFC 3: The American Dream,W/L,,,,,,,,,
UFC 3: The American Dream,,,,,,,,,,
UFC 3: The American Dream,,,,,,,,,,
UFC 3: The American Dream,,,,,,,,,,
UFC 3: The American Dream,,,,,,,,,,
UFC 3: The American Dream,,,,,,,,,,
UFC 3: The American Dream,,,,,,,,,,
UFC 6: Clash of the Titans,W/L,,,,,,,,,
UFC 6: Clash of the Titans,,,,,,,,,,
UFC 6: Clash of the Titans,,,,,,,,,,
UFC 6: Clash of the Titans,,,,,,,,,,
UFC 6: Clash of the Titans,,,,,,,,,,
UFC 6: Clash of the Titans,,,,,,,,,,
UFC 6: Clash of the Titans,,,,,,,,,,
UFC 6: Clash of the Titans,,,,,,,,,,
UFC 6: Clash of the Titans,,,,,,,,,,
UFC 6: Clash of the Titans,,,,,,,,,,
UFC 6: Clash of the Titans,,,,,,,,,,
UFC 4: Revenge of the Warriors,W/L,,,,,,,,,
UFC 4: Revenge of the Warriors,,,,,,,,,,
UFC 4: Revenge of the Warriors,,,,,,,,,,
UFC 4: Revenge of the Warriors,,,,,,,,,,
UFC 4: Revenge of the Warriors,,,,,,,,,,
UFC 4: Revenge of the Warriors,,,,,,,,,,
UFC 4: Revenge of the Warriors,,,,,,,,,,
UFC 4: Revenge of the Warriors,,,,,,,,,,
UFC 5: The Return of the Beast,W/L,,,,,,,,,
UFC 5: The Return of the Beast,,,,,,,,,,
UFC 5: The Return of the Beast,,,,,,,,,,
UFC 5: The Return of the Beast,,,,,,,,,,
UFC 5: The Return of the Beast,,,,,,,,,,
UFC 5: The Return of the Beast,,,,,,,,,,
UFC 5: The Return of the Beast,,,,,,,,,,
UFC 5: The Return of the Beast,,,,,,,,,,
UFC 4: Revenge of the Warriors,,,,,,,,,,
UFC 4: Revenge of the Warriors,,,,,,,,,,
UFC 4: Revenge of the Warriors,,,,,,,,,,
UFC 5: The Return of the Beast,,,,,,,,,,
UFC 5: The Return of the Beast,,,,,,,,,,
UFC 5: The Return of the Beast,,,,,,,,,,
UFC - Ultimate Ultimate '95,W/L,,,,,,,,,
UFC - Ultimate Ultimate '95,,,,,,,,,,
UFC - Ultimate Ultimate '95,,,,,,,,,,
UFC - Ultimate Ultimate '95,,,,,,,,,,
UFC - Ultimate Ultimate '95,,,,,,,,,,
UFC - Ultimate Ultimate '95,,,,,,,,,,
UFC - Ultimate Ultimate '95,,,,,,,,,,
UFC - Ultimate Ultimate '95,,,,,,,,,,
UFC - Ultimate Ultimate '95,,,,,,,,,,
UFC - Ultimate Ultimate '95,,,,,,,,,,
UFC 8: David vs Goliath,W/L,,,,,,,,,
UFC 8: David vs Goliath,,,,,,,,,,
UFC 8: David vs Goliath,,,,,,,,,,
UFC 8: David vs Goliath,,,,,,,,,,
UFC 8: David vs Goliath,,,,,,,,,,
UFC 8: David vs Goliath,,,,,,,,,,
UFC 8: David vs Goliath,,,,,,,,,,
UFC 8: David vs Goliath,,,,,,,,,,
UFC 8: David vs Goliath,,,,,,,,,,
UFC 8: David vs Goliath,,,,,,,,,,
UFC 7: The Brawl in Buffalo,W/L,,,,,,,,,
UFC 7: The Brawl in Buffalo,,,,,,,,,,
UFC 7: The Brawl in Buffalo,,,,,,,,,,
UFC 7: The Brawl in Buffalo,,,,,,,,,,
UFC 7: The Brawl in Buffalo,,,,,,,,,,
UFC 7: The Brawl in Buffalo,,,,,,,,,,
UFC 7: The Brawl in Buffalo,,,,,,,,,,
UFC 7: The Brawl in Buffalo,,,,,,,,,,
UFC 7: The Brawl in Buffalo,,,,,,,,,,
UFC 7: The Brawl in Buffalo,,,,,,,,,,
UFC 7: The Brawl in Buffalo,,,,,,,,,,
UFC 7: The Brawl in Buffalo,,,,,,,,,,
UFC 10: The Tournament,W/L,,,,,,,,,
UFC 10: The Tournament,,,,,,,,,,
UFC 10: The Tournament,,,,,,,,,,
UFC 10: The Tournament,,,,,,,,,,
UFC 10: The Tournament,,,,,,,,,,
UFC 10: The Tournament,,,,,,,,,,
UFC 10: The Tournament,,,,,,,,,,
UFC 10: The Tournament,,,,,,,,,,
UFC 10: The Tournament,,,,,,,,,,
UFC 10: The Tournament,,,,,,,,,,
UFC 9: Motor City Madness,W/L,,,,,,,,,
UFC 9: Motor City Madness,,,,,,,,,,
UFC 9: Motor City Madness,,,,,,,,,,
UFC 9: Motor City Madness,,,,,,,,,,
UFC 9: Motor City Madness,,,,,,,,,,
UFC 9: Motor City Madness,,,,,,,,,,
UFC 9: Motor City Madness,,,,,,,,,,
UFC 9: Motor City Madness,,,,,,,,,,
UFC 11: The Proving Ground,W/L,,,,,,,,,
UFC 11: The Proving Ground,,,,,,,,,,
UFC 11: The Proving Ground,,,,,,,,,,
UFC 11: The Proving Ground,,,,,,,,,,
UFC 11: The Proving Ground,,,,,,,,,,
UFC 11: The Proving Ground,,,,,,,,,,
UFC 11: The Proving Ground,,,,,,,,,,
UFC 11: The Proving Ground,,,,,,,,,,
UFC 11: The Proving Ground,,,,,,,,,,
UFC 12: Judgement Day,W/L,,,,,,,,,
UFC 12: Judgement Day,,,,,,,,,,
UFC 14: Showdown,W/L,,,,,,,,,
UFC 14: Showdown,,,,,,,,,,
UFC 12: Judgement Day,,,,,,,,,,
UFC 12: Judgement Day,,,,,,,,,,
UFC 12: Judgement Day,,,,,,,,,,
UFC 12: Judgement Day,,,,,,,,,,
UFC 12: Judgement Day,,,,,,,,,,
UFC 14: Showdown,,,,,,,,,,
UFC 14: Showdown,,,,,,,,,,
UFC 14: Showdown,,,,,,,,,,
UFC 14: Showdown,,,,,,,,,,
UFC 14: Showdown,,,,,,,,,,
UFC 14: Showdown,,,,,,,,,,
UFC 12: Judgement Day,,,,,,,,,,
UFC 12: Judgement Day,,,,,,,,,,
UFC 12: Judgement Day,,,,,,,,,,
UFC 14: Showdown,,,,,,,,,,
UFC 14: Showdown,,,,,,,,,,
UFC 13: The Ultimate Force,W/L,,,,,,,,,
UFC 13: The Ultimate Force,,,,,,,,,,
UFC 13: The Ultimate Force,,,,,,,,,,
UFC 13: The Ultimate Force,,,,,,,,,,
UFC 13: The Ultimate Force,,,,,,,,,,
UFC 13: The Ultimate Force,,,,,,,,,,
UFC 13: The Ultimate Force,,,,,,,,,,
UFC 13: The Ultimate Force,,,,,,,,,,
UFC 13: The Ultimate Force,,,,,,,,,,
UFC 13: The Ultimate Force,,,,,,,,,,
UFC - Ultimate Ultimate '96,W/L,,,,,,,,,
UFC - Ultimate Ultimate '96,,,,,,,,,,
UFC - Ultimate Ultimate '96,,,,,,,,,,
UFC - Ultimate Ultimate '96,,,,,,,,,,
UFC - Ultimate Ultimate '96,,,,,,,,,,
UFC - Ultimate Ultimate '96,,,,,,,,,,
UFC - Ultimate Ultimate '96,,,,,,,,,,
UFC - Ultimate Ultimate '96,,,,,,,,,,
UFC - Ultimate Ultimate '96,,,,,,,,,,
UFC - Ultimate Ultimate '96,,,,,,,,,,
UFC - Ultimate Ultimate '96,,,,,,,,,,
UFC 15: Collision Course,W/L,,,,,,,,,
UFC 15: Collision Course,,,,,,,,,,
UFC 15: Collision Course,,,,,,,,,,
UFC 15: Collision Course,,,,,,,,,,
UFC 15: Collision Course,,,,,,,,,,
UFC 15: Collision Course,,,,,,,,,,
UFC 15: Collision Course,,,,,,,,,,
UFC 15: Collision Course,,,,,,,,,,
UFC 16: Battle in the Bayou,W/L,,,,,,,,,
UFC 16: Battle in the Bayou,,,,,,,,,,
UFC 16: Battle in the Bayou,,,,,,,,,,
UFC 16: Battle in the Bayou,,,,,,,,,,
UFC 16: Battle in the Bayou,,,,,,,,,,
UFC 16: Battle in the Bayou,,,,,,,,,,
UFC 16: Battle in the Bayou,,,,,,,,,,
UFC 16: Battle in the Bayou,,,,,,,,,,
UFC 16: Battle in the Bayou,,,,,,,,,,
UFC 17: Redemption,W/L,,,,,,,,,
UFC 17: Redemption,,,,,,,,,,
UFC 17: Redemption,,,,,,,,,,
UFC 17: Redemption,,,,,,,,,,
UFC 17: Redemption,,,,,,,,,,
UFC 17: Redemption,,,,,,,,,,
UFC - Ultimate Japan,W/L,,,,,,,,,
UFC - Ultimate Japan,,,,,,,,,,
UFC - Ultimate Japan,,,,,,,,,,
UFC - Ultimate Japan,,,,,,,,,,
UFC - Ultimate Japan,,,,,,,,,,
UFC - Ultimate Japan,,,,,,,,,,
UFC - Ultimate Japan,,,,,,,,,,
UFC - Ultimate Japan,,,,,,,,,,
UFC 17: Redemption,,,,,,,,,,
UFC 17: Redemption,,,,,,,,,,
UFC 17: Redemption,,,,,,,,,,
UFC 17: Redemption,,,,,,,,,,
UFC 18: The Road to the Heavyweight Title,W/L,,,,,,,,,
UFC 18: The Road to the Heavyweight Title,,,,,,,,,,
UFC 18: The Road to the Heavyweight Title,,,,,,,,,,
UFC 18: The Road to the Heavyweight Title,,,,,,,,,,
UFC 18: The Road to the Heavyweight Title,,,,,,,,,,
UFC 18: The Road to the Heavyweight Title,,,,,,,,,,
UFC 18: The Road to the Heavyweight Title,,,,,,,,,,
UFC 18: The Road to the Heavyweight Title,,,,,,,,,,
UFC - Ultimate Brazil,W/L,,,,,,,,,
UFC - Ultimate Brazil,,,,,,,,,,
UFC - Ultimate Brazil,,,,,,,,,,
UFC - Ultimate Brazil,,,,,,,,,,
UFC - Ultimate Brazil,,,,,,,,,,
UFC - Ultimate Brazil,,,,,,,,,,
UFC - Ultimate Brazil,,,,,,,,,,
UFC - Ultimate Brazil,,,,,,,,,,
UFC - Ultimate Brazil,,,,,,,,,,
UFC 19: Ultimate Young Guns,W/L,,,,,,,,,
UFC 19: Ultimate Young Guns,,,,,,,,,,
UFC 19: Ultimate Young Guns,,,,,,,,,,
UFC 19: Ultimate Young Guns,,,,,,,,,,
UFC 19: Ultimate Young Guns,,,,,,,,,,
UFC 19: Ultimate Young Guns,,,,,,,,,,
UFC 19: Ultimate Young Guns,,,,,,,,,,
UFC 19: Ultimate Young Guns,,,,,,,,,,
UFC 21: Return of the Champions,W/L,,,,,,,,,
UFC 21: Return of the Champions,,,,,,,,,,
UFC 21: Return of the Champions,,,,,,,,,,
UFC 21: Return of the Champions,,,,,,,,,,
UFC 21: Return of the Champions,,,,,,,,,,
UFC 21: Return of the Champions,,,,,,,,,,
UFC 21: Return of the Champions,,,,,,,,,,
UFC 21: Return of the Champions,,,,,,,,,,
UFC 20: Battle for the Gold,W/L,,,,,,,,,
UFC 20: Battle for the Gold,,,,,,,,,,
UFC 20: Battle for the Gold,,,,,,,,,,
UFC 20: Battle for the Gold,,,,,,,,,,
UFC 20: Battle for the Gold,,,,,,,,,,
UFC 20: Battle for the Gold,,,,,,,,,,
UFC 20: Battle for the Gold,,,,,,,,,,
UFC 20: Battle for the Gold,,,,,,,,,,
UFC 21: Return of the Champions,,,,,,,,,,
UFC 24: First Defense,W/L,,,,,,,,,
UFC 24: First Defense,,,,,,,,,,
UFC 24: First Defense,,,,,,,,,,
UFC 24: First Defense,,,,,,,,,,
UFC 24: First Defense,,,,,,,,,,
UFC 24: First Defense,,,,,,,,,,
UFC 24: First Defense,,,,,,,,,,
UFC 24: First Defense,,,,,,,,,,
UFC 23: Ultimate Japan 2,W/L,,,,,,,,,
UFC 23: Ultimate Japan 2,,,,,,,,,,
UFC 23: Ultimate Japan 2,,,,,,,,,,
UFC 23: Ultimate Japan 2,,,,,,,,,,
UFC 23: Ultimate Japan 2,,,,,,,,,,
UFC 23: Ultimate Japan 2,,,,,,,,,,
UFC 23: Ultimate Japan 2,,,,,,,,,,
UFC 23: Ultimate Japan 2,,,,,,,,,,
UFC 22: Only One Can be Champion,W/L,,,,,,,,,
UFC 22: Only One Can be Champion,,,,,,,,,,
UFC 22: Only One Can be Champion,,,,,,,,,,
UFC 22: Only One Can be Champion,,,,,,,,,,
UFC 22: Only One Can be Champion,,,,,,,,,,
UFC 22: Only One Can be Champion,,,,,,,,,,
UFC 22: Only One Can be Champion,,,,,,,,,,
UFC 22: Only One Can be Champion,,,,,,,,,,
UFC 22: Only One Can be Champion,,,,,,,,,,
UFC 25: Ultimate Japan 3,W/L,,,,,,,,,
UFC 25: Ultimate Japan 3,,,,,,,,,,
UFC 25: Ultimate Japan 3,,,,,,,,,,
UFC 25: Ultimate Japan 3,,,,,,,,,,
UFC 25: Ultimate Japan 3,,,,,,,,,,
UFC 25: Ultimate Japan 3,,,,,,,,,,
UFC 25: Ultimate Japan 3,,,,,,,,,,
UFC 27: Ultimate Bad Boyz,W/L,,,,,,,,,
UFC 27: Ultimate Bad Boyz,,,,,,,,,,
UFC 27: Ultimate Bad Boyz,,,,,,,,,,
UFC 27: Ultimate Bad Boyz,,,,,,,,,,
UFC 27: Ultimate Bad Boyz,,,,,,,,,,
UFC 27: Ultimate Bad Boyz,,,,,,,,,,
UFC 27: Ultimate Bad Boyz,,,,,,,,,,
UFC 27: Ultimate Bad Boyz,,,,,,,,,,
UFC 27: Ultimate Bad Boyz,,,,,,,,,,
UFC 26: Ultimate Field Of Dreams,W/L,,,,,,,,,
UFC 26: Ultimate Field Of Dreams,,,,,,,,,,
UFC 26: Ultimate Field Of Dreams,,,,,,,,,,
UFC 26: Ultimate Field Of Dreams,,,,,,,,,,
UFC 26: Ultimate Field Of Dreams,,,,,,,,,,
UFC 26: Ultimate Field Of Dreams,,,,,,,,,,
UFC 26: Ultimate Field Of Dreams,,,,,,,,,,
UFC 26: Ultimate Field Of Dreams,,,,,,,,,,
UFC 26: Ultimate Field Of Dreams,,,,,,,,,,
UFC 28: High Stakes,W/L,,,,,,,,,
UFC 28: High Stakes,,,,,,,,,,
UFC 28: High Stakes,,,,,,,,,,
UFC 28: High Stakes,,,,,,,,,,
UFC 28: High Stakes,,,,,,,,,,
UFC 28: High Stakes,,,,,,,,,,
