Event,Date,Location,W/L,Fighter 1,Fighter 2,Kd 1,Kd 2,Str 1,Str 2,Td 1,Td 2,Sub 1,Sub 2,Weight class,Method,Round,Time
UFC 49: Unfinished Business,"August 21, 2004","Las Vegas, Nevada, USA",,Chuck Liddell,Vernon White,2,0,31,13,1,0,0,0,Light Heavyweight,KO/TKO,1,4:05
UFC 49: Unfinished Business,"August 21, 2004","Las Vegas, Nevada, USA",,David Terrell,Matt Lindland,1,0,5,0,0,0,0,0,Middleweight,KO/TKO,1,0:24
UFC 49: Unfinished Business,"August 21, 2004","Las Vegas, Nevada, USA",,Justin Eilers,Mike Kyle,1,0,4,7,0,0,0,0,Heavyweight,KO/TKO,1,1:14
UFC 49: Unfinished Business,"August 21, 2004","Las Vegas, Nevada, USA",,Chris Lytle,Ronald Jhun,1,0,12,8,0,1,2,0,Welterweight,SUB,2,1:17
UFC 49: Unfinished Business,"August 21, 2004","Las Vegas, Nevada, USA",,Karo Parisyan,Nick Diaz,0,0,27,37,9,1,0,2,Welterweight,S-DEC,3,5:00
UFC 49: Unfinished Business,"August 21, 2004","Las Vegas, Nevada, USA",,Yves Edwards,Josh Thomson,1,0,16,13,0,2,0,0,Lightweight,KO/TKO,1,4:32
UFC 301: Pantoja vs. Erceg,"May 04, 2024","Rio de Janeiro, Rio de Janeiro, Brazil",,Alexandre Pantoja,Steve Erceg,0,0,125,111,9,1,0,0,Flyweight,U-DEC,5,5:00
UFC 301: Pantoja vs. Erceg,"May 04, 2024","Rio de Janeiro, Rio de Janeiro, Brazil",,Jose Aldo,Jonathan Martinez,0,0,77,52,1,0,0,0,Bantamweight,U-DEC,3,5:00
UFC 301: Pantoja vs. Erceg,"May 04, 2024","Rio de Janeiro, Rio de Janeiro, Brazil",,Anthony Smith,Vitor Petrino,0,0,11,10,0,1,1,0,Light Heavyweight,SUB,1,2:00
UFC 301: Pantoja vs. Erceg,"May 04, 2024","Rio de Janeiro, Rio de Janeiro, Brazil",,Michel Pereira,Ihor Potieria,0,0,6,2,0,0,1,0,Middleweight,SUB,1,0:54
UFC 301: Pantoja vs. Erceg,"May 04, 2024","Rio de Janeiro, Rio de Janeiro, Brazil",,Caio Borralho,Paul Craig,1,0,36,22,0,0,0,0,Middleweight,KO/TKO,2,2:10
UFC 301: Pantoja vs. Erceg,"May 04, 2024","Rio de Janeiro, Rio de Janeiro, Brazil",,Joanderson Brito,Jack Shore,0,0,30,24,1,0,0,0,Featherweight,KO/TKO,2,3:35
UFC 301: Pantoja vs. Erceg,"May 04, 2024","Rio de Janeiro, Rio de Janeiro, Brazil",,Iasmin Lucindo,Karolina Kowalkiewicz,0,0,83,42,2,0,0,0,Women's Strawweight,U-DEC,3,5:00
UFC 301: Pantoja vs. Erceg,"May 04, 2024","Rio de Janeiro, Rio de Janeiro, Brazil",,Myktybek Orolbai,Elves Brener,1,0,65,48,5,3,0,0,Lightweight,U-DEC,3,5:00
UFC 301: Pantoja vs. Erceg,"May 04, 2024","Rio de Janeiro, Rio de Janeiro, Brazil",,Drakkar Klose,Joaquim Silva,0,1,70,59,0,0,0,1,Lightweight,U-DEC,3,5:00
UFC 301: Pantoja vs. Erceg,"May 04, 2024","Rio de Janeiro, Rio de Janeiro, Brazil",,Mauricio Ruffy,Jamie Mullarkey,1,0,25,14,0,0,0,0,Lightweight,KO/TKO,1,4:42
UFC 301: Pantoja vs. Erceg,"May 04, 2024","Rio de Janeiro, Rio de Janeiro, Brazil",,Dione Barbosa,Ernesta Kareckaite,0,0,39,53,2,1,1,0,Women's Flyweight,U-DEC,3,5:00
UFC 301: Pantoja vs. Erceg,"May 04, 2024","Rio de Janeiro, Rio de Janeiro, Brazil",,Ismael Bonfim,Vinc Pichel,0,0,111,61,1,1,0,0,Lightweight,U-DEC,3,5:00
UFC 301: Pantoja vs. Erceg,"May 04, 2024","Rio de Janeiro, Rio de Janeiro, Brazil",,Alessandro Costa,Kevin Borjas,1,0,46,18,0,0,0,0,Flyweight,KO/TKO,2,1:35
UFC 302: Makhachev vs. Poirier,"June 01, 2024","Newark, New Jersey, USA",,Islam Makhachev,Dustin Poirier,0,0,88,74,5,0,2,0,Lightweight,SUB,5,2:42
UFC 302: Makhachev vs. Poirier,"June 01, 2024","Newark, New Jersey, USA",,Sean Strickland,Paulo Costa,0,0,182,158,0,0,0,0,Middleweight,S-DEC,5,5:00
UFC 302: Makhachev vs. Poirier,"June 01, 2024","Newark, New Jersey, USA",,Kevin Holland,Michal Oleksiejczuk,0,0,8,8,0,0,1,0,Middleweight,SUB,1,1:34
UFC 302: Makhachev vs. Poirier,"June 01, 2024","Newark, New Jersey, USA",,Niko Price,Alex Morono,0,0,108,96,5,1,0,0,Welterweight,U-DEC,3,5:00
UFC 302: Makhachev vs. Poirier,"June 01, 2024","Newark, New Jersey, USA",,Randy Brown,Elizeu Zaleski dos Santos,0,0,67,26,0,4,2,1,Welterweight,U-DEC,3,5:00
UFC 302: Makhachev vs. Poirier,"June 01, 2024","Newark, New Jersey, USA",,Roman Kopylov,Cesar Almeida,1,0,41,58,5,0,0,0,Middleweight,S-DEC,3,5:00
UFC 302: Makhachev vs. Poirier,"June 01, 2024","Newark, New Jersey, USA",,Jailton Almeida,Alexandr Romanov,0,0,1,1,1,0,2,0,Heavyweight,SUB,1,2:27
UFC 302: Makhachev vs. Poirier,"June 01, 2024","Newark, New Jersey, USA",,Grant Dawson,Joe Solecki,0,0,46,12,3,0,0,1,Lightweight,U-DEC,3,5:00
UFC 302: Makhachev vs. Poirier,"June 01, 2024","Newark, New Jersey, USA",,Jake Matthews,Phil Rowe,0,0,66,34,1,0,0,0,Welterweight,U-DEC,3,5:00
UFC 302: Makhachev vs. Poirier,"June 01, 2024","Newark, New Jersey, USA",,Bassil Hafez,Mickey Gall,0,0,95,83,3,1,0,0,Welterweight,U-DEC,3,5:00
UFC 302: Makhachev vs. Poirier,"June 01, 2024","Newark, New Jersey, USA",,Ailin Perez,Joselyne Edwards,1,0,42,27,6,0,0,1,Women's Bantamweight,U-DEC,3,5:00
UFC 302: Makhachev vs. Poirier,"June 01, 2024","Newark, New Jersey, USA",,Andre Lima,Mitch Raposo,0,0,51,32,0,1,0,0,Flyweight,S-DEC,3,5:00
UFC Fight Night: Whittaker vs. Aliskerov,"June 22, 2024","Riyadh, Riyadh, Saudi Arabia",,Robert Whittaker,Ikram Aliskerov,1,0,14,5,0,0,0,0,Middleweight,KO/TKO,1,1:49
UFC Fight Night: Whittaker vs. Aliskerov,"June 22, 2024","Riyadh, Riyadh, Saudi Arabia",,Alexander Volkov,Sergei Pavlovich,0,0,83,46,0,0,0,0,Heavyweight,U-DEC,3,5:00
UFC Fight Night: Whittaker vs. Aliskerov,"June 22, 2024","Riyadh, Riyadh, Saudi Arabia",,Kelvin Gastelum,Daniel Rodriguez,0,0,112,127,4,0,0,0,Middleweight,U-DEC,3,5:00
UFC Fight Night: Whittaker vs. Aliskerov,"June 22, 2024","Riyadh, Riyadh, Saudi Arabia",,Shara Magomedov,Antonio Trocoli,1,0,82,16,0,0,0,0,Middleweight,KO/TKO,3,2:27
UFC Fight Night: Whittaker vs. Aliskerov,"June 22, 2024","Riyadh, Riyadh, Saudi Arabia",,Volkan Oezdemir,Johnny Walker,2,0,37,15,0,0,0,0,Light Heavyweight,KO/TKO,1,2:28
UFC Fight Night: Whittaker vs. Aliskerov,"June 22, 2024","Riyadh, Riyadh, Saudi Arabia",,Nasrat Haqparast,Jared Gordon,0,0,146,141,0,0,0,0,Lightweight,S-DEC,3,5:00
UFC Fight Night: Whittaker vs. Aliskerov,"June 22, 2024","Riyadh, Riyadh, Saudi Arabia",,Felipe Lima,Muhammad Naimov,0,0,37,30,1,1,1,0,Featherweight,SUB,3,1:15
UFC Fight Night: Whittaker vs. Aliskerov,"June 22, 2024","Riyadh, Riyadh, Saudi Arabia",,Rinat Fakhretdinov,Nicolas Dalby,0,0,68,66,5,0,0,0,Welterweight,S-DEC,3,5:00
UFC Fight Night: Whittaker vs. Aliskerov,"June 22, 2024","Riyadh, Riyadh, Saudi Arabia",,Muin Gafurov,Kyung Ho Kang,0,0,47,12,1,3,0,0,Bantamweight,U-DEC,3,5:00
UFC Fight Night: Whittaker vs. Aliskerov,"June 22, 2024","Riyadh, Riyadh, Saudi Arabia",,Magomed Gadzhiyasulov,Brendson Ribeiro,0,0,26,17,5,3,0,1,Light Heavyweight,M-DEC,3,5:00
UFC Fight Night: Whittaker vs. Aliskerov,"June 22, 2024","Riyadh, Riyadh, Saudi Arabia",,ChangHo Lee,Xiao Long,0,0,84,68,2,2,0,0,Bantamweight,S-DEC,3,5:00
UFC 2: No Way Out,"March 11, 1994","Denver, Colorado, USA",,Royce Gracie,Patrick Smith,0,0,4,1,1,0,0,0,Open Weight,KO/TKO,1,1:17
UFC 2: No Way Out,"March 11, 1994","Denver, Colorado, USA",,Royce Gracie,Remco Pardoel,0,0,0,0,1,0,1,0,Open Weight,SUB,1,1:31
UFC 2: No Way Out,"March 11, 1994","Denver, Colorado, USA",,Patrick Smith,Johnny Rhodes,0,0,5,4,0,0,1,0,Open Weight,SUB,1,1:07
UFC 2: No Way Out,"March 11, 1994","Denver, Colorado, USA",,Royce Gracie,Jason DeLucia,0,0,0,0,0,1,1,0,Open Weight,SUB,1,1:07
UFC 2: No Way Out,"March 11, 1994","Denver, Colorado, USA",,Remco Pardoel,Orlando Wiet,0,0,7,1,1,0,0,0,Open Weight,KO/TKO,1,1:29
UFC 2: No Way Out,"March 11, 1994","Denver, Colorado, USA",,Johnny Rhodes,Fred Ettish,1,0,13,4,0,0,1,0,Open Weight,SUB,1,3:07
UFC 2: No Way Out,"March 11, 1994","Denver, Colorado, USA",,Patrick Smith,Scott Morris,0,0,13,0,0,0,0,0,Open Weight,KO/TKO,1,0:30
UFC 2: No Way Out,"March 11, 1994","Denver, Colorado, USA",,Royce Gracie,Minoki Ichihara,0,0,2,3,1,0,2,0,Open Weight,SUB,1,5:08
UFC 2: No Way Out,"March 11, 1994","Denver, Colorado, USA",,Jason DeLucia,Scott Baker,0,0,3,0,0,1,5,0,Open Weight,SUB,1,6:41
UFC 2: No Way Out,"March 11, 1994","Denver, Colorado, USA",,Remco Pardoel,Alberta Cerra Leon,0,0,4,1,1,0,1,0,Open Weight,SUB,1,9:51
UFC 2: No Way Out,"March 11, 1994","Denver, Colorado, USA",,Orlando Wiet,Robert Lucarelli,0,0,8,2,0,1,0,1,Open Weight,KO/TKO,1,2:50
UFC 2: No Way Out,"March 11, 1994","Denver, Colorado, USA",,Frank Hamaker,Thaddeus Luster,0,0,2,0,1,0,3,0,Open Weight,SUB,1,4:52
UFC 2: No Way Out,"March 11, 1994","Denver, Colorado, USA",,Johnny Rhodes,David Levicki,0,0,11,4,1,0,0,0,Open Weight,KO/TKO,1,12:13
UFC 2: No Way Out,"March 11, 1994","Denver, Colorado, USA",,Patrick Smith,Ray Wizard,0,0,1,1,0,0,1,0,Open Weight,SUB,1,0:58
UFC 2: No Way Out,"March 11, 1994","Denver, Colorado, USA",,Scott Morris,Sean Daugherty,0,0,1,0,1,0,1,0,Open Weight,SUB,1,0:20
UFC 4: Revenge of the Warriors,"December 16, 1994","Tulsa, Oklahoma, USA",,Royce Gracie,Dan Severn,0,0,0,4,0,1,3,0,Open Weight,SUB,1,15:49
UFC 4: Revenge of the Warriors,"December 16, 1994","Tulsa, Oklahoma, USA",,Dan Severn,Marcus Bossett,0,0,0,1,1,0,1,0,Open Weight,SUB,1,0:52
UFC 4: Revenge of the Warriors,"December 16, 1994","Tulsa, Oklahoma, USA",,Royce Gracie,Keith Hackney,0,0,11,4,0,0,3,0,Open Weight,SUB,1,5:32
UFC 4: Revenge of the Warriors,"December 16, 1994","Tulsa, Oklahoma, USA",,Dan Severn,Anthony Macias,0,0,0,8,2,0,1,0,Open Weight,SUB,1,1:45
UFC 4: Revenge of the Warriors,"December 16, 1994","Tulsa, Oklahoma, USA",,Steve Jennum,Melton Bowen,0,0,13,1,2,0,1,0,Open Weight,SUB,1,4:47
UFC 4: Revenge of the Warriors,"December 16, 1994","Tulsa, Oklahoma, USA",,Keith Hackney,Joe Son,0,0,8,0,0,1,1,1,Open Weight,SUB,1,2:44
UFC 4: Revenge of the Warriors,"December 16, 1994","Tulsa, Oklahoma, USA",,Royce Gracie,Ron van Clief,0,0,7,0,1,0,1,0,Open Weight,SUB,1,3:49
UFC 4: Revenge of the Warriors,"December 16, 1994","Tulsa, Oklahoma, USA",,Guy Mezger,Jason Fairn,0,1,19,9,1,0,0,0,Open Weight,KO/TKO,1,2:13
UFC 4: Revenge of the Warriors,"December 16, 1994","Tulsa, Oklahoma, USA",,Marcus Bossett,Eldo Xavier Dias,--,--,--,--,--,--,--,--,Open Weight,KO/TKO,1,4:55
UFC 4: Revenge of the Warriors,"December 16, 1994","Tulsa, Oklahoma, USA",,Joe Charles,Kevin Rosier,--,--,--,--,--,--,--,--,Open Weight,SUB,1,0:14
UFC 5: The Return of the Beast,"April 07, 1995","Charlotte, North Carolina, USA",,Dan Severn,Dave Beneteau,0,0,2,2,1,0,1,0,Open Weight,SUB,1,3:01
UFC 5: The Return of the Beast,"April 07, 1995","Charlotte, North Carolina, USA",,Ken Shamrock,Royce Gracie,0,0,10,3,1,0,0,0,Open Weight,Other,2,5:00
UFC 5: The Return of the Beast,"April 07, 1995","Charlotte, North Carolina, USA",,Dan Severn,Oleg Taktarov,0,0,9,0,1,0,0,0,Open Weight,KO/TKO,1,4:21
UFC 5: The Return of the Beast,"April 07, 1995","Charlotte, North Carolina, USA",,Dave Beneteau,Todd Medina,0,0,8,0,1,0,0,0,Open Weight,KO/TKO,1,2:12
UFC 5: The Return of the Beast,"April 07, 1995","Charlotte, North Carolina, USA",,Dan Severn,Joe Charles,0,0,2,1,1,0,1,0,Open Weight,SUB,1,1:38
UFC 5: The Return of the Beast,"April 07, 1995","Charlotte, North Carolina, USA",,Oleg Taktarov,Ernie Verdicia,0,0,0,2,0,0,1,0,Open Weight,SUB,1,2:23
UFC 5: The Return of the Beast,"April 07, 1995","Charlotte, North Carolina, USA",,Todd Medina,Larry Cureton,0,0,4,1,1,0,1,0,Open Weight,SUB,1,2:55
UFC 5: The Return of the Beast,"April 07, 1995","Charlotte, North Carolina, USA",,Jon Hess,Andy Anderson,0,0,17,2,0,0,0,0,Open Weight,KO/TKO,1,1:23
UFC 5: The Return of the Beast,"April 07, 1995","Charlotte, North Carolina, USA",,Guy Mezger,John Dowdy,1,0,12,0,0,0,0,0,Open Weight,KO/TKO,1,2:02
UFC 5: The Return of the Beast,"April 07, 1995","Charlotte, North Carolina, USA",,Dave Beneteau,Asbel Cancio,0,0,12,0,1,0,0,0,Open Weight,KO/TKO,1,0:21
UFC Fight Night: Diaz vs Neer,"September 17, 2008","Omaha, Nebraska, USA",,Nate Diaz,Josh Neer,0,0,40,26,5,4,0,4,Lightweight,S-DEC,3,5:00
UFC Fight Night: Diaz vs Neer,"September 17, 2008","Omaha, Nebraska, USA",,Clay Guida,Mac Danzig,0,0,43,36,10,1,0,0,Lightweight,U-DEC,3,5:00
UFC Fight Night: Diaz vs Neer,"September 17, 2008","Omaha, Nebraska, USA",,Alan Belcher,Ed Herman,0,0,54,43,0,5,0,2,Middleweight,S-DEC,3,5:00
UFC Fight Night: Diaz vs Neer,"September 17, 2008","Omaha, Nebraska, USA",,Eric Schafer,Houston Alexander,0,0,24,12,1,0,2,0,Light Heavyweight,SUB,1,4:53
UFC Fight Night: Diaz vs Neer,"September 17, 2008","Omaha, Nebraska, USA",,Alessio Sakara,Joe Vedepo,1,0,7,7,0,0,0,0,Middleweight,KO/TKO,1,1:27
UFC Fight Night: Diaz vs Neer,"September 17, 2008","Omaha, Nebraska, USA",,Wilson Gouveia,Ryan Jensen,0,0,8,30,1,2,2,0,Middleweight,SUB,2,2:04
UFC Fight Night: Diaz vs Neer,"September 17, 2008","Omaha, Nebraska, USA",,Joe Lauzon,Kyle Bradley,0,0,23,18,1,0,2,0,Lightweight,KO/TKO,2,1:34
UFC Fight Night: Diaz vs Neer,"September 17, 2008","Omaha, Nebraska, USA",,Jason Brilz,Brad Morris,0,0,34,4,1,0,1,0,Light Heavyweight,KO/TKO,2,2:54
UFC Fight Night: Diaz vs Neer,"September 17, 2008","Omaha, Nebraska, USA",,Mike Massenzio,Drew McFedries,0,0,0,3,1,0,1,1,Middleweight,SUB,1,1:28
UFC Fight Night: Diaz vs Neer,"September 17, 2008","Omaha, Nebraska, USA",,Dan Miller,Rob Kimmons,0,0,0,0,0,0,2,0,Middleweight,SUB,1,1:27
UFC 34: High Voltage,"November 02, 2001","Las Vegas, Nevada, USA",,Randy Couture,Pedro Rizzo,0,0,41,13,3,1,0,0,Heavyweight,KO/TKO,3,3:22
UFC 34: High Voltage,"November 02, 2001","Las Vegas, Nevada, USA",,Ricco Rodriguez,Pete Williams,0,0,26,4,5,0,1,1,Heavyweight,KO/TKO,2,4:02
UFC 34: High Voltage,"November 02, 2001","Las Vegas, Nevada, USA",,Matt Hughes,Carlos Newton,0,0,8,2,4,0,1,1,Welterweight,KO/TKO,2,1:27
UFC 34: High Voltage,"November 02, 2001","Las Vegas, Nevada, USA",,BJ Penn,Caol Uno,1,0,5,0,1,0,0,0,Lightweight,KO/TKO,1,0:11
UFC 34: High Voltage,"November 02, 2001","Las Vegas, Nevada, USA",,Josh Barnett,Bobby Hoffman,0,0,17,6,2,1,1,1,Heavyweight,KO/TKO,2,4:25
UFC 34: High Voltage,"November 02, 2001","Las Vegas, Nevada, USA",,Evan Tanner,Homer Moore,0,0,4,4,0,2,4,0,Light Heavyweight,SUB,2,0:55
UFC 34: High Voltage,"November 02, 2001","Las Vegas, Nevada, USA",,Matt Lindland,Phil Baroni,0,1,71,32,4,0,0,2,Middleweight,M-DEC,3,5:00
UFC 34: High Voltage,"November 02, 2001","Las Vegas, Nevada, USA",,Frank Mir,Roberto Traven,0,0,3,1,0,0,1,0,Heavyweight,SUB,1,1:05
UFC 8: David vs Goliath,"February 16, 1996","San Juan, Puerto Rico",,Don Frye,Gary Goodridge,0,0,12,2,0,1,0,0,Open Weight,KO/TKO,1,2:14
UFC 8: David vs Goliath,"February 16, 1996","San Juan, Puerto Rico",,Ken Shamrock,Kimo Leopoldo,0,0,0,4,1,0,2,0,Open Weight,SUB,1,4:24
UFC 8: David vs Goliath,"February 16, 1996","San Juan, Puerto Rico",,Gary Goodridge,Jerry Bohlander,0,0,3,1,1,0,1,0,Open Weight,KO/TKO,1,5:31
UFC 8: David vs Goliath,"February 16, 1996","San Juan, Puerto Rico",,Don Frye,Sam Adkins,0,0,5,0,1,0,0,0,Open Weight,KO/TKO,1,0:48
UFC 8: David vs Goliath,"February 16, 1996","San Juan, Puerto Rico",,Gary Goodridge,Paul Herrera,0,0,8,0,1,0,0,0,Open Weight,KO/TKO,1,0:13
UFC 8: David vs Goliath,"February 16, 1996","San Juan, Puerto Rico",,Jerry Bohlander,Scott Ferrozzo,0,0,7,9,0,2,1,1,Open Weight,SUB,1,9:03
UFC 8: David vs Goliath,"February 16, 1996","San Juan, Puerto Rico",,Paul Varelans,Joe Moreira,0,0,9,12,0,0,0,0,Open Weight,U-DEC,1,10:00
UFC 8: David vs Goliath,"February 16, 1996","San Juan, Puerto Rico",,Don Frye,Thomas Ramirez,1,0,3,1,0,0,0,0,Open Weight,KO/TKO,1,0:08
UFC 8: David vs Goliath,"February 16, 1996","San Juan, Puerto Rico",,Sam Adkins,Keith Mielke,--,--,--,--,--,--,--,--,Open Weight,KO/TKO,1,0:50
UFC Fight Night: Lewis vs. Nascimento,"May 11, 2024","St. Louis, Missouri, USA",,Derrick Lewis,Rodrigo Nascimento,1,0,41,27,1,1,0,0,Heavyweight,KO/TKO,3,0:49
UFC Fight Night: Lewis vs. Nascimento,"May 11, 2024","St. Louis, Missouri, USA",,Joaquin Buckley,Nursulton Ruziboev,1,0,86,31,4,0,0,0,Welterweight,U-DEC,3,5:00
UFC Fight Night: Lewis vs. Nascimento,"May 11, 2024","St. Louis, Missouri, USA",,Carlos Ulberg,Alonzo Menifield,1,0,7,1,0,0,0,0,Light Heavyweight,KO/TKO,1,0:12
UFC Fight Night: Lewis vs. Nascimento,"May 11, 2024","St. Louis, Missouri, USA",,Diego Ferreira,Mateusz Rebecki,0,1,123,52,3,4,0,0,Lightweight,KO/TKO,3,4:51
UFC Fight Night: Lewis vs. Nascimento,"May 11, 2024","St. Louis, Missouri, USA",,Sean Woodson,Alex Caceres,0,0,101,82,0,0,0,0,Featherweight,U-DEC,3,5:00
UFC Fight Night: Lewis vs. Nascimento,"May 11, 2024","St. Louis, Missouri, USA",,Waldo Cortes-Acosta,Robelis Despaigne,0,0,52,26,3,0,1,0,Heavyweight,U-DEC,3,5:00
UFC Fight Night: Lewis vs. Nascimento,"May 11, 2024","St. Louis, Missouri, USA",,Chase Hooper,Viacheslav Borshchev,1,0,62,2,1,0,2,0,Lightweight,SUB,2,3:00
UFC Fight Night: Lewis vs. Nascimento,"May 11, 2024","St. Louis, Missouri, USA",,Esteban Ribovics,Terrance McKinney,1,0,5,5,0,0,0,0,Lightweight,KO/TKO,1,0:37
UFC Fight Night: Lewis vs. Nascimento,"May 11, 2024","St. Louis, Missouri, USA",,Tabatha Ricci,Tecia Pennington,0,0,54,80,1,0,0,0,Women's Strawweight,S-DEC,3,5:00
UFC Fight Night: Lewis vs. Nascimento,"May 11, 2024","St. Louis, Missouri, USA",,Trey Waters,Billy Ray Goff,0,0,96,116,0,1,1,0,Welterweight,U-DEC,3,5:00
UFC Fight Night: Lewis vs. Nascimento,"May 11, 2024","St. Louis, Missouri, USA",,Charles Johnson,Jake Hadley,1,0,70,48,0,0,0,0,Flyweight,U-DEC,3,5:00
UFC Fight Night: Lewis vs. Nascimento,"May 11, 2024","St. Louis, Missouri, USA",,Veronica Hardy,JJ Aldrich,0,0,36,27,0,0,0,0,Women's Flyweight,U-DEC,3,5:00
UFC Fight Night: Perez vs. Taira,"June 15, 2024","Las Vegas, Nevada, USA",,Tatsuro Taira,Alex Perez,0,0,31,41,2,1,0,0,Flyweight,KO/TKO,2,2:59
UFC Fight Night: Perez vs. Taira,"June 15, 2024","Las Vegas, Nevada, USA",,Miles Johns,Douglas Silva de Andrade,0,0,50,36,0,0,0,0,Bantamweight,U-DEC,3,5:00
UFC Fight Night: Perez vs. Taira,"June 15, 2024","Las Vegas, Nevada, USA",,Lucas Almeida,Timmy Cuamba,1,0,70,59,0,2,0,0,Featherweight,U-DEC,3,5:00
UFC Fight Night: Perez vs. Taira,"June 15, 2024","Las Vegas, Nevada, USA",,Brady Hiestand,Garrett Armfield,0,1,22,49,6,0,3,1,Bantamweight,SUB,3,1:52
UFC Fight Night: Perez vs. Taira,"June 15, 2024","Las Vegas, Nevada, USA",,Asu Almabayev,Jose Johnson,0,0,20,5,6,1,4,1,Flyweight,U-DEC,3,5:00
UFC Fight Night: Perez vs. Taira,"June 15, 2024","Las Vegas, Nevada, USA",,Adam Fugitt,Josh Quinlan,0,0,80,53,0,0,0,0,Welterweight,S-DEC,3,5:00
UFC Fight Night: Perez vs. Taira,"June 15, 2024","Las Vegas, Nevada, USA",,Nate Maness,Jimmy Flick,0,0,89,37,0,1,2,2,Flyweight,U-DEC,3,5:00
UFC Fight Night: Perez vs. Taira,"June 15, 2024","Las Vegas, Nevada, USA",,Gabriella Fernandes,Carli Judice,0,0,119,169,2,2,0,0,Women's Flyweight,S-DEC,3,5:00
UFC Fight Night: Perez vs. Taira,"June 15, 2024","Las Vegas, Nevada, USA",,Westin Wilson,Jeka Saragih,0,0,0,4,1,0,3,0,Featherweight,SUB,1,1:49
UFC 6: Clash of the Titans,"July 14, 1995","Casper, Wyoming, USA",,Oleg Taktarov,David Abbott,0,0,4,17,0,2,4,1,Open Weight,SUB,1,17:45
UFC 6: Clash of the Titans,"July 14, 1995","Casper, Wyoming, USA",,Ken Shamrock,Dan Severn,0,0,2,2,0,0,2,0,Open Weight,SUB,1,2:14
UFC 6: Clash of the Titans,"July 14, 1995","Casper, Wyoming, USA",,Oleg Taktarov,Anthony Macias,0,0,0,0,0,0,1,0,Open Weight,SUB,1,0:09
UFC 6: Clash of the Titans,"July 14, 1995","Casper, Wyoming, USA",,David Abbott,Paul Varelans,0,0,14,1,1,0,0,0,Open Weight,KO/TKO,1,1:53
UFC 6: Clash of the Titans,"July 14, 1995","Casper, Wyoming, USA",,Oleg Taktarov,Dave Beneteau,0,0,0,5,0,1,1,0,Open Weight,SUB,1,0:57
UFC Fight Night: Perez vs. Taira,"June 15, 2024","Las Vegas, Nevada, USA",,Melquizael Costa,Shayilan Nuerdanbieke,0,0,16,6,2,4,2,1,Featherweight,SUB,3,1:50
UFC Fight Night: Perez vs. Taira,"June 15, 2024","Las Vegas, Nevada, USA",,Josefine Knutsson,Julia Polastri,0,0,124,64,0,3,0,1,Women's Strawweight,U-DEC,3,5:00
UFC 6: Clash of the Titans,"July 14, 1995","Casper, Wyoming, USA",,Patrick Smith,Rudyard Moncayo,1,0,6,0,2,0,1,0,Open Weight,SUB,1,1:08
UFC 6: Clash of the Titans,"July 14, 1995","Casper, Wyoming, USA",,Paul Varelans,Cal Worsham,1,0,8,9,0,0,0,0,Open Weight,KO/TKO,1,1:02
UFC 6: Clash of the Titans,"July 14, 1995","Casper, Wyoming, USA",,David Abbott,John Matua,2,0,7,0,0,0,0,0,Open Weight,KO/TKO,1,0:20
UFC 6: Clash of the Titans,"July 14, 1995","Casper, Wyoming, USA",,Anthony Macias,He-Man Gipson,--,--,--,--,--,--,--,--,Open Weight,KO/TKO,1,3:06
UFC 6: Clash of the Titans,"July 14, 1995","Casper, Wyoming, USA",,Joel Sutton,Jack McGlaughlin,--,--,--,--,--,--,--,--,Open Weight,KO/TKO,1,2:01
UFC 7: The Brawl in Buffalo,"September 08, 1995","Buffalo, New York, USA",,Marco Ruas,Paul Varelans,1,0,33,10,0,0,0,1,Open Weight,KO/TKO,1,13:17
UFC 7: The Brawl in Buffalo,"September 08, 1995","Buffalo, New York, USA",,Ken Shamrock,Oleg Taktarov,0,0,29,4,1,0,1,0,Open Weight,Other,2,3:00
UFC 7: The Brawl in Buffalo,"September 08, 1995","Buffalo, New York, USA",,Marco Ruas,Remco Pardoel,0,0,4,2,0,1,2,2,Open Weight,SUB,1,12:27
UFC 7: The Brawl in Buffalo,"September 08, 1995","Buffalo, New York, USA",,Paul Varelans,Mark Hall,0,0,2,2,1,0,2,0,Open Weight,SUB,1,1:01
UFC 7: The Brawl in Buffalo,"September 08, 1995","Buffalo, New York, USA",,Marco Ruas,Larry Cureton,0,0,1,6,1,0,3,1,Open Weight,SUB,1,3:23
UFC 7: The Brawl in Buffalo,"September 08, 1995","Buffalo, New York, USA",,Remco Pardoel,Ryan Parker,0,0,0,0,1,0,1,0,Open Weight,SUB,1,3:05
UFC 7: The Brawl in Buffalo,"September 08, 1995","Buffalo, New York, USA",,Mark Hall,Harold Howard,0,0,1,4,0,1,0,0,Open Weight,KO/TKO,1,1:41
UFC 7: The Brawl in Buffalo,"September 08, 1995","Buffalo, New York, USA",,Paul Varelans,Gerry Harris,0,0,4,0,1,0,0,0,Open Weight,KO/TKO,1,1:05
UFC 7: The Brawl in Buffalo,"September 08, 1995","Buffalo, New York, USA",,Scott Bessac,David Hood,0,0,1,2,0,0,2,0,Open Weight,SUB,1,0:31
UFC 7: The Brawl in Buffalo,"September 08, 1995","Buffalo, New York, USA",,Onassis Parungao,Francesco Maturi,--,--,--,--,--,--,--,--,Open Weight,KO/TKO,1,5:26
UFC 7: The Brawl in Buffalo,"September 08, 1995","Buffalo, New York, USA",,Joel Sutton,Geza Kalman,--,--,--,--,--,--,--,--,Open Weight,KO/TKO,1,0:48
