,Event,Date,Location,W/L 1,Fighter 1,Fighter 2,Weight class,Stance 1,Career W 1,Career L 1,born_year 1,W 1,L 1,Num Fights 1,W Perc 1,Sig Strikes 1,Sig Str % 1,Sig Strikes Opp 1,Sig Str % Opp 1,Strikes 1,Str % 1,Strikes Opp 1,Str % Opp 1,TD 1,TD % 1,TD Opp 1,TD % Opp 1,KD Total 1,KD Total Opp 1,DEC 1,KO 1,SUB 1,DEC Opp 1,KO Opp 1,SUB Opp 1,CTRL Total 1,CTRL Total Opp 1,Time Total 1,Streak 1,Ht Diff 1,Reach Diff 1,Age 1,Career Fights 1,Career W Perc 1,W 2,L 2,Num Fights 2,W Perc 2,Sig Strikes 2,Sig Str % 2,Sig Strikes Opp 2,Sig Str % Opp 2,Strikes 2,Str % 2,Strikes Opp 2,Str % Opp 2,TD 2,TD % 2,TD Opp 2,TD % Opp 2,KD Total 2,KD Total Opp 2,DEC 2,KO 2,SUB 2,DEC Opp 2,KO Opp 2,SUB Opp 2,CTRL Total 2,CTRL Total Opp 2,Time Total 2,Streak 2,Career W 2,Career L 2,Career Fights 2,Career W Perc 2,Ht Diff 2,Reach Diff 2,Age 2,Stance 2,born_year 2
42,UFC Fight Night: Rodriguez vs. Stephens,2019-09-21 00:00:00,"Mexico City, Distrito Federal, Mexico",,Ariane Carnelossi,Angela Hill,Women's Strawweight,Orthodox,12,1,1992,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-3,27,13.0,92.3076923076923,4,7,11,36,754,21.950509461426492,805,20.084830339321357,873,24.3446737311768,970,22.705992509363295,5,21.73913043478261,12,33.33333333333333,1,1,4,0,0,5,0,2,710,1707,8531,-1,9,8,17.0,52.94117647058824,1,3,34,Orthodox,1985
43,UFC 261: Usman vs. Masvidal 2,2021-04-24 00:00:00,"Jacksonville, Florida, USA",win,Ariane Carnelossi,Liang Na,Women's Strawweight,Orthodox,12,2,1992,0,1,1,0,92,50.0,72,38.70967741935484,93,25.203252032520325,83,21.671018276762403,0,0.0,0,0.0,0,0,0,0,0,0,1,0,59,38,716,-1,-3,-6,29,14.0,85.71428571428571,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,19,4,23.0,82.6086956521739,3,6,25,Orthodox,1996
44,UFC Fight Night: Ladd vs. Dumont,2021-10-16 00:00:00,"Las Vegas, Nevada, USA",win,Ariane Carnelossi,Istela Nunes,Women's Strawweight,Orthodox,13,2,1992,1,1,2,50,111,28.030303030303028,96,23.132530120481928,129,29.119638826185103,174,32.95454545454545,3,75.0,0,0.0,0,0,0,1,0,0,1,0,227,194,1104,1,-2,-5,29,15.0,86.66666666666667,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,7.0,85.71428571428571,2,5,29,Orthodox,1992
45,UFC 274: Oliveira vs. Gaethje,2022-05-07 00:00:00,"Phoenix, Arizona, USA",,Ariane Carnelossi,Loopy Godinez,Women's Strawweight,Orthodox,14,2,1992,2,1,3,66,173,30.782918149466195,132,20.754716981132077,227,31.615598885793872,250,31.48614609571788,3,75.0,5,62.5,0,0,0,1,1,0,1,0,227,618,1881,2,0,0,30,16.0,87.5,2,2,4,50,119,23.799999999999997,80,17.937219730941703,244,39.04,210,38.60294117647059,9,52.94117647058824,8,23.52941176470588,0,0,1,0,1,2,0,0,682,1179,2954,1,7,2,9.0,77.77777777777779,0,0,29,Orthodox,1993
46,UFC Fight Night: Barboza vs. Murphy,2024-05-18 00:00:00,"Las Vegas, Nevada, USA",win,Ariane Carnelossi,Piera Rodriguez,Women's Strawweight,Orthodox,14,3,1992,2,2,4,50,219,28.11296534017972,141,17.32186732186732,357,37.5,273,32.15547703180212,11,91.66666666666666,5,55.55555555555556,0,0,0,1,1,1,1,0,1033,618,2781,-1,-1,-2,32,17.0,82.35294117647058,2,1,3,66,145,25.39404553415061,126,23.290203327171906,191,30.906148867313917,178,29.519071310116086,9,56.25,4,33.33333333333333,0,0,2,0,0,0,0,1,483,607,2361,-1,9,1,10.0,90.0,1,2,32,Orthodox,1992
47,UFC Fight Night: Dolidze vs. Imavov,2024-02-03 00:00:00,"Las Vegas, Nevada, USA",,Thomas Petersen,Jamal Pogues,Heavyweight,Southpaw,8,1,1995,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-3,29,9.0,88.88888888888889,1,1,2,50,73,18.961038961038962,128,43.389830508474574,88,16.89059500959693,147,32.378854625550666,1,33.33333333333333,5,45.45454545454545,0,0,1,0,0,1,0,0,149,349,1800,-1,10,4,14.0,71.42857142857143,2,3,29,Orthodox,1995
48,UFC Fight Night: Lemos vs. Jandiroba,2024-07-20 00:00:00,"Las Vegas, Nevada, USA",win,Thomas Petersen,Mohammed Usman,Heavyweight,Southpaw,8,2,1995,0,1,1,0,65,52.41935483870967,58,67.44186046511628,66,26.506024096385545,116,48.53556485355649,0,0.0,1,16.666666666666664,0,0,0,0,0,1,0,0,4,167,900,-1,-1,-5,29,10.0,80.0,3,1,4,75,176,21.515892420537895,198,25.12690355329949,282,29.132231404958674,227,23.744769874476987,3,18.75,0,0.0,1,0,2,1,0,1,0,0,912,53,3036,-1,11,3,14.0,78.57142857142857,1,5,35,Orthodox,1989
49,UFC Fight Night: Gane vs. Tuivasa,2022-09-03 00:00:00,"Paris, Ile-de-France, France",,Ailin Perez,Stephanie Egger,Women's Featherweight,Switch,7,1,1994,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-2,28,8.0,87.5,2,2,4,50,49,18.992248062015506,51,16.831683168316832,111,40.36363636363636,125,40.71661237785016,5,41.66666666666667,5,71.42857142857143,0,0,0,1,1,1,0,1,500,702,1643,-1,7,3,10.0,70.0,1,2,34,Orthodox,1988
50,UFC Fight Night: Holm vs. Bueno Silva,2023-07-15 00:00:00,"Las Vegas, Nevada, USA",win,Ailin Perez,Ashlee Evans-Smith,Women's Bantamweight,Switch,7,2,1994,0,1,1,0,16,47.05882352941176,15,68.18181818181817,41,43.15789473684211,47,54.65116279069767,1,33.33333333333333,2,28.57142857142857,0,0,0,0,0,0,0,1,93,419,594,-1,-3,-1,29,9.0,77.77777777777779,3,5,8,37,504,24.045801526717558,378,16.62269129287599,604,26.561125769569045,451,18.460908718788374,7,36.84210526315789,5,19.230769230769234,1,0,2,1,0,3,0,2,1288,306,5736,-2,6,5,11.0,54.54545454545454,3,1,36,Orthodox,1987
51,UFC Fight Night: Allen vs. Craig,2023-11-18 00:00:00,"Las Vegas, Nevada, USA",win,Ailin Perez,Lucie Pudilova,Women's Bantamweight,Switch,8,2,1994,1,1,2,50,28,19.718309859154928,75,39.473684210526315,54,28.272251308900525,174,45.78947368421053,1,25.0,12,54.54545454545454,0,0,1,0,0,0,0,1,101,1115,1494,1,-3,-1,29,10.0,80.0,3,6,9,33,440,17.350157728706623,514,24.08622305529522,640,23.93418100224383,676,29.558373414954087,5,23.809523809523807,7,43.75,0,2,2,1,0,5,0,1,1122,1783,7224,-1,14,8,22.0,63.63636363636363,3,1,29,Orthodox,1994
52,UFC 302: Makhachev vs. Poirier,2024-06-01 00:00:00,"Newark, New Jersey, USA",win,Ailin Perez,Joselyne Edwards,Women's Bantamweight,Switch,9,2,1994,2,1,3,66,48,20.600858369098713,117,25.770925110132158,95,31.666666666666664,297,46.845425867507885,1,25.0,14,46.666666666666664,0,0,2,0,0,0,0,1,350,1631,2394,2,-3,-4,30,11.0,81.81818181818183,4,3,7,57,364,22.89308176100629,484,24.18790604697651,558,32.631578947368425,721,33.77049180327869,9,32.142857142857146,11,36.666666666666664,0,0,4,0,0,3,0,0,1063,2093,6300,-1,13,5,18.0,72.22222222222221,3,4,29,Orthodox,1995
53,UFC Fight Night: Ribas vs. Namajunas,2024-03-23 00:00:00,"Las Vegas, Nevada, USA",win,Andre Lima,Igor Severino,Flyweight,Orthodox,7,0,1999,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,25,7.0,100.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8.0,100.0,0,2,21,Orthodox,2003
54,UFC 302: Makhachev vs. Poirier,2024-06-01 00:00:00,"Newark, New Jersey, USA",win,Andre Lima,Mitch Raposo,Flyweight,Orthodox,8,0,1999,1,0,1,100,36,46.15384615384615,30,51.724137931034484,40,24.539877300613497,38,30.64516129032258,5,55.55555555555556,1,50.0,0,0,0,0,0,0,0,0,180,24,472,1,2,3,25,8.0,100.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,10.0,90.0,-2,-3,26,Switch,1998
55,UFC Fight Night: Ankalaev vs. Walker 2,2024-01-13 00:00:00,"Las Vegas, Nevada, USA",win,Jean Silva,Westin Wilson,Featherweight,Orthodox,11,2,1996,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-4,28,13.0,84.61538461538461,0,1,1,0,4,50.0,22,73.33333333333333,14,53.84615384615385,24,38.70967741935484,0,0.0,1,100.0,0,0,0,0,0,0,1,0,0,128,174,-1,16,8,24.0,66.66666666666666,6,4,35,Southpaw,1989
56,UFC 303: Pereira vs. Prochazka 2,2024-06-29 00:00:00,"Las Vegas, Nevada, USA",win,Jean Silva,Charles Jourdain,Featherweight,Orthodox,12,2,1996,1,0,1,100,11,30.555555555555557,25,69.44444444444444,11,15.277777777777779,25,34.72222222222222,0,0.0,1,100.0,0,1,0,1,0,0,0,0,4,8,252,1,-2,0,28,14.0,85.71428571428571,6,7,13,46,861,23.732083792723262,745,20.574426953880142,1183,30.960481549332634,956,25.18440463645943,9,47.368421052631575,16,42.10526315789473,5,3,2,2,2,6,0,1,1232,1568,9763,-1,15,7,22.0,68.18181818181817,2,0,29,Switch,1995
57,UFC Fight Night: Namajunas vs. Cortez,2024-07-13 00:00:00,"Denver, Colorado, USA",win,Jean Silva,Drew Dober,Lightweight,Orthodox,13,2,1996,2,0,2,100,34,28.8135593220339,59,46.45669291338583,35,21.084337349397593,60,32.78688524590164,3,30.0,1,100.0,0,3,0,2,0,0,0,0,81,17,634,2,-1,-1,28,15.0,86.66666666666667,13,9,22,59,806,20.13489882588059,780,21.37571937517128,1065,26.12855740922473,1143,29.874542603240982,13,24.528301886792452,22,40.0,9,2,3,9,1,4,1,4,1614,2865,10968,-1,27,13,40.0,67.5,1,1,36,Southpaw,1988
58,The Ultimate Fighter: Heavyweights Finale,2009-12-05 00:00:00,"Las Vegas, Nevada, USA",win,Jon Madsen,Justin Wren,Heavyweight,Orthodox,4,1,1980,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,29,5.0,80.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,14.0,92.85714285714286,2,0,22,Orthodox,1987
59,UFC 112: Invincible,2010-04-10 00:00:00,"Abu Dhabi, United Arab Emirates",win,Jon Madsen,Mostapha Al-Turk,Heavyweight,Orthodox,5,1,1980,1,0,1,100,26,26.0,17,10.69182389937107,26,13.0,17,5.345911949685535,0,0.0,0,0.0,0,0,1,0,0,0,0,0,0,16,900,1,-2,-5,30,6.0,83.33333333333334,0,2,2,0,11,23.91304347826087,50,30.67484662576687,14,19.718309859154928,91,45.5,0,0.0,2,100.0,0,2,0,0,0,0,2,0,97,92,463,-2,6,5,11.0,54.54545454545454,2,5,37,Orthodox,1973
60,UFC 116: Lesnar vs Carwin,2010-07-03 00:00:00,"Las Vegas, Nevada, USA",win,Jon Madsen,Karlos Vemola,Heavyweight,Orthodox,6,1,1980,2,0,2,100,58,19.52861952861953,37,8.314606741573034,58,14.720812182741117,37,6.468531468531468,1,50.0,0,0.0,0,0,2,0,0,0,0,0,6,16,1800,2,0,-3,30,7.0,85.71428571428571,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,16.0,93.75,0,3,25,Orthodox,1985
61,UFC 121: Lesnar vs Velasquez,2010-10-23 00:00:00,"Anaheim, California, USA",win,Jon Madsen,Gilbert Yvel,Heavyweight,Orthodox,7,1,1980,3,0,3,100,95,21.252796420581653,53,8.631921824104234,176,29.982964224872234,58,8.774583963691377,4,66.66666666666666,0,0.0,0,0,3,0,0,0,0,0,595,27,2700,3,-2,-5,30,8.0,87.5,0,2,2,0,36,37.11340206185567,58,40.845070422535215,72,36.18090452261307,137,44.336569579288025,0,0.0,5,71.42857142857143,0,1,0,0,0,1,1,0,96,743,1027,-2,39,15,54.0,72.22222222222221,2,5,34,Orthodox,1976
62,UFC Fight Night: Nogueira vs Davis,2011-03-26 00:00:00,"Seattle, Washington, USA",,Jon Madsen,Mike Russow,Heavyweight,Orthodox,8,1,1980,4,0,4,100,113,18.284789644012946,53,7.993966817496228,196,30.01531393568147,58,8.721804511278195,5,71.42857142857143,0,0.0,0,0,3,1,0,0,0,0,637,27,2808,4,-1,-1,31,9.0,88.88888888888889,2,0,2,100,72,21.88449848024316,25,13.513513513513514,138,27.00587084148728,50,21.73913043478261,8,72.72727272727273,0,0.0,0,1,1,1,0,0,0,0,685,34,1655,2,13,1,14.0,92.85714285714286,1,1,35,Orthodox,1976
63,UFC Live: Vera vs Jones,2010-03-21 00:00:00,"Broomfield, Colorado, USA",,Daniel Roberts,John Howard,Welterweight,Southpaw,12,3,1980,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,30,15.0,80.0,3,0,3,100,54,19.014084507042252,64,18.71345029239766,207,55.79514824797843,158,38.349514563106794,14,82.35294117647058,6,37.5,1,0,2,1,0,0,0,0,1082,923,2695,3,20,6,26.0,76.92307692307693,-3,-2,27,Orthodox,1983
64,UFC 116: Lesnar vs Carwin,2010-07-03 00:00:00,"Las Vegas, Nevada, USA",win,Daniel Roberts,Forrest Petz,Welterweight,Southpaw,12,4,1980,0,1,1,0,7,41.17647058823529,6,75.0,21,42.0,8,42.10526315789473,1,100.0,1,100.0,0,0,0,0,0,0,1,0,55,49,121,-1,1,3,30,16.0,75.0,2,3,5,40,162,15.340909090909092,156,19.696969696969695,300,24.13515687851971,335,37.767756482525364,6,100.0,8,24.242424242424242,5,1,2,0,0,2,0,1,730,804,3898,-1,26,8,34.0,76.47058823529412,-1,-3,35,Orthodox,1975
65,UFC 121: Lesnar vs Velasquez,2010-10-23 00:00:00,"Anaheim, California, USA",win,Daniel Roberts,Mike Guymon,Welterweight,Southpaw,13,4,1980,1,1,2,50,28,23.52941176470588,11,17.46031746031746,68,31.48148148148148,53,33.97435897435898,2,100.0,7,70.0,0,0,1,0,0,0,1,0,111,482,1021,1,-2,0,30,17.0,76.47058823529412,1,1,2,50,13,19.402985074626866,67,50.75757575757576,26,27.368421052631582,152,54.092526690391466,1,11.11111111111111,5,83.33333333333334,0,0,1,0,0,0,0,1,309,609,1167,1,15,4,19.0,78.94736842105263,2,0,36,Orthodox,1974
66,UFC 125: Resolution,2011-01-01 00:00:00,"Las Vegas, Nevada, USA",win,Daniel Roberts,Greg Soto,Welterweight,Southpaw,14,4,1980,2,1,3,66,28,12.785388127853881,13,7.83132530120482,68,30.630630630630627,55,31.25,2,66.66666666666666,8,72.72727272727273,0,0,1,0,1,0,1,0,128,484,1094,2,-1,1,31,18.0,77.77777777777779,1,1,2,50,50,26.737967914438503,117,35.670731707317074,107,39.62962962962963,244,45.18518518518518,0,0.0,7,53.84615384615385,0,0,1,0,0,0,0,0,98,1118,1590,1,9,3,12.0,75.0,1,-1,25,Orthodox,1986
67,UFC 129: St-Pierre vs Shields,2011-04-30 00:00:00,"Toronto, Ontario, Canada",,Daniel Roberts,Claude Patrick,Welterweight,Southpaw,15,4,1980,3,1,4,75,31,13.191489361702127,19,10.052910052910052,76,29.571984435797667,61,30.198019801980198,3,60.0,8,72.72727272727273,0,0,1,0,2,0,1,0,234,515,1319,3,-1,-1,31,19.0,78.94736842105263,2,0,2,100,17,32.075471698113205,36,40.909090909090914,63,52.94117647058824,87,50.28901734104046,0,0.0,4,57.14285714285714,0,0,1,0,1,0,0,0,145,1025,1308,2,13,1,14.0,92.85714285714286,1,1,31,Orthodox,1980
68,UFC Live: Kongo vs Barry,2011-06-26 00:00:00,"Pittsburgh, Pennsylvania, USA",,Daniel Roberts,Rich Attonito,Welterweight,Southpaw,15,5,1980,3,2,5,60,60,18.808777429467085,25,8.896797153024911,127,31.435643564356436,92,23.46938775510204,7,70.0,9,60.0,0,0,1,0,2,1,1,0,523,764,2219,-1,0,2,31,20.0,75.0,2,1,3,66,70,19.444444444444446,58,14.75826972010178,130,29.6127562642369,106,24.941176470588236,4,33.33333333333333,3,25.0,1,0,1,1,0,1,0,0,934,240,2365,-1,9,4,13.0,69.23076923076923,0,-2,34,Orthodox,1977
69,UFC on FX: Guillard vs Miller,2012-01-20 00:00:00,"Nashville, Tennessee, USA",,Daniel Roberts,Charlie Brenneman,Welterweight,Southpaw,15,6,1980,3,3,6,50,126,24.95049504950495,48,10.480349344978166,240,36.474164133738604,118,22.39089184060721,8,66.66666666666666,10,45.45454545454545,1,0,1,0,2,2,1,0,867,843,3119,-2,0,4,32,21.0,71.42857142857143,3,2,5,60,80,14.981273408239701,83,21.671018276762403,295,55.03731343283582,183,42.95774647887324,16,50.0,2,33.33333333333333,0,3,3,0,0,0,2,0,1973,515,3209,-1,18,3,21.0,85.71428571428571,0,-4,31,Orthodox,1981
70,UFC Fight Night: Emmett vs. Topuria,2023-06-24 00:00:00,"Jacksonville, Florida, USA",win,Joshua Van,Zhalgas Zhumagulov,Flyweight,Orthodox,7,1,2001,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,22,8.0,87.5,1,5,6,16,322,26.285714285714285,355,24.947294448348558,397,26.77006068779501,485,29.21686746987952,6,19.35483870967742,2,33.33333333333333,0,2,0,0,1,4,1,0,463,335,3964,-3,14,8,22.0,63.63636363636363,-1,1,35,Switch,1988
71,UFC 295: Prochazka vs. Pereira,2023-11-11 00:00:00,"New York City, New York, USA",win,Joshua Van,Kevin Borjas,Flyweight,Orthodox,8,1,2001,1,0,1,100,103,35.88850174216028,120,51.28205128205128,104,17.99307958477509,131,27.348643006263046,1,20.0,0,0.0,0,0,1,0,0,0,0,0,70,1,900,1,0,-3,22,9.0,88.88888888888889,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,10.0,90.0,0,3,26,Orthodox,1997
72,UFC Fight Night: Ankalaev vs. Walker 2,2024-01-13 00:00:00,"Las Vegas, Nevada, USA",win,Joshua Van,Felipe Bunes,Flyweight,Orthodox,9,1,2001,2,0,2,100,259,29.498861047835987,195,28.846153846153843,269,22.624053826745165,209,23.858447488584474,3,33.33333333333333,0,0.0,0,0,2,0,0,0,0,0,133,22,1800,2,-2,-4,23,10.0,90.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,19.0,68.42105263157895,2,4,35,Orthodox,1989
73,UFC Fight Night: Maynard vs Diaz,2010-01-11 00:00:00,"Fairfax, Virginia, USA",win,Gerald Harris,John Salter,Middleweight,Southpaw,20,4,1979,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,-2,3,31,24.0,83.33333333333334,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,14.0,92.85714285714286,2,-3,25,Southpaw,1985
74,UFC Fight Night: Florian vs Gomi,2010-03-31 00:00:00,"Charlotte, North Carolina, USA",win,Gerald Harris,Mario Miranda,Middleweight,Southpaw,21,4,1979,1,0,1,100,21,25.925925925925924,7,9.722222222222223,34,19.2090395480226,29,17.058823529411764,1,50.0,1,25.0,0,0,0,1,0,0,0,0,132,88,804,1,-4,3,31,25.0,84.0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,17.0,76.47058823529412,4,-3,31,Orthodox,1979
75,UFC 116: Lesnar vs Carwin,2010-07-03 00:00:00,"Las Vegas, Nevada, USA",win,Gerald Harris,David Branch,Middleweight,Southpaw,22,4,1979,2,0,2,100,38,17.75700934579439,23,10.952380952380953,51,20.318725099601593,62,22.71062271062271,1,50.0,1,25.0,2,1,0,2,0,0,0,0,139,128,1093,2,-2,-1,31,26.0,84.61538461538461,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,19.0,94.73684210526315,2,1,29,Orthodox,1981
76,UFC 123: Rampage vs Machida,2010-11-20 00:00:00,"Auburn Hills, Michigan, USA",,Gerald Harris,Maiquel Falcao,Middleweight,Southpaw,23,4,1979,3,0,3,100,48,16.666666666666664,43,13.782051282051283,62,18.960244648318042,102,27.419354838709676,6,85.71428571428571,1,16.666666666666664,2,1,0,3,0,0,0,0,427,216,1848,3,0,0,31,27.0,85.18518518518519,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,36,10,46.0,78.26086956521739,0,0,29,Orthodox,1981
77,UFC Fight Night: Andrade vs. Zhang,2019-08-31 00:00:00,"Shenzhen, Guangdong, China",win,Karol Rosa,Lara Procopio,Women's Bantamweight,Orthodox,11,3,1994,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25,14.0,78.57142857142857,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6.0,100.0,-1,0,24,Orthodox,1995
78,UFC 251: Usman vs. Masvidal,2020-07-11 00:00:00,"Abu Dhabi, Abu Dhabi, United Arab Emirates",win,Karol Rosa,Vanessa Melo,Women's Bantamweight,Orthodox,12,3,1994,1,0,1,100,171,48.717948717948715,165,56.896551724137936,177,24.964739069111424,169,28.93835616438356,0,0.0,0,0.0,1,0,1,0,0,0,0,0,64,22,900,1,0,2,26,15.0,80.0,0,2,2,0,147,22.96875,165,20.80706179066835,223,25.810185185185187,203,21.278825995807125,2,20.0,0,0.0,0,0,0,0,0,2,0,0,540,2,1800,-2,10,7,17.0,58.82352941176471,0,-2,32,Orthodox,1988
79,UFC Fight Night: Overeem vs. Volkov,2021-02-06 00:00:00,"Las Vegas, Nevada, USA",win,Karol Rosa,Joselyne Edwards,Women's Bantamweight,Orthodox,13,3,1994,2,0,2,100,291,31.056563500533617,210,29.207232267037554,354,28.87438825448613,247,27.846674182638104,2,50.0,0,0.0,1,0,2,0,0,0,0,0,414,28,1800,2,-3,-3,27,16.0,81.25,1,0,1,100,58,44.96124031007752,88,49.43820224719101,70,25.27075812274368,111,28.90625,1,50.0,0,0.0,0,0,1,0,0,0,0,0,229,69,900,1,10,2,12.0,83.33333333333334,3,3,26,Orthodox,1995
80,UFC Fight Night: Santos vs. Walker,2021-10-02 00:00:00,"Las Vegas, Nevada, USA",win,Karol Rosa,Bethe Correia,Women's Bantamweight,Orthodox,14,3,1994,3,0,3,100,348,26.564885496183205,248,26.215644820295985,489,32.92929292929293,317,30.393096836049853,6,60.0,1,10.0,1,0,3,0,0,0,0,0,1087,30,2700,3,0,3,27,17.0,82.35294117647058,5,6,11,45,631,21.58002735978112,596,20.701632511288643,774,24.73633748801534,830,27.150801439319594,4,19.047619047619047,3,16.666666666666664,0,2,4,1,0,3,2,1,618,1166,8223,-1,11,5,16.0,68.75,0,-3,38,Orthodox,1983
81,UFC Fight Night: Blaydes vs. Daukaus,2022-03-26 00:00:00,"Columbus, Ohio, USA",,Karol Rosa,Sara McMann,Women's Bantamweight,Orthodox,15,3,1994,4,0,4,100,410,25.122549019607842,373,30.03220611916264,574,31.835829173599556,462,31.622176591375773,6,50.0,1,8.333333333333332,1,0,4,0,0,0,0,0,1087,200,3600,4,-1,1,28,18.0,83.33333333333334,6,6,12,50,262,21.335504885993487,202,16.88963210702341,480,37.180480247869866,670,48.27089337175792,21,67.74193548387096,4,30.76923076923077,2,1,3,1,2,1,1,4,3100,1611,6526,-1,12,6,18.0,66.66666666666666,1,-1,42,Orthodox,1980
82,UFC 280: Oliveira vs. Makhachev,2022-10-22 00:00:00,"Abu Dhabi, Abu Dhabi, United Arab Emirates",win,Karol Rosa,Lina Lansberg,Women's Bantamweight,Orthodox,15,4,1994,4,1,5,80,436,23.61863488624052,397,26.43142476697736,666,33.87589013224822,535,33.39575530586767,7,50.0,5,27.77777777777778,1,0,4,0,0,1,0,0,1203,827,4500,-1,-2,2,28,19.0,78.94736842105263,4,5,9,44,343,23.207036535859267,453,23.195084485407065,676,40.047393364928915,812,39.303000968054214,10,37.03703703703704,10,50.0,0,1,4,0,0,3,2,0,2590,2662,7202,-2,10,6,16.0,62.5,2,-2,40,Orthodox,1982
83,UFC Fight Night: Pavlovich vs. Blaydes,2023-04-22 00:00:00,"Las Vegas, Nevada, USA",,Karol Rosa,Norma Dumont,Women's Featherweight,Orthodox,16,4,1994,5,1,6,83,490,24.019607843137255,433,26.052948255114323,826,37.04035874439462,635,35.39576365663322,10,50.0,5,27.77777777777778,1,1,5,0,0,1,0,0,1787,995,5400,1,-2,0,29,20.0,80.0,4,2,6,66,217,17.72875816993464,286,20.28368794326241,412,29.747292418772563,517,33.790849673202615,3,25.0,10,47.61904761904761,1,2,4,0,0,1,1,0,1206,897,5311,1,8,2,10.0,80.0,2,0,33,Orthodox,1990
84,UFC Fight Night: Strickland vs. Magomedov,2023-07-01 00:00:00,"Las Vegas, Nevada, USA",win,Karol Rosa,Yana Santos,Women's Featherweight,Orthodox,16,5,1994,5,2,7,71,525,22.658610271903324,466,25.02685284640172,889,36.34505314799673,779,37.88910505836576,11,52.38095238095239,5,25.0,1,2,5,0,0,2,0,0,2081,1188,6300,-1,-1,-1,29,21.0,76.19047619047619,4,4,8,50,248,19.6513470681458,372,22.169249106078663,628,43.40013821700069,786,42.69418794133623,6,40.0,13,65.0,0,2,4,0,0,1,3,0,1815,2035,5613,-2,14,7,21.0,66.66666666666666,1,1,34,Orthodox,1989
