,Fighter,Fighter Odds,Opponent,Opponent Odds,Event,Date
717,Hyun Gyu Lim,-315.0,Mike Perry,235.0,UFC 202: Diaz vs. McGregor 2,Aug 20th 2016
718,Lorenz Larkin,135.0,Neil Magny,-175.0,UFC 202: Diaz vs. McGregor 2,Aug 20th 2016
719,Sabah Homasi,260.0,Tim Means,-380.0,UFC 202: Diaz vs. McGregor 2,Aug 20th 2016
720,Takeya Mizugaki,280.0,Cody Garbrandt,-400.0,UFC 202: Diaz vs. McGregor 2,Aug 20th 2016
721,Amir Albazi,-300.0,Francisco Figueiredo,250.0,UFC 278: Usman vs. Edwards 2,Aug 20th 2022
722,Ange Loosa,165.0,AJ Fletcher,-190.0,UFC 278: Usman vs. Edwards 2,Aug 20th 2022
723,Harry Hunsucker,550.0,Tyson Pedro,-750.0,UFC 278: Usman vs. Edwards 2,Aug 20th 2022
724,Jared Gordon,-225.0,Leo Santos,190.0,UFC 278: Usman vs. Edwards 2,Aug 20th 2022
725,Jay Perrin,250.0,Aori Qileng,-300.0,UFC 278: Usman vs. Edwards 2,Aug 20th 2022
726,Jay Perrin,150.0,Qileng Aori,-185.0,UFC 278: Usman vs. Edwards 2,Aug 20th 2022
727,Jose Aldo,-170.0,Merab Dvalishvili,145.0,UFC 278: Usman vs. Edwards 2,Aug 20th 2022
728,Kamaru Usman,-300.0,Leon Edwards,250.0,UFC 278: Usman vs. Edwards 2,Aug 20th 2022
729,Lucie Pudilova,-210.0,Yanan Wu,180.0,UFC 278: Usman vs. Edwards 2,Aug 20th 2022
730,Luis Saldana,250.0,Sean Woodson,-300.0,UFC 278: Usman vs. Edwards 2,Aug 20th 2022
731,Luke Rockhold,220.0,Paulo Costa,-260.0,UFC 278: Usman vs. Edwards 2,Aug 20th 2022
732,Marcin Tybura,205.0,Alexander Romanov,-240.0,UFC 278: Usman vs. Edwards 2,Aug 20th 2022
733,Miranda Maverick,-350.0,Shanna Young,280.0,UFC 278: Usman vs. Edwards 2,Aug 20th 2022
734,Victor Altamirano,,Daniel Lacerda,,UFC 278: Usman vs. Edwards 2,Aug 20th 2022
735,Victor Altamirano,-225.0,Daniel Lacerda,163.0,UFC 278: Usman vs. Edwards 2,Aug 20th 2022
736,Aljamain Sterling,-225.0,Sean Omalley,190.0,UFC,Aug 20th 2023
737,Amanda Lemos,270.0,Zhang Weili,-340.0,UFC,Aug 20th 2023
738,Austin Hubbard,-175.0,Kurt Holobaugh,150.0,UFC,Aug 20th 2023
739,Brad Katona,-185.0,Cody Gibson,154.0,UFC,Aug 20th 2023
740,Brad Tavares,-270.0,Chris Weidman,220.0,UFC,Aug 20th 2023
741,Denis Tiuliulin,280.0,Gregory Rodrigues,-355.0,UFC,Aug 20th 2023
742,Mario Bautista,-245.0,Da'mon Blackshear,186.0,UFC,Aug 20th 2023
743,Marlon Vera,-185.0,Pedro Munhoz,154.0,UFC,Aug 20th 2023
744,Neil Magny,240.0,Ian Garry,-298.0,UFC,Aug 20th 2023
745,Alexandre Pantoja,-125.0,Brandon Royval,105.0,UFC on ESPN: Cannonier vs. Gastelum,Aug 21st 2021
746,Austin Hubbard,140.0,Vinc Pichel,-160.0,UFC on ESPN: Cannonier vs. Gastelum,Aug 21st 2021
747,Austin Lingo,110.0,Luis Saldana,-130.0,UFC on ESPN: Cannonier vs. Gastelum,Aug 21st 2021
748,Bea Malecki,-130.0,Josiane Nunes,110.0,UFC on ESPN: Cannonier vs. Gastelum,Aug 21st 2021
749,Brian Kelleher,-140.0,Domingo Pilarte,120.0,UFC on ESPN: Cannonier vs. Gastelum,Aug 21st 2021
750,Chase Sherman,-155.0,Parker Porter,135.0,UFC on ESPN: Cannonier vs. Gastelum,Aug 21st 2021
751,Clay Guida,210.0,Mark Madsen,-250.0,UFC on ESPN: Cannonier vs. Gastelum,Aug 21st 2021
752,Fabio Cherant,275.0,William Knight,-325.0,UFC on ESPN: Cannonier vs. Gastelum,Aug 21st 2021
753,Ignacio Bahamondes,-160.0,Roosevelt Roberts,140.0,UFC on ESPN: Cannonier vs. Gastelum,Aug 21st 2021
754,Jared Cannonier,-240.0,Kelvin Gastelum,195.0,UFC on ESPN: Cannonier vs. Gastelum,Aug 21st 2021
755,Ramiz Brahimaj,-110.0,Sasha Palatnikov,-110.0,UFC on ESPN: Cannonier vs. Gastelum,Aug 21st 2021
756,Trevin Jones,-300.0,Saidyokub Kakharamonov,250.0,UFC on ESPN: Cannonier vs. Gastelum,Aug 21st 2021
757,Amanda Lemos,115.0,Mizuki Inoue,-135.0,UFC on ESPN 15: Munhoz vs. Edgar,Aug 22nd 2020
758,Austin Hubbard,120.0,Joe Solecki,-140.0,UFC on ESPN 15: Munhoz vs. Edgar,Aug 22nd 2020
759,Daniel Rodriguez,-225.0,Dwight Grant,175.0,UFC on ESPN 15: Munhoz vs. Edgar,Aug 22nd 2020
760,Frankie Edgar,180.0,Pedro Munhoz,-210.0,UFC on ESPN 15: Munhoz vs. Edgar,Aug 22nd 2020
761,Jordan Wright,-150.0,Isaac Villanueva,130.0,UFC on ESPN 15: Munhoz vs. Edgar,Aug 22nd 2020
762,Marcin Prachnio,145.0,Mike Rodriguez,-170.0,UFC on ESPN 15: Munhoz vs. Edgar,Aug 22nd 2020
763,Mariya Agapova,-700.0,Shana Dobson,500.0,UFC on ESPN 15: Munhoz vs. Edgar,Aug 22nd 2020
764,Matthew Semelsberger,255.0,Carlton Minus,-365.0,UFC on ESPN 15: Munhoz vs. Edgar,Aug 22nd 2020
765,Timur Valiev,-385.0,Trevin Jones,265.0,UFC on ESPN 15: Munhoz vs. Edgar,Aug 22nd 2020
766,Aaron Phillips,170.0,Matt Hobar,-230.0,UFC Fight Night 49: Henderson vs. Dos Anjos,Aug 23rd 2014
767,Alex Garcia,-245.0,Neil Magny,175.0,UFC Fight Night 49: Henderson vs. Dos Anjos,Aug 23rd 2014
768,Ben Saunders,-350.0,Chris Heatherly,250.0,UFC Fight Night 49: Henderson vs. Dos Anjos,Aug 23rd 2014
769,Beneil Dariush,100.0,Tony Martin,-140.0,UFC Fight Night 49: Henderson vs. Dos Anjos,Aug 23rd 2014
770,Benson Henderson,-300.0,Rafael Dos Anjos,220.0,UFC Fight Night 49: Henderson vs. Dos Anjos,Aug 23rd 2014
771,Chas Skelly,130.0,Tom Niinimaki,-170.0,UFC Fight Night 49: Henderson vs. Dos Anjos,Aug 23rd 2014
772,Clay Collard,265.0,Max Holloway,-385.0,UFC Fight Night 49: Henderson vs. Dos Anjos,Aug 23rd 2014
773,Colby Covington,-305.0,Wang Anying,225.0,UFC Fight Night 48: Bisping vs. Le,Aug 23rd 2014
774,Cung Le,180.0,Michael Bisping,-260.0,UFC Fight Night 48: Bisping vs. Le,Aug 23rd 2014
775,Danny Mitchell,-265.0,Wang Sai,185.0,UFC Fight Night 48: Bisping vs. Le,Aug 23rd 2014
776,Dong Hyun Kim,-105.0,Tyron Woodley,-135.0,UFC Fight Night 48: Bisping vs. Le,Aug 23rd 2014
777,Elizabeth Phillips,135.0,Milana Dudieva,-175.0,UFC Fight Night 48: Bisping vs. Le,Aug 23rd 2014
778,Francis Carmont,-150.0,Thales Leites,110.0,UFC Fight Night 49: Henderson vs. Dos Anjos,Aug 23rd 2014
779,James Vick,-165.0,Walmir Lazaro,125.0,UFC Fight Night 49: Henderson vs. Dos Anjos,Aug 23rd 2014
780,Joby Sanchez,225.0,Wilson Reis,-305.0,UFC Fight Night 49: Henderson vs. Dos Anjos,Aug 23rd 2014
781,Jordan Mein,-190.0,Mike Pyle,150.0,UFC Fight Night 49: Henderson vs. Dos Anjos,Aug 23rd 2014
782,Roland Delorme,100.0,Yuta Sasaki,-140.0,UFC Fight Night 48: Bisping vs. Le,Aug 23rd 2014
783,Royston Wee,-265.0,Yao Zhikui,185.0,UFC Fight Night 48: Bisping vs. Le,Aug 23rd 2014
784,Chad Laprise,-190.0,Francisco Trinaldo,150.0,UFC Fight Night 74: Holloway vs. Oliveira,Aug 23rd 2015
785,Charles Oliveira,125.0,Max Holloway,-165.0,UFC Fight Night 74: Holloway vs. Oliveira,Aug 23rd 2015
786,Chris Beal,-185.0,Chris Kelades,145.0,UFC Fight Night 74: Holloway vs. Oliveira,Aug 23rd 2015
787,Daniel Jolly,250.0,Misha Cirkunov,-350.0,UFC Fight Night 74: Holloway vs. Oliveira,Aug 23rd 2015
788,Elias Silverio,-185.0,Shane Campbell,145.0,UFC Fight Night 74: Holloway vs. Oliveira,Aug 23rd 2015
789,Erick Silva,-150.0,Neil Magny,110.0,UFC Fight Night 74: Holloway vs. Oliveira,Aug 23rd 2015
790,Felipe Arantes,-175.0,Yves Jabouin,135.0,UFC Fight Night 74: Holloway vs. Oliveira,Aug 23rd 2015
791,Frankie Perez,-110.0,Sam Stout,-130.0,UFC Fight Night 74: Holloway vs. Oliveira,Aug 23rd 2015
792,Marcos Rogerio de Lima,-150.0,Nikita Krylov,110.0,UFC Fight Night 74: Holloway vs. Oliveira,Aug 23rd 2015
793,Maryna Moroz,-170.0,Valerie Letourneau,130.0,UFC Fight Night 74: Holloway vs. Oliveira,Aug 23rd 2015
794,Patrick Cote,110.0,Josh Burkman,-150.0,UFC Fight Night 74: Holloway vs. Oliveira,Aug 23rd 2015
795,Tony Sims,125.0,Olivier Aubin-Mercier,-165.0,UFC Fight Night 74: Holloway vs. Oliveira,Aug 23rd 2015
796,Angad Bisht,250.0,Dong Hoon Choi,-350.0,Road to UFC,Aug 24th 2024
797,Daermisi Zhawupasi,-150.0,Su Young You,110.0,Road to UFC,Aug 24th 2024
798,Danni McCormack,130.0,Qihui Yan,-175.0,Road to UFC,Aug 24th 2024
799,Danny Silva,-250.0,Dennis Buzukja,200.0,UFC,Aug 24th 2024
800,Kiru Singh Sahota,-450.0,Ruel Panales,300.0,Road to UFC,Aug 24th 2024
801,Masuto Kawana,150.0,Bin Xie,-200.0,Road to UFC,Aug 24th 2024
802,Miki Motono,175.0,Xiaocan Feng,-250.0,Road to UFC,Aug 24th 2024
803,Samandar Murodov,-1000.0,Jonathan Piersma,500.0,Road to UFC,Aug 24th 2024
804,Shin Haraguchi,-225.0,Kangjie Zhu,163.0,Road to UFC,Aug 24th 2024
805,Tokitaka Nakanishi,-110.0,Balgyn Jenisuly,-120.0,Road to UFC,Aug 24th 2024
806,Victoria Leonardo,-198.0,Cong Wang,164.0,UFC,Aug 24th 2024
807,Victoria Leonardo,430.0,Wang Cong,-670.0,UFC,Aug 24th 2024
808,Clay Guida,-120.0,Marcus Aurelio,-120.0,UFC 74: Respect,Aug 25th 2007
809,Kendall Grove,-320.0,Patrick Cote,240.0,UFC 74: Respect,Aug 25th 2007
810,Renato Sobral,-300.0,David Heath,220.0,UFC 74: Respect,Aug 25th 2007
811,Roger Huerta,-475.0,Alberto Crane,325.0,UFC 74: Respect,Aug 25th 2007
812,Ryan Jensen,180.0,Thales Leites,-240.0,UFC 74: Respect,Aug 25th 2007
813,Andrew Sanchez,120.0,Markus Perez,-160.0,UFC Fight Night 135: Gaethje vs. Vick,Aug 25th 2018
814,Angela Hill,-175.0,Cortney Casey,135.0,UFC Fight Night 135: Gaethje vs. Vick,Aug 25th 2018
815,Bryan Barberena,-285.0,Jake Ellenberger,205.0,UFC Fight Night 135: Gaethje vs. Vick,Aug 25th 2018
816,Cory Sandhagen,135.0,Iuri Alcantara,-175.0,UFC Fight Night 135: Gaethje vs. Vick,Aug 25th 2018
817,Drew Dober,-175.0,Jon Tuck,135.0,UFC Fight Night 135: Gaethje vs. Vick,Aug 25th 2018
818,Eryk Anders,-280.0,Tim Williams,200.0,UFC Fight Night 135: Gaethje vs. Vick,Aug 25th 2018
819,George Sullivan,175.0,Mickey Gall,-245.0,UFC Fight Night 135: Gaethje vs. Vick,Aug 25th 2018
820,James Krause,170.0,Warlley Alves,-230.0,UFC Fight Night 135: Gaethje vs. Vick,Aug 25th 2018
821,James Vick,-115.0,Justin Gaethje,-115.0,UFC Fight Night 135: Gaethje vs. Vick,Aug 25th 2018
822,John Moraga,-105.0,Deiveson Figueiredo,-135.0,UFC Fight Night 135: Gaethje vs. Vick,Aug 25th 2018
823,Kalindra Faria,145.0,Joanne Calderwood,-185.0,UFC Fight Night 135: Gaethje vs. Vick,Aug 25th 2018
824,Luke Sanders,165.0,Rani Yahya,-215.0,UFC Fight Night 135: Gaethje vs. Vick,Aug 25th 2018
825,Michael Johnson,-165.0,Andre Fili,125.0,UFC Fight Night 135: Gaethje vs. Vick,Aug 25th 2018
826,Angela Hill,124.0,Tabatha Ricci,-148.0,UFC,Aug 25th 2024
827,Caio Borralho,-145.0,Jared Cannonier,122.0,UFC,Aug 25th 2024
828,Dennis Buzukja,114.0,Francis Marshall,-146.0,UFC,Aug 25th 2024
829,Edmen Shahbazyan,-148.0,Gerald Meerschaert,124.0,UFC,Aug 25th 2024
830,Jacqueline Cavalcanti,145.0,Josiane Nunes,-175.0,UFC,Aug 25th 2024
831,James Llontop,164.0,Viacheslav Borshchev,-198.0,UFC,Aug 25th 2024
832,Jose Medina,280.0,Zach Reese,-355.0,UFC,Aug 25th 2024
833,Michael Morales,-218.0,Neil Magny,180.0,UFC,Aug 25th 2024
834,Alex Caceres,150.0,Giga Chikadze,-180.0,UFC on ESPN: Holloway vs. The Korean Zombie,Aug 26th 2023
835,Anthony Smith,110.0,Ryan Spann,-138.0,UFC on ESPN: Holloway vs. The Korean Zombie,Aug 26th 2023
836,Chan Sung Jung,500.0,Max Holloway,-704.0,UFC on ESPN: Holloway vs. The Korean Zombie,Aug 26th 2023
837,Chidi Njokuani,100.0,Michar Oleksiejczuk,-125.0,UFC on ESPN: Holloway vs. The Korean Zombie,Aug 26th 2023
838,Erin Blanchfield,-142.0,Taila Santos,120.0,UFC on ESPN: Holloway vs. The Korean Zombie,Aug 26th 2023
839,Fernie Garcia,450.0,Rinya Nakamura,-602.0,UFC on ESPN: Holloway vs. The Korean Zombie,Aug 26th 2023
840,Garrett Armfield,-175.0,Toshiomi Kazama,150.0,UFC on ESPN: Holloway vs. The Korean Zombie,Aug 26th 2023
841,Jarno Errens,200.0,Seungwoo Choi,-250.0,UFC on ESPN: Holloway vs. The Korean Zombie,Aug 26th 2023
842,Justin Tafa,-125.0,Parker Porter,100.0,UFC on ESPN: Holloway vs. The Korean Zombie,Aug 26th 2023
843,Liang Na,600.0,Jj Aldrich,-1000.0,UFC on ESPN: Holloway vs. The Korean Zombie,Aug 26th 2023
844,Song Kenan,188.0,Rolando Bedoya,-225.0,UFC on ESPN: Holloway vs. The Korean Zombie,Aug 26th 2023
845,Yusaku Kinoshita,-150.0,Billy Goff,125.0,UFC on ESPN: Holloway vs. The Korean Zombie,Aug 26th 2023
846,Anderson Silva,-435.0,Yushin Okami,325.0,UFC 134: Silva vs. Okami,Aug 27th 2011
847,Antonio Rodrigo Nogueira,165.0,Brendan Schaub,-205.0,UFC 134: Silva vs. Okami,Aug 27th 2011
848,Dan Miller,190.0,Rousimar Palhares,-270.0,UFC 134: Silva vs. Okami,Aug 27th 2011
849,David Mitchell,310.0,Paulo Thiago,-400.0,UFC 134: Silva vs. Okami,Aug 27th 2011
850,Edson Barboza,-260.0,Ross Pearson,180.0,UFC 134: Silva vs. Okami,Aug 27th 2011
851,Forrest Griffin,160.0,Mauricio Rua,-195.0,UFC 134: Silva vs. Okami,Aug 27th 2011
852,Ian Loveland,-140.0,Yves Jabouin,110.0,UFC 134: Silva vs. Okami,Aug 27th 2011
853,Raphael Assuncao,-145.0,Johnny Eduardo,115.0,UFC 134: Silva vs. Okami,Aug 27th 2011
854,Spencer Fisher,160.0,Thiago Tavares,-210.0,UFC 134: Silva vs. Okami,Aug 27th 2011
855,Stanislav Nedkov,140.0,Luis Cane,-180.0,UFC 134: Silva vs. Okami,Aug 27th 2011
856,Alessio Di Chirico,-265.0,Garreth McLellan,185.0,UFC on FOX 21: Maia vs. Condit,Aug 27th 2016
857,Alex Ricci,145.0,Jeremy Kennedy,-185.0,UFC on FOX 21: Maia vs. Condit,Aug 27th 2016
858,Anthony Pettis,-190.0,Charles Oliveira,150.0,UFC on FOX 21: Maia vs. Condit,Aug 27th 2016
859,Bec Rawlings,175.0,Paige Vanzant,-245.0,UFC on FOX 21: Maia vs. Condit,Aug 27th 2016
860,Carlos Condit,-110.0,Demian Maia,-130.0,UFC on FOX 21: Maia vs. Condit,Aug 27th 2016
861,Chad Laprise,-270.0,Thibault Gouti,190.0,UFC on FOX 21: Maia vs. Condit,Aug 27th 2016
862,Enrique Barzola,145.0,Kyle Bochniak,-185.0,UFC on FOX 21: Maia vs. Condit,Aug 27th 2016
863,Felipe Silva,105.0,Shane Campbell,-145.0,UFC on FOX 21: Maia vs. Condit,Aug 27th 2016
864,Jim Miller,-130.0,Joe Lauzon,-110.0,UFC on FOX 21: Maia vs. Condit,Aug 27th 2016
865,Kevin Casey,150.0,Sam Alvey,-190.0,UFC on FOX 21: Maia vs. Condit,Aug 27th 2016
866,Bahatebole Batebolati,400.0,Shin Haraguchi,-535.0,Road to UFC,Aug 27th 2023
867,Daermisi Zhawupasi,-325.0,Chang Ho Lee,260.0,Road to UFC,Aug 27th 2023
868,Jae Hyun Park,350.0,Shin Haraguchi,-549.0,Road to UFC,Aug 27th 2023
869,Mark Climaco,-142.0,Rei Tsuruya,120.0,Road to UFC,Aug 27th 2023
870,Nyamjargal Tumendemberel,-115.0,Peter Danesoe,-105.0,Road to UFC,Aug 27th 2023
871,Shuya Kamikubo,-298.0,Long Xiao,240.0,Road to UFC,Aug 27th 2023
872,Andre Winner,-215.0,Nik Lentz,170.0,UFC 118: Edgar vs. Penn 2,Aug 28th 2010
873,Dan Miller,-275.0,John Salter,215.0,UFC 118: Edgar vs. Penn 2,Aug 28th 2010
874,Demian Maia,-400.0,Mario Miranda,280.0,UFC 118: Edgar vs. Penn 2,Aug 28th 2010
875,Frankie Edgar,275.0,BJ Penn,-365.0,UFC 118: Edgar vs. Penn 2,Aug 28th 2010
876,Gabe Ruediger,255.0,Joe Lauzon,-335.0,UFC 118: Edgar vs. Penn 2,Aug 28th 2010
877,Gray Maynard,100.0,Kenny Florian,-130.0,UFC 118: Edgar vs. Penn 2,Aug 28th 2010
878,Greg Soto,-135.0,Nick Osipczak,105.0,UFC 118: Edgar vs. Penn 2,Aug 28th 2010
879,Marcus Davis,155.0,Nate Diaz,-185.0,UFC 118: Edgar vs. Penn 2,Aug 28th 2010
880,Mike Pierce,-280.0,Amilcar Alves,220.0,UFC 118: Edgar vs. Penn 2,Aug 28th 2010
881,Randy Couture,-490.0,James Toney,355.0,UFC 118: Edgar vs. Penn 2,Aug 28th 2010
882,Abel Trujillo,-130.0,Roger Bowling,-110.0,UFC Fight Night 27: Condit vs. Kampmann II,Aug 28th 2013
883,Ben Alloway,185.0,Zak Cummings,-265.0,UFC Fight Night 27: Condit vs. Kampmann II,Aug 28th 2013
884,Brad Tavares,-350.0,Robert McDaniel,250.0,UFC Fight Night 27: Condit vs. Kampmann II,Aug 28th 2013
885,Brandon Thatch,-265.0,Justin Edwards,185.0,UFC Fight Night 27: Condit vs. Kampmann II,Aug 28th 2013
886,Brian Melancon,125.0,Kelvin Gastelum,-165.0,UFC Fight Night 27: Condit vs. Kampmann II,Aug 28th 2013
887,Carlos Condit,-215.0,Martin Kampmann,165.0,UFC Fight Night 27: Condit vs. Kampmann II,Aug 28th 2013
888,Court McGee,-110.0,Robert Whittaker,-130.0,UFC Fight Night 27: Condit vs. Kampmann II,Aug 28th 2013
889,Darren Elkins,135.0,Hatsu Hioki,-175.0,UFC Fight Night 27: Condit vs. Kampmann II,Aug 28th 2013
890,Donald Cerrone,-120.0,Rafael Dos Anjos,-120.0,UFC Fight Night 27: Condit vs. Kampmann II,Aug 28th 2013
891,Dylan Andrews,-265.0,Papy Abedi,185.0,UFC Fight Night 27: Condit vs. Kampmann II,Aug 28th 2013
892,Erik Perez,-215.0,Takeya Mizugaki,165.0,UFC Fight Night 27: Condit vs. Kampmann II,Aug 28th 2013
893,James Head,-120.0,Jason High,-120.0,UFC Fight Night 27: Condit vs. Kampmann II,Aug 28th 2013
894,Abdul Razak Alhassan,125.0,Alessio Di Chirico,-155.0,UFC on ESPN: Barboza vs. Chikadze,Aug 28th 2021
895,Andre Petroski,-175.0,Micheal Gillmore,145.0,UFC on ESPN: Barboza vs. Chikadze,Aug 28th 2021
896,Brady Hiestand,140.0,Ricky Turcios,-170.0,UFC on ESPN: Barboza vs. Chikadze,Aug 28th 2021
897,Bryan Battle,-129.0,Gilbert Urbina,-101.0,UFC on ESPN: Barboza vs. Chikadze,Aug 28th 2021
898,Daniel Rodriguez,110.0,Kevin Lee,-130.0,UFC on ESPN: Barboza vs. Chikadze,Aug 28th 2021
899,Darren Stewart,150.0,Dustin Jacoby,-175.0,UFC on ESPN: Barboza vs. Chikadze,Aug 28th 2021
900,Edson Barboza,-150.0,Giga Chikadze,130.0,UFC on ESPN: Barboza vs. Chikadze,Aug 28th 2021
901,Gerald Meerschaert,200.0,Makhmud Muradov,-235.0,UFC on ESPN: Barboza vs. Chikadze,Aug 28th 2021
902,Guido Cannetti,185.0,Mana Martinez,-225.0,UFC on ESPN: Barboza vs. Chikadze,Aug 28th 2021
903,Jamall Emmers,-145.0,Pat Sabatini,125.0,UFC on ESPN: Barboza vs. Chikadze,Aug 28th 2021
904,Sam Alvey,-110.0,Wellington Turman,-110.0,UFC on ESPN: Barboza vs. Chikadze,Aug 28th 2021
905,Vanessa Demopoulos,185.0,Jj Aldrich,-220.0,UFC on ESPN: Barboza vs. Chikadze,Aug 28th 2021
906,Aaron Simpson,130.0,Ed Herman,-160.0,UFC 102: Couture vs Nogueira,Aug 29th 2009
907,Antonio Rodrigo Nogueira,-160.0,Randy Couture,120.0,UFC 102: Couture vs Nogueira,Aug 29th 2009
908,Brandon Vera,-140.0,Krzysztof Soszynski,110.0,UFC 102: Couture vs Nogueira,Aug 29th 2009
909,Chris Leben,-170.0,Jake Rosholt,140.0,UFC 102: Couture vs Nogueira,Aug 29th 2009
910,Demian Maia,120.0,Nate Marquardt,-150.0,UFC 102: Couture vs Nogueira,Aug 29th 2009
911,Evan Dunham,125.0,Marcus Aurelio,-145.0,UFC 102: Couture vs Nogueira,Aug 29th 2009
912,Gabriel Gonzaga,-380.0,Chris Tuchscherer,260.0,UFC 102: Couture vs Nogueira,Aug 29th 2009
913,Justin McCully,180.0,Mike Russow,-240.0,UFC 102: Couture vs Nogueira,Aug 29th 2009
914,Keith Jardine,-215.0,Thiago Silva,170.0,UFC 102: Couture vs Nogueira,Aug 29th 2009
915,Mark Munoz,-180.0,Nick Catone,150.0,UFC 102: Couture vs Nogueira,Aug 29th 2009
916,Todd Duffee,-130.0,Tim Hague,100.0,UFC 102: Couture vs Nogueira,Aug 29th 2009
917,Aleksandar Rakic,-235.0,Anthony Smith,200.0,UFC on ESPN+ 33: Smith vs. Rakic,Aug 29th 2020
918,Alessio Di Chirico,120.0,Zak Cummings,-140.0,UFC on ESPN+ 33: Smith vs. Rakic,Aug 29th 2020
919,Alex Caceres,-195.0,Austin Springer,170.0,UFC on ESPN+ 33: Smith vs. Rakic,Aug 29th 2020
920,Alexa Grasso,-250.0,Ji Yeon Kim,210.0,UFC on ESPN+ 33: Smith vs. Rakic,Aug 29th 2020
921,Bill Algeo,185.0,Ricardo Lamas,-265.0,UFC on ESPN+ 33: Smith vs. Rakic,Aug 29th 2020
922,Christian Aguilera,285.0,Sean Brady,-350.0,UFC on ESPN+ 33: Smith vs. Rakic,Aug 29th 2020
923,Emily Whitmire,-105.0,Polyana Viana,-115.0,UFC on ESPN+ 33: Smith vs. Rakic,Aug 29th 2020
924,Hannah Cifers,-170.0,Mallory Martin,145.0,UFC on ESPN+ 33: Smith vs. Rakic,Aug 29th 2020
925,Impa Kasanganay,-115.0,Maki Pitolo,-115.0,UFC on ESPN+ 33: Smith vs. Rakic,Aug 29th 2020
926,Neil Magny,-140.0,Robbie Lawler,120.0,UFC on ESPN+ 33: Smith vs. Rakic,Aug 29th 2020
927,Anthony Hamilton,-210.0,Ruan Potts,160.0,UFC 177: Dillashaw vs. Soto,Aug 30th 2014
928,Bethe Correia,-160.0,Shayna Baszler,120.0,UFC 177: Dillashaw vs. Soto,Aug 30th 2014
929,Cain Carrizosa,100.0,Chris Wade,-120.0,UFC 177: Dillashaw vs. Soto,Aug 30th 2014
930,Damon Jackson,100.0,Yancy Medeiros,-120.0,UFC 177: Dillashaw vs. Soto,Aug 30th 2014
931,Danny Castillo,185.0,Tony Ferguson,-265.0,UFC 177: Dillashaw vs. Soto,Aug 30th 2014
932,Derek Brunson,100.0,Lorenz Larkin,-140.0,UFC 177: Dillashaw vs. Soto,Aug 30th 2014
933,Joe Soto,700.0,TJ Dillashaw,-1500.0,UFC 177: Dillashaw vs. Soto,Aug 30th 2014
934,Ramsey Nijem,200.0,Diego Ferreira,-280.0,UFC 177: Dillashaw vs. Soto,Aug 30th 2014
935,Al Iaquinta,-245.0,Ryan Couture,175.0,UFC 164: Henderson vs. Pettis II,Aug 31st 2013
936,Anthony Pettis,120.0,Benson Henderson,-160.0,UFC 164: Henderson vs. Pettis II,Aug 31st 2013
937,Ben Rothwell,-130.0,Brandon Vera,-110.0,UFC 164: Henderson vs. Pettis II,Aug 31st 2013
938,Chad Mendes,-350.0,Clay Guida,250.0,UFC 164: Henderson vs. Pettis II,Aug 31st 2013
939,Chico Camus,135.0,Kyung Ho Kang,-175.0,UFC 164: Henderson vs. Pettis II,Aug 31st 2013
940,Dustin Poirier,100.0,Erik Koch,-140.0,UFC 164: Henderson vs. Pettis II,Aug 31st 2013
941,Frank Mir,170.0,Josh Barnett,-230.0,UFC 164: Henderson vs. Pettis II,Aug 31st 2013
942,Gleison Tibau,-115.0,Jamie Varner,-125.0,UFC 164: Henderson vs. Pettis II,Aug 31st 2013
943,Hyun Gyu Lim,165.0,Pascal Krauss,-215.0,UFC 164: Henderson vs. Pettis II,Aug 31st 2013
944,Louis Gaudinot,120.0,Tim Elliott,-160.0,UFC 164: Henderson vs. Pettis II,Aug 31st 2013
945,Magnus Cedenblad,100.0,Jared Hamman,-140.0,UFC 164: Henderson vs. Pettis II,Aug 31st 2013
946,Soa Palelei,100.0,Nikita Krylov,-140.0,UFC 164: Henderson vs. Pettis II,Aug 31st 2013
947,Andre Soukhamthath,-245.0,Su Mudaerji,175.0,UFC on ESPN+ 15: Andrade vs. Zhang,Aug 31st 2019
948,Anthony Hernandez,-230.0,Jun Yong Park,170.0,UFC on ESPN+ 15: Andrade vs. Zhang,Aug 31st 2019
949,Damir Ismagulov,-405.0,Thiago Moises,285.0,UFC on ESPN+ 15: Andrade vs. Zhang,Aug 31st 2019
950,Derrick Krantz,-105.0,Song Kenan,-135.0,UFC on ESPN+ 15: Andrade vs. Zhang,Aug 31st 2019
951,Jessica Andrade,-200.0,Weili Zhang,170.0,UFC on ESPN+ 15: Andrade vs. Zhang,Aug 31st 2019
952,Karol Rosa,125.0,Lara Procopio,-165.0,UFC on ESPN+ 15: Andrade vs. Zhang,Aug 31st 2019
953,Li Jingliang,205.0,Elizeu Zaleski Dos Santos,-285.0,UFC on ESPN+ 15: Andrade vs. Zhang,Aug 31st 2019
954,Amanda Nunes,-260.0,Sheila Gaff,180.0,UFC 163: Aldo vs. Jung,Aug 3rd 2013
955,Anthony Perosh,225.0,Vinny Magalhaes,-305.0,UFC 163: Aldo vs. Jung,Aug 3rd 2013
956,Bristol Marunde,180.0,Viscardi Andrade,-260.0,UFC 163: Aldo vs. Jung,Aug 3rd 2013
957,Cezar Ferreira,-430.0,Thiago Santos,310.0,UFC 163: Aldo vs. Jung,Aug 3rd 2013
