,Winner,Event,Date,Location,Fighter 1,Fighter 2,Weight class,Stance 1,Career W 1,Career L 1,born_year 1,W 1,L 1,Num Fights 1,W Perc 1,Sig Strikes Avg 1,Sig Str % 1,Sig Strikes Opp Avg 1,Sig Str % Opp 1,Strikes Avg 1,Str % 1,Strikes Opp Avg 1,Str % Opp 1,TD Avg 1,TD % 1,TD Opp Avg 1,TD % Opp 1,KD Avg 1,KD Opp Avg 1,DEC Avg 1,KO Avg 1,SUB Avg 1,DEC Opp Avg 1,KO Opp Avg 1,SUB Opp Avg 1,CTRL Avg 1,CTRL Opp Avg 1,Time Avg 1,Streak 1,Ht Diff 1,Reach Diff 1,Age 1,Career Fights 1,Career W Perc 1,W 2,L 2,Num Fights 2,W Perc 2,Sig Strikes Avg 2,Sig Str % 2,Sig Strikes Opp Avg 2,Sig Str % Opp 2,Strikes Avg 2,Str % 2,Strikes Opp Avg 2,Str % Opp 2,TD Avg 2,TD % 2,TD Opp Avg 2,TD % Opp 2,KD Avg 2,KD Opp Avg 2,DEC Avg 2,KO Avg 2,SUB Avg 2,DEC Opp Avg 2,KO Opp Avg 2,SUB Opp Avg 2,CTRL Avg 2,CTRL Opp Avg 2,Time Avg 2,Streak 2,Career W 2,Career L 2,Career Fights 2,Career W Perc 2,Ht Diff 2,Reach Diff 2,Age 2,Stance 2,born_year 2,Fighter 1 Odds,Fighter 2 Odds
20,0,UFC,2024,"Las Vegas, Nevada, USA",Ariane Carnelossi,Piera Rodriguez,Women's Strawweight,Orthodox,9,1,1992,2,1,3,66,48.333333333333336,25.39404553415061,42.0,23.290203327171906,63.66666666666666,30.90614886731392,59.333333333333336,29.51907131011609,3.0,56.25,1.3333333333333333,33.33333333333333,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333,161.0,202.33333333333331,787.0,-1,1,2,32,10.0,90.0,2,2,4,50,54.75,28.11296534017972,35.25,17.32186732186732,89.25,37.5,68.25,32.15547703180212,2.75,91.66666666666666,1.25,55.55555555555556,0.0,0.0,0.0,0.25,0.25,0.25,0.25,0.0,258.25,154.5,695.25,-1,14,3,17.0,82.35294117647058,-1,-2,32,Orthodox,1992,100.0,-120.0
21,0,UFC Fight Night,2024,"Las Vegas, Nevada, USA",Jamal Pogues,Thomas Petersen,Heavyweight,Southpaw,8,1,1995,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-2,-3,29,9.0,88.88888888888889,1,1,2,50,36.5,18.96103896103896,64.0,43.389830508474574,44.0,16.89059500959693,73.5,32.378854625550666,0.5,33.33333333333333,2.5,45.45454545454545,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,74.5,174.5,900.0,-1,10,4,14.0,71.42857142857143,2,3,29,Orthodox,1995,200.0,-275.0
22,0,UFC Fight Night,2024,"Las Vegas, Nevada, USA",Mohammed Usman,Thomas Petersen,Heavyweight,Orthodox,11,3,1989,3,1,4,75,44.0,21.51589242053789,49.5,25.12690355329949,70.5,29.132231404958677,56.75,23.744769874476987,0.75,18.75,0.0,0.0,0.25,0.0,0.5,0.25,0.0,0.25,0.0,0.0,228.0,13.25,759.0,-1,1,5,35,14.0,78.57142857142857,0,1,1,0,65.0,52.41935483870967,58.0,67.44186046511628,66.0,26.506024096385545,116.0,48.53556485355649,0.0,0.0,1.0,16.666666666666664,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,167.0,900.0,-1,8,2,10.0,80.0,-1,-5,29,Southpaw,1995,-150.0,110.0
23,1,UFC Fight Night: Gane vs. Tuivasa,2022,"Paris, Ile-de-France, France",Ailin Perez,Stephanie Egger,Women's Featherweight,Orthodox,7,3,1988,2,2,4,50,12.25,18.992248062015506,12.75,16.831683168316832,27.75,40.36363636363636,31.25,40.71661237785016,1.25,41.66666666666667,1.25,71.42857142857143,0.0,0.0,0.0,0.25,0.25,0.25,0.0,0.25,125.0,175.5,410.75,-1,1,2,34,10.0,70.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7,1,8.0,87.5,-1,-2,28,Switch,1994,125.0,-145.0
24,0,UFC Fight Night 225,2023,"Las Vegas, Nevada, USA",Ailin Perez,Ashlee Evans-Smith,Women's Bantamweight,Orthodox,6,5,1987,3,5,8,37,63.0,24.04580152671756,47.25,16.62269129287599,75.5,26.561125769569045,56.375,18.46090871878837,0.875,36.84210526315789,0.625,19.230769230769237,0.125,0.0,0.25,0.125,0.0,0.375,0.0,0.25,161.0,38.25,717.0,-2,3,1,36,11.0,54.54545454545454,0,1,1,0,16.0,47.05882352941176,15.0,68.18181818181817,41.0,43.15789473684211,47.0,54.65116279069767,1.0,33.33333333333333,2.0,28.57142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,93.0,419.0,594.0,-1,7,2,9.0,77.77777777777779,-3,-1,29,Switch,1994,-275.0,200.0
25,1,UFC,2023,"Las Vegas, Nevada, USA",Ailin Perez,Lucie Pudilova,Women's Bantamweight,Switch,8,2,1994,1,1,2,50,14.0,19.718309859154928,37.5,39.47368421052632,27.0,28.272251308900525,87.0,45.78947368421053,0.5,25.0,6.0,54.54545454545454,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,50.5,557.5,747.0,1,-3,-1,29,10.0,80.0,3,6,9,33,48.888888888888886,17.350157728706623,57.11111111111112,24.08622305529522,71.11111111111111,23.93418100224383,75.11111111111111,29.558373414954087,0.5555555555555556,23.809523809523807,0.7777777777777778,43.75,0.0,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.0,0.5555555555555556,0.0,0.1111111111111111,124.66666666666669,198.11111111111111,802.6666666666666,-1,14,8,22.0,63.63636363636363,3,1,29,Orthodox,1994,-125.0,-105.0
26,0,UFC,2024,"Newark, New Jersey, USA",Ailin Perez,Joselyne Edwards,Women's Bantamweight,Orthodox,13,5,1995,4,3,7,57,52.0,22.89308176100629,69.14285714285714,24.18790604697651,79.71428571428571,32.631578947368425,103.0,33.77049180327869,1.2857142857142858,32.142857142857146,1.5714285714285714,36.66666666666666,0.0,0.0,0.5714285714285714,0.0,0.0,0.4285714285714285,0.0,0.0,151.85714285714286,299.0,900.0,-1,3,4,29,18.0,72.22222222222221,2,1,3,66,16.0,20.600858369098717,39.0,25.77092511013216,31.666666666666668,31.666666666666664,99.0,46.845425867507885,0.3333333333333333,25.0,4.666666666666667,46.66666666666666,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333,116.66666666666669,543.6666666666666,798.0,2,9,2,11.0,81.81818181818183,-3,-4,30,Switch,1994,-250.0,175.0
27,1,UFC,2024,"Las Vegas, Nevada, USA",Andre Lima,Igor Severino,Flyweight,Orthodox,7,0,1999,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-2,25,7.0,100.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8,0,8.0,100.0,0,2,21,Orthodox,2003,-150.0,125.0
28,1,UFC,2024,"Newark, New Jersey, USA",Andre Lima,Mitch Raposo,Flyweight,Orthodox,8,0,1999,1,0,1,100,36.0,46.15384615384615,30.0,51.72413793103448,40.0,24.539877300613497,38.0,30.64516129032258,5.0,55.55555555555556,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,24.0,472.0,1,2,3,25,8.0,100.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,9,1,10.0,90.0,-2,-3,26,Switch,1998,-275.0,225.0
29,1,UFC,2024,"Las Vegas, Nevada, USA",Jean Silva,Westin Wilson,Featherweight,Orthodox,11,2,1996,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-6,-4,28,13.0,84.61538461538461,0,1,1,0,4.0,50.0,22.0,73.33333333333333,14.0,53.84615384615385,24.0,38.70967741935484,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,128.0,174.0,-1,16,8,24.0,66.66666666666666,6,4,35,Southpaw,1989,-800.0,550.0
