,Unnamed: 0,Event,Date,Location,W/L 1,Fighter 1,Fighter 2,Weight class,Stance,Career W,Career L,born_year,W,L,Num Fights,W Perc,Sig Strikes Avg,Sig Str %,Sig Strikes Opp Avg,Sig Str % Opp,Strikes Avg,Str %,Strikes Opp Avg,Str % Opp,TD Avg,TD %,TD Opp Avg,TD % Opp,KD Avg,KD Opp Avg,KO Avg,SUB Avg,KO Opp Avg,SUB Opp Avg,CTRL Avg,CTRL Opp Avg,Time Avg,Streak,Ht Diff,Reach Diff,Age,Career Fights,Career W Perc
0,39,UFC Fight Night: Allen vs. Curtis 2,2024-04-06,"Las Vegas, Nevada, USA",,Valter Walker,Lukasz Brzeski,Heavyweight,Orthodox,11,0,1997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,27.0,11.0,100.0
1,7670,UFC 305: Du Plessis vs. Adesanya,2024-08-17,"Perth, Western Australia, Australia",win,Valter Walker,Junior Tafa,Heavyweight,Orthodox,11,1,1997,0.0,1.0,1.0,0.0,58.0,56.86274509803921,33.0,49.25373134328358,135.0,44.70198675496689,56.0,33.33333333333333,0.0,0.0,4.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,439.0,900.0,-1.0,3.0,3.0,27.0,12.0,91.66666666666666
