,Unnamed: 0,Event,Date,Location,W/L 1,W/L 2,Fighter 1,Fighter 2,Kd 1,Kd 2,Str 1,Str 2,Td 1,Td 2,Sub 1,Sub 2,Weight class,Method,Round,Time,KD 1,KD 2,Sig. str. 1,Sig. str. 2,Sig. str. % 1,Sig. str. % 2,Total str. 1,Total str. 2,Td % 1,Td % 2,Sub. att 1,Sub. att 2,Rev. 1,Rev. 2,Ctrl 1,Ctrl 2,Ht,Reach,Stance,Career W,Career L,born_year
0,33,UFC Fight Night: Allen vs. Curtis 2,2024-04-06,"Las Vegas, Nevada, USA",win,,Cesar Almeida,Dylan Budka,0.0,0.0,29.0,1.0,3 of 6,0 of 0,0.0,0.0,Middleweight,KO/TKO,2.0,2:13,0.0,0.0,1 of 5,29 of 38,20%,76%,6 of 11,87 of 101,50%,---,0.0,0.0,0.0,0.0,5:53,0:12,73.0,74.0,Orthodox,5,1,1988
1,16,UFC 302: Makhachev vs. Poirier,2024-06-01,"Newark, New Jersey, USA",,win,Cesar Almeida,Roman Kopylov,0.0,1.0,58.0,41.0,5 of 9,0 of 0,0.0,0.0,Middleweight,S-DEC,3.0,5:00,1.0,0.0,41 of 71,58 of 105,57%,55%,74 of 114,114 of 162,55%,---,0.0,0.0,0.0,0.0,8:39,0:00,73.0,74.0,Orthodox,5,1,1988
2,7836,UFC 307: Pereira vs. Rountree Jr.,2024-10-05,"Salt Lake City, Utah, USA",,,Cesar Almeida,Ihor Potieria,,,,,,,,,Middleweight,,,,,,,,,,,,,,,,,,,,73.0,74.0,Orthodox,5,1,1988
