,Winner,Event,Date,Location,Fighter 1,Fighter 2,Weight class,Stance 1,Career W 1,Career L 1,born_year 1,W 1,L 1,Num Fights 1,W Perc 1,Sig Strikes Avg 1,Sig Str % 1,Sig Strikes Opp Avg 1,Sig Str % Opp 1,Strikes Avg 1,Str % 1,Strikes Opp Avg 1,Str % Opp 1,TD Avg 1,TD % 1,TD Opp Avg 1,TD % Opp 1,KD Avg 1,KD Opp Avg 1,DEC Avg 1,KO Avg 1,SUB Avg 1,DEC Opp Avg 1,KO Opp Avg 1,SUB Opp Avg 1,CTRL Avg 1,CTRL Opp Avg 1,Time Avg 1,Streak 1,Ht Diff 1,Reach Diff 1,Age 1,Career Fights 1,Career W Perc 1,W 2,L 2,Num Fights 2,W Perc 2,Sig Strikes Avg 2,Sig Str % 2,Sig Strikes Opp Avg 2,Sig Str % Opp 2,Strikes Avg 2,Str % 2,Strikes Opp Avg 2,Str % Opp 2,TD Avg 2,TD % 2,TD Opp Avg 2,TD % Opp 2,KD Avg 2,KD Opp Avg 2,DEC Avg 2,KO Avg 2,SUB Avg 2,DEC Opp Avg 2,KO Opp Avg 2,SUB Opp Avg 2,CTRL Avg 2,CTRL Opp Avg 2,Time Avg 2,Streak 2,Career W 2,Career L 2,Career Fights 2,Career W Perc 2,Ht Diff 2,Reach Diff 2,Age 2,Stance 2,born_year 2,Fighter 1 Odds,Fighter 2 Odds
0,1,UFC Fight Night,2024,"Las Vegas, Nevada, USA",Jamal Pogues,Thomas Petersen,Heavyweight,Orthodox,-1,0,1995,1.0,1.0,2.0,50.0,36.5,18.96103896103896,64.0,43.389830508474574,73.5,32.378854625550666,0.0,0.0,2.5,45.45454545454545,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,74.5,174.5,900.0,-1.0,2.0,3.0,29.0,-1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,-1,-2.0,50.0,-2.0,-3.0,29.0,Southpaw,1995,200.0,-275.0
1,1,UFC Fight Night,2024,"Las Vegas, Nevada, USA",Mohammed Usman,Thomas Petersen,Heavyweight,Southpaw,-1,0,1995,0.0,1.0,1.0,0.0,65.0,52.41935483870967,58.0,67.44186046511628,116.0,48.53556485355649,0.0,0.0,1.0,16.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,167.0,900.0,-1.0,-1.0,-5.0,29.0,-1.0,100.0,3.0,1.0,4.0,75.0,44.0,21.515892420537895,49.5,25.12690355329949,56.75,23.744769874476987,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.5,0.25,0.0,0.25,0.0,0.0,228.0,13.25,759.0,-1.0,0,-1,-1.0,-0.0,1.0,5.0,35.0,Orthodox,1989,-150.0,110.0
2,1,UFC on FOX 18: Johnson vs. Bader,2016,"Newark, New Jersey, USA",Matt Dwyer,Randy Brown,Welterweight,Orthodox,-13,-5,1990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,2.0,26.0,-18.0,72.22222222222221,1.0,2.0,3.0,33.0,12.333333333333334,21.89349112426036,22.666666666666668,33.663366336633665,26.666666666666668,25.157232704402517,0.0,0.0,0.3333333333333333,50.0,0.0,0.0,0.3333333333333333,1.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,6.333333333333333,59.333333333333336,385.6666666666667,-1.0,0,-1,-1.0,-0.0,1.0,-2.0,27.0,Orthodox,1989,170.0,-230.0
3,1,UFC on FOX 19: Evans vs. Teixeira,2016,"Tampa, Florida, USA",Michael Graves,Randy Brown,Welterweight,Orthodox,-1,-1,1991,1.0,0.0,1.0,100.0,27.0,60.0,28.0,49.122807017543856,50.0,36.76470588235294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,537.0,208.0,900.0,1.0,-5.0,-7.0,25.0,-2.0,50.0,1.0,0.0,1.0,100.0,46.0,47.42268041237113,48.0,44.44444444444444,61.0,26.521739130434785,0.0,0.0,1.0,25.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,172.0,209.0,900.0,1.0,-12,-5,-17.0,70.58823529411765,5.0,7.0,26.0,Orthodox,1990,-160.0,120.0
4,1,UFC Fight Night 94: Johnson vs. Poirier,2016,"Hidalgo, Texas, USA",Erick Montano,Randy Brown,Welterweight,Orthodox,-12,-4,1990,1.0,1.0,2.0,50.0,28.5,25.90909090909091,29.0,23.293172690763058,42.5,29.929577464788732,0.0,0.0,0.5,20.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,250.5,135.5,675.5,-1.0,3.0,5.0,26.0,-16.0,75.0,1.0,0.0,1.0,100.0,49.0,42.241379310344826,27.0,28.723404255319153,33.0,16.83673469387755,0.0,0.0,1.0,33.33333333333333,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,162.0,208.0,900.0,1.0,0,-2,-2.0,-0.0,-3.0,-5.0,31.0,Orthodox,1985,250.0,-350.0
5,1,UFC Fight Night 102: Lewis vs. Abdurakhimov,2016,"Albany, New York, USA",Brian Camozzi,Randy Brown,Welterweight,Orthodox,-11,-4,1990,2.0,1.0,3.0,66.0,26.0,25.91362126245847,23.333333333333332,22.29299363057325,34.333333333333336,29.428571428571427,0.0,0.0,0.6666666666666666,25.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,271.6666666666667,137.66666666666666,656.3333333333334,1.0,1.0,0.0,26.0,-15.0,73.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-3,-3.0,-0.0,-1.0,0.0,25.0,Orthodox,1991,135.0,-175.0
6,1,UFC 208: Holm vs. de Randamie,2017,"Brooklyn, New York, USA",Belal Muhammad,Randy Brown,Welterweight,Orthodox,-14,-1,1988,1.0,2.0,3.0,33.0,49.0,19.57390146471371,53.666666666666664,21.75675675675676,77.33333333333333,30.48620236530881,0.0,0.0,1.0,75.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,59.666666666666664,102.33333333333331,612.6666666666666,-1.0,-4.0,-6.0,29.0,-15.0,93.33333333333331,3.0,1.0,4.0,75.0,30.0,25.53191489361702,20.25,21.03896103896104,29.0,27.488151658767773,0.0,0.0,0.5,18.181818181818183,0.0,0.0,0.25,0.0,0.25,0.25,0.25,0.0,0.0,0.25,262.75,110.75,588.5,2.0,-10,-4,-14.0,71.42857142857143,4.0,6.0,27.0,Orthodox,1990,-105.0,-135.0
7,1,UFC 217: Bisping vs. St-Pierre,2017,"New York City, New York, USA",Randy Brown,Mickey Gall,Welterweight,Orthodox,-10,-3,1990,3.0,2.0,5.0,60.0,38.2,26.825842696629216,26.6,23.456790123456788,36.2,24.96551724137931,0.0,0.0,0.4,18.181818181818183,0.0,0.0,0.2,0.0,0.2,0.2,0.2,0.2,0.0,0.2,280.8,93.8,650.8,-1.0,1.0,4.0,27.0,-13.0,76.92307692307693,3.0,0.0,3.0,100.0,5.0,36.58536585365854,10.666666666666666,31.683168316831683,19.333333333333332,41.13475177304964,0.0,0.0,1.0,100.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,25.666666666666668,112.0,193.0,3.0,-3,-6,-9.0,33.33333333333333,-1.0,-4.0,25.0,Switch,1992,-170.0,130.0
8,1,UFC Fight Night 133: Dos Santos vs. Ivanov,2018,"Boise, Idaho, USA",Niko Price,Randy Brown,Welterweight,Orthodox,-5,-6,1989,3.0,1.0,4.0,75.0,15.5,21.160409556313994,24.5,26.41509433962264,32.75,28.540305010893245,0.0,0.0,0.5,20.0,0.0,0.0,0.0,0.5,0.0,0.25,0.5,0.0,0.0,0.25,44.75,94.5,370.75,1.0,-3.0,-2.0,29.0,-11.0,45.45454545454545,4.0,2.0,6.0,66.0,38.666666666666664,22.789783889980352,23.333333333333332,18.89338731443995,39.666666666666664,29.20245398773006,0.0,0.0,0.3333333333333333,15.384615384615383,0.0,0.0,0.1666666666666666,0.0,0.3333333333333333,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.0,0.1666666666666666,322.0,122.33333333333331,692.3333333333334,1.0,-9,-3,-12.0,75.0,3.0,2.0,28.0,Orthodox,1990,-145.0,105.0
9,1,UFC on ESPN+ 12: Moicano vs. The Korean Zombie,2019,"Greenville, South Carolina, USA",Bryan Barberena,Randy Brown,Welterweight,Orthodox,-9,-2,1990,4.0,3.0,7.0,57.0,34.857142857142854,21.10726643598616,21.857142857142858,17.95774647887324,36.57142857142857,28.60335195530726,0.0,0.0,0.4285714285714285,20.0,0.0,0.0,0.1428571428571428,0.0,0.2857142857142857,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.1428571428571428,290.85714285714283,119.0,646.1428571428571,-1.0,3.0,6.0,29.0,-11.0,81.81818181818183,5.0,4.0,9.0,55.0,60.44444444444444,27.940421160760145,60.77777777777778,26.272814601344862,86.88888888888889,33.648881239242684,0.0,0.0,0.4444444444444444,44.44444444444444,0.0,0.0,0.3333333333333333,0.4444444444444444,0.1111111111111111,0.3333333333333333,0.1111111111111111,0.3333333333333333,0.1111111111111111,0.0,117.88888888888889,120.44444444444444,682.2222222222222,-1.0,-4,-6,-10.0,40.0,-3.0,-6.0,30.0,Southpaw,1989,-185.0,145.0
