,Winner,Event,Date,Location,Fighter 1,Fighter 2,Weight class,Stance 1,Career W 1,Career L 1,W 1,L 1,Num Fights 1,W Perc 1,Sig Strikes Avg 1,Sig Str % 1,Sig Strikes Opp Avg 1,Sig Str % Opp 1,Strikes Avg 1,Str % 1,Strikes Opp Avg 1,Str % Opp 1,TD Avg 1,TD % 1,TD Opp Avg 1,TD % Opp 1,KD Avg 1,KD Opp Avg 1,DEC Avg 1,KO Avg 1,SUB Avg 1,DEC Opp Avg 1,KO Opp Avg 1,SUB Opp Avg 1,CTRL Avg 1,CTRL Opp Avg 1,Time Avg 1,Streak 1,Ht Diff 1,Reach Diff 1,Age 1,Career Fights 1,Career W Perc 1,W 2,L 2,Num Fights 2,W Perc 2,Sig Strikes Avg 2,Sig Str % 2,Sig Strikes Opp Avg 2,Sig Str % Opp 2,Strikes Avg 2,Str % 2,Strikes Opp Avg 2,Str % Opp 2,TD Avg 2,TD % 2,TD Opp Avg 2,TD % Opp 2,KD Avg 2,KD Opp Avg 2,DEC Avg 2,KO Avg 2,SUB Avg 2,DEC Opp Avg 2,KO Opp Avg 2,SUB Opp Avg 2,CTRL Avg 2,CTRL Opp Avg 2,Time Avg 2,Streak 2,Career W 2,Career L 2,Career Fights 2,Career W Perc 2,Ht Diff 2,Reach Diff 2,Age 2,Stance 2
0,0,The Ultimate Fighter: A Champion Will Be Crowned Finale,Dec 2014,"Las Vegas, Nevada, USA",Seo Hee Ham,Joanne Wood,Women's Strawweight,Southpaw,16,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,-3.0,27.0,21.0,76.19047619047619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,0,8.0,100.0,4.0,3.0,29.0,Orthodox
1,0,UFC Fight Night: Cejudo vs. Dillashaw,Jan 2019,"Brooklyn, New York, USA",Ariane da Silva,Joanne Wood,Women's Flyweight,Orthodox,11,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,25.0,14.0,78.57142857142857,4.0,3.0,7.0,57.14285714285714,51.857142857142854,22.630922693266832,48.142857142857146,23.682361208713985,66.14285714285714,31.777625257378173,0.0,0.0,0.8571428571428571,46.15384615384615,0.0,0.0,0.1428571428571428,0.2857142857142857,0.2857142857142857,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.0,0.2857142857142857,158.28571428571428,117.71428571428572,589.8571428571429,1.0,12,3,15.0,80.0,0.0,-2.0,34.0,Orthodox
2,1,UFC 238: Cejudo vs. Moraes,Jun 2019,"Chicago, Illinois, USA",Katlyn Cerminara,Joanne Wood,Women's Flyweight,Orthodox,11,2,4.0,2.0,6.0,66.66666666666666,64.0,16.893972723273208,60.333333333333336,18.756476683937823,68.83333333333333,19.326158165652785,0.0,0.0,0.8333333333333334,45.45454545454545,0.0,0.0,0.1666666666666666,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,0.0,68.16666666666667,91.33333333333331,900.0,-1.0,3.0,3.0,31.0,13.0,84.61538461538461,5.0,3.0,8.0,62.5,56.0,24.81994459833795,48.75,24.20856610800745,66.5,29.854096520763186,0.0,0.0,0.875,50.0,0.0,0.0,0.125,0.25,0.375,0.125,0.125,0.125,0.0,0.25,173.0,127.75,628.625,2.0,13,3,16.0,81.25,-3.0,-3.0,34.0,Orthodox
3,0,UFC 279: Diaz vs. Ferguson,Sep 2022,"Las Vegas, Nevada, USA",Chad Anheliger,Alatengheili,Bantamweight,Orthodox,12,5,1.0,0.0,1.0,100.0,67.0,51.53846153846153,64.0,50.79365079365079,73.0,27.969348659003828,0.0,0.0,4.0,57.14285714285714,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,80.0,200.0,813.0,1.0,1.0,-2.0,36.0,17.0,70.58823529411765,3.0,1.0,4.0,75.0,34.5,15.825688073394495,66.0,20.15267175572519,78.5,23.751891074130103,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.5,0.25,0.0,0.25,0.0,0.0,93.0,1.5,686.75,1.0,15,8,23.0,65.21739130434783,-1.0,2.0,31.0,Orthodox
4,0,UFC Fight Night: Hall vs. Silva,Oct 2020,"Las Vegas, Nevada, USA",King Green,Thiago Moises,Lightweight,Orthodox,27,10,8.0,5.0,13.0,61.53846153846154,46.0,21.41833810888252,62.07692307692308,22.398001665278937,76.38461538461539,26.895991332611057,0.0,0.0,0.9230769230769232,27.906976744186046,0.0,0.0,0.0769230769230769,0.2307692307692307,0.4615384615384615,0.0769230769230769,0.0769230769230769,0.3076923076923077,0.0769230769230769,0.0,126.92307692307692,116.6923076923077,789.8461538461538,3.0,1.0,1.0,34.0,37.0,72.97297297297297,2.0,2.0,4.0,50.0,34.25,22.948073701842542,38.75,16.70258620689655,73.75,31.25,0.0,0.0,1.5,27.27272727272727,0.0,0.0,0.0,0.25,0.25,0.0,0.25,0.5,0.0,0.0,129.0,270.25,756.25,1.0,13,4,17.0,76.47058823529412,-1.0,-1.0,25.0,Orthodox
5,1,UFC Fight Night: Gane vs. Spivac,Sep 2023,"Paris, Ile-de-France, France",Benoit Saint Denis,Thiago Moises,Lightweight,Southpaw,11,0,3.0,1.0,4.0,75.0,33.5,24.45255474452555,47.5,26.425591098748264,69.0,35.521235521235525,0.0,0.0,1.5,31.57894736842105,0.0,0.0,0.75,0.0,0.0,0.25,0.5,0.25,0.0,0.0,80.5,165.25,474.0,3.0,2.0,3.0,28.0,11.0,100.0,6.0,4.0,10.0,60.0,35.4,20.593368237347295,34.7,17.75844421699079,60.6,29.925925925925927,0.0,0.0,1.1,34.375,0.0,0.0,0.0,0.1,0.3,0.0,0.3,0.2,0.1,0.1,127.8,168.5,679.4,2.0,17,6,23.0,73.91304347826086,-2.0,-3.0,28.0,Orthodox
6,1,UFC Fight Night: Dern vs. Hill,May 2023,"Las Vegas, Nevada, USA",Viacheslav Borshchev,Maheshate,Lightweight,Orthodox,6,3,1.0,2.0,3.0,33.33333333333333,28.666666666666668,35.390946502057616,32.666666666666664,37.98449612403101,52.666666666666664,36.57407407407408,0.0,0.0,6.666666666666667,68.96551724137932,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,46.333333333333336,418.0,675.6666666666666,-2.0,-1.0,-2.0,31.0,9.0,66.66666666666666,1.0,1.0,2.0,50.0,16.0,19.875776397515526,28.0,40.57971014492754,44.0,31.88405797101449,0.0,0.0,3.0,54.54545454545454,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,202.5,487.0,-1.0,9,2,11.0,81.81818181818183,1.0,2.0,24.0,Orthodox
7,0,UFC Fight Night: Arlovski vs. Barnett,Sep 2016,"Hamburg, Hamburg, Germany",Veronica Hardy,Ashlee Evans-Smith,Women's Bantamweight,Southpaw,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,-3.0,21.0,5.0,100.0,1.0,1.0,2.0,50.0,32.0,33.86243386243386,30.0,24.59016393442623,36.5,15.869565217391305,0.0,0.0,1.0,50.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,100.0,66.0,599.5,1.0,4,1,5.0,80.0,4.0,3.0,29.0,Orthodox
8,1,UFC Fight Night: Maia vs. Usman,May 2018,"Santiago, Chile",Andrea Lee,Veronica Hardy,Women's Flyweight,Orthodox,8,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,29.0,10.0,80.0,0.0,1.0,1.0,0.0,23.0,56.09756097560976,73.0,63.47826086956522,114.0,41.15523465703971,0.0,0.0,2.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,109.0,361.0,766.0,-1.0,5,1,6.0,83.33333333333334,-2.0,-5.0,23.0,Southpaw
9,0,UFC Fight Night: Blachowicz vs. Santos,Feb 2019,"Prague, Czech Republic",Veronica Hardy,Gillian Robertson,Women's Flyweight,Southpaw,5,2,0.0,2.0,2.0,0.0,39.5,42.02127659574468,48.5,27.714285714285715,78.0,34.66666666666667,0.0,0.0,1.5,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,296.5,232.0,833.0,-2.0,-1.0,1.0,24.0,7.0,71.42857142857143,2.0,1.0,3.0,66.66666666666666,10.0,21.12676056338028,10.0,22.55639097744361,11.666666666666666,21.084337349397593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,161.0,16.333333333333332,284.0,-1.0,5,3,8.0,62.5,1.0,-1.0,24.0,Orthodox
10,1,UFC Fight Night: Shevchenko vs. Carmouche 2,Aug 2019,"Montevideo, Uruguay",Veronica Hardy,Polyana Viana,Women's Flyweight,Southpaw,5,3,0.0,3.0,3.0,0.0,28.0,25.688073394495415,40.0,24.43991853360489,63.666666666666664,34.72727272727273,0.0,0.0,1.3333333333333333,57.14285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,286.6666666666667,191.33333333333337,724.3333333333334,-3.0,-1.0,-3.0,24.0,8.0,62.5,1.0,2.0,3.0,33.33333333333333,37.666666666666664,31.301939058171747,45.0,25.42372881355932,78.66666666666667,30.76923076923077,0.0,0.0,0.6666666666666666,28.57142857142857,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,241.33333333333337,56.0,676.6666666666666,-2.0,10,3,13.0,76.92307692307693,1.0,3.0,27.0,Orthodox
11,1,UFC Fight Night: Lee vs. Oliveira,Mar 2020,"Brasilia, Distrito Federal, Brazil",Bea Malecki,Veronica Hardy,Women's Bantamweight,Orthodox,3,0,1.0,0.0,1.0,100.0,19.0,26.76056338028169,42.0,39.62264150943396,48.0,22.018348623853218,0.0,0.0,3.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,69.0,155.0,419.0,1.0,5.0,10.0,29.0,3.0,100.0,1.0,3.0,4.0,25.0,21.25,24.853801169590643,30.25,21.88065099457505,48.0,34.53237410071942,0.0,0.0,1.25,62.5,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25,216.0,154.25,560.5,1.0,6,3,9.0,66.66666666666666,-5.0,-10.0,25.0,Southpaw
12,1,UFC 286: Edwards vs. Usman 3,Mar 2023,"London, England, United Kingdom",Veronica Hardy,Juliana Miller,Women's Flyweight,Southpaw,6,4,1.0,4.0,5.0,20.0,43.0,36.440677966101696,42.8,26.289926289926292,59.6,27.46543778801843,0.0,0.0,1.0,29.411764705882355,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.2,0.2,213.6,125.8,628.4,-1.0,-3.0,-2.0,28.0,10.0,60.0,1.0,0.0,1.0,100.0,30.0,62.5,54.0,63.52941176470588,110.0,45.64315352697096,0.0,0.0,4.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,76.0,580.0,837.0,1.0,4,1,5.0,80.0,3.0,2.0,27.0,Orthodox
13,1,UFC Fight Night: Dariush vs. Tsarukyan,Dec 2023,"Austin, Texas, USA",Veronica Hardy,Jamey-Lyn Horth,Women's Flyweight,Southpaw,7,4,2.0,4.0,6.0,33.33333333333333,40.833333333333336,24.623115577889447,46.0,23.752151462994835,62.666666666666664,29.912490055688146,0.0,0.0,1.5,42.857142857142854,0.0,0.0,0.0,0.0,0.1666666666666666,0.0,0.1666666666666666,0.3333333333333333,0.1666666666666666,0.1666666666666666,191.16666666666663,180.83333333333337,673.6666666666666,1.0,-3.0,-2.0,28.0,11.0,63.63636363636363,1.0,0.0,1.0,100.0,63.0,42.0,76.0,73.07692307692307,99.0,42.672413793103445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,290.0,67.0,900.0,1.0,6,0,6.0,100.0,3.0,2.0,33.0,Orthodox
14,1,UFC Fight Night: Lewis vs. Nascimento,May 2024,"St. Louis, Missouri, USA",Veronica Hardy,JJ Aldrich,Women's Flyweight,Southpaw,8,4,3.0,4.0,7.0,42.857142857142854,41.142857142857146,24.120603015075375,45.57142857142857,23.735119047619047,64.28571428571429,30.63308373042886,0.0,0.0,1.4285714285714286,41.66666666666667,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.1428571428571428,0.2857142857142857,0.1428571428571428,0.1428571428571428,177.28571428571428,189.1428571428571,706.0,2.0,-1.0,-3.0,29.0,12.0,66.66666666666666,9.0,5.0,14.0,64.28571428571429,52.642857142857146,20.038064165307233,64.07142857142857,21.336822074215036,76.21428571428571,24.5852534562212,0.0,0.0,0.9285714285714286,35.13513513513514,0.0,0.0,0.0,0.0,0.5714285714285714,0.0714285714285714,0.0,0.2142857142857142,0.0714285714285714,0.0714285714285714,66.14285714285714,137.71428571428572,816.2857142857143,2.0,13,6,19.0,68.42105263157895,1.0,3.0,32.0,Southpaw
15,0,UFC Fight Night: Strickland vs. Magomedov,Jul 2023,"Las Vegas, Nevada, USA",Ismael Bonfim,Benoit Saint Denis,Lightweight,Orthodox,19,3,1.0,0.0,1.0,100.0,34.0,69.38775510204081,14.0,28.57142857142857,20.0,19.230769230769234,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,47.0,136.0,437.0,1.0,-3.0,-2.0,28.0,22.0,86.36363636363636,2.0,1.0,3.0,66.66666666666666,40.0,28.985507246376812,59.0,27.96208530805687,80.33333333333333,35.13119533527696,0.0,0.0,1.3333333333333333,33.33333333333333,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,104.0,161.33333333333334,536.0,2.0,10,0,10.0,100.0,3.0,2.0,28.0,Southpaw
16,0,UFC 302: Makhachev vs. Poirier,Jun 2024,"Newark, New Jersey, USA",Mickey Gall,Bassil Hafez,Welterweight,Switch,7,5,6.0,5.0,11.0,54.54545454545454,23.09090909090909,21.84006878761823,33.54545454545455,23.653846153846153,42.90909090909091,29.666876178504086,0.0,0.0,1.0,78.57142857142857,0.0,0.0,0.2727272727272727,0.2727272727272727,0.0909090909090909,0.0,0.4545454545454545,0.2727272727272727,0.1818181818181818,0.0,71.27272727272727,165.0,472.6363636363636,-2.0,3.0,2.0,32.0,12.0,58.333333333333336,0.0,1.0,1.0,0.0,32.0,25.806451612903224,83.0,60.58394160583942,149.0,42.693409742120345,0.0,0.0,1.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,408.0,79.0,900.0,-1.0,8,3,11.0,72.72727272727273,-3.0,-2.0,32.0,Orthodox
17,1,UFC Fight Night: Dos Anjos vs. Lee,May 2019,"Rochester, New York, USA",Grant Dawson,Michael Trizano,Featherweight,Switch,13,1,1.0,0.0,1.0,100.0,57.0,44.53125,49.0,57.647058823529406,70.0,36.08247422680412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,607.0,17.0,900.0,1.0,-1.0,1.0,25.0,14.0,92.85714285714286,2.0,0.0,2.0,100.0,46.5,32.40418118466899,26.0,19.402985074626866,47.5,26.027397260273972,0.0,0.0,1.0,13.333333333333334,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,236.5,248.5,900.0,2.0,9,0,9.0,100.0,1.0,-1.0,28.0,Orthodox
18,1,UFC Fight Night: Rodriguez vs. Lemos,Nov 2022,"Las Vegas, Nevada, USA",Grant Dawson,Mark Madsen,Lightweight,Switch,18,1,6.0,0.0,6.0,100.0,42.0,23.161764705882355,35.166666666666664,24.620770128354728,60.0,35.294117647058826,0.0,0.0,2.0,29.268292682926827,0.0,0.0,0.0,0.0,0.3333333333333333,0.1666666666666666,0.5,0.0,0.0,0.0,266.6666666666667,205.66666666666663,732.5,6.0,2.0,0.0,28.0,19.0,94.73684210526316,4.0,0.0,4.0,100.0,44.25,24.246575342465754,44.5,28.12006319115324,50.75,27.321668909825032,0.0,0.0,0.75,75.0,0.0,0.0,0.0,0.0,0.75,0.25,0.0,0.0,0.0,0.0,145.0,91.0,693.0,4.0,12,0,12.0,100.0,-2.0,0.0,38.0,Orthodox
19,0,UFC Fight Night: Dawson vs. Green,Oct 2023,"Las Vegas, Nevada, USA",Grant Dawson,King Green,Lightweight,Switch,20,1,8.0,0.0,8.0,100.0,37.25,21.07496463932107,32.0,21.75021240441801,61.75,37.854406130268195,0.0,0.0,1.875,32.608695652173914,0.0,0.0,0.125,0.0,0.375,0.125,0.5,0.0,0.0,0.0,272.375,250.25,752.5,8.0,0.0,1.0,29.0,21.0,95.23809523809524,11.0,9.0,20.0,55.00000000000001,53.9,22.300372362432768,66.2,23.680915757467357,77.2,26.538329322791338,0.0,0.0,0.75,29.411764705882355,0.0,0.0,0.05,0.25,0.35,0.1,0.1,0.3,0.15,0.0,89.65,96.6,733.75,1.0,30,14,44.0,68.18181818181817,0.0,-1.0,37.0,Orthodox
20,1,UFC Fight Night: Strickland vs. Magomedov,Jul 2023,"Las Vegas, Nevada, USA",Sean Strickland,Abus Magomedov,Middleweight,Orthodox,26,5,13.0,5.0,18.0,72.22222222222221,67.88888888888889,20.171673819742487,76.66666666666667,19.971056439942114,86.72222222222223,21.719771810212883,0.0,0.0,0.9444444444444444,45.94594594594595,0.0,0.0,0.0555555555555555,0.3333333333333333,0.5,0.1666666666666666,0.0555555555555555,0.1666666666666666,0.1111111111111111,0.0,45.44444444444444,108.5,866.4444444444445,1.0,-1.0,-2.0,32.0,31.0,83.87096774193549,1.0,0.0,1.0,100.0,7.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,19.0,1.0,25,4,29.0,86.20689655172413,1.0,2.0,33.0,Orthodox
21,1,UFC 256: Figueiredo vs. Moreno,Dec 2020,"Las Vegas, Nevada, USA",Kevin Holland,Jacare Souza,Middleweight,Orthodox,20,4,7.0,2.0,9.0,77.77777777777779,47.22222222222222,23.135547087642895,33.77777777777778,20.389000670690812,46.333333333333336,27.93034159410583,0.0,0.0,1.7777777777777777,45.714285714285715,0.0,0.0,0.2222222222222222,0.1111111111111111,0.3333333333333333,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.0,0.1111111111111111,151.88888888888889,191.0,643.6666666666666,4.0,2.0,9.0,28.0,24.0,83.33333333333334,9.0,5.0,14.0,64.28571428571429,36.285714285714285,19.553502694380292,31.428571428571427,23.366967604885826,46.214285714285715,30.986590038314176,0.0,0.0,0.2142857142857142,12.5,0.0,0.0,0.2857142857142857,0.1428571428571428,0.0714285714285714,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.0714285714285714,0.0,201.71428571428572,36.857142857142854,650.7142857142857,-2.0,26,8,34.0,76.47058823529412,-2.0,-9.0,41.0,Orthodox
22,0,UFC Fight Night: Sanchez vs Riggs,Dec 2006,"San Diego, California, USA",Keita Nakamura,Brock Larson,Welterweight,Southpaw,30,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,22.0,33.0,90.9090909090909,0.0,1.0,1.0,0.0,14.0,70.0,25.0,51.02040816326531,146.0,66.66666666666666,0.0,0.0,5.0,71.42857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,176.0,609.0,900.0,-1.0,39,8,47.0,82.97872340425532,0.0,-2.0,29.0,Southpaw
23,0,UFC Fight Night: Stevenson vs Guillard,Apr 2007,"Las Vegas, Nevada, USA",Keita Nakamura,Drew Fickett,Welterweight,Southpaw,30,4,0.0,1.0,1.0,0.0,16.0,36.36363636363637,22.0,40.0,42.0,31.343283582089555,0.0,0.0,5.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,602.0,900.0,-1.0,1.0,3.0,23.0,34.0,88.23529411764706,3.0,3.0,6.0,50.0,12.666666666666666,20.82191780821918,18.166666666666668,17.3015873015873,70.66666666666667,51.3317191283293,0.0,0.0,2.3333333333333335,66.66666666666666,0.0,0.0,0.1666666666666666,0.0,0.0,0.0,0.5,0.1666666666666666,0.1666666666666666,0.1666666666666666,50.333333333333336,274.5,481.6666666666667,-1.0,41,21,62.0,66.12903225806451,-1.0,-3.0,28.0,Orthodox
24,1,UFC Fight Night: Barboza vs. Lee,Apr 2018,"Atlantic City, New Jersey, USA",Anthony Rocco Martin,Keita Nakamura,Welterweight,Orthodox,12,4,4.0,4.0,8.0,50.0,34.625,20.293040293040292,32.75,20.760697305863708,42.75,25.184094256259204,0.0,0.0,0.625,31.25,0.0,0.0,0.0,0.0,0.25,0.0,0.25,0.25,0.0,0.25,208.5,139.875,700.625,-1.0,1.0,0.0,29.0,16.0,75.0,3.0,5.0,8.0,37.5,32.0,16.942422236929186,49.5,20.020222446916076,73.375,27.92578496669838,0.0,0.0,1.625,38.23529411764706,0.0,0.0,0.25,0.25,0.125,0.0,0.25,0.625,0.0,0.0,115.5,247.5,842.0,1.0,33,8,41.0,80.48780487804879,-1.0,0.0,34.0,Southpaw
25,0,UFC Fight Night: Bisping vs Le,Aug 2014,"Macau, China",Shinsho Anzai,Alberto Mina,Welterweight,Orthodox,8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,-7.0,29.0,9.0,88.88888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,0,10.0,100.0,5.0,7.0,32.0,Orthodox
26,1,UFC 187: Johnson vs Cormier,May 2015,"Las Vegas, Nevada, USA",Islam Makhachev,Leo Kuntz,Lightweight,Southpaw,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,11.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,2,20.0,90.0,0.0,0.0,32.0,Orthodox
27,1,UFC 267: Blachowicz vs. Teixeira,Oct 2021,"Abu Dhabi, Abu Dhabi, United Arab Emirates",Islam Makhachev,Dan Hooker,Lightweight,Southpaw,20,1,9.0,1.0,10.0,90.0,19.7,21.13733905579399,11.7,15.254237288135592,29.8,36.43031784841076,0.0,0.0,1.2,48.0,0.0,0.0,0.2,0.1,0.4,0.1,0.4,0.0,0.1,0.0,216.0,168.6,625.9,8.0,-2.0,-5.0,30.0,21.0,95.23809523809524,11.0,6.0,17.0,64.70588235294117,48.47058823529411,21.51436031331593,53.64705882352941,25.256161728053172,62.1764705882353,28.660520607375272,0.0,0.0,0.4117647058823529,14.893617021276595,0.0,0.0,0.2352941176470588,0.2941176470588235,0.1764705882352941,0.3529411764705882,0.1176470588235294,0.2352941176470588,0.1176470588235294,0.0,121.58823529411764,61.47058823529411,637.9411764705883,1.0,21,10,31.0,67.74193548387096,2.0,5.0,31.0,Switch
28,1,UFC Fight Night: Makhachev vs. Green,Feb 2022,"Las Vegas, Nevada, USA",Islam Makhachev,King Green,Catch Weight,Southpaw,21,1,10.0,1.0,11.0,90.9090909090909,18.09090909090909,17.62621789193977,11.0,14.560770156438029,28.818181818181817,36.90337601862631,0.0,0.0,1.0909090909090908,48.0,0.0,0.0,0.1818181818181818,0.0909090909090909,0.3636363636363636,0.0909090909090909,0.4545454545454545,0.0,0.0909090909090909,0.0,206.1818181818182,153.27272727272728,582.1818181818181,9.0,0.0,-1.0,31.0,22.0,95.45454545454544,10.0,7.0,17.0,58.82352941176471,55.411764705882355,23.311061618411287,67.0,23.455518945634264,78.52941176470588,26.440879382055854,0.0,0.0,0.8235294117647058,29.166666666666668,0.0,0.0,0.0588235294117647,0.2352941176470588,0.4117647058823529,0.1176470588235294,0.0588235294117647,0.3529411764705882,0.0588235294117647,0.0,104.05882352941175,94.29411764705884,771.3529411764706,2.0,29,12,41.0,70.73170731707317,0.0,1.0,36.0,Orthodox
29,1,UFC 284: Makhachev vs. Volkanovski,Feb 2023,"Perth, Western Australia, Australia",Islam Makhachev,Alexander Volkanovski,Lightweight,Southpaw,23,1,12.0,1.0,13.0,92.3076923076923,17.846153846153847,18.3399209486166,12.307692307692308,17.24137931034483,30.76923076923077,39.447731755424066,0.0,0.0,1.0769230769230769,50.0,0.0,0.0,0.1538461538461538,0.1538461538461538,0.3076923076923077,0.1538461538461538,0.4615384615384615,0.0,0.0769230769230769,0.0,186.69230769230768,153.15384615384616,546.3846153846154,11.0,4.0,-1.0,32.0,24.0,95.83333333333334,12.0,0.0,12.0,100.0,99.41666666666669,28.740062635509517,74.41666666666667,23.51237493417588,83.66666666666667,24.292281635615776,0.0,0.0,0.6666666666666666,20.51282051282051,0.0,0.0,0.25,0.25,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,176.08333333333334,76.91666666666667,1010.1666666666666,12.0,25,1,26.0,96.15384615384616,-4.0,1.0,35.0,Orthodox
30,1,UFC Fight Night: Lewis vs. Hunt,Jun 2017,"Auckland, New Zealand",Alexander Volkanovski,Mizuto Hirota,Featherweight,Orthodox,14,1,1.0,0.0,1.0,100.0,4.0,40.0,50.0,65.78947368421053,55.0,35.03184713375796,0.0,0.0,3.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,99.0,261.0,426.0,1.0,-1.0,4.0,29.0,15.0,93.33333333333331,1.0,2.0,3.0,33.33333333333333,45.333333333333336,21.864951768488748,45.666666666666664,26.91552062868369,93.66666666666669,37.416777629826896,0.0,0.0,3.0,60.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.0,200.66666666666663,293.6666666666667,900.0,1.0,18,7,25.0,72.0,1.0,-4.0,36.0,Orthodox
