,Winner,Event,Date,Location,Fighter 1,Fighter 2,Weight class,Stance 1,Career W 1,Career L 1,W 1,L 1,Num Fights 1,W Perc 1,Sig Strikes Avg 1,Sig Str % 1,Sig Strikes Opp Avg 1,Sig Str % Opp 1,Strikes Avg 1,Str % 1,Strikes Opp Avg 1,Str % Opp 1,TD Avg 1,TD % 1,TD Opp Avg 1,TD % Opp 1,KD Avg 1,KD Opp Avg 1,DEC Avg 1,KO Avg 1,SUB Avg 1,DEC Opp Avg 1,KO Opp Avg 1,SUB Opp Avg 1,CTRL Avg 1,CTRL Opp Avg 1,Time Avg 1,Streak 1,Ht Diff 1,Reach Diff 1,Age 1,Career Fights 1,Career W Perc 1,W 2,L 2,Num Fights 2,W Perc 2,Sig Strikes Avg 2,Sig Str % 2,Sig Strikes Opp Avg 2,Sig Str % Opp 2,Strikes Avg 2,Str % 2,Strikes Opp Avg 2,Str % Opp 2,TD Avg 2,TD % 2,TD Opp Avg 2,TD % Opp 2,KD Avg 2,KD Opp Avg 2,DEC Avg 2,KO Avg 2,SUB Avg 2,DEC Opp Avg 2,KO Opp Avg 2,SUB Opp Avg 2,CTRL Avg 2,CTRL Opp Avg 2,Time Avg 2,Streak 2,Career W 2,Career L 2,Career Fights 2,Career W Perc 2,Ht Diff 2,Reach Diff 2,Age 2,Stance 2
620,0,UFC - Ultimate Brazil,Oct 1998,"Sao Paulo, Brazil",Adriano Santos,Tulio Palhares,Middleweight,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,16,17.0,5.88235294117647,0.0,0.0,0.0,
621,1,UFC 17: Redemption,May 1998,"Mobile, Alabama, USA",Dan Henderson,Allan Goes,Middleweight,Orthodox,23,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,28.0,29.0,79.3103448275862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,4,14.0,71.42857142857143,1.0,0.0,27.0,Orthodox
622,0,UFC 75: Champion vs Champion,Sep 2007,"London, England, United Kingdom",Dan Henderson,Quinton Jackson,Light Heavyweight,Orthodox,25,6,2.0,0.0,2.0,100.0,29.5,34.104046242774565,28.0,40.87591240875913,36.5,40.55555555555556,0.0,0.0,1.0,66.66666666666666,0.0,0.0,0.5,1.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,480.0,2.0,-2.0,1.0,37.0,31.0,80.64516129032258,2.0,0.0,2.0,100.0,25.5,30.72289156626506,9.5,14.728682170542635,14.5,20.714285714285715,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,32.5,15.5,321.0,2.0,31,7,38.0,81.57894736842105,2.0,-1.0,29.0,Orthodox
623,0,UFC 93: Franklin vs Henderson,Jan 2009,"Dublin, Leinster, Ireland",Rich Franklin,Dan Henderson,Light Heavyweight,Southpaw,26,3,11.0,2.0,13.0,84.61538461538461,43.84615384615385,23.142509135200974,15.307692307692308,19.54813359528487,22.615384615384617,27.22222222222222,0.0,0.0,0.6153846153846154,21.052631578947366,0.0,0.0,0.6923076923076923,0.4615384615384615,0.1538461538461538,0.6153846153846154,0.0769230769230769,0.0,0.1538461538461538,0.0,154.53846153846155,54.92307692307692,563.8461538461538,2.0,2.0,2.0,35.0,29.0,89.65517241379311,3.0,2.0,5.0,60.0,36.2,26.61764705882353,40.8,28.333333333333332,72.2,45.98726114649681,0.0,0.0,1.2,27.27272727272727,0.0,0.0,0.4,0.8,0.6,0.0,0.0,0.2,0.0,0.2,184.0,164.8,790.4,1.0,26,8,34.0,76.47058823529412,-2.0,-2.0,39.0,Orthodox
624,1,UFC 17: Redemption,May 1998,"Mobile, Alabama, USA",Mike van Arsdale,Joe Pardo,Heavyweight,Switch,6,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,33.0,9.0,66.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,5,9.0,44.44444444444444,-1.0,0.0,0.0,Southpaw
625,0,UFC 52: Couture vs Liddell 2,Apr 2005,"Las Vegas, Nevada, USA",John Marsh,Mike van Arsdale,Heavyweight,Orthodox,8,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,35.0,14.0,57.14285714285714,1.0,0.0,1.0,100.0,27.0,37.5,4.0,36.36363636363637,10.0,35.714285714285715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,661.0,1.0,7,3,10.0,70.0,2.0,0.0,40.0,Switch
626,0,UFC 34: High Voltage,Nov 2001,"Las Vegas, Nevada, USA",Roberto Traven,Frank Mir,Heavyweight,Orthodox,6,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,9.0,66.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,2.0,100.0,0.0,0.0,22.0,Southpaw
627,1,UFC 43: Meltdown,Jun 2003,"Las Vegas, Nevada, USA",Frank Mir,Wes Sims,Heavyweight,Southpaw,5,1,3.0,1.0,4.0,75.0,3.25,25.49019607843137,9.0,28.799999999999997,15.75,48.091603053435115,0.0,0.0,0.25,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.25,0.0,13.5,58.5,108.0,1.0,-7.0,0.0,24.0,6.0,83.33333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,11,35.0,68.57142857142857,7.0,0.0,24.0,Orthodox
628,1,UFC 46: Supernatural,Jan 2004,"Las Vegas, Nevada, USA",Frank Mir,Wes Sims,Heavyweight,Southpaw,6,1,4.0,1.0,5.0,80.0,3.4,28.8135593220339,7.4,28.030303030303028,14.2,49.65034965034965,0.0,0.0,0.2,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,0.2,0.0,42.4,49.0,121.4,2.0,-7.0,0.0,25.0,7.0,85.71428571428571,0.0,1.0,1.0,0.0,1.0,100.0,4.0,57.14285714285714,18.0,64.28571428571429,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,158.0,175.0,-1.0,24,12,36.0,66.66666666666666,7.0,0.0,25.0,Orthodox
629,1,UFC 48: Payback,Jun 2004,"Las Vegas, Nevada, USA",Frank Mir,Tim Sylvia,Heavyweight,Southpaw,7,1,5.0,1.0,6.0,83.33333333333334,7.5,36.29032258064516,9.166666666666666,32.73809523809524,25.666666666666668,57.67790262172284,0.0,0.0,0.1666666666666666,100.0,0.0,0.0,0.1666666666666666,0.0,0.0,0.1666666666666666,0.5,0.0,0.1666666666666666,0.0,111.33333333333331,47.333333333333336,194.66666666666663,3.0,-5.0,-1.0,25.0,8.0,87.5,3.0,0.0,3.0,100.0,53.333333333333336,30.0187617260788,13.333333333333334,22.47191011235955,14.333333333333334,21.182266009852217,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,1.0,0.0,0.0,0.0,0.0,28.333333333333332,0.0,235.33333333333337,3.0,25,6,31.0,80.64516129032258,5.0,1.0,28.0,Orthodox
630,1,UFC 57: Liddell vs Couture 3,Feb 2006,"Las Vegas, Nevada, USA",Marcio Cruz,Frank Mir,Heavyweight,Orthodox,7,1,1.0,0.0,1.0,100.0,12.0,42.857142857142854,1.0,10.0,10.0,33.33333333333333,0.0,0.0,2.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,27.0,195.0,362.0,1.0,1.0,0.0,28.0,8.0,87.5,6.0,1.0,7.0,85.71428571428571,6.857142857142857,22.119815668202765,8.142857142857142,20.955882352941178,22.285714285714285,56.317689530685925,0.0,0.0,0.2857142857142857,100.0,0.0,0.0,0.1428571428571428,0.0,0.0,0.1428571428571428,0.5714285714285714,0.0,0.1428571428571428,0.0,95.42857142857144,44.714285714285715,174.0,4.0,8,1,9.0,88.88888888888889,-1.0,0.0,27.0,Southpaw
631,0,UFC 61: Bitter Rivals,Jul 2006,"Las Vegas, Nevada, USA",Dan Christison,Frank Mir,Heavyweight,Orthodox,20,6,1.0,0.0,1.0,100.0,73.0,49.32432432432432,58.0,36.94267515923567,80.0,23.52941176470588,0.0,0.0,2.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,108.0,218.0,817.0,1.0,5.0,0.0,34.0,26.0,76.92307692307693,6.0,2.0,8.0,75.0,6.375,22.566371681415927,11.0,27.41433021806853,28.5,55.88235294117647,0.0,0.0,0.375,75.0,0.0,0.0,0.125,0.0,0.0,0.125,0.5,0.0,0.25,0.0,85.375,66.25,183.5,-1.0,8,2,10.0,80.0,-5.0,0.0,27.0,Southpaw
632,1,UFC 65: Bad Intentions,Nov 2006,"Sacramento, California, USA",Brandon Vera,Frank Mir,Heavyweight,Orthodox,10,0,3.0,0.0,3.0,100.0,14.333333333333334,30.28169014084507,7.666666666666667,19.65811965811966,15.666666666666666,34.55882352941176,0.0,0.0,0.6666666666666666,66.66666666666666,0.0,0.0,1.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,71.33333333333333,49.0,248.66666666666663,3.0,0.0,-1.0,29.0,10.0,100.0,7.0,2.0,9.0,77.77777777777779,11.555555555555555,32.098765432098766,15.11111111111111,27.58620689655172,34.666666666666664,50.64935064935064,0.0,0.0,0.3333333333333333,75.0,0.0,0.0,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111,0.4444444444444444,0.0,0.2222222222222222,0.0,128.33333333333334,80.22222222222223,263.1111111111111,1.0,9,2,11.0,81.81818181818183,0.0,1.0,27.0,Southpaw
633,0,UFC 74: Respect,Aug 2007,"Las Vegas, Nevada, USA",Antoni Hardonk,Frank Mir,Heavyweight,Orthodox,5,3,1.0,1.0,2.0,50.0,18.0,55.38461538461539,12.5,34.72222222222222,47.0,48.95833333333333,0.0,0.0,2.0,66.66666666666666,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,0.0,487.0,547.5,-1.0,1.0,-1.0,31.0,8.0,62.5,7.0,3.0,10.0,70.0,10.6,21.94616977225673,15.1,23.704866562009418,32.9,49.77307110438729,0.0,0.0,0.3,75.0,0.0,0.0,0.1,0.0,0.1,0.1,0.4,0.0,0.3,0.0,115.5,75.6,243.7,-1.0,9,3,12.0,75.0,-1.0,1.0,28.0,Southpaw
634,0,UFC 41: Onslaught,Feb 2003,"Atlantic City, New Jersey, USA",Alexandre Dantas,Gan McGee,Heavyweight,Orthodox,0,2,0.0,1.0,1.0,0.0,14.0,32.55813953488372,33.0,61.111111111111114,61.0,43.884892086330936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,387.0,258.0,748.0,-1.0,-8.0,0.0,24.0,2.0,0.0,1.0,1.0,2.0,50.0,13.5,23.684210526315788,15.5,28.971962616822427,29.0,42.96296296296296,0.0,0.0,0.5,100.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,226.5,39.0,437.0,1.0,12,4,16.0,75.0,8.0,0.0,27.0,Orthodox
635,0,UFC 44: Undisputed,Sep 2003,"Las Vegas, Nevada, USA",Gan McGee,Tim Sylvia,Heavyweight,Orthodox,13,4,2.0,1.0,3.0,66.66666666666666,12.0,18.461538461538463,10.666666666666666,23.021582733812952,19.666666666666668,41.25874125874126,0.0,0.0,0.3333333333333333,12.5,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.0,178.66666666666666,64.66666666666667,387.6666666666667,2.0,2.0,0.0,27.0,17.0,76.47058823529412,2.0,0.0,2.0,100.0,75.0,31.84713375796178,16.5,23.57142857142857,18.0,23.52941176470588,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,40.5,0.0,296.0,2.0,24,6,30.0,80.0,-2.0,0.0,27.0,Orthodox
636,1,UFC 42: Sudden Impact,Apr 2003,"Miami, Florida, USA",David Loiseau,Mark Weir,Middleweight,Orthodox,19,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,24.0,25.0,76.0,1.0,1.0,2.0,50.0,11.5,53.48837209302325,5.0,43.47826086956522,10.0,35.714285714285715,0.0,0.0,1.0,100.0,0.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,82.0,196.5,300.0,-1.0,21,17,38.0,55.26315789473685,2.0,0.0,36.0,Southpaw
637,1,UFC 44: Undisputed,Sep 2003,"Las Vegas, Nevada, USA",Jorge Rivera,David Loiseau,Middleweight,Orthodox,12,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-3.0,31.0,14.0,85.71428571428571,1.0,0.0,1.0,100.0,16.0,80.0,2.0,100.0,12.0,85.71428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,212.0,0.0,235.0,1.0,20,6,26.0,76.92307692307693,-1.0,3.0,24.0,Orthodox
638,1,UFC 51: Super Saturday,Feb 2005,"Las Vegas, Nevada, USA",David Loiseau,Gideon Ray,Middleweight,Orthodox,20,7,1.0,1.0,2.0,50.0,25.5,41.80327868852459,41.0,54.666666666666664,83.0,46.111111111111114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.0,0.5,0.0,0.0,120.5,164.0,567.5,-1.0,2.0,0.0,26.0,27.0,74.07407407407408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,12,29.0,58.620689655172406,-2.0,0.0,32.0,Southpaw
639,1,UFC 53: Heavy Hitters,Jun 2005,"Atlantic City, New Jersey, USA",David Loiseau,Charles McCarthy,Middleweight,Orthodox,21,7,2.0,1.0,3.0,66.66666666666666,22.666666666666668,27.419354838709676,31.0,24.281984334203656,59.333333333333336,43.73464373464373,0.0,0.0,0.3333333333333333,100.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,133.33333333333334,121.0,478.3333333333333,1.0,2.0,5.0,26.0,28.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,3,12.0,75.0,-2.0,-5.0,25.0,Orthodox
640,0,UFC 58: USA vs Canada,Mar 2006,"Las Vegas, Nevada, USA",David Loiseau,Rich Franklin,Middleweight,Orthodox,23,7,4.0,1.0,5.0,80.0,20.2,24.33734939759036,21.6,23.89380530973451,49.4,45.91078066914498,0.0,0.0,1.0,62.5,0.0,0.0,0.6,0.2,0.0,0.8,0.0,0.2,0.0,0.0,124.2,177.6,484.0,3.0,-1.0,0.0,27.0,30.0,76.66666666666667,6.0,0.0,6.0,100.0,37.833333333333336,22.189638318670575,10.166666666666666,15.521628498727736,18.333333333333332,26.634382566585955,0.0,0.0,0.5,37.5,0.0,0.0,0.8333333333333334,0.1666666666666666,0.0,0.8333333333333334,0.1666666666666666,0.0,0.0,0.0,133.0,26.166666666666668,444.0,6.0,21,1,22.0,95.45454545454544,1.0,0.0,32.0,Southpaw
641,0,UFC 63: Hughes vs Penn,Sep 2006,"Anaheim, California, USA",David Loiseau,Mike Swick,Middleweight,Orthodox,23,8,4.0,2.0,6.0,66.66666666666666,20.333333333333332,23.282442748091604,39.166666666666664,30.051150895140665,76.33333333333333,40.856378233719894,0.0,0.0,1.6666666666666667,71.42857142857143,0.0,0.0,0.6666666666666666,0.5,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,106.0,234.16666666666663,653.3333333333334,-1.0,-1.0,-1.0,27.0,31.0,74.19354838709677,4.0,0.0,4.0,100.0,8.0,31.37254901960784,2.25,19.565217391304348,3.0,23.52941176470588,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.5,0.0,0.0,0.0,15.5,10.0,77.5,4.0,9,1,10.0,90.0,1.0,1.0,27.0,Orthodox
642,0,UFC 37.5: As Real As It Gets,Jun 2002,"Las Vegas, Nevada, USA",Joao Pierini,Yves Edwards,Lightweight,Switch,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,31.0,4.0,100.0,0.0,2.0,2.0,0.0,11.0,31.428571428571427,14.0,35.0,39.0,48.4472049689441,0.0,0.0,3.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,176.5,458.5,900.0,-2.0,32,14,46.0,69.56521739130434,-4.0,0.0,26.0,Southpaw
643,0,UFC 41: Onslaught,Feb 2003,"Atlantic City, New Jersey, USA",Rich Clementi,Yves Edwards,Lightweight,Southpaw,40,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,27.0,58.0,68.96551724137932,1.0,2.0,3.0,33.33333333333333,9.333333333333334,23.140495867768596,9.666666666666666,17.261904761904763,26.333333333333332,45.14285714285714,0.0,0.0,2.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,120.66666666666669,305.6666666666667,626.3333333333334,1.0,33,14,47.0,70.2127659574468,0.0,1.0,27.0,Southpaw
644,1,UFC 43: Meltdown,Jun 2003,"Las Vegas, Nevada, USA",Yves Edwards,Eddie Ruiz,Lightweight,Southpaw,34,14,2.0,2.0,4.0,50.0,19.75,34.95575221238938,15.0,25.10460251046025,34.5,41.31736526946108,0.0,0.0,2.0,30.76923076923077,0.0,0.0,0.25,0.0,0.0,0.25,0.25,0.5,0.0,0.0,143.5,281.0,681.5,2.0,2.0,0.0,27.0,48.0,70.83333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,1.0,100.0,-2.0,0.0,36.0,Orthodox
645,0,UFC 45: Revolution,Nov 2003,"Uncasville, Connecticut, USA",Nick Agallar,Yves Edwards,Lightweight,Orthodox,24,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,24.0,29.0,82.75862068965517,3.0,2.0,5.0,60.0,20.0,25.31645569620253,12.6,18.20809248554913,33.6,43.18766066838046,0.0,0.0,2.0,23.809523809523807,0.0,0.0,0.4,0.0,0.2,0.2,0.2,0.4,0.0,0.0,198.6,281.8,725.2,3.0,35,14,49.0,71.42857142857143,1.0,0.0,27.0,Southpaw
646,0,UFC 47: It's On!,Apr 2004,"Las Vegas, Nevada, USA",Hermes Franca,Yves Edwards,Lightweight,Orthodox,20,13,2.0,1.0,3.0,66.66666666666666,20.666666666666668,21.305841924398624,33.666666666666664,23.764705882352946,70.33333333333333,39.29236499068901,0.0,0.0,2.3333333333333335,50.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,148.66666666666666,322.3333333333333,755.3333333333334,-1.0,-3.0,-2.0,30.0,33.0,60.60606060606061,4.0,2.0,6.0,66.66666666666666,22.166666666666668,25.04708097928437,11.333333333333334,15.74074074074074,29.666666666666668,37.083333333333336,0.0,0.0,1.6666666666666667,22.727272727272727,0.0,0.0,0.5,0.0,0.1666666666666666,0.3333333333333333,0.1666666666666666,0.3333333333333333,0.0,0.0,167.33333333333334,246.0,676.6666666666666,4.0,36,14,50.0,72.0,3.0,2.0,28.0,Southpaw
647,0,UFC 49: Unfinished Business,Aug 2004,"Las Vegas, Nevada, USA",Josh Thomson,Yves Edwards,Lightweight,Orthodox,21,5,2.0,0.0,2.0,100.0,25.5,45.535714285714285,11.0,47.82608695652174,30.0,45.11278195488722,0.0,0.0,1.0,66.66666666666666,0.0,0.0,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,196.0,159.5,532.5,2.0,1.0,-2.0,26.0,26.0,80.76923076923077,5.0,2.0,7.0,71.42857142857143,22.0,24.175824175824175,10.857142857142858,14.50381679389313,34.42857142857143,38.375796178343954,0.0,0.0,2.0,25.925925925925924,0.0,0.0,0.4285714285714285,0.0,0.2857142857142857,0.2857142857142857,0.1428571428571428,0.2857142857142857,0.0,0.0,185.0,243.28571428571428,708.5714285714286,5.0,37,14,51.0,72.54901960784314,-1.0,2.0,28.0,Southpaw
648,1,UFC 58: USA vs Canada,Mar 2006,"Las Vegas, Nevada, USA",Mark Hominick,Yves Edwards,Lightweight,Orthodox,17,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-5.0,24.0,25.0,68.0,6.0,2.0,8.0,75.0,21.25,22.666666666666664,11.125,13.692307692307692,34.25,39.53823953823954,0.0,0.0,2.0,28.07017543859649,0.0,0.0,0.5,0.0,0.25,0.375,0.125,0.25,0.0,0.0,166.875,225.0,654.0,6.0,38,14,52.0,73.07692307692307,1.0,5.0,30.0,Southpaw
649,1,UFC 61: Bitter Rivals,Jul 2006,"Las Vegas, Nevada, USA",Joe Stevenson,Yves Edwards,Lightweight,Orthodox,26,9,1.0,1.0,2.0,50.0,25.5,30.72289156626506,33.0,25.78125,67.0,33.004926108374384,0.0,0.0,0.5,100.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.0,373.5,299.0,900.0,-1.0,-2.0,-3.0,24.0,35.0,74.28571428571429,6.0,3.0,9.0,66.66666666666666,21.11111111111111,22.24824355971897,12.333333333333334,14.780292942743008,33.888888888888886,37.28606356968216,0.0,0.0,1.7777777777777777,28.07017543859649,0.0,0.0,0.4444444444444444,0.0,0.2222222222222222,0.3333333333333333,0.1111111111111111,0.2222222222222222,0.0,0.1111111111111111,156.11111111111111,202.44444444444449,627.1111111111111,-1.0,38,15,53.0,71.69811320754717,2.0,3.0,30.0,Southpaw
650,1,UFC 42: Sudden Impact,Apr 2003,"Miami, Florida, USA",Hermes Franca,Richard Crunkilton,Lightweight,Orthodox,18,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,29.0,30.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,3,22.0,86.36363636363636,1.0,0.0,24.0,Orthodox
651,0,UFC 46: Supernatural,Jan 2004,"Las Vegas, Nevada, USA",Hermes Franca,Josh Thomson,Lightweight,Orthodox,20,12,2.0,0.0,2.0,100.0,20.0,19.900497512437813,30.5,21.328671328671327,64.5,36.134453781512605,0.0,0.0,2.5,45.45454545454545,0.0,0.0,1.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,63.5,361.0,683.0,2.0,-4.0,0.0,30.0,32.0,62.5,1.0,0.0,1.0,100.0,11.0,61.111111111111114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,147.0,0.0,165.0,1.0,20,5,25.0,80.0,4.0,0.0,26.0,Orthodox
652,1,UFC 61: Bitter Rivals,Jul 2006,"Las Vegas, Nevada, USA",Hermes Franca,Joe Jordan,Catch Weight,Orthodox,20,14,2.0,2.0,4.0,50.0,17.5,16.587677725118482,30.5,21.03448275862069,69.25,41.220238095238095,0.0,0.0,1.75,50.0,0.0,0.0,0.75,0.0,0.25,0.25,0.0,0.5,0.0,0.0,168.25,314.5,791.5,-2.0,0.0,0.0,32.0,34.0,58.82352941176471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49,13,62.0,79.03225806451613,0.0,0.0,28.0,Orthodox
653,0,UFC 62: Liddell vs Sobral,Aug 2006,"Las Vegas, Nevada, USA",Jamie Varner,Hermes Franca,Lightweight,Orthodox,18,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,22.0,23.0,78.26086956521739,3.0,2.0,5.0,60.0,23.2,18.15336463223787,28.4,18.933333333333337,61.6,36.7103694874851,0.0,0.0,1.4,50.0,0.0,0.0,0.6,0.0,0.2,0.2,0.2,0.4,0.0,0.0,151.0,265.0,762.6,1.0,21,14,35.0,60.0,-2.0,0.0,32.0,Orthodox
