,Unnamed: 0,Event,Date,Location,W/L 1,W/L 2,Fighter 1,Fighter 2,Kd 1,Kd 2,Str 1,Str 2,Td 1,Td 2,Sub 1,Sub 2,Weight class,Method,Round,Time,KD 1,KD 2,Sig. str. 1,Sig. str. 2,Sig. str. % 1,Sig. str. % 2,Total str. 1,Total str. 2,Td % 1,Td % 2,Sub. att 1,Sub. att 2,Rev. 1,Rev. 2,Ctrl 1,Ctrl 2,Ht,Reach,Stance,Career W,Career L,born_year
0,39,UFC Fight Night: Allen vs. Curtis 2,2024-04-06,"Las Vegas, Nevada, USA",,win,Valter Walker,Lukasz Brzeski,0.0,0.0,33.0,58.0,0 of 0,4 of 5,0.0,0.0,Heavyweight,U-DEC,3.0,5:00,0.0,0.0,58 of 102,33 of 67,56%,49%,135 of 200,56 of 101,---,80%,0.0,0.0,1.0,1.0,0:43,7:19,78.0,78.0,Orthodox,12,1,1997
1,7670,UFC 305: Du Plessis vs. Adesanya,2024-08-17,"Perth, Western Australia, Australia",win,,Valter Walker,Junior Tafa,0.0,0.0,4.0,5.0,0 of 0,2 of 3,1.0,0.0,Heavyweight,SUB,1.0,4:56,0.0,0.0,5 of 8,4 of 4,62%,100%,10 of 13,20 of 23,---,66%,0.0,1.0,0.0,0.0,0:00,3:54,78.0,78.0,Orthodox,12,1,1997
