,Winner,Ht Diff,Reach Diff,Career W Diff,Career L Diff,W Diff,L Diff,Num Fights Diff,W Perc Diff,Sig Strikes Avg Diff,Sig Str % Diff,Sig Strikes Opp Avg Diff,Sig Str % Opp Diff,Strikes Avg Diff,Str % Diff,Strikes Opp Avg Diff,Str % Opp Diff,TD Avg Diff,TD % Diff,TD Opp Avg Diff,TD % Opp Diff,KD Avg Diff,KD Opp Avg Diff,DEC Avg Diff,KO Avg Diff,SUB Avg Diff,DEC Opp Avg Diff,KO Opp Avg Diff,SUB Opp Avg Diff,CTRL Avg Diff,CTRL Opp Avg Diff,Time Avg Diff,Streak Diff,Age Diff,Career Fights Diff,Career W Perc Diff,Stance Diff
384,0,2,2,-6,-5,-2,-4,-6,24,-32.69230769230769,3.227804372065574,-52.58241758241759,-3.335969205060877,-38.54945054945055,10.203630611987709,-62.879120879120876,0.6542108746374957,-0.1318681318681323,13.506493506493506,-0.20879120879120894,33.23170731707317,0.4285714285714285,0.0659340659340659,-0.1758241758241758,0.5714285714285714,-0.1538461538461538,-0.2417582417582418,0.0,0.0,6.362637362637344,-79.49450549450549,-440.5494505494505,5,5,-11.0,17.307692307692307,-1
385,1,-1,3,-3,1,0,1,1,-4,-13.804761904761904,5.614459493279259,-22.68571428571429,-0.20215436304256684,-31.804761904761904,0.009836747281212865,-29.72380952380953,-2.2853297140310005,-0.6476190476190473,2.0779220779220893,-0.3904761904761904,-6.696428571428569,0.3333333333333333,0.2619047619047619,-0.3,0.4,-0.1428571428571428,-0.09047619047619049,0.1333333333333333,0.0,-123.76190476190477,-5.009523809523799,-256.1,0,9,-2.0,-6.434782608695656,1
386,0,0,0,0,-1,0,0,0,0,-2.0,-66.66666666666666,0.0,0.0,-24.0,-77.41935483870968,0.0,0.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-60.0,-19.0,-73.0,0,-1,-1.0,7.272727272727266,0
387,1,-3,-1,-2,-3,1,-1,0,50,-30.0,16.526189042745337,-29.0,-14.750957854406128,-62.5,32.41190417790859,-80.0,-22.820512820512818,1.0,-25.0,-4.0,-33.33333333333333,0.0,0.0,-0.5,0.5,0.5,-0.5,0.0,0.0,82.5,-368.5,-630.0,1,4,-5.0,10.294117647058826,0
388,1,0,0,-12,-9,2,-2,0,67,-8.999999999999995,4.688644688644686,-41.33333333333332,-9.229784582217508,-28.000000000000014,8.401093041855503,-76.33333333333333,-12.412060301507537,2.0,66.66666666666666,-3.6666666666666665,-68.75,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,-0.6666666666666666,0.0,0.0,205.0,-440.0,-375.6666666666667,2,3,-21.0,12.21719457013576,0
389,0,-3,-1,22,9,4,4,8,-34,3.75,0.29644268774703164,15.833333333333329,2.7557073001359935,-8.916666666666664,-1.9573114265169025,20.916666666666657,3.4653732875787,-0.08333333333333348,-25.0,1.0833333333333333,65.0,0.0833333333333333,0.3333333333333333,0.25,-0.0833333333333334,-0.5,0.1666666666666666,0.0,0.1666666666666666,-34.0,139.66666666666666,204.5,-2,-5,31.0,-5.238095238095241,0
390,0,-2,-1,4,2,2,3,5,-30,3.8000000000000007,3.7063122923588043,7.000000000000001,2.9375764993880065,3.6999999999999957,7.69001505843611,22.099999999999998,13.968627450980392,-0.20000000000000018,-16.19047619047619,0.30000000000000004,-7.5,0.2,0.1,0.0,-0.1,-0.19999999999999996,0.1,0.0,0.2,49.400000000000034,7.300000000000011,76.70000000000005,-1,-2,6.0,-3.80952380952381,0
391,1,0,0,-6,-3,0,-2,-2,25,10.25,-5.879433699563005,-8.25,-0.30785326462753915,34.125,-2.7354640735044917,-8.875,-1.704629424370058,0.0,22.103386809269175,0.625,-5.45454545454546,0.0416666666666666,0.1666666666666666,0.3333333333333333,-0.0833333333333334,0.0,-0.125,-0.125,0.0,135.41666666666669,4.833333333333314,173.70833333333337,5,7,-9.0,5.25,0
392,0,4,1,-3,-4,1,-4,-3,40,-3.6714285714285744,0.27373249115870735,-12.071428571428571,-2.4084369674520794,5.471428571428568,6.5779450018580405,-8.457142857142859,2.2626871120847056,1.7428571428571429,25.0,0.2571428571428571,-12.121212121212118,-0.3571428571428572,-0.1571428571428572,0.1857142857142857,-0.1571428571428572,0.3714285714285714,-0.2,-0.1,-0.1,197.4142857142857,-10.771428571428572,46.67142857142858,5,2,-7.0,11.519607843137237,0
393,1,-2,-1,0,1,-4,2,-2,-37,-3.375,-1.850503579662659,14.0,1.5288942522918791,-5.791666666666664,-0.8819468372818235,20.875,2.964670585353904,0.125,-14.86175115207373,0.08333333333333337,10.714285714285715,-0.375,0.0416666666666666,0.08333333333333331,-0.125,-0.33333333333333337,0.0416666666666666,0.1666666666666666,0.1666666666666666,-25.5,84.20833333333334,182.75,0,-7,1.0,-4.093567251462005,1
394,0,2,2,1,-1,2,-1,1,15,-27.11111111111111,-6.292100123151531,-22.98611111111111,-4.874741889793341,-18.416666666666664,1.4629429057713033,-22.84722222222222,-0.8170404672979465,1.0416666666666667,24.159663865546214,-0.5833333333333334,2.2727272727272734,0.19444444444444442,-0.013888888888888895,-0.2777777777777778,-0.013888888888888895,0.4444444444444444,-0.013888888888888895,-0.013888888888888895,-0.125,127.36111111111111,-63.888888888888886,-226.56944444444446,-1,7,0.0,5.263157894736835,0
395,1,-1,4,3,0,-1,0,-1,-50,21.5,55.108085964580575,-30.0,16.116116116116117,65.5,24.104683195592287,-39.0,2.965543941153694,2.0,26.66666666666667,-2.0,-80.0,0.0,0.0,-0.5,0.0,0.0,0.5,0.0,0.0,482.0,-236.5,0.0,0,1,3.0,4.285714285714292,0
396,0,1,-5,8,11,0,2,2,-25,-63.75,-17.53539992345962,-5.75,4.97662401574803,-104.75,-23.276161679352164,-20.0,8.54166666666666,-1.25,57.14285714285715,-0.5,-20.0,0.5,0.5,-0.5,0.25,0.0,-0.5,0.75,0.0,-318.0,-131.5,-616.25,-2,10,19.0,-30.909090909090907,0
397,1,-5,-5,2,-1,-1,-1,-2,6,18.200000000000003,8.90127229660068,-20.73333333333333,-8.817807423128418,44.33333333333333,22.019700928119057,-14.600000000000001,-5.158135218105233,0.0,18.98148148148148,-0.06666666666666671,0.0,-0.4,0.0,0.1333333333333333,-0.06666666666666671,0.0,0.3333333333333333,-0.2,-0.2,175.26666666666662,-48.866666666666674,13.399999999999977,3,-2,1.0,9.84848484848483,-1
398,1,-3,3,-6,-1,3,1,4,75,61.75,32.58575197889182,46.0,25.842696629213485,87.25,37.28632478632478,55.75,24.668141592920357,1.0,30.76923076923077,0.25,16.666666666666664,0.0,0.0,0.5,0.25,0.0,0.25,0.0,0.0,218.25,73.0,694.5,3,2,-7.0,2.3076923076923066,-1
399,1,4,-1,-6,0,-2,0,-2,-14,16.06666666666667,3.4322056145528457,-11.733333333333334,2.7282255304585874,-6.866666666666674,-4.335911985016473,-21.666666666666664,-0.1946983635602635,-0.5333333333333333,62.5,-0.2,-16.666666666666664,0.3333333333333333,0.3333333333333333,-0.06666666666666671,-0.06666666666666671,0.0,-0.2,0.3333333333333333,0.0,-194.8,-49.4,-166.86666666666673,-2,4,-6.0,-5.357142857142861,0
400,1,2,-1,-10,0,0,-1,-1,0,-38.0,-37.25490196078432,-16.0,-24.615384615384617,-70.0,-29.66101694915254,-17.0,-12.97709923664122,-10.0,-66.66666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-226.0,-27.0,-900.0,1,-2,-10.0,-15.15151515151517,-1
401,1,2,0,-12,-5,1,0,1,100,15.0,53.57142857142857,15.0,83.33333333333334,27.0,39.70588235294117,84.0,71.1864406779661,1.0,25.0,2.0,66.66666666666666,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,250.0,348.0,900.0,1,4,-17.0,-0.7692307692307736,0
402,1,-2,0,7,-1,2,1,3,-20,42.2,2.570752570752571,19.700000000000003,1.9277801755143145,44.5,-1.9384728456308835,-9.700000000000003,-23.606841470765524,1.7000000000000002,3.2051282051282044,-1.8,-58.974358974358964,0.2,0.0,0.09999999999999998,0.2,-0.5,0.2,0.0,0.0,-70.4,-185.4,193.20000000000005,-1,-5,6.0,13.57142857142857,1
403,0,1,0,2,3,2,1,3,66,11.0,16.582914572864322,27.33333333333333,21.025641025641026,18.0,23.27586206896552,53.333333333333336,28.98550724637681,0.3333333333333333,16.666666666666664,2.0,75.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,132.0,204.33333333333331,669.3333333333334,-1,7,5.0,-13.333333333333343,0
404,1,2,3,1,-1,1,1,2,50,6.0,20.33898305084746,11.5,25.0,10.0,25.0,67.5,55.55555555555556,0.0,0.0,2.0,100.0,0.5,0.0,0.0,0.5,0.0,0.5,0.0,0.0,42.5,370.5,554.5,-1,-1,0.0,6.25,-1
405,0,-3,-1,-2,1,-6,-1,-7,-75,-10.375,18.892941925771524,14.375,25.509763395749147,45.375,22.362772792732912,26.25,5.850177630773008,0.0,-47.727272727272734,1.375,22.22222222222222,-0.25,1.625,-0.25,-0.125,-0.375,1.0,-0.25,0.0,219.375,297.375,511.125,0,2,-1.0,-6.862745098039227,1
406,1,0,1,1,2,-3,0,-3,-33,-21.49999999999999,2.4996609644109533,-4.333333333333332,6.226650062266502,-35.33333333333334,7.759739812933198,-17.666666666666664,-1.8940773657754697,0.6666666666666667,2.857142857142861,0.3333333333333335,5.357142857142861,0.0,0.5,-0.16666666666666669,0.0,-0.1666666666666666,0.3333333333333333,-0.1666666666666666,0.1666666666666667,-8.166666666666686,99.0,-7.333333333333371,0,4,3.0,-7.5657894736842195,1
407,0,-1,0,14,0,-2,-2,-4,-50,-19.25,-16.382978723404253,-25.0,-22.22222222222222,-55.25,-39.81981981981982,-42.5,-30.303030303030305,-1.5,-60.0,-2.75,-73.33333333333333,0.0,-0.75,-0.5,0.0,0.0,-0.25,0.0,-0.25,-301.0,-280.75,-735.75,-2,10,14.0,10.294117647058826,0
408,0,0,0,-5,-2,-2,-2,-4,40,-5.399999999999999,12.214839424141752,30.0,33.10585046021939,-27.4,-15.666666666666657,39.8,4.3581611602056896,0.6000000000000001,-25.000000000000007,2.6,-17.70334928229665,0.0,-0.6,0.4,0.0,0.0,-0.2,0.0,-0.2,-70.60000000000002,54.80000000000001,131.39999999999998,-2,1,-7.0,2.3809523809523796,-1
409,0,0,0,9,2,-1,0,-1,-6,16.9,5.643801155086276,-8.9,-9.30880406001765,4.366666666666667,-11.789455148513852,-4.600000000000001,-8.95010000745599,0.33333333333333326,-13.368983957219257,-1.5666666666666664,-13.664596273291934,0.6,-0.5,-0.2666666666666666,0.2,0.0,-0.1666666666666666,0.0,0.23333333333333342,-143.5,-146.56666666666663,-94.5,-5,-6,11.0,1.5151515151515156,-1
410,0,-3,-2,5,5,3,2,5,-29,10.714285714285714,-7.786526684164478,19.5,6.8467336683417095,42.285714285714285,14.291187739463602,39.92857142857143,20.091362126245844,1.8571428571428568,50.0,1.8571428571428568,56.52173913043478,0.0,0.4285714285714285,0.7142857142857143,0.0,-1.0,0.1428571428571428,0.0,0.1428571428571428,355.2142857142857,120.2142857142857,573.6428571428571,3,8,10.0,-21.73913043478261,1
411,0,1,1,-7,0,-3,0,-3,-22,13.725000000000001,8.862271167048052,10.100000000000001,1.1611674651192452,-1.3999999999999986,-12.95934558743734,3.3500000000000014,-12.357524433960936,-0.825,-25.0,-0.625,-14.85507246376811,0.0,0.22499999999999998,-0.425,0.2,0.0,0.07500000000000001,0.2,-0.04999999999999999,-189.925,-19.974999999999994,-109.22500000000002,2,1,-7.0,-10.294117647058826,-1
412,0,-5,-4,-2,-1,0,-1,-1,0,-35.0,-40.69767441860465,-26.0,-42.62295081967213,-71.0,-33.80952380952381,-52.0,-34.21052631578947,-3.0,-75.0,-5.0,-100.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-190.0,-468.0,-900.0,1,-1,-3.0,1.8571428571428612,0
413,0,3,3,-3,1,1,0,1,50,-21.5,-21.9674310402127,-15.5,-11.190476190476193,-6.5,16.821253954558536,-148.0,-30.507219548315444,-2.0,-41.66666666666667,0.0,16.666666666666657,-2.0,0.0,0.0,0.0,0.5,-1.0,0.0,0.5,-218.0,-134.0,-439.5,2,10,-2.0,-5.769230769230774,0
414,1,2,-1,1,-1,-3,1,-2,-50,6.5,6.681954440591799,-1.75,-5.883449883449881,-11.25,-20.715249662618092,53.75,20.237447183554984,-1.25,0.0,-1.25,-7.843137254901961,1.25,0.0,-0.5,0.0,0.0,0.5,0.0,0.0,59.25,-125.5,-93.0,-3,-2,0.0,3.7037037037036953,0
415,1,-1,-2,14,3,1,1,2,-34,17.0,-16.147686832740213,21.33333333333333,-32.54364089775561,28.333333333333336,-14.608450092321057,93.33333333333331,20.28447742733458,-0.33333333333333326,-28.57142857142857,2.0,60.0,1.0,0.0,0.0,0.6666666666666666,-1.0,0.3333333333333333,0.0,0.0,142.33333333333331,236.66666666666669,513.3333333333334,1,-4,17.0,0.32467532467531157,0
416,1,-3,-5,13,1,2,1,3,-25,-13.75,6.817801572695334,-89.25,-29.472026736077638,1.0,24.796931742384942,-67.75,18.65415165453583,2.0,66.66666666666666,0.5,6.666666666666671,0.75,-1.0,-0.75,0.5,0.0,0.25,0.0,0.0,155.75,27.0,-184.25,2,-9,14.0,9.425287356321846,-1
417,1,-3,-1,-3,-2,3,0,3,30,-32.7,-1.9415957756788806,-41.2,-18.804712306003147,-39.1,16.32302274674027,-9.700000000000003,20.59673076755513,-0.19999999999999996,50.183150183150175,0.19999999999999996,-26.666666666666657,0.8,0.0,-0.3,0.6,0.0,-0.3,0.0,0.0,-72.6,78.19999999999999,-595.0,5,-6,-5.0,3.333333333333343,0
418,0,1,1,-2,-1,7,3,10,-8,22.854166666666664,2.2441366979542643,9.958333333333332,2.987701353021933,22.833333333333332,-6.4300693095786166,-2.541666666666657,-13.240404055573595,-0.1875,-46.0248447204969,0.25,5.454545454545453,-0.29166666666666663,-0.1041666666666666,0.27083333333333337,-0.35416666666666663,0.0,0.020833333333333398,0.0625,0.0,87.83333333333334,-47.91666666666666,248.0625,-3,4,-3.0,1.8433179723502207,1
419,1,3,1,-8,0,4,3,7,-14,16.07142857142857,4.5026154401154415,1.7857142857142847,-1.538354244787275,11.357142857142854,0.005608021131855878,-23.785714285714278,-17.881832980742583,-0.4285714285714287,-13.846153846153847,-0.0714285714285714,-12.394548994159635,-0.2857142857142857,-0.07142857142857151,0.0,-0.5,0.3571428571428571,0.0,0.1428571428571428,0.0,1.3571428571428612,-20.857142857142833,-10.71428571428578,-4,3,-8.0,-5.208333333333343,0
420,0,3,4,-4,-1,-6,0,-6,-75,-9.625,18.558029272314982,-4.0,14.35213198630504,-15.125,8.899753180178461,-4.875,6.637346007424746,3.375,3.75,-1.0,-34.78260869565217,-0.625,0.625,-0.25,-0.5,0.0,-0.125,0.875,0.0,109.125,-138.75,-163.75,-1,9,-5.0,0.32467532467531157,0
421,0,3,3,4,5,3,2,5,-6,7.142857142857142,6.286465028889488,-8.0,-1.143851352858512,5.730158730158724,5.787293132099528,-11.769841269841272,4.227609445194169,0.49206349206349187,-1.6666666666666714,0.25396825396825395,7.024390243902438,0.015873015873015817,-0.11904761904761912,-0.047619047619047616,-0.15873015873015872,0.1428571428571428,0.10317460317460309,-0.03968253968253971,0.0,101.69841269841272,-20.0,17.984126984126988,0,6,9.0,-7.934336525307785,0
422,0,-2,-3,7,-3,1,-1,0,9,-16.72727272727273,-9.322057778008979,-9.363636363636367,-5.552217435215606,-13.090909090909093,-1.0323100536910061,1.181818181818187,6.432217123298042,-0.7272727272727271,-16.79160419790106,0.2727272727272728,4.453441295546561,0.09090909090909094,0.09090909090909091,0.0,0.09090909090909088,0.0,0.0909090909090909,0.0,-0.1818181818181818,-24.0,60.272727272727266,18.18181818181813,0,-3,4.0,11.805555555555557,-1
423,0,0,0,19,8,4,4,8,-34,-27.41666666666667,-10.67889368458807,-1.1666666666666714,2.0328282828282838,-34.0,-4.6535999298430255,5.5,9.214178945120654,0.16666666666666674,-3.296703296703292,-0.5833333333333334,-8.831908831908844,0.25,0.08333333333333331,-0.5,0.4166666666666667,-0.25,0.1666666666666666,0.1666666666666666,0.0,12.916666666666686,-78.16666666666669,-116.16666666666663,-6,6,27.0,-21.621621621621628,-1
424,0,1,2,-12,0,7,3,10,4,1.2240802675585378,0.6966805804015088,-6.979933110367895,-1.2246118313768903,10.060200668896321,7.867567912681402,-14.795986622073585,-3.8482653111682303,0.49832775919732497,-0.05030181086519292,-0.21404682274247488,4.523809523809511,-0.2006688963210702,-0.1337792642140469,0.0301003344481606,-0.12374581939799328,0.1304347826086956,0.02006688963210701,-0.023411371237458206,-0.0334448160535117,126.123745819398,-39.24414715719065,16.07023411371233,0,8,-12.0,-10.931174089068833,0
425,1,3,4,-20,-9,-4,-4,-8,19,20.023809523809515,8.351912010045062,14.11904761904762,7.919499608381344,16.11904761904762,1.1008026451427178,9.214285714285715,0.4249181433363347,-0.7380952380952381,-36.904761904761905,0.45238095238095244,14.338235294117645,-0.4285714285714285,0.5476190476190477,0.11904761904761912,0.1428571428571429,-0.0714285714285714,0.023809523809523808,-0.1428571428571428,-0.0714285714285714,3.261904761904745,4.214285714285722,23.119047619047706,3,2,-29.0,23.076923076923066,0
426,1,1,-1,-15,-6,-8,-5,-13,-10,62.733333333333334,11.969993986301263,60.16666666666667,8.380318068173214,74.8,4.407750059799849,42.86666666666667,-8.006088280060887,-0.5666666666666669,-18.27956989247312,-0.16666666666666663,4.761904761904759,0.9666666666666667,0.16666666666666669,0.3,-0.3333333333333333,-0.0666666666666666,-0.1333333333333333,0.3,-0.0666666666666666,100.03333333333333,-89.56666666666666,543.4,0,-1,-21.0,3.94736842105263,2
427,1,-3,-4,8,-3,-4,-1,-5,-5,-15.666666666666664,-6.972716531515019,2.949404761904759,-1.5931691390170712,-22.94940476190476,-10.724374784456735,4.714285714285715,-3.2977630663596003,-0.1428571428571428,1.2698412698412795,-1.2321428571428568,-12.42840778923253,0.2142857142857143,0.1696428571428572,0.0922619047619048,-0.11607142857142849,-0.032738095238095205,0.044642857142857206,0.1875,-0.175595238095238,-43.22619047619048,-111.27083333333331,-7.848214285714334,-1,-4,5.0,12.059620596205953,0
428,1,2,3,-1,0,-3,-3,-6,5,26.79679144385027,3.8586187811327726,27.754010695187162,4.703227014999705,40.893048128342244,4.34269874720977,33.30481283422459,-0.365836707011713,0.24064171122994693,-13.492063492063487,0.9572192513368983,5.55555555555555,-0.01604278074866311,-0.32085561497326204,0.2780748663101604,-0.2620320855614973,0.0320855614973262,0.1871657754010695,-0.1764705882352941,-0.0588235294117647,21.882352941176464,110.12834224598934,324.18181818181813,0,1,-1.0,-0.638792102206736,0
429,1,1,0,-22,-11,-8,-7,-15,11,22.27777777777778,3.223033622394645,38.27777777777777,9.787818025689326,12.333333333333332,-7.010529567747085,31.77777777777778,-2.4430760484887486,-0.8888888888888888,-44.44444444444444,0.11111111111111105,12.972972972972972,-0.4444444444444444,1.277777777777778,-0.1666666666666666,0.3333333333333333,-0.0555555555555555,0.1666666666666667,-0.2222222222222222,-0.0555555555555555,-79.66666666666667,-11.388888888888914,137.66666666666663,0,-6,-33.0,17.906976744186053,0
430,0,-5,-6,10,4,2,3,5,-5,-15.590225563909776,-4.975607328748719,-1.4398496240601517,-2.0290248426004744,-37.849624060150376,-14.72220933422814,-6.090225563909776,-5.181236673773984,0.05639097744360899,0.44444444444444287,0.36466165413533846,13.785790031813365,0.16917293233082709,0.011278195488721832,-0.05639097744360899,0.17293233082706772,-0.1616541353383458,0.015037593984962405,-0.022556390977443608,0.0526315789473684,-135.62406015037593,12.819548872180448,0.8796992481202324,0,-2,14.0,0.45454545454545325,0
431,1,3,1,-18,-9,-6,-7,-13,7,32.30714285714285,8.932209268052752,28.492857142857147,4.239961316794805,40.20714285714286,6.173253031928059,44.50714285714286,4.233877120869263,1.6285714285714283,8.680555555555557,0.021428571428571352,17.615176151761514,-0.26428571428571435,-0.20714285714285718,-0.007142857142857201,-0.01428571428571429,0.09285714285714279,0.27857142857142847,-0.3,-0.05,71.99285714285713,58.55,229.02142857142854,2,-4,-27.0,3.3333333333333286,1
432,1,3,4,5,4,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,9.0,-25.0,0
433,1,0,0,-4,-2,0,1,1,0,42.0,46.66666666666666,57.0,52.77777777777778,84.0,35.8974358974359,113.0,40.647482014388494,7.0,35.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,413.0,230.0,900.0,-1,5,-6.0,8.92857142857143,0
434,0,1,1,-14,-5,1,1,2,50,41.5,27.035830618892508,49.5,29.03225806451613,78.0,37.86407766990291,88.5,41.35514018691589,4.5,27.27272727272727,2.0,100.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,337.5,317.5,900.0,1,0,-19.0,10.317460317460316,-1
435,1,-1,-2,-28,-12,-5,-5,-10,-13,4.0,2.9101935731476267,14.846153846153843,11.64394715021834,12.769230769230766,3.0778132944503866,21.79487179487179,11.095475842998702,2.3076923076923075,-19.28571428571429,0.5641025641025639,17.906683480453985,0.2564102564102564,-0.2307692307692307,0.17948717948717952,-0.0769230769230769,-0.2307692307692307,0.3589743589743589,-0.0769230769230769,-0.1538461538461538,118.974358974359,161.53846153846155,280.53846153846155,0,0,-40.0,8.0,0
436,0,-4,-4,0,1,2,2,4,50,27.75,19.715808170515096,33.0,23.52941176470588,50.25,35.701598579040855,63.5,44.63971880492091,2.25,25.0,2.5,71.42857142857143,0.25,0.0,0.25,0.0,0.25,0.5,0.0,0.0,202.75,299.75,686.25,1,2,1.0,-8.181818181818173,-2
437,1,1,5,-2,1,1,0,1,10,-2.4333333333333336,-3.9568126652742706,-18.46666666666667,-11.37864472213756,12.0,7.560381904754067,-35.03333333333333,-20.746869818650264,1.0,29.222972972972972,-1.6666666666666667,4.166666666666657,-0.09999999999999998,0.0,0.1333333333333333,0.1666666666666666,-0.2,-0.4,0.1333333333333333,0.1666666666666666,88.83333333333331,-179.7,-131.7666666666667,-1,-5,-1.0,-11.363636363636367,0
438,0,0,-2,-1,1,-1,2,1,-27,2.1000000000000014,4.457084206474789,-3.799999999999997,7.814021421616356,11.233333333333334,11.599053295932674,5.966666666666654,14.192685524914182,1.4666666666666668,19.884169884169886,1.5,15.217391304347828,0.09999999999999998,-0.4,-0.03333333333333341,-0.4,0.1666666666666666,0.3,0.1666666666666666,-0.2,55.73333333333335,143.46666666666664,80.73333333333335,-1,2,0.0,-7.692307692307708,0
439,0,-3,4,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,1.0,-14.285714285714292,1
440,1,1,-3,-5,-3,1,0,1,100,81.0,63.28125,8.0,27.58620689655172,147.0,44.01197604790419,39.0,41.935483870967744,3.0,75.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,649.0,33.0,900.0,1,2,-8.0,20.0,0
441,0,1,1,3,-1,-5,-4,-9,-55,-36.888888888888886,-19.79725700655933,-36.0,-17.16101694915254,-45.888888888888886,-24.49584816132859,-62.55555555555556,-29.56932773109244,-0.8888888888888888,-44.44444444444444,-1.2222222222222223,-34.375,0.0,-0.1111111111111111,-0.3333333333333333,0.0,-0.2222222222222222,-0.2222222222222222,-0.1111111111111111,-0.1111111111111111,-105.22222222222224,-187.0,-694.3333333333334,-1,-1,2.0,6.4393939393939235,1
442,1,0,1,10,4,-2,-1,-3,-50,-31.0,25.69924812030075,-40.0,41.51453684922244,-19.75,14.827619125548917,-23.75,25.454039851945613,-1.75,-23.33333333333333,3.25,27.14285714285714,-0.25,-0.25,-0.5,0.0,0.0,-0.25,0.0,0.75,-137.5,242.0,-267.75,0,-2,14.0,-5.818181818181827,1
443,1,2,4,-6,-1,2,1,3,10,-13.0,-4.491315136476427,-43.6,-13.937598145517086,2.6000000000000014,20.78787878787879,-44.3,10.271530742074017,1.0,55.55555555555556,-3.5,-46.66666666666666,0.2,1.6,-0.5,0.6,0.0,0.2,0.2,-0.5,122.6,-71.1,-359.9,1,4,-7.0,-3.2388663967611535,0
444,0,-2,-2,19,4,2,0,2,27,-2.0666666666666664,-0.05246055670829719,-16.933333333333337,-2.173295851213357,21.0,15.83743842364532,-13.266666666666673,3.475476293236323,1.1333333333333333,12.142857142857146,-1.533333333333333,10.476190476190482,0.4,0.06666666666666671,0.06666666666666671,0.2,0.0,0.2,-0.1333333333333333,-0.3333333333333333,161.26666666666668,-74.33333333333331,18.600000000000023,0,2,23.0,3.925925925925924,-1
445,1,-5,-1,-2,-4,2,1,3,66,16.666666666666668,19.84126984126984,24.666666666666668,22.02380952380952,19.666666666666668,22.433460076045627,42.333333333333336,37.573964497041416,1.3333333333333333,66.66666666666666,0.6666666666666666,100.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,126.33333333333331,103.0,354.3333333333333,2,-6,-6.0,12.787723785166236,-1
446,0,-5,-4,-2,-6,1,-1,0,50,6.5,-20.359099208764455,-4.0,-2.8092718568908985,19.5,6.632653061224495,-2.0,5.839359901523306,1.0,-50.0,-0.5,-25.0,0.0,0.0,0.0,0.5,0.0,0.0,-0.5,0.0,212.0,-61.5,94.5,3,-6,-8.0,18.35294117647058,-1
447,0,-4,-5,1,2,2,3,5,-50,-10.5,-36.115310508374094,8.333333333333329,-17.45327754532775,-82.5,-22.883939644481192,-124.0,-39.09372100216518,-1.6666666666666667,54.16666666666666,-0.6666666666666667,-81.81818181818181,0.3333333333333333,0.3333333333333333,-0.8333333333333334,0.1666666666666666,0.1666666666666666,0.0,0.1666666666666666,0.3333333333333333,-524.0,-55.166666666666664,-495.1666666666667,0,6,3.0,-11.057692307692307,1
448,1,5,3,-8,-5,0,-1,-1,34,5.0,-0.44762862018185956,-7.333333333333336,-7.502787578854118,25.33333333333333,3.803727653100033,37.666666666666664,12.360394029076929,-2.333333333333333,-47.05882352941177,-3.333333333333333,18.518518518518505,-0.6666666666666666,0.5,0.16666666666666669,-0.3333333333333333,0.5,0.0,0.0,-0.3333333333333333,136.0,-294.8333333333333,-13.5,0,0,-13.0,15.079365079365076,0
449,1,-2,-3,0,-1,-1,0,-1,0,-32.0,-0.8797152050386785,-17.5,9.04197791694962,-68.83333333333333,-14.078345840572752,-65.5,-19.943820224719097,1.5,28.78787878787879,-0.5,-13.333333333333329,-0.3333333333333333,-0.6666666666666666,-0.3333333333333333,-0.3333333333333333,0.6666666666666667,0.0,0.0,0.0,-120.83333333333331,-40.83333333333333,-236.0,-1,-5,-1.0,6.666666666666686,0
450,0,3,2,1,0,1,0,1,9,0.5833333333333428,0.65222792278432,-27.0,-9.435168471720818,18.66666666666667,12.653730056058649,-15.166666666666671,13.602127071712587,-1.833333333333333,-16.20553359683795,-1.9166666666666665,-4.761904761904766,0.25,0.16666666666666669,-0.41666666666666663,0.25,0.25,-0.08333333333333331,0.0,0.0,-65.16666666666669,-32.083333333333314,-230.25,0,0,1.0,0.8333333333333286,-1
451,1,4,1,4,2,3,1,4,60,13.600000000000001,-9.547952047952048,-75.8,-57.8629769596489,11.400000000000006,11.62366419562915,-66.0,3.219427305806043,-0.8,9.090909090909086,-2.2,-23.636363636363633,0.2,0.4,0.2,0.2,0.2,-0.8,0.0,0.2,118.19999999999999,-247.2,-338.0,-1,8,6.0,-8.556149732620327,0
